Orthogroup	m_conductrix_genome_proteins	a99_genome_proteins
OG0003315	PSC72642.1	scaffold6.g2657.t1
OG0003317	PSC72761.1	scaffold6.g2660.t1
OG0003318	PSC71611.1	scaffold6.g2662.t1
OG0003319	PSC71607.1	scaffold6.g2664.t1
OG0003320	PSC71572.1	scaffold6.g2665.t1
OG0003321	PSC70885.1	scaffold6.g2670.t1
OG0003322	PSC72654.1	scaffold6.g2672.t1
OG0003323	PSC72716.1	scaffold6.g2675.t1
OG0003324	PSC72652.1	scaffold6.g2676.t1
OG0003325	PSC72783.1	scaffold6.g2678.t1
OG0003326	PSC72677.1	scaffold6.g2680.t1
OG0003327	PSC72869.1	scaffold6.g2684.t1
OG0003328	PSC72887.1	scaffold6.g2685.t1
OG0003329	PSC69028.1	scaffold6.g2688.t1
OG0003330	PSC69033.1	scaffold6.g2689.t1
OG0003331	PSC72780.1	scaffold6.g2690.t1
OG0003332	PSC72137.1	scaffold6.g2693.t1
OG0003333	PSC73932.1	scaffold2.g7003.t1, scaffold6.g2694.t1
OG0003334	PSC72717.1	scaffold6.g2695.t1
OG0003335	PSC72776.1	scaffold6.g2696.t1
OG0003336	PSC72779.1	scaffold6.g2697.t1
OG0003337	PSC72699.1	scaffold6.g2704.t1
OG0003338	PSC72706.1	scaffold6.g2707.t1
OG0003339	PSC72782.1	scaffold6.g2709.t1
OG0003340	PSC72823.1	scaffold6.g2710.t1
OG0003341	PSC72602.1	scaffold6.g2712.t1
OG0003342	PSC69082.1	scaffold6.g2715.t1
OG0003343	PSC69021.1	scaffold6.g2722.t1
OG0003344	PSC69017.1	scaffold6.g2723.t1
OG0003345	PSC72722.1	scaffold6.g2724.t1
OG0003347	PSC69066.1	scaffold6.g2729.t1
OG0003348	PSC71641.1	scaffold6.g2730.t1
OG0003350	PSC71619.1	scaffold6.g2733.t1
OG0003351	PSC72890.1, PSC72889.1	scaffold6.g2738.t1
OG0003352	PSC72883.1	scaffold6.g2739.t1
OG0003353	PSC72785.1	scaffold6.g2744.t1
OG0003354	PSC72698.1	scaffold6.g2745.t1
OG0003355	PSC72777.1	scaffold6.g2747.t1
OG0003356	PSC72689.1	scaffold6.g2748.t1
OG0003357	PSC72813.1	scaffold6.g2751.t1
OG0003358	PSC72899.1	scaffold6.g2757.t1
OG0003359	PSC72877.1	scaffold6.g2759.t1
OG0003360	PSC72700.1	scaffold6.g2760.t1
OG0003361	PSC72885.1	scaffold6.g2762.t1
OG0003362	PSC72884.1	scaffold6.g2765.t1
OG0003363	PSC70674.1, PSC76505.1	scaffold6.g2768.t1
OG0003364	PSC73554.1	scaffold6.g2774.t1
OG0003365	PSC76704.1, PSC76706.1	scaffold6.g2775.t1
OG0003366	PSC69023.1	scaffold6.g2776.t1
OG0003367	PSC70221.1	scaffold6.g2779.t1
OG0003368	PSC69044.1	scaffold6.g2780.t1
OG0003369	PSC72911.1	scaffold6.g2785.t1
OG0003370	PSC72612.1	scaffold6.g2786.t1
OG0003371	PSC73292.1	scaffold6.g2789.t1
OG0003372	PSC69054.1	scaffold6.g2792.t1
OG0003373	PSC75770.1	scaffold6.g2794.t1
OG0003374	PSC69046.1	scaffold6.g2797.t1
OG0003375	PSC69083.1	scaffold6.g2800.t1
OG0003376	PSC69062.1	scaffold6.g2801.t1
OG0003377	PSC69034.1	scaffold6.g2802.t1
OG0003378	PSC68992.1	scaffold6.g2803.t1
OG0003379	PSC69071.1	scaffold6.g2804.t1
OG0003380	PSC69006.1	scaffold6.g2805.t1
OG0003381	PSC71599.1	scaffold6.g2813.t1
OG0003382	PSC71468.1	scaffold6.g2814.t1
OG0003383	PSC67921.1	scaffold6.g2816.t1
OG0003384	PSC72758.1	scaffold6.g2822.t1
OG0003385	PSC72895.1	scaffold6.g2824.t1
OG0003386	PSC75390.1	scaffold6.g2828.t1
OG0003387	PSC72862.1	scaffold6.g2830.t1
OG0003389	PSC72671.1	scaffold6.g2835.t1
OG0003390	PSC72712.1	scaffold6.g2840.t1
OG0003391	PSC75311.1	scaffold6.g2842.t1
OG0003392	PSC73362.1	scaffold6.g2845.t1
OG0003393	PSC68949.1	scaffold6.g2846.t1
OG0003394	PSC73707.1	scaffold6.g2848.t1
OG0003395	PSC76073.1	scaffold6.g2853.t1
OG0003396	PSC75597.1	scaffold6.g2855.t1
OG0003397	PSC71455.1	scaffold6.g2857.t1
OG0003398	PSC71555.1	scaffold6.g2858.t1
OG0003399	PSC71637.1	scaffold6.g2859.t1
OG0003400	PSC71621.1	scaffold6.g2862.t1
OG0003401	PSC71502.1	scaffold6.g2863.t1
OG0003402	PSC69004.1	scaffold6.g2868.t1
OG0003403	PSC71534.1	scaffold6.g2875.t1
OG0003404	PSC71656.1	scaffold6.g2877.t1
OG0003405	PSC71491.1	scaffold6.g2879.t1
OG0003406	PSC76221.1	scaffold6.g2882.t1
OG0003407	PSC75265.1, PSC69060.1, PSC69059.1	scaffold6.g2886.t1
OG0003408	PSC69032.1	scaffold6.g2887.t1
OG0003409	PSC69030.1	scaffold6.g2888.t1
OG0003410	PSC68993.1	scaffold6.g2889.t1
OG0003411	PSC69063.1	scaffold6.g2890.t1
OG0003412	PSC69016.1	scaffold6.g2899.t1
OG0003413	PSC69072.1	scaffold6.g2900.t1
OG0003414	PSC69043.1	scaffold6.g2906.t1
OG0003415	PSC69078.1	scaffold6.g2907.t1
OG0003416	PSC69031.1	scaffold6.g2910.t1
OG0003417	PSC71817.1	scaffold6.g2912.t1
OG0003418	PSC69061.1	scaffold6.g2914.t1
OG0003419	PSC68639.1	scaffold6.g2915.t1
OG0003420	PSC69011.1	scaffold6.g2917.t1
OG0003421	PSC68438.1	scaffold24.g2925.t1
OG0003422	PSC75042.1	scaffold24.g2930.t1
OG0003423	PSC74913.1	scaffold24.g2933.t1
OG0003424	PSC67371.1	scaffold24.g2936.t1
OG0003425	PSC75091.1	scaffold24.g2938.t1
OG0003426	PSC73751.1	scaffold24.g2939.t1
OG0003427	PSC75199.1	scaffold24.g2940.t1
OG0003428	PSC74869.1	scaffold24.g2941.t1
OG0003429	PSC67375.1	scaffold24.g2942.t1
OG0003430	PSC67380.1	scaffold24.g2943.t1
OG0003431	PSC67391.1	scaffold24.g2948.t1
OG0003432	PSC69991.1	scaffold24.g2951.t1
OG0003433	PSC74892.1	scaffold24.g2952.t1
OG0003434	PSC70078.1	scaffold24.g2956.t1
OG0003435	PSC70018.1	scaffold24.g2958.t1
OG0003436	PSC70010.1	scaffold24.g2961.t1
OG0003437	PSC70004.1	scaffold24.g2964.t1
OG0003438	PSC70092.1	scaffold24.g2965.t1
OG0003439	PSC69981.1, PSC70093.1	scaffold24.g2970.t1
OG0003440	PSC70094.1	scaffold24.g2971.t1
OG0003441	PSC70048.1	scaffold24.g2972.t1
OG0003442	PSC75135.1	scaffold24.g2982.t1
OG0003443	PSC75081.1	scaffold24.g2987.t1
OG0003444	PSC75062.1	scaffold24.g2989.t1
OG0003445	PSC75039.1	scaffold24.g2992.t1
OG0003446	PSC74959.1	scaffold9.g2997.t1
OG0003447	PSC75000.1	scaffold9.g2998.t1
OG0003448	PSC75094.1	scaffold9.g2999.t1
OG0003449	PSC74816.1	scaffold9.g3000.t1
OG0003450	PSC74893.1	scaffold9.g3002.t1
OG0003451	PSC74855.1	scaffold9.g3003.t1
OG0003452	PSC68423.1	scaffold9.g3008.t1
OG0003453	PSC68146.1	scaffold9.g3013.t1
OG0003454	PSC68167.1	scaffold9.g3014.t1
OG0003456	PSC67346.1	scaffold9.g3019.t1
OG0003457	PSC69692.1	scaffold9.g3020.t1
OG0003458	PSC72222.1	scaffold9.g3022.t1, scaffold2.g7118.t1
OG0003459	PSC74813.1	scaffold9.g3028.t1
OG0003460	PSC68174.1	scaffold9.g3032.t1
OG0003461	PSC68162.1	scaffold9.g3036.t1
OG0003462	PSC67349.1	scaffold9.g3037.t1
OG0003463	PSC67338.1	scaffold9.g3038.t1
OG0003464	PSC67350.1	scaffold9.g3042.t1
OG0003465	PSC74820.1	scaffold9.g3044.t1
OG0003466	PSC75061.1	scaffold9.g3045.t1
OG0003467	PSC75028.1	scaffold9.g3046.t1
OG0003468	PSC75099.1	scaffold9.g3047.t1
OG0003469	PSC74815.1	scaffold9.g3048.t1
OG0003470	PSC74866.1	scaffold9.g3049.t1
OG0003472	PSC68476.1	scaffold9.g3057.t1
OG0003473	PSC67297.1	scaffold9.g3063.t1
OG0003474	PSC74966.1	scaffold9.g3064.t1
OG0003476	PSC74885.1	scaffold9.g3070.t1
OG0003477	PSC75040.1	scaffold9.g3072.t1
OG0003478	PSC75158.1	scaffold9.g3074.t1
OG0003479	PSC75194.1	scaffold9.g3076.t1
OG0003480	PSC75049.1	scaffold9.g3081.t1
OG0003481	PSC76207.1	scaffold9.g3086.t1
OG0003483	PSC75161.1	scaffold9.g3089.t1
OG0003484	PSC75190.1	scaffold9.g3091.t1
OG0003485	PSC74880.1	scaffold9.g3095.t1
OG0003486	PSC74903.1	scaffold9.g3101.t1
OG0003487	PSC75226.1	scaffold9.g3103.t1
OG0003488	PSC74942.1	scaffold9.g3104.t1
OG0003489	PSC74891.1	scaffold9.g3107.t1
OG0003490	PSC74972.1	scaffold9.g3112.t1
OG0003491	PSC74870.1	scaffold9.g3113.t1
OG0003492	PSC68157.1	scaffold9.g3119.t1
OG0003493	PSC68145.1, PSC68144.1	scaffold9.g3120.t1
OG0003494	PSC68154.1	scaffold9.g3122.t1
OG0003495	PSC72547.1	scaffold9.g3133.t1
OG0003496	PSC72251.1	scaffold9.g3135.t1
OG0003497	PSC74910.1	scaffold9.g3137.t1
OG0003498	PSC75008.1	scaffold9.g3140.t1
OG0003499	PSC74844.1	scaffold9.g3147.t1
OG0003500	PSC75014.1	scaffold9.g3148.t1
OG0003501	PSC75129.1	scaffold9.g3151.t1
OG0003502	PSC74821.1	scaffold9.g3153.t1
OG0003503	PSC75147.1	scaffold9.g3166.t1
OG0003504	PSC74860.1	scaffold9.g3169.t1
OG0003505	PSC71962.1	scaffold9.g3170.t1
OG0003506	PSC72338.1	scaffold9.g3172.t1
OG0003507	PSC68444.1, PSC68453.1	scaffold9.g3174.t1
OG0003508	PSC75641.1	scaffold9.g3175.t1
OG0003509	PSC68478.1	scaffold9.g3184.t1
OG0003510	PSC68449.1	scaffold9.g3190.t1
OG0003511	PSC68443.1	scaffold9.g3193.t1
OG0003512	PSC68479.1	scaffold9.g3196.t1
OG0003513	PSC68431.1	scaffold9.g3198.t1
OG0003514	PSC68435.1	scaffold9.g3199.t1
OG0003515	PSC69745.1	scaffold9.g3200.t1
OG0003516	PSC70305.1	scaffold9.g3208.t1
OG0003517	PSC68407.1	scaffold9.g3209.t1
OG0003519	PSC68486.1	scaffold9.g3217.t1
OG0003520	PSC68408.1	scaffold9.g3218.t1
OG0003521	PSC67342.1	scaffold9.g3219.t1
OG0003522	PSC67344.1	scaffold9.g3221.t1
OG0003523	PSC75584.1	scaffold9.g3225.t1
OG0003524	PSC69300.1	scaffold9.g3229.t1, scaffold34.g4507.t1
OG0003525	PSC74905.1	scaffold9.g3238.t1
OG0003526	PSC75029.1	scaffold9.g3239.t1
OG0003527	PSC74879.1	scaffold9.g3240.t1
OG0003528	PSC75167.1	scaffold9.g3245.t1
OG0003529	PSC74993.1	scaffold9.g3246.t1
OG0003530	PSC69390.1	scaffold9.g3248.t1
OG0003531	PSC69324.1	scaffold9.g3250.t1
OG0003532	PSC74980.1	scaffold9.g3251.t1
OG0003533	PSC68158.1	scaffold9.g3252.t1
OG0003534	PSC68147.1	scaffold9.g3254.t1
OG0003535	PSC68151.1	scaffold9.g3255.t1
OG0003536	PSC74856.1, PSC75031.1	scaffold9.g3260.t1
OG0003537	PSC71344.1	scaffold9.g3262.t1
OG0003538	PSC70700.1	scaffold9.g3265.t1
OG0003539	PSC74953.1	scaffold9.g3266.t1
OG0003540	PSC69690.1	scaffold9.g3267.t1
OG0003541	PSC74814.1	scaffold9.g3268.t1
OG0003542	PSC69429.1	scaffold9.g3269.t1
OG0003543	PSC73347.1	scaffold9.g3272.t1
OG0003544	PSC68148.1	scaffold9.g3275.t1
OG0003545	PSC75645.1	scaffold9.g3277.t1
OG0003546	PSC74135.1	scaffold9.g3281.t1
OG0003547	PSC74194.1	scaffold9.g3285.t1
OG0003548	PSC73997.1	scaffold9.g3287.t1
OG0003549	PSC74295.1	scaffold9.g3289.t1
OG0003550	PSC75479.1	scaffold9.g3302.t1
OG0003551	PSC75073.1	scaffold9.g3305.t1
OG0003552	PSC74970.1	scaffold9.g3307.t1
OG0003553	PSC75074.1	scaffold9.g3308.t1
OG0003554	PSC74853.1	scaffold9.g3311.t1
OG0003555	PSC74957.1	scaffold9.g3313.t1
OG0003556	PSC73283.1	scaffold26.g3315.t1
OG0003557	PSC73382.1	scaffold26.g3319.t1
OG0003558	PSC75230.1	scaffold26.g3321.t1
OG0003559	PSC70491.1	scaffold26.g3322.t1
OG0003560	PSC73297.1	scaffold26.g3324.t1
OG0003561	PSC70632.1	scaffold26.g3325.t1
OG0003562	PSC70059.1	scaffold26.g3326.t1
OG0003563	PSC70649.1	scaffold26.g3328.t1
OG0003564	PSC73731.1	scaffold26.g3330.t1
OG0003565	PSC70630.1	scaffold26.g3335.t1
OG0003566	PSC73254.1	scaffold26.g3338.t1
OG0003567	PSC73328.1	scaffold26.g3339.t1
OG0003568	PSC74689.1	scaffold26.g3349.t1
OG0003569	PSC75219.1	scaffold26.g3352.t1
OG0003570	PSC75075.1	scaffold26.g3354.t1
OG0003571	PSC73466.1	scaffold26.g3357.t1
OG0003572	PSC71747.1	scaffold26.g3364.t1
OG0003573	PSC74452.1	scaffold26.g3365.t1
OG0003574	PSC67428.1	scaffold7.g3372.t1
OG0003575	PSC74302.1	scaffold7.g3377.t1
OG0003576	PSC76168.1	scaffold7.g3380.t1
OG0003577	PSC67438.1	scaffold7.g3387.t1
OG0003578	PSC67420.1	scaffold7.g3390.t1
OG0003579	PSC67427.1	scaffold7.g3392.t1
OG0003580	PSC67449.1	scaffold7.g3395.t1
OG0003581	PSC67444.1	scaffold7.g3398.t1
OG0003582	PSC76990.1	scaffold7.g3405.t1
OG0003583	PSC68605.1	scaffold7.g3407.t1
OG0003584	PSC72998.1	scaffold7.g3408.t1
OG0003585	PSC67377.1	scaffold7.g3411.t1
OG0003586	PSC73183.1	scaffold7.g3412.t1
OG0003587	PSC73040.1	scaffold7.g3415.t1
OG0003588	PSC73036.1	scaffold7.g3419.t1
OG0003589	PSC73026.1	scaffold7.g3420.t1
OG0003590	PSC73137.1	scaffold7.g3423.t1
OG0003591	PSC72970.1	scaffold7.g3425.t1
OG0003592	PSC73022.1	scaffold7.g3428.t1
OG0003593	PSC76512.1	scaffold7.g3434.t1
OG0003594	PSC76991.1	scaffold7.g3436.t1
OG0003595	PSC76282.1	scaffold7.g3440.t1
OG0003596	PSC76228.1	scaffold7.g3444.t1
OG0003597	PSC72312.1	scaffold7.g3446.t1
OG0003598	PSC72250.1	scaffold7.g3447.t1
OG0003599	PSC76737.1	scaffold7.g3451.t1
OG0003600	PSC76652.1	scaffold7.g3452.t1
OG0003602	PSC76066.1	scaffold7.g3457.t1
OG0003603	PSC73611.1	scaffold7.g3462.t1
OG0003604	PSC76974.1	scaffold7.g3466.t1
OG0003605	PSC76074.1	scaffold7.g3467.t1
OG0003606	PSC77070.1	scaffold7.g3468.t1
OG0003607	PSC77003.1	scaffold7.g3472.t1
OG0003608	PSC76609.1	scaffold7.g3474.t1
OG0003610	PSC76987.1	scaffold7.g3477.t1
OG0003611	PSC76034.1	scaffold7.g3479.t1
OG0003612	PSC76876.1	scaffold7.g3483.t1
OG0003613	PSC73339.1	scaffold7.g3485.t1
OG0003614	PSC76382.1	scaffold7.g3487.t1
OG0003616	PSC69784.1	scaffold7.g3494.t1
OG0003617	PSC76393.1	scaffold7.g3503.t1
OG0003618	PSC76995.1	scaffold7.g3508.t1
OG0003619	PSC76391.1	scaffold7.g3516.t1
OG0003620	PSC73015.1	scaffold7.g3517.t1
OG0003621	PSC73090.1	scaffold7.g3521.t1
OG0003622	PSC76095.1	scaffold7.g3523.t1
OG0003623	PSC76577.1	scaffold7.g3527.t1
OG0003624	PSC76341.1	scaffold7.g3530.t1
OG0003625	PSC76917.1	scaffold7.g3532.t1
OG0003626	PSC76508.1	scaffold7.g3536.t1
OG0003627	PSC76119.1	scaffold7.g3537.t1
OG0003628	PSC75868.1	scaffold7.g3538.t1
OG0003629	PSC76785.1	scaffold7.g3540.t1
OG0003630	PSC76688.1	scaffold7.g3541.t1
OG0003631	PSC76636.1	scaffold7.g3543.t1
OG0003632	PSC76744.1	scaffold7.g3545.t1
OG0003633	PSC76800.1	scaffold7.g3551.t1
OG0003634	PSC72988.1	scaffold7.g3555.t1
OG0003635	PSC73203.1	scaffold7.g3556.t1
OG0003636	PSC73140.1	scaffold7.g3557.t1
OG0003637	PSC73105.1	scaffold7.g3560.t1
OG0003638	PSC73147.1, PSC73146.1	scaffold7.g3567.t1
OG0003639	PSC76104.1	scaffold7.g3577.t1
OG0003640	PSC76410.1	scaffold7.g3578.t1
OG0003641	PSC76384.1	scaffold7.g3580.t1
OG0003642	PSC73722.1	scaffold7.g3581.t1
OG0003643	PSC73361.1	scaffold7.g3587.t1
OG0003644	PSC76070.1	scaffold7.g3590.t1
OG0003645	PSC73210.1	scaffold7.g3596.t1
OG0003646	PSC73113.1	scaffold7.g3604.t1
OG0003647	PSC76730.1	scaffold7.g3605.t1
OG0003648	PSC76278.1	scaffold7.g3612.t1
OG0003649	PSC76108.1	scaffold7.g3613.t1
OG0003650	PSC73152.1	scaffold7.g3616.t1
OG0003651	PSC73109.1	scaffold7.g3617.t1
OG0003652	PSC73057.1	scaffold7.g3618.t1
OG0003653	PSC70821.1	scaffold7.g3620.t1
OG0003654	PSC73174.1	scaffold7.g3626.t1
OG0003655	PSC73101.1, PSC73100.1	scaffold7.g3633.t1
OG0003656	PSC73032.1	scaffold7.g3634.t1
OG0003657	PSC73008.1	scaffold7.g3638.t1
OG0003658	PSC72987.1	scaffold7.g3639.t1
OG0003659	PSC73205.1	scaffold7.g3641.t1
OG0003660	PSC73085.1	scaffold7.g3643.t1
OG0003661	PSC72946.1	scaffold7.g3648.t1
OG0003662	PSC73003.1	scaffold7.g3650.t1
OG0003663	PSC72184.1	scaffold7.g3652.t1
OG0003664	PSC73051.1	scaffold7.g3653.t1
OG0003665	PSC73122.1	scaffold7.g3654.t1
OG0003666	PSC73176.1	scaffold7.g3656.t1
OG0003667	PSC72993.1	scaffold7.g3658.t1
OG0003668	PSC69156.1	scaffold7.g3659.t1
OG0003669	PSC73189.1	scaffold7.g3678.t1
OG0003670	PSC73042.1	scaffold7.g3681.t1
OG0003671	PSC73106.1	scaffold7.g3682.t1
OG0003672	PSC73023.1	scaffold7.g3686.t1
OG0003673	PSC76337.1	scaffold7.g3690.t1
OG0003674	PSC76543.1	scaffold7.g3691.t1
OG0003675	PSC76600.1	scaffold7.g3693.t1
OG0003676	PSC76538.1	scaffold7.g3694.t1
OG0003677	PSC69388.1	scaffold7.g3698.t1
OG0003678	PSC74662.1	scaffold7.g3705.t1
OG0003679	PSC71567.1	scaffold7.g3711.t1
OG0003680	PSC74586.1	scaffold7.g3722.t1
OG0003681	PSC69150.1	scaffold7.g3725.t1
OG0003682	PSC69176.1	scaffold7.g3726.t1
OG0003683	PSC69122.1	scaffold7.g3727.t1
OG0003684	PSC69173.1	scaffold7.g3728.t1
OG0003685	PSC69138.1	scaffold7.g3732.t1
OG0003686	PSC69084.1	scaffold7.g3735.t1
OG0003687	PSC69154.1	scaffold7.g3736.t1
OG0003688	PSC69147.1	scaffold7.g3741.t1
OG0003689	PSC67193.1	scaffold7.g3745.t1
OG0003690	PSC76946.1	scaffold7.g3746.t1
OG0003691	PSC69149.1	scaffold7.g3747.t1
OG0003692	PSC69099.1	scaffold7.g3749.t1
OG0003693	PSC68799.1	scaffold7.g3754.t1
OG0003694	PSC68757.1	scaffold7.g3758.t1
OG0003695	PSC68802.1	scaffold7.g3759.t1
OG0003696	PSC68559.1	scaffold11.g3831.t1
OG0003697	PSC68533.1	scaffold11.g3832.t1
OG0003698	PSC73979.1	scaffold11.g3835.t1
OG0003699	PSC74141.1	scaffold11.g3836.t1
OG0003700	PSC68546.1	scaffold11.g3840.t1
OG0003701	PSC68556.1	scaffold11.g3846.t1
OG0003702	PSC68542.1	scaffold11.g3849.t1
OG0003703	PSC74308.1	scaffold11.g3859.t1
OG0003704	PSC74054.1	scaffold11.g3861.t1
OG0003705	PSC74147.1	scaffold11.g3864.t1
OG0003706	PSC68551.1	scaffold11.g3868.t1
OG0003707	PSC68504.1	scaffold11.g3869.t1
OG0003708	PSC68534.1	scaffold11.g3877.t1
OG0003709	PSC74315.1	scaffold11.g3881.t1
OG0003710	PSC71704.1	scaffold11.g3885.t1
OG0003711	PSC74076.1	scaffold11.g3897.t1
OG0003712	PSC74102.1	scaffold11.g3898.t1
OG0003713	PSC73335.1	scaffold11.g3900.t1
OG0003714	PSC68505.1	scaffold11.g3906.t1
OG0003715	PSC73991.1	scaffold11.g3907.t1
OG0003716	PSC69440.1	scaffold11.g3908.t1
OG0003717	PSC68528.1	scaffold11.g3910.t1
OG0003718	PSC68525.1	scaffold11.g3911.t1
OG0003719	PSC68788.1	scaffold11.g3913.t1
OG0003720	PSC67577.1	scaffold11.g3916.t1
OG0003723	PSC69312.1	scaffold11.g3923.t1
OG0003724	PSC67924.1	scaffold11.g3932.t1
OG0003725	PSC67936.1	scaffold11.g3933.t1
OG0003726	PSC67892.1	scaffold11.g3935.t1
OG0003727	PSC67556.1	scaffold11.g3941.t1
OG0003728	PSC67554.1	scaffold11.g3948.t1
OG0003729	PSC67559.1, PSC67568.1	scaffold11.g3949.t1
OG0003730	PSC68632.1	scaffold11.g3950.t1
OG0003731	PSC68918.1	scaffold11.g3952.t1
OG0003732	PSC67574.1	scaffold11.g3954.t1
OG0003733	PSC74260.1	scaffold11.g3958.t1
OG0003734	PSC74212.1	scaffold11.g3959.t1
OG0003735	PSC74117.1	scaffold11.g3961.t1
OG0003736	PSC74256.1	scaffold11.g3962.t1
OG0003737	PSC69338.1	scaffold11.g3963.t1
OG0003738	PSC74035.1	scaffold11.g3968.t1
OG0003739	PSC67557.1	scaffold11.g3969.t1
OG0003740	PSC68984.1	scaffold11.g3971.t1
OG0003741	PSC68964.1	scaffold11.g3973.t1
OG0003742	PSC68923.1	scaffold11.g3975.t1
OG0003743	PSC74259.1	scaffold11.g3979.t1
OG0003744	PSC74040.1	scaffold11.g3980.t1
OG0003745	PSC68967.1	scaffold11.g3983.t1
OG0003746	PSC74043.1	scaffold11.g3985.t1
OG0003747	PSC74091.1	scaffold11.g3986.t1
OG0003748	PSC74190.1	scaffold11.g3988.t1
OG0003750	PSC74094.1	scaffold11.g3990.t1
OG0003751	PSC69317.1	scaffold11.g3993.t1
OG0003752	PSC75163.1	scaffold11.g3994.t1
OG0003753	PSC69372.1	scaffold11.g3997.t1
OG0003754	PSC68961.1	scaffold11.g3999.t1
OG0003755	PSC68951.1	scaffold11.g4006.t1
OG0003756	PSC74152.1	scaffold11.g4011.t1
OG0003757	PSC70663.1	scaffold11.g4014.t1
OG0003758	PSC74627.1	scaffold11.g4020.t1
OG0003759	PSC74460.1	scaffold11.g4021.t1
OG0003760	PSC74699.1	scaffold11.g4022.t1
OG0003761	PSC74433.1	scaffold11.g4025.t1
OG0003762	PSC74718.1	scaffold11.g4027.t1
OG0003763	PSC74284.1	scaffold11.g4031.t1
OG0003764	PSC74376.1	scaffold11.g4040.t1
OG0003765	PSC68039.1	scaffold11.g4046.t1
OG0003766	PSC68911.1	scaffold11.g4048.t1
OG0003767	PSC74467.1	scaffold11.g4049.t1
OG0003768	PSC70563.1	scaffold11.g4057.t1
OG0003769	PSC69270.1	scaffold11.g4062.t1
OG0003770	PSC74395.1	scaffold11.g4074.t1
OG0003771	PSC73762.1	scaffold11.g4076.t1
OG0003772	PSC68774.1	scaffold11.g4077.t1
OG0003773	PSC70594.1	scaffold11.g4078.t1
OG0003774	PSC76275.1	scaffold11.g4079.t1
OG0003775	PSC67230.1	scaffold23.g4080.t1
OG0003776	PSC67204.1	scaffold23.g4081.t1
OG0003778	PSC74505.1	scaffold23.g4095.t1
OG0003779	PSC68762.1	scaffold23.g4097.t1
OG0003780	PSC68742.1	scaffold23.g4099.t1
OG0003781	PSC76326.1	scaffold23.g4100.t1
OG0003782	PSC72214.1	scaffold23.g4101.t1
OG0003783	PSC74443.1	scaffold23.g4102.t1
OG0003784	PSC71693.1	scaffold23.g4103.t1
OG0003785	PSC68797.1	scaffold23.g4106.t1
OG0003786	PSC72956.1	scaffold23.g4107.t1
OG0003787	PSC74721.1	scaffold23.g4116.t1
OG0003788	PSC71922.1	scaffold4.g4604.t1, scaffold23.g4119.t1
OG0003789	PSC70236.1, PSC70237.1	scaffold23.g4120.t1
OG0003790	PSC67415.1	scaffold23.g4127.t1
OG0003791	PSC68223.1	scaffold23.g4128.t1
OG0003792	PSC70973.1	scaffold23.g4129.t1
OG0003793	PSC70854.1	scaffold23.g4130.t1
OG0003794	PSC67769.1	scaffold23.g4131.t1
OG0003796	PSC75229.1	scaffold23.g4133.t1
OG0003797	PSC70896.1	scaffold23.g4137.t1
OG0003798	PSC70853.1	scaffold23.g4138.t1
OG0003799	PSC73242.1	scaffold23.g4139.t1
OG0003800	PSC73507.1	scaffold23.g4140.t1
OG0003801	PSC67534.1	scaffold23.g4145.t1
OG0003802	PSC73345.1	scaffold23.g4146.t1
OG0003803	PSC76404.1	scaffold15.g4331.t1, scaffold23.g4148.t1
OG0003805	PSC73475.1	scaffold23.g4152.t1
OG0003806	PSC73352.1	scaffold3.g6557.t1, scaffold23.g4153.t1
OG0003807	PSC70845.1	scaffold23.g4154.t1
OG0003808	PSC72076.1	scaffold23.g4160.t1
OG0003809	PSC72992.1	scaffold23.g4161.t1
OG0003810	PSC75249.1	scaffold23.g4162.t1
OG0003812	PSC76595.1	scaffold23.g4167.t1
OG0003813	PSC67524.1	scaffold23.g4168.t1
OG0003814	PSC70967.1	scaffold23.g4171.t1
OG0003815	PSC67512.1	scaffold23.g4182.t1
OG0003816	PSC72244.1	scaffold23.g4192.t1
OG0003818	PSC67520.1	scaffold15.g4201.t1
OG0003819	PSC67525.1	scaffold15.g4204.t1
OG0003820	PSC67893.1	scaffold15.g4205.t1
OG0003821	PSC70947.1	scaffold15.g4206.t1
OG0003822	PSC73295.1	scaffold15.g4207.t1
OG0003823	PSC73467.1	scaffold15.g4208.t1
OG0003824	PSC70376.1	scaffold15.g4212.t1
OG0003825	PSC67411.1	scaffold15.g4215.t1
OG0003826	PSC67395.1	scaffold15.g4218.t1
OG0003827	PSC72111.1	scaffold15.g4219.t1
OG0003828	PSC75310.1	scaffold15.g4220.t1
OG0003829	PSC75373.1	scaffold15.g4221.t1
OG0003830	PSC73393.1	scaffold15.g4222.t1
OG0003831	PSC70977.1	scaffold15.g4223.t1
OG0003832	PSC74107.1	scaffold15.g4226.t1
OG0003833	PSC70334.1	scaffold15.g4229.t1
OG0003834	PSC70381.1	scaffold15.g4232.t1
OG0003835	PSC70395.1	scaffold15.g4235.t1
OG0003836	PSC70318.1	scaffold15.g4237.t1
OG0003837	PSC69774.1	scaffold15.g4238.t1
OG0003838	PSC70422.1	scaffold15.g4241.t1
OG0003839	PSC70338.1	scaffold15.g4242.t1
OG0003840	PSC70468.1	scaffold15.g4243.t1
OG0003842	PSC70440.1	scaffold15.g4251.t1
OG0003843	PSC70438.1	scaffold15.g4252.t1
OG0003844	PSC70385.1	scaffold15.g4253.t1
OG0003845	PSC70379.1	scaffold15.g4255.t1
