Orthogroup	m_conductrix_genome_proteins	c_variabilis_genome_proteins
OG0003336	PSC72779.1	XP_005850993.1
OG0003337	PSC72699.1	XP_005850998.1
OG0003338	PSC72706.1	XP_005850720.1
OG0003339	PSC72782.1	XP_005851002.1
OG0003340	PSC72823.1	XP_005850721.1
OG0003341	PSC72602.1	XP_005850716.1
OG0003342	PSC69082.1	XP_005850745.1
OG0003343	PSC69021.1	XP_005850752.1
OG0003344	PSC69017.1	XP_005851035.1
OG0003345	PSC72722.1	XP_005850717.1
OG0003347	PSC69066.1	XP_005851026.1
OG0003348	PSC71641.1	XP_005850665.1
OG0003350	PSC71619.1	XP_005850664.1
OG0003351	PSC72890.1, PSC72889.1	XP_005850666.1
OG0003352	PSC72883.1	XP_005850949.1
OG0003353	PSC72785.1	XP_005850953.1
OG0003354	PSC72698.1	XP_005850670.1
OG0003355	PSC72777.1	XP_005850669.1
OG0003356	PSC72689.1	XP_005850952.1
OG0003357	PSC72813.1	XP_005850956.1
OG0003358	PSC72899.1	XP_005850673.1
OG0003359	PSC72877.1	XP_005850674.1
OG0003360	PSC72700.1	XP_005850960.1
OG0003361	PSC72885.1	XP_005850961.1
OG0003362	PSC72884.1	XP_005850963.1
OG0003364	PSC73554.1	XP_005845100.1
OG0003365	PSC76704.1, PSC76706.1	XP_005852017.1
OG0003366	PSC69023.1	XP_005851012.1
OG0003367	PSC70221.1	XP_005844547.1
OG0003368	PSC69044.1	XP_005851016.1
OG0003369	PSC72911.1	XP_005850684.1
OG0003370	PSC72612.1	XP_005850968.1
OG0003372	PSC69054.1	XP_005850732.1
OG0003373	PSC75770.1	XP_005848786.1
OG0003374	PSC69046.1	XP_005851023.1
OG0003375	PSC69083.1	XP_005851022.1
OG0003376	PSC69062.1	XP_005850737.1
OG0003377	PSC69034.1	XP_005850734.1
OG0003378	PSC68992.1	XP_005851018.1
OG0003379	PSC69071.1	XP_005851017.1
OG0003380	PSC69006.1	XP_005850733.1
OG0003381	PSC71599.1	XP_005850657.1
OG0003382	PSC71468.1	XP_005850940.1
OG0003383	PSC67921.1	XP_005843478.1
OG0003384	PSC72758.1	XP_005850978.1
OG0003385	PSC72895.1	XP_005850979.1
OG0003387	PSC72862.1	XP_005850703.1
OG0003389	PSC72671.1	XP_005850688.1
OG0003390	PSC72712.1	XP_005850704.1
OG0003391	PSC75311.1	XP_005847394.1
OG0003392	PSC73362.1	XP_005843608.1
OG0003393	PSC68949.1	XP_005851880.1
OG0003394	PSC73707.1	XP_005845168.1
OG0003396	PSC75597.1	XP_005847238.1
OG0003397	PSC71455.1	XP_005850901.1
OG0003398	PSC71555.1	XP_005850621.1
OG0003399	PSC71637.1	XP_005850900.1
OG0003400	PSC71621.1	XP_005850623.1
OG0003401	PSC71502.1	XP_005850624.1
OG0003402	PSC69004.1	XP_005851010.1
OG0003403	PSC71534.1	XP_005850912.1
OG0003404	PSC71656.1	XP_005850625.1
OG0003405	PSC71491.1	XP_005850626.1
OG0003406	PSC76221.1	XP_005848027.1
OG0003408	PSC69032.1	XP_005851005.1
OG0003409	PSC69030.1	XP_005850724.1
OG0003410	PSC68993.1	XP_005850727.1
OG0003411	PSC69063.1	XP_005850750.1
OG0003412	PSC69016.1	XP_005851037.1
OG0003413	PSC69072.1	XP_005850754.1
OG0003414	PSC69043.1	XP_005850764.1
OG0003415	PSC69078.1	XP_005851052.1
OG0003416	PSC69031.1	XP_005851053.1
OG0003417	PSC71817.1	XP_005844653.1
OG0003418	PSC69061.1	XP_005850767.1
OG0003419	PSC68639.1	XP_005851077.1
OG0003420	PSC69011.1	XP_005850772.1
OG0003421	PSC68438.1	XP_005842977.1
OG0003422	PSC75042.1	XP_005845858.1
OG0003423	PSC74913.1	XP_005845830.1
OG0003424	PSC67371.1	XP_005845838.1
OG0003425	PSC75091.1	XP_005845874.1
OG0003426	PSC73751.1	XP_005847283.1
OG0003427	PSC75199.1	XP_005845763.1
OG0003428	PSC74869.1	XP_005845873.1
OG0003429	PSC67375.1	XP_005845760.1
OG0003430	PSC67380.1	XP_005845871.1
OG0003431	PSC67391.1	XP_005845751.1
OG0003432	PSC69991.1	XP_005845775.1
OG0003433	PSC74892.1	XP_005845831.1
OG0003434	PSC70078.1	XP_005845897.1
OG0003435	PSC70018.1	XP_005845894.1
OG0003436	PSC70010.1	XP_005845889.1
OG0003437	PSC70004.1	XP_005845892.1
OG0003438	PSC70092.1	XP_005845898.1
OG0003440	PSC70094.1	XP_005845784.1
OG0003441	PSC70048.1	XP_005845778.1
OG0003442	PSC75135.1	XP_005845886.1
OG0003443	PSC75081.1	XP_005845766.1
OG0003444	PSC75062.1	XP_005845872.1
OG0003445	PSC75039.1	XP_005845880.1
OG0003446	PSC74959.1	XP_005851678.1
OG0003447	PSC75000.1	XP_005852007.1
OG0003448	PSC75094.1	XP_005851677.1
OG0003449	PSC74816.1	XP_005852006.1
OG0003450	PSC74893.1	XP_005852009.1
OG0003451	PSC74855.1	XP_005851680.1
OG0003452	PSC68423.1	XP_005851684.1
OG0003453	PSC68146.1	XP_005852022.1
OG0003454	PSC68167.1	XP_005851692.1
OG0003456	PSC67346.1	XP_005851985.1
OG0003457	PSC69692.1	XP_005846523.1
OG0003459	PSC74813.1	XP_005852082.1
OG0003460	PSC68174.1	XP_005852026.1
OG0003461	PSC68162.1	XP_005851695.1
OG0003462	PSC67349.1	XP_005851667.1
OG0003463	PSC67338.1	XP_005851987.1
OG0003464	PSC67350.1	XP_005851666.1
OG0003465	PSC74820.1	XP_005851675.1
OG0003466	PSC75061.1	XP_005852002.1
OG0003467	PSC75028.1	XP_005851997.1
OG0003468	PSC75099.1	XP_005851674.1
OG0003469	PSC74815.1	XP_005852070.1
OG0003470	PSC74866.1	XP_005851729.1
OG0003472	PSC68476.1	XP_005843199.1
OG0003473	PSC67297.1	XP_005843277.1
OG0003474	PSC74966.1	XP_005851754.1
OG0003476	PSC74885.1	XP_005851750.1
OG0003477	PSC75040.1	XP_005851768.1
OG0003478	PSC75158.1	XP_005852105.1
OG0003479	PSC75194.1	XP_005852095.1
OG0003480	PSC75049.1	XP_005851763.1
OG0003481	PSC76207.1	XP_005852322.1
OG0003483	PSC75161.1	XP_005852099.1
OG0003484	PSC75190.1	XP_005852097.1
OG0003485	PSC74880.1	XP_005852108.1
OG0003486	PSC74903.1	XP_005852116.1
OG0003487	PSC75226.1	XP_005851775.1
OG0003488	PSC74942.1	XP_005852114.1
OG0003489	PSC74891.1	XP_005852115.1
OG0003490	PSC74972.1	XP_005852118.1
OG0003491	PSC74870.1	XP_005851784.1
OG0003492	PSC68157.1	XP_005852060.1
OG0003493	PSC68145.1, PSC68144.1	XP_005851718.1
OG0003494	PSC68154.1	XP_005852059.1
OG0003495	PSC72547.1	XP_005850072.1
OG0003496	PSC72251.1	XP_005846947.1
OG0003497	PSC74910.1	XP_005851785.1
OG0003498	PSC75008.1	XP_005852144.1
OG0003499	PSC74844.1	XP_005852137.1
OG0003500	PSC75014.1	XP_005851810.1
OG0003501	PSC75129.1	XP_005851794.1
OG0003502	PSC74821.1	XP_005852142.1
OG0003503	PSC75147.1	XP_005851787.1
OG0003504	PSC74860.1	XP_005852124.1
OG0003505	PSC71962.1	XP_005846072.1
OG0003506	PSC72338.1	XP_005846863.1
OG0003507	PSC68444.1, PSC68453.1	XP_005852050.1
OG0003508	PSC75641.1	XP_005847243.1
OG0003509	PSC68478.1	XP_005851710.1
OG0003510	PSC68449.1	XP_005851704.1
OG0003511	PSC68443.1	XP_005852042.1
OG0003512	PSC68479.1	XP_005852034.1
OG0003513	PSC68431.1	XP_005851703.1
OG0003514	PSC68435.1	XP_005852037.1
OG0003515	PSC69745.1	XP_005850455.1
OG0003516	PSC70305.1	XP_005847342.1
OG0003517	PSC68407.1	XP_005852033.1
OG0003519	PSC68486.1	XP_005851688.1
OG0003520	PSC68408.1	XP_005852018.1
OG0003521	PSC67342.1	XP_005851659.1
OG0003522	PSC67344.1	XP_005851976.1
OG0003523	PSC75584.1	XP_005847236.1
OG0003524	PSC69300.1	XP_005843237.1
OG0003525	PSC74905.1	XP_005851998.1
OG0003526	PSC75029.1	XP_005851671.1
OG0003527	PSC74879.1	XP_005851993.1
OG0003528	PSC75167.1	XP_005852088.1
OG0003529	PSC74993.1	XP_005852076.1
OG0003530	PSC69390.1	XP_005852183.1
OG0003531	PSC69324.1	XP_005852179.1
OG0003532	PSC74980.1	XP_005851732.1
OG0003533	PSC68158.1	XP_005851727.1
OG0003534	PSC68147.1	XP_005851725.1
OG0003535	PSC68151.1	XP_005852064.1
OG0003536	PSC74856.1, PSC75031.1	XP_005852087.1
OG0003537	PSC71344.1	XP_005846446.1
OG0003538	PSC70700.1	XP_005842956.1
OG0003539	PSC74953.1	XP_005851741.1
OG0003540	PSC69690.1	XP_005846351.1
OG0003541	PSC74814.1	XP_005852084.1
OG0003542	PSC69429.1	XP_005851851.1
OG0003543	PSC73347.1	XP_005843815.1
OG0003544	PSC68148.1	XP_005852069.1
OG0003545	PSC75645.1	XP_005845068.1
OG0003546	PSC74135.1	XP_005852245.1
OG0003547	PSC74194.1	XP_005852234.1
OG0003548	PSC73997.1	XP_005851913.1
OG0003549	PSC74295.1	XP_005851918.1
OG0003550	PSC75479.1	XP_005847378.1
OG0003551	PSC75073.1	XP_005852078.1
OG0003552	PSC74970.1	XP_005851737.1
OG0003553	PSC75074.1	XP_005851735.1
OG0003554	PSC74853.1	XP_005852075.1
OG0003555	PSC74957.1	XP_005851733.1
OG0003556	PSC73283.1	XP_005844294.1
OG0003557	PSC73382.1	XP_005844298.1
OG0003558	PSC75230.1	XP_005842586.1
OG0003559	PSC70491.1	XP_005852123.1
OG0003560	PSC73297.1	XP_005844444.1
OG0003561	PSC70632.1	XP_005844428.1
OG0003562	PSC70059.1	XP_005844530.1
OG0003563	PSC70649.1	XP_005844343.1
OG0003564	PSC73731.1	XP_005845098.1
OG0003565	PSC70630.1	XP_005845048.1
OG0003566	PSC73254.1	XP_005844361.1
OG0003567	PSC73328.1	XP_005851881.1
OG0003568	PSC74689.1	XP_005843479.1
OG0003569	PSC75219.1	XP_005843509.1
OG0003570	PSC75075.1	XP_005842690.1
OG0003571	PSC73466.1	XP_005844442.1
OG0003572	PSC71747.1	XP_005844751.1
OG0003573	PSC74452.1	XP_005843516.1
OG0003574	PSC67428.1	XP_005849037.1
OG0003575	PSC74302.1	XP_005847852.1
OG0003576	PSC76168.1	XP_005849235.1
OG0003577	PSC67438.1	XP_005849018.1
OG0003578	PSC67420.1	XP_005849228.1
OG0003579	PSC67427.1	XP_005849233.1
OG0003580	PSC67449.1	XP_005849028.1
OG0003581	PSC67444.1	XP_005849022.1
OG0003582	PSC76990.1	XP_005849038.1
OG0003583	PSC68605.1	XP_005845213.1
OG0003584	PSC72998.1	XP_005849137.1
OG0003585	PSC67377.1	XP_005845720.1
OG0003586	PSC73183.1	XP_005849343.1
OG0003587	PSC73040.1	XP_005849345.1
OG0003588	PSC73036.1	XP_005849340.1
OG0003589	PSC73026.1	XP_005849136.1
OG0003590	PSC73137.1	XP_005849333.1
OG0003591	PSC72970.1	XP_005849334.1
OG0003592	PSC73022.1	XP_005849337.1
OG0003593	PSC76512.1	XP_005849295.1
OG0003594	PSC76991.1	XP_005849285.1
OG0003595	PSC76282.1	XP_005850281.1
OG0003596	PSC76228.1	XP_005849296.1
OG0003597	PSC72312.1	XP_005846860.1
OG0003598	PSC72250.1	XP_005846861.1
OG0003599	PSC76737.1	XP_005849281.1
OG0003600	PSC76652.1	XP_005849082.1
OG0003602	PSC76066.1	XP_005849286.1
OG0003603	PSC73611.1	XP_005845196.1
OG0003604	PSC76974.1	XP_005849071.1
OG0003605	PSC76074.1	XP_005849275.1
OG0003606	PSC77070.1	XP_005849269.1
OG0003607	PSC77003.1	XP_005849068.1
OG0003608	PSC76609.1	XP_005849271.1
OG0003610	PSC76987.1	XP_005849066.1
OG0003611	PSC76034.1	XP_005849308.1
OG0003612	PSC76876.1	XP_005849273.1
OG0003613	PSC73339.1	XP_005848694.1
OG0003614	PSC76382.1	XP_005849095.1
OG0003616	PSC69784.1	XP_005850206.1
OG0003617	PSC76393.1	XP_005849276.1
OG0003618	PSC76995.1	XP_005849073.1
OG0003619	PSC76391.1	XP_005849096.1
OG0003620	PSC73015.1	XP_005849327.1
OG0003621	PSC73090.1	XP_005849126.1
OG0003622	PSC76095.1	XP_005849065.1
OG0003623	PSC76577.1	XP_005849268.1
OG0003624	PSC76341.1	XP_005849265.1
OG0003625	PSC76917.1	XP_005849266.1
OG0003626	PSC76508.1	XP_005849267.1
OG0003627	PSC76119.1	XP_005849063.1
OG0003628	PSC75868.1	XP_005846723.1
OG0003629	PSC76785.1	XP_005849263.1
OG0003630	PSC76688.1	XP_005849059.1
OG0003631	PSC76636.1	XP_005849262.1
OG0003632	PSC76744.1	XP_005849057.1
OG0003633	PSC76800.1	XP_005849056.1
OG0003634	PSC72988.1	XP_005849192.1
OG0003635	PSC73203.1	XP_005849387.1
OG0003636	PSC73140.1	XP_005849193.1
OG0003637	PSC73105.1	XP_005849331.1
OG0003639	PSC76104.1	XP_005849104.1
OG0003640	PSC76410.1	XP_005849321.1
OG0003641	PSC76384.1	XP_005849317.1
OG0003642	PSC73722.1	XP_005851270.1
OG0003643	PSC73361.1	XP_005849114.1
OG0003644	PSC76070.1	XP_005849113.1
OG0003645	PSC73210.1	XP_005849182.1
OG0003646	PSC73113.1	XP_005849185.1
OG0003647	PSC76730.1	XP_005849254.1
OG0003648	PSC76278.1	XP_005849111.1
OG0003649	PSC76108.1	XP_005849320.1
OG0003650	PSC73152.1	XP_005849371.1
OG0003651	PSC73109.1	XP_005849372.1
OG0003652	PSC73057.1	XP_005849176.1
OG0003653	PSC70821.1	XP_005842950.1
OG0003654	PSC73174.1	XP_005849200.1
OG0003655	PSC73101.1, PSC73100.1	XP_005849188.1
OG0003656	PSC73032.1	XP_005849386.1
OG0003657	PSC73008.1	XP_005849375.1
OG0003658	PSC72987.1	XP_005849397.1, XP_005849398.1
OG0003659	PSC73205.1	XP_005849399.1
OG0003660	PSC73085.1	XP_005849153.1
OG0003661	PSC72946.1	XP_005849196.1
OG0003662	PSC73003.1	XP_005849197.1
OG0003663	PSC72184.1	XP_005846857.1
OG0003664	PSC73051.1	XP_005849174.1
OG0003665	PSC73122.1	XP_005849373.1
OG0003666	PSC73176.1	XP_005849374.1
OG0003667	PSC72993.1	XP_005849396.1
OG0003668	PSC69156.1	XP_005849401.1
OG0003669	PSC73189.1	XP_005849162.1, XP_005849161.1
OG0003670	PSC73042.1	XP_005849356.1
OG0003671	PSC73106.1	XP_005849156.1
OG0003672	PSC73023.1	XP_005849360.1
OG0003673	PSC76337.1	XP_005849252.1
OG0003674	PSC76543.1	XP_005849250.1
OG0003675	PSC76600.1	XP_005849249.1
OG0003676	PSC76538.1	XP_005849048.1
OG0003677	PSC69388.1	XP_005846629.1
OG0003678	PSC74662.1	XP_005843963.1
OG0003680	PSC74586.1	XP_005847209.1
OG0003681	PSC69150.1	XP_005849214.1
OG0003682	PSC69176.1	XP_005849414.1
OG0003683	PSC69122.1	XP_005849415.1
OG0003684	PSC69173.1	XP_005849212.1
OG0003685	PSC69138.1	XP_005849411.1
OG0003686	PSC69084.1	XP_005849410.1
OG0003687	PSC69154.1	XP_005849205.1
OG0003688	PSC69147.1	XP_005849433.1
OG0003689	PSC67193.1	XP_005843446.1
OG0003690	PSC76946.1	XP_005848691.1
OG0003691	PSC69149.1	XP_005849430.1
OG0003692	PSC69099.1	XP_005849429.1
OG0003693	PSC68799.1	XP_005843929.1
OG0003694	PSC68757.1	XP_005843851.1
OG0003695	PSC68802.1	XP_005843928.1
OG0003696	PSC68559.1	XP_005851940.1
OG0003697	PSC68533.1	XP_005852259.1
OG0003698	PSC73979.1	XP_005851921.1
OG0003699	PSC74141.1	XP_005852246.1
OG0003700	PSC68546.1	XP_005851943.1
OG0003701	PSC68556.1	XP_005851964.1
OG0003702	PSC68542.1	XP_005852277.1
OG0003703	PSC74308.1	XP_005852252.1
OG0003704	PSC74054.1	XP_005851930.1
OG0003705	PSC74147.1	XP_005852251.1
OG0003706	PSC68551.1	XP_005852269.1
OG0003707	PSC68504.1	XP_005852261.1
OG0003708	PSC68534.1	XP_005852263.1
OG0003709	PSC74315.1	XP_005851938.1
OG0003710	PSC71704.1	XP_005844804.1
OG0003711	PSC74076.1	XP_005852253.1
OG0003712	PSC74102.1	XP_005851931.1
OG0003713	PSC73335.1	XP_005844172.1
OG0003714	PSC68505.1	XP_005851968.1
OG0003715	PSC73991.1	XP_005852238.1
OG0003716	PSC69440.1	XP_005851941.1
OG0003717	PSC68528.1	XP_005851951.1
OG0003718	PSC68525.1	XP_005852260.1
OG0003719	PSC68788.1	XP_005852158.1
OG0003720	PSC67577.1	XP_005852186.1
OG0003723	PSC69312.1	XP_005852168.1
OG0003724	PSC67924.1	XP_005852161.1
OG0003725	PSC67936.1	XP_005851834.1
OG0003726	PSC67892.1	XP_005851836.1
OG0003727	PSC67556.1	XP_005851867.1
OG0003728	PSC67554.1	XP_005852205.1
OG0003730	PSC68632.1	XP_005851872.1
OG0003731	PSC68918.1	XP_005851884.1
OG0003732	PSC67574.1	XP_005852200.1
OG0003733	PSC74260.1	XP_005851895.1
OG0003734	PSC74212.1	XP_005852226.1
OG0003735	PSC74117.1	XP_005851893.1
OG0003736	PSC74256.1	XP_005852228.1
OG0003737	PSC69338.1	XP_005851821.1
OG0003738	PSC74035.1	XP_005852224.1
OG0003739	PSC67557.1	XP_005851869.1
OG0003740	PSC68984.1	XP_005851874.1
OG0003741	PSC68964.1	XP_005852221.1
OG0003742	PSC68923.1	XP_005852219.1
OG0003743	PSC74259.1	XP_005851899.1
OG0003744	PSC74040.1	XP_005852231.1
OG0003745	PSC68967.1	XP_005851887.1
OG0003746	PSC74043.1	XP_005851902.1
OG0003747	PSC74091.1	XP_005852233.1
OG0003748	PSC74190.1	XP_005842718.1
OG0003750	PSC74094.1	XP_005852230.1
OG0003751	PSC69317.1	XP_005851818.1
OG0003752	PSC75163.1	XP_005852150.1
OG0003753	PSC69372.1	XP_005852180.1
OG0003754	PSC68961.1	XP_005851878.1
OG0003755	PSC68951.1	XP_005851883.1
OG0003756	PSC74152.1	XP_005852223.1
OG0003757	PSC70663.1	XP_005848052.1
OG0003758	PSC74627.1	XP_005843939.1
OG0003759	PSC74460.1	XP_005843858.1
OG0003760	PSC74699.1	XP_005843898.1
OG0003761	PSC74433.1	XP_005843940.1
OG0003762	PSC74718.1	XP_005843892.1
OG0003763	PSC74284.1	XP_005845688.1
OG0003764	PSC74376.1	XP_005843681.1
OG0003765	PSC68039.1	XP_005843011.1
OG0003766	PSC68911.1	XP_005851485.1
OG0003767	PSC74467.1	XP_005843888.1
OG0003768	PSC70563.1	XP_005849704.1
OG0003769	PSC69270.1	XP_005843297.1
OG0003770	PSC74395.1	XP_005843941.1
OG0003771	PSC73762.1	XP_005848592.1
OG0003772	PSC68774.1	XP_005843937.1
OG0003773	PSC70594.1	XP_005851109.1
OG0003774	PSC76275.1	XP_005843725.1
OG0003775	PSC67230.1	XP_005842901.1
OG0003776	PSC67204.1	XP_005842908.1
OG0003778	PSC74505.1	XP_005843874.1
OG0003779	PSC68762.1	XP_005843908.1
OG0003780	PSC68742.1	XP_005843910.1
OG0003781	PSC76326.1	XP_005842877.1
OG0003782	PSC72214.1	XP_005847137.1
OG0003783	PSC74443.1	XP_005843975.1
OG0003784	PSC71693.1	XP_005844660.1
OG0003785	PSC68797.1	XP_005843912.1
OG0003786	PSC72956.1	XP_005843404.1
OG0003787	PSC74721.1	XP_005843873.1
OG0003789	PSC70236.1, PSC70237.1	XP_005844647.1
OG0003790	PSC67415.1	XP_005848436.1
OG0003791	PSC68223.1	XP_005845157.1
OG0003792	PSC70973.1	XP_005848359.1
OG0003793	PSC70854.1	XP_005848552.1
OG0003794	PSC67769.1	XP_005848357.1
OG0003796	PSC75229.1	XP_005847405.1
OG0003797	PSC70896.1	XP_005848558.1
OG0003798	PSC70853.1	XP_005848363.1
OG0003799	PSC73242.1	XP_005848431.1
OG0003800	PSC73507.1	XP_005848238.1
OG0003801	PSC67534.1	XP_005848411.1
OG0003802	PSC73345.1	XP_005848412.1
OG0003803	PSC76404.1	XP_005843067.1
OG0003805	PSC73475.1	XP_005848415.1
OG0003806	PSC73352.1	XP_005848226.1
OG0003807	PSC70845.1	XP_005848531.1
OG0003808	PSC72076.1	XP_005847092.1
OG0003809	PSC72992.1	XP_005843405.1
OG0003810	PSC75249.1	XP_005847257.1
OG0003812	PSC76595.1	XP_005845420.1
OG0003813	PSC67524.1	XP_005848394.1
OG0003814	PSC70967.1	XP_005848530.1
OG0003815	PSC67512.1	XP_005848402.1
OG0003816	PSC72244.1	XP_005846904.1
OG0003818	PSC67520.1	XP_005848392.1
OG0003819	PSC67525.1	XP_005848408.1
OG0003820	PSC67893.1	XP_005848111.1
OG0003821	PSC70947.1	XP_005847271.1
OG0003822	PSC73295.1	XP_005848220.1
OG0003823	PSC73467.1	XP_005848414.1
OG0003824	PSC70376.1	XP_005848443.1
OG0003825	PSC67411.1	XP_005848439.1
OG0003826	PSC67395.1	XP_005848437.1
OG0003827	PSC72111.1	XP_005847138.1
OG0003828	PSC75310.1	XP_005848434.1
OG0003829	PSC75373.1	XP_005848241.1
OG0003830	PSC73393.1	XP_005848236.1
OG0003831	PSC70977.1	XP_005848561.1
OG0003832	PSC74107.1	XP_005843578.1
OG0003833	PSC70334.1	XP_005848504.1
OG0003834	PSC70381.1	XP_005848503.1
OG0003835	PSC70395.1	XP_005848514.1
OG0003836	PSC70318.1	XP_005848313.1
OG0003837	PSC69774.1	XP_005850200.1
OG0003838	PSC70422.1	XP_005848321.1
OG0003839	PSC70338.1	XP_005848322.1
OG0003840	PSC70468.1	XP_005848512.1
OG0003842	PSC70440.1	XP_005848517.1
OG0003843	PSC70438.1	XP_005848324.1
OG0003844	PSC70385.1	XP_005848506.1
OG0003845	PSC70379.1	XP_005848508.1
OG0003846	PSC70321.1	XP_005848319.1
OG0003847	PSC70397.1	XP_005848519.1
OG0003848	PSC70416.1	XP_005848327.1
OG0003849	PSC73725.1	XP_005847684.1
OG0003850	PSC72410.1	XP_005850318.1
OG0003851	PSC70384.1	XP_005848526.1
OG0003852	PSC70988.1	XP_005848343.1
OG0003853	PSC70335.1	XP_005848337.1
OG0003854	PSC70842.1	XP_005848538.1
OG0003855	PSC70429.1	XP_005848338.1
OG0003856	PSC75671.1	XP_005848938.1
OG0003857	PSC70903.1	XP_005848341.1
OG0003858	PSC70970.1	XP_005848528.1
OG0003859	PSC70876.1	XP_005848342.1
OG0003860	PSC70361.1	XP_005848525.1
OG0003861	PSC70829.1	XP_005848534.1
OG0003862	PSC70945.1	XP_005848539.1
OG0003863	PSC71004.1	XP_005848362.1
OG0003864	PSC73402.1	XP_005848422.1
OG0003865	PSC73344.1	XP_005848231.1
OG0003866	PSC70882.1	XP_005848555.1
OG0003867	PSC73390.1	XP_005848229.1
OG0003868	PSC73314.1	XP_005848230.1
OG0003869	PSC73349.1	XP_005848421.1
OG0003870	PSC73479.1	XP_005848228.1
OG0003871	PSC67787.1	XP_005848545.1
OG0003872	PSC67794.1	XP_005848544.1
OG0003873	PSC68063.1	XP_005848352.1
OG0003874	PSC67804.1	XP_005848547.1
OG0003875	PSC67800.1	XP_005848356.1
OG0003876	PSC69107.1	XP_005844479.1
OG0003877	PSC71802.1	XP_005844812.1
OG0003878	PSC71705.1	XP_005844811.1
OG0003879	PSC71762.1	XP_005848492.1
OG0003880	PSC70808.1	XP_005842918.1
OG0003881	PSC75630.1	XP_005847244.1
OG0003882	PSC70784.1	XP_005844037.1
OG0003883	PSC71273.1	XP_005844124.1
OG0003884	PSC71378.1	XP_005844123.1
OG0003885	PSC71691.1	XP_005844778.1
OG0003886	PSC71843.1	XP_005844769.1
OG0003887	PSC71781.1	XP_005844711.1
OG0003890	PSC73353.1	XP_005844387.1
OG0003891	PSC73433.1, PSC73434.1	XP_005843456.1
OG0003893	PSC75636.1	XP_005843837.1
OG0003894	PSC75869.1	XP_005843841.1
OG0003895	PSC75394.1	XP_005843798.1
OG0003896	PSC75457.1	XP_005843842.1
OG0003897	PSC75609.1	XP_005845740.1
OG0003898	PSC72631.1	XP_005850123.1
OG0003899	PSC75687.1	XP_005843795.1
OG0003900	PSC75550.1	XP_005845852.1
OG0003901	PSC73812.1	XP_005852249.1
OG0003902	PSC67950.1	XP_005849972.1
OG0003903	PSC72396.1	XP_005843749.1
OG0003905	PSC67916.1	XP_005843475.1
OG0003906	PSC67934.1	XP_005843473.1
OG0003907	PSC72490.1	XP_005843806.1
OG0003908	PSC67926.1	XP_005843444.1
OG0003910	PSC71823.1	XP_005844685.1
OG0003911	PSC71759.1	XP_005844760.1
OG0003912	PSC71708.1	XP_005844687.1
OG0003913	PSC73959.1	XP_005845654.1
OG0003914	PSC76525.1	XP_005849540.1
OG0003915	PSC76753.1	XP_005849804.1
OG0003916	PSC73764.1	XP_005849787.1
OG0003917	PSC73852.1	XP_005849788.1
OG0003918	PSC73938.1	XP_005849526.1
OG0003919	PSC67292.1	XP_005844305.1
OG0003920	PSC76493.1	XP_005849475.1
OG0003921	PSC76321.1	XP_005849743.1
OG0003922	PSC67158.1, PSC71942.1	XP_005849749.1
OG0003923	PSC71867.1	XP_005849484.1
OG0003924	PSC76545.1	XP_005849455.1
OG0003925	PSC76233.1	XP_005849724.1
OG0003926	PSC70861.1	XP_005847413.1
OG0003927	PSC75400.1	XP_005849762.1
OG0003928	PSC75849.1	XP_005849756.1
OG0003929	PSC75383.1	XP_005849487.1
OG0003930	PSC75234.1	XP_005849496.1
OG0003931	PSC75944.1	XP_005849767.1
OG0003932	PSC73636.1	XP_005849448.1
OG0003933	PSC77071.1	XP_005849453.1
OG0003934	PSC75531.1	XP_005849494.1
OG0003935	PSC71875.1	XP_005849758.1
OG0003936	PSC71935.1	XP_005849759.1
OG0003937	PSC72042.1	XP_005849492.1
OG0003938	PSC71856.1	XP_005851942.1, XP_005845918.1
OG0003939	PSC71889.1	XP_005849482.1
OG0003940	PSC71880.1	XP_005849750.1
OG0003941	PSC73610.1	XP_005849529.1
OG0003943	PSC73690.1	XP_005849791.1
OG0003944	PSC76421.1	XP_005849793.1
OG0003945	PSC73646.1	XP_005849530.1
OG0003946	PSC76514.1	XP_005849536.1
OG0003948	PSC76605.1	XP_005849736.1
OG0003949	PSC76440.1	XP_005849737.1
OG0003950	PSC76424.1	XP_005849467.1
OG0003951	PSC73673.1	XP_005845189.1
OG0003952	PSC76385.1	XP_005849465.1
OG0003953	PSC76802.1	XP_005849463.1
OG0003954	PSC76676.1	XP_005849460.1
OG0003955	PSC76161.1	XP_005849461.1
OG0003956	PSC76966.1	XP_005849457.1
OG0003957	PSC76450.1	XP_005849728.1
OG0003958	PSC76975.1	XP_005849462.1
OG0003959	PSC76671.1	XP_005849729.1
OG0003960	PSC73910.1	XP_005849795.1
OG0003961	PSC73790.1	XP_005845191.1
OG0003962	PSC69611.1	XP_005846358.1
OG0003963	PSC76672.1	XP_005849797.1
OG0003964	PSC76916.1	XP_005845532.1
OG0003965	PSC70515.1	XP_005843592.1
OG0003966	PSC72922.1	XP_005850108.1
OG0003967	PSC74215.1	XP_005846198.1
OG0003968	PSC76565.1	XP_005849469.1
OG0003969	PSC76047.1	XP_005849470.1
OG0003970	PSC76870.1	XP_005849471.1
OG0003971	PSC68182.1	XP_005849442.1
OG0003972	PSC73553.1	XP_005849527.1
OG0003973	PSC73952.1	XP_005849789.1
OG0003974	PSC68209.1	XP_005849717.1
OG0003975	PSC76305.1	XP_005849520.1
