Orthogroup	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins
OG0003677	PRW45506.1	XP_005846629.1
OG0003678	PRW20698.1	XP_005843963.1
OG0003680	PRW57567.1	XP_005847209.1
OG0003681	PRW57969.1	XP_005849214.1
OG0003682	PRW57692.1	XP_005849414.1
OG0003683	PRW57647.1	XP_005849415.1
OG0003684	PRW57758.1	XP_005849212.1
OG0003685	PRW57699.1	XP_005849411.1
OG0003686	PRW57649.1	XP_005849410.1
OG0003687	PRW57707.1	XP_005849205.1
OG0003688	PRW57603.1	XP_005849433.1
OG0003689	PRW59232.1	XP_005843446.1
OG0003690	PRW50756.1	XP_005848691.1
OG0003691	PRW57912.1	XP_005849430.1
OG0003692	PRW58015.1	XP_005849429.1
OG0003693	PRW20746.1	XP_005843929.1
OG0003694	PRW20621.1	XP_005843851.1
OG0003695	PRW20695.1	XP_005843928.1
OG0003696	PRW60697.1	XP_005851940.1
OG0003697	PRW60855.1	XP_005852259.1
OG0003698	PRW60593.1	XP_005851921.1
OG0003699	PRW60760.1	XP_005852246.1
OG0003700	PRW60741.1	XP_005851943.1
OG0003701	PRW60422.1	XP_005851964.1
OG0003702	PRW60587.1	XP_005852277.1
OG0003703	PRW60630.1	XP_005852252.1
OG0003704	PRW60647.1	XP_005851930.1
OG0003705	PRW60867.1	XP_005852251.1
OG0003706	PRW60529.1	XP_005852269.1
OG0003707	PRW60752.1	XP_005852261.1
OG0003708	PRW60226.1	XP_005852263.1
OG0003709	PRW60577.1	XP_005851938.1
OG0003710	PRW21127.1	XP_005844804.1
OG0003711	PRW60485.1	XP_005852253.1
OG0003712	PRW60575.1	XP_005851931.1
OG0003713	PRW60933.1	XP_005844172.1
OG0003714	PRW60283.1	XP_005851968.1
OG0003715	PRW60814.1	XP_005852238.1
OG0003716	PRW60321.1	XP_005851941.1
OG0003717	PRW60335.1	XP_005851951.1
OG0003718	PRW60662.1	XP_005852260.1
OG0003719	PRW60412.1	XP_005852158.1
OG0003720	PRW60216.1	XP_005852186.1
OG0003721	PRW60758.1	XP_005851876.1
OG0003722	PRW60585.1	XP_005852166.1
OG0003723	PRW60414.1	XP_005852168.1
OG0003724	PRW60379.1	XP_005852161.1
OG0003725	PRW60455.1	XP_005851834.1
OG0003726	PRW60615.1	XP_005851836.1
OG0003727	PRW60339.1	XP_005851867.1
OG0003728	PRW60596.1	XP_005852205.1
OG0003730	PRW60277.1	XP_005851872.1
OG0003731	PRW60858.1	XP_005851884.1
OG0003732	PRW60613.1	XP_005852200.1
OG0003733	PRW60798.1	XP_005851895.1
OG0003735	PRW60775.1	XP_005851893.1
OG0003736	PRW60641.1	XP_005852228.1
OG0003737	PRW60728.1	XP_005851821.1
OG0003738	PRW60492.1	XP_005852224.1
OG0003739	PRW60199.1	XP_005851869.1
OG0003740	PRW60440.1	XP_005851874.1
OG0003741	PRW60688.1	XP_005852221.1
OG0003742	PRW60530.1	XP_005852219.1
OG0003743	PRW60195.1	XP_005851899.1
OG0003744	PRW60510.1	XP_005852231.1
OG0003745	PRW60734.1	XP_005851887.1
OG0003746	PRW60458.1	XP_005851902.1
OG0003747	PRW60476.1	XP_005852233.1
OG0003748	PRW60347.1	XP_005842718.1
OG0003749	PRW61095.1, PRW61094.1	XP_005843525.1
OG0003750	PRW60344.1	XP_005852230.1
OG0003751	PRW60747.1	XP_005851818.1
OG0003752	PRW60842.1	XP_005852150.1
OG0003753	PRW60794.1	XP_005852180.1
OG0003754	PRW60671.1	XP_005851878.1
OG0003755	PRW60721.1	XP_005851883.1
OG0003756	PRW60507.1	XP_005852223.1
OG0003757	PRW56964.1	XP_005848052.1
OG0003758	PRW20652.1	XP_005843939.1
OG0003759	PRW20627.1	XP_005843858.1
OG0003760	PRW20685.1	XP_005843898.1
OG0003761	PRW20632.1	XP_005843940.1
OG0003762	PRW20597.1	XP_005843892.1
OG0003763	PRW61018.1	XP_005845688.1
OG0003764	PRW20369.1	XP_005843681.1
OG0003765	PRW59600.1	XP_005843011.1
OG0003766	PRW58482.1	XP_005851485.1
OG0003767	PRW20713.1	XP_005843888.1
OG0003768	PRW60961.1	XP_005849704.1
OG0003769	PRW33120.1	XP_005843297.1
OG0003770	PRW20658.1	XP_005843941.1
OG0003771	PRW51045.1	XP_005848592.1
OG0003772	PRW20667.1	XP_005843937.1
OG0003773	PRW61586.1	XP_005851109.1
OG0003774	PRW20634.1	XP_005843725.1
OG0003775	PRW20602.1	XP_005842901.1
OG0003776	PRW20758.1	XP_005842908.1
OG0003777	PRW33320.1, PRW33321.1	XP_005844927.1
OG0003778	PRW20744.1	XP_005843874.1
OG0003779	PRW20674.1	XP_005843908.1
OG0003780	PRW20763.1	XP_005843910.1
OG0003781	PRW32663.1	XP_005842877.1
OG0003782	PRW57176.1	XP_005847137.1
OG0003783	PRW20757.1	XP_005843975.1
OG0003784	PRW21111.1	XP_005844660.1
OG0003785	PRW20655.1	XP_005843912.1
OG0003786	PRW33082.1	XP_005843404.1
OG0003787	PRW20637.1	XP_005843873.1
OG0003790	PRW44978.1	XP_005848436.1
OG0003791	PRW45561.1	XP_005845157.1
OG0003792	PRW45089.1	XP_005848359.1
OG0003793	PRW45248.1	XP_005848552.1
OG0003794	PRW45081.1	XP_005848357.1
OG0003795	PRW44953.1, PRW44954.1	XP_005848550.1
OG0003796	PRW44507.1	XP_005847405.1
OG0003797	PRW45112.1	XP_005848558.1
OG0003798	PRW45068.1	XP_005848363.1
OG0003799	PRW44960.1	XP_005848431.1
OG0003800	PRW45019.1	XP_005848238.1
OG0003801	PRW45116.1	XP_005848411.1
OG0003802	PRW45258.1	XP_005848412.1
OG0003803	PRW32689.1	XP_005843067.1
OG0003804	PRW45144.1	XP_005848551.1
OG0003805	PRW44982.1	XP_005848415.1
OG0003807	PRW45130.1	XP_005848531.1
OG0003808	PRW57201.1	XP_005847092.1
OG0003809	PRW32887.1	XP_005843405.1
OG0003810	PRW44264.1	XP_005847257.1
OG0003811	PRW44947.1, PRW45058.1	XP_005848214.1
OG0003812	PRW59805.1	XP_005845420.1
OG0003813	PRW44853.1	XP_005848394.1
OG0003814	PRW44877.1	XP_005848530.1
OG0003815	PRW45043.1	XP_005848402.1
OG0003816	PRW57394.1	XP_005846904.1
OG0003818	PRW44903.1	XP_005848392.1
OG0003819	PRW44966.1	XP_005848408.1
OG0003820	PRW57933.1	XP_005848111.1
OG0003821	PRW44408.1	XP_005847271.1
OG0003822	PRW45133.1	XP_005848220.1
OG0003823	PRW45154.1	XP_005848414.1
OG0003824	PRW45085.1	XP_005848443.1
OG0003825	PRW45140.1	XP_005848439.1
OG0003826	PRW44976.1	XP_005848437.1
OG0003827	PRW57483.1	XP_005847138.1
OG0003828	PRW44900.1	XP_005848434.1
OG0003829	PRW45142.1	XP_005848241.1
OG0003830	PRW44912.1	XP_005848236.1
OG0003831	PRW45131.1	XP_005848561.1
OG0003832	PRW61626.1	XP_005843578.1
OG0003833	PRW45205.1	XP_005848504.1
OG0003834	PRW45210.1	XP_005848503.1
OG0003835	PRW45157.1	XP_005848514.1
OG0003836	PRW45256.1	XP_005848313.1
OG0003837	PRW59103.1	XP_005850200.1
OG0003838	PRW45168.1	XP_005848321.1
OG0003839	PRW44958.1	XP_005848322.1
OG0003840	PRW44905.1	XP_005848512.1
OG0003841	PRW45191.1	XP_005848510.1
OG0003842	PRW45236.1	XP_005848517.1
OG0003843	PRW44914.1	XP_005848324.1
OG0003844	PRW45259.1	XP_005848506.1
OG0003845	PRW44932.1	XP_005848508.1
OG0003846	PRW44873.1	XP_005848319.1
OG0003847	PRW44867.1	XP_005848519.1
OG0003848	PRW45211.1	XP_005848327.1
OG0003849	PRW58334.1	XP_005847684.1
OG0003850	PRW56562.1	XP_005850318.1
OG0003851	PRW44863.1	XP_005848526.1
OG0003852	PRW45088.1	XP_005848343.1
OG0003853	PRW44933.1	XP_005848337.1
OG0003854	PRW45217.1	XP_005848538.1
OG0003855	PRW45181.1	XP_005848338.1
OG0003856	PRW50915.1	XP_005848938.1
OG0003857	PRW45048.1	XP_005848341.1
OG0003858	PRW45148.1	XP_005848528.1
OG0003859	PRW44851.1	XP_005848342.1
OG0003860	PRW44893.1	XP_005848525.1
OG0003861	PRW45254.1	XP_005848534.1
OG0003862	PRW44902.1, PRW44901.1	XP_005848539.1
OG0003863	PRW45270.1	XP_005848362.1
OG0003864	PRW44979.1	XP_005848422.1
OG0003865	PRW45196.1	XP_005848231.1
OG0003866	PRW45076.1	XP_005848555.1
OG0003867	PRW45122.1	XP_005848229.1
OG0003868	PRW45265.1	XP_005848230.1
OG0003869	PRW45066.1	XP_005848421.1
OG0003870	PRW45095.1	XP_005848228.1
OG0003871	PRW45053.1	XP_005848545.1
OG0003872	PRW44987.1	XP_005848544.1
OG0003873	PRW44921.1	XP_005848352.1
OG0003874	PRW44876.1	XP_005848547.1
OG0003875	PRW45146.1	XP_005848356.1
OG0003876	PRW32976.1	XP_005844479.1
OG0003877	PRW21029.1	XP_005844812.1
OG0003878	PRW21062.1	XP_005844811.1
OG0003879	PRW59960.1	XP_005848492.1
OG0003880	PRW20242.1	XP_005842918.1
OG0003881	PRW44298.1	XP_005847244.1
OG0003882	PRW20199.1	XP_005844037.1
OG0003883	PRW20186.1	XP_005844124.1
OG0003884	PRW20262.1	XP_005844123.1
OG0003885	PRW20999.1	XP_005844778.1
OG0003886	PRW21113.1	XP_005844769.1
OG0003887	PRW20989.1	XP_005844711.1
OG0003888	PRW20865.1	XP_005848152.1
OG0003890	PRW59010.1	XP_005844387.1
OG0003892	PRW59238.1	XP_005843834.1
OG0003893	PRW59177.1	XP_005843837.1
OG0003894	PRW58926.1	XP_005843841.1
OG0003895	PRW58768.1	XP_005843798.1
OG0003896	PRW58837.1	XP_005843842.1
OG0003897	PRW59418.1	XP_005845740.1
OG0003898	PRW56864.1	XP_005850123.1
OG0003899	PRW59054.1	XP_005843795.1
OG0003900	PRW59367.1	XP_005845852.1
OG0003901	PRW59193.1	XP_005852249.1
OG0003902	PRW58835.1	XP_005849972.1
OG0003903	PRW58952.1	XP_005843749.1
OG0003905	PRW58772.1	XP_005843475.1
OG0003906	PRW58856.1	XP_005843473.1
OG0003907	PRW59270.1	XP_005843806.1
OG0003908	PRW58969.1	XP_005843444.1
OG0003910	PRW21092.1	XP_005844685.1
OG0003911	PRW20988.1	XP_005844760.1
OG0003912	PRW21104.1	XP_005844687.1
OG0003914	PRW59100.1	XP_005849540.1
OG0003915	PRW59323.1	XP_005849804.1
OG0003916	PRW59437.1	XP_005849787.1
OG0003917	PRW59314.1	XP_005849788.1
OG0003918	PRW59004.1	XP_005849526.1
OG0003919	PRW60942.1	XP_005844305.1
OG0003920	PRW58791.1	XP_005849475.1
OG0003921	PRW59335.1	XP_005849743.1
OG0003923	PRW59246.1	XP_005849484.1
OG0003924	PRW57364.1	XP_005849455.1
OG0003925	PRW57007.1	XP_005849724.1
OG0003926	PRW44444.1	XP_005847413.1
OG0003927	PRW59117.1	XP_005849762.1
OG0003928	PRW59191.1	XP_005849756.1
OG0003929	PRW59235.1	XP_005849487.1
OG0003930	PRW58948.1	XP_005849496.1
OG0003931	PRW58919.1	XP_005849767.1
OG0003932	PRW57151.1	XP_005849448.1
OG0003933	PRW57534.1	XP_005849453.1
OG0003934	PRW59262.1	XP_005849494.1
OG0003935	PRW58845.1	XP_005849758.1
OG0003936	PRW59122.1	XP_005849759.1
OG0003937	PRW59009.1	XP_005849492.1
OG0003939	PRW59220.1	XP_005849482.1
OG0003940	PRW59214.1	XP_005849750.1
OG0003941	PRW59295.1	XP_005849529.1
OG0003942	PRW59423.1, PRW59424.1	XP_005849790.1
OG0003943	PRW59317.1	XP_005849791.1
OG0003944	PRW58820.1	XP_005849793.1
OG0003945	PRW58905.1	XP_005849530.1
OG0003946	PRW58899.1	XP_005849536.1
OG0003947	PRW58918.1	XP_005847868.1
OG0003948	PRW59040.1	XP_005849736.1
OG0003949	PRW58833.1	XP_005849737.1
OG0003950	PRW58850.1	XP_005849467.1
OG0003951	PRW45473.1	XP_005845189.1
OG0003952	PRW58988.1	XP_005849465.1
OG0003953	PRW58951.1	XP_005849463.1
OG0003954	PRW59222.1	XP_005849460.1
OG0003955	PRW58800.1	XP_005849461.1
OG0003956	PRW59023.1	XP_005849457.1
OG0003957	PRW59149.1	XP_005849728.1
OG0003958	PRW59225.1	XP_005849462.1
OG0003959	PRW59102.1	XP_005849729.1
OG0003960	PRW58914.1	XP_005849795.1
OG0003961	PRW45372.1	XP_005845191.1
OG0003962	PRW59581.1	XP_005846358.1
OG0003963	PRW59081.1	XP_005849797.1
OG0003964	PRW45426.1	XP_005845532.1
OG0003965	PRW61448.1	XP_005843592.1
OG0003966	PRW56842.1	XP_005850108.1
OG0003967	PRW61136.1	XP_005846198.1
OG0003968	PRW59343.1	XP_005849469.1
OG0003969	PRW58963.1	XP_005849470.1
OG0003970	PRW58908.1	XP_005849471.1
OG0003971	PRW57134.1	XP_005849442.1
OG0003972	PRW59003.1	XP_005849527.1
OG0003973	PRW59008.1	XP_005849789.1
OG0003974	PRW57297.1	XP_005849717.1
OG0003975	PRW59136.1	XP_005849520.1
OG0003976	PRW58725.1	XP_005849784.1
OG0003978	PRW57356.1	XP_005849720.1
OG0003979	PRW57081.1	XP_005849445.1
OG0003980	PRW58832.1	XP_005849500.1
OG0003981	PRW59333.1	XP_005849507.1
OG0003982	PRW59133.1	XP_005849777.1
OG0003983	PRW59098.1	XP_005849505.1
OG0003984	PRW58785.1	XP_005849501.1
OG0003985	PRW58871.1	XP_005849472.1
OG0003986	PRW58846.1	XP_005843144.1
OG0003988	PRW58849.1	XP_005849468.1
OG0003989	PRW59208.1	XP_005849778.1
OG0003991	PRW57480.1	XP_005847013.1
OG0003992	PRW57325.1	XP_005852243.1
OG0003993	PRW57266.1	XP_005849441.1
OG0003994	PRW56240.1	XP_005850758.1
OG0003995	PRW58972.1	XP_005849515.1
OG0003996	PRW59313.1	XP_005849513.1
OG0003997	PRW56894.1	XP_005849710.1
OG0003998	PRW33539.1	XP_005845786.1
OG0003999	PRW44281.1	XP_005847272.1
OG0004000	PRW44613.1	XP_005847420.1
OG0004001	PRW45652.1	XP_005846761.1
OG0004002	PRW57180.1	XP_005847059.1
OG0004004	PRW57382.1	XP_005847043.1
OG0004005	PRW57397.1	XP_005847045.1
OG0004006	PRW57476.1	XP_005846874.1
OG0004007	PRW57153.1	XP_005846870.1
OG0004008	PRW57295.1	XP_005849959.1
OG0004009	PRW57262.1	XP_005846876.1
OG0004010	PRW44280.1	XP_005847278.1
OG0004011	PRW44528.1	XP_005847277.1
OG0004012	PRW44364.1	XP_005847427.1
OG0004013	PRW56919.1	XP_005846878.1
OG0004014	PRW44461.1	XP_005847504.1
OG0004015	PRW44379.1	XP_005847448.1
OG0004016	PRW21140.1	XP_005844748.1
OG0004017	PRW44325.1	XP_005847442.1
OG0004018	PRW58572.1, PRW58571.1	XP_005848845.1
OG0004019	PRW44359.1	XP_005847285.1
OG0004020	PRW44626.1	XP_005847282.1
OG0004021	PRW44596.1	XP_005847321.1
OG0004022	PRW44307.1	XP_005847487.1
OG0004023	PRW44509.1	XP_005847319.1
OG0004024	PRW44560.1	XP_005847508.1
OG0004025	PRW44327.1	XP_005847330.1
OG0004026	PRW44302.1	XP_005847488.1
OG0004027	PRW44301.1	XP_005847325.1
OG0004028	PRW44558.1	XP_005847338.1
OG0004029	PRW21120.1	XP_005849361.1
OG0004030	PRW44426.1	XP_005847428.1
OG0004031	PRW44395.1	XP_005847301.1
OG0004032	PRW56622.1	XP_005850134.1
OG0004033	PRW44606.1	XP_005847346.1
OG0004034	PRW44321.1	XP_005847345.1
OG0004035	PRW44440.1	XP_005847518.1
OG0004036	PRW61491.1	XP_005843563.1
OG0004037	PRW44564.1	XP_005847344.1
OG0004039	PRW44322.1	XP_005847527.1
OG0004040	PRW44357.1	XP_005847525.1
OG0004041	PRW44388.1	XP_005847327.1
OG0004042	PRW44422.1	XP_005847492.1
OG0004043	PRW44543.1	XP_005847496.1
OG0004044	PRW44587.1	XP_005847453.1
OG0004046	PRW44592.1	XP_005847446.1
OG0004047	PRW61368.1	XP_005846869.1
OG0004048	PRW44618.1	XP_005847279.1
OG0004049	PRW20995.1	XP_005844693.1
OG0004050	PRW45666.1	XP_005845188.1
OG0004051	PRW44537.1	XP_005847431.1
OG0004052	PRW45216.1	XP_005848199.1
OG0004053	PRW44467.1	XP_005847343.1
OG0004054	PRW44258.1	XP_005847517.1
OG0004055	PRW44428.1	XP_005842627.1
OG0004056	PRW50932.1	XP_005848942.1
OG0004057	PRW05877.1	XP_005850204.1
OG0004058	PRW56916.1	XP_005846906.1
OG0004059	PRW61433.1	XP_005844921.1
OG0004060	PRW44515.1	XP_005847461.1
OG0004061	PRW44567.1	XP_005847464.1
OG0004062	PRW44310.1	XP_005847473.1
OG0004063	PRW44504.1	XP_005847470.1
OG0004064	PRW44492.1	XP_005847307.1
OG0004065	PRW60250.1	XP_005851765.1
OG0004067	PRW44549.1	XP_005847314.1
OG0004068	PRW44393.1	XP_005847315.1
OG0004069	PRW44333.1	XP_005847480.1
OG0004070	PRW44491.1	XP_005847435.1
OG0004072	PRW44402.1	XP_005847266.1
OG0004073	PRW44488.1	XP_005847522.1
OG0004074	PRW58945.1	XP_005843830.1
OG0004075	PRW58867.1	XP_005843785.1
OG0004077	PRW59389.1	XP_005843460.1
OG0004078	PRW58898.1	XP_005843428.1
OG0004079	PRW58993.1	XP_005843840.1
OG0004080	PRW60054.1	XP_005843000.1
OG0004081	PRW32583.1	XP_005846717.1
OG0004082	PRW44616.1	XP_005847416.1
OG0004083	PRW50966.1	XP_005847632.1
OG0004084	PRW56703.1	XP_005850404.1
OG0004085	PRW45374.1	XP_005845143.1
OG0004086	PRW20623.1	XP_005843965.1
OG0004087	PRW45009.1	XP_005843964.1
OG0004088	PRW20739.1	XP_005843902.1
OG0004089	PRW57312.1	XP_005846899.1
OG0004090	PRW45222.1	XP_005848440.1
OG0004091	PRW20681.1	XP_005843932.1
OG0004092	PRW20641.1	XP_005843846.1
OG0004094	PRW58375.1	XP_005851088.1
OG0004095	PRW39154.1	XP_005844985.1
OG0004096	PRW39242.1	XP_005844899.1
OG0004097	PRW39229.1	XP_005844909.1
OG0004098	PRW39126.1	XP_005844995.1
OG0004099	PRW39349.1	XP_005844914.1
OG0004100	PRW39230.1	XP_005845011.1
OG0004101	PRW58388.1	XP_005851079.1
OG0004102	PRW33582.1	XP_005851095.1
OG0004103	PRW58213.1	XP_005851381.1
OG0004104	PRW58169.1	XP_005851078.1
OG0004105	PRW58564.1	XP_005851378.1
OG0004106	PRW58598.1	XP_005851087.1
OG0004107	PRW58330.1	XP_005851082.1
OG0004108	PRW58511.1	XP_005851379.1
OG0004109	PRW57181.1	XP_005846872.1
OG0004110	PRW58216.1	XP_005851352.1
OG0004111	PRW58338.1	XP_005851058.1
OG0004112	PRW32905.1, PRW32904.1	XP_005843400.1
OG0004113	PRW58428.1	XP_005851071.1
OG0004114	PRW58412.1	XP_005851354.1
OG0004115	PRW58160.1	XP_005851353.1
OG0004116	PRW58710.1	XP_005851074.1
OG0004117	PRW58148.1	XP_005851402.1
OG0004118	PRW58087.1	XP_005851107.1
OG0004119	PRW58650.1	XP_005851401.1
OG0004120	PRW58403.1	XP_005851104.1
OG0004121	PRW58267.1	XP_005851141.1
OG0004122	PRW58527.1	XP_005851432.1
OG0004123	PRW58513.1	XP_005851422.1
OG0004124	PRW44365.1	XP_005847409.1
OG0004125	PRW58421.1	XP_005851128.1
OG0004126	PRW58686.1	XP_005851125.1
OG0004127	PRW58238.1	XP_005851130.1
OG0004128	PRW58535.1	XP_005851134.1
OG0004129	PRW58159.1	XP_005851359.1
OG0004130	PRW58261.1	XP_005851064.1
OG0004131	PRW58651.1	XP_005851108.1
OG0004132	PRW58562.1	XP_005851387.1
OG0004133	PRW58155.1	XP_005851412.1
OG0004134	PRW58635.1	XP_005851415.1
OG0004135	PRW58255.1	XP_005851416.1
OG0004136	PRW58678.1	XP_005851417.1
OG0004137	PRW58547.1	XP_005851139.1
OG0004138	PRW58190.1	XP_005851431.1
OG0004139	PRW58642.1	XP_005851360.1
OG0004140	PRW58484.1	XP_005851361.1
OG0004141	PRW58487.1	XP_005851061.1
OG0004142	PRW58714.1	XP_005851356.1
OG0004143	PRW61484.1	XP_005844420.1
OG0004144	PRW05874.1	XP_005850221.1
OG0004145	PRW45107.1	XP_005851766.1
OG0004146	PRW60864.1	XP_005846739.1
OG0004147	PRW58138.1	XP_005851059.1
OG0004148	PRW58607.1	XP_005851093.1
OG0004149	PRW58277.1	XP_005851385.1
OG0004150	PRW61065.1	XP_005844398.1
OG0004151	PRW58208.1	XP_005851393.1
OG0004152	PRW56094.1	XP_005850911.1
OG0004153	PRW58081.1	XP_005851434.1
OG0004154	PRW58632.1	XP_005851142.1
OG0004155	PRW58610.1	XP_005851143.1
OG0004156	PRW58684.1	XP_005851435.1
OG0004157	PRW61033.1	XP_005844351.1
OG0004158	PRW58554.1	XP_005851144.1
OG0004159	PRW58425.1	XP_005851444.1
OG0004160	PRW58709.1	XP_005851160.1
OG0004161	PRW58109.1	XP_005851439.1
OG0004162	PRW58286.1	XP_005851151.1
OG0004163	PRW58550.1	XP_005851157.1
OG0004164	PRW58556.1	XP_005851440.1
OG0004165	PRW58467.1	XP_005851145.1
OG0004166	PRW58608.1	XP_005851167.1
OG0004167	PRW58263.1	XP_005851453.1
OG0004168	PRW58230.1	XP_005851169.1
OG0004169	PRW58133.1	XP_005851464.1
OG0004170	PRW58611.1	XP_005851180.1
OG0004171	PRW58250.1	XP_005851181.1
OG0004172	PRW58346.1	XP_005851182.1
OG0004173	PRW58558.1	XP_005851471.1
OG0004174	PRW58677.1	XP_005851183.1
OG0004175	PRW58362.1	XP_005851470.1
OG0004176	PRW56590.1	XP_005850393.1
OG0004177	PRW56463.1	XP_005850145.1
OG0004178	PRW58575.1	XP_005851185.1
OG0004179	PRW58696.1	XP_005851473.1
OG0004180	PRW61325.1	XP_005843585.1
OG0004182	PRW58634.1	XP_005851186.1
OG0004183	PRW45676.1	XP_005845175.1
OG0004184	PRW57953.1	XP_005847600.1
OG0004185	PRW58481.1	XP_005851189.1
OG0004186	PRW58260.1	XP_005851482.1
OG0004187	PRW58197.1	XP_005851190.1
OG0004188	PRW58284.1	XP_005851188.1
OG0004189	PRW58112.1	XP_005851500.1
OG0004190	PRW58301.1	XP_005851499.1
OG0004191	PRW58639.1	XP_005851201.1
OG0004192	PRW58319.1	XP_005851200.1
OG0004193	PRW58456.1	XP_005851493.1
OG0004194	PRW58486.1	XP_005851489.1
OG0004195	PRW58316.1	XP_005851487.1
OG0004196	PRW58329.1	XP_005851195.1
OG0004197	PRW58335.1	XP_005851192.1
OG0004198	PRW58254.1	XP_005851504.1
OG0004199	PRW58336.1	XP_005851215.1
OG0004201	PRW58494.1	XP_005851218.1
OG0004202	PRW58382.1	XP_005851217.1
OG0004203	PRW58391.1	XP_005851223.1, XP_005850037.1
OG0004204	PRW58674.1	XP_005851512.1
OG0004206	PRW58226.1	XP_005851225.1
OG0004207	PRW33671.1	XP_005846536.1
OG0004208	PRW45594.1	XP_005845229.1
OG0004209	PRW58187.1	XP_005851521.1
OG0004210	PRW58102.1	XP_005851253.1
OG0004211	PRW58717.1	XP_005851250.1
OG0004212	PRW58364.1	XP_005851536.1
OG0004213	PRW58601.1	XP_005851249.1
OG0004214	PRW45664.1	XP_005845086.1
OG0004215	PRW58104.1	XP_005851248.1
OG0004216	PRW58269.1	XP_005851535.1
OG0004217	PRW58088.1	XP_005851530.1
OG0004218	PRW58093.1	XP_005851245.1
OG0004219	PRW58713.1	XP_005851244.1
OG0004220	PRW58657.1	XP_005851529.1
OG0004221	PRW05812.1	XP_005849772.1
OG0004222	PRW58654.1	XP_005851300.1
OG0004223	PRW58299.1	XP_005851609.1
OG0004224	PRW58308.1	XP_005851601.1
OG0004225	PRW58595.1	XP_005851600.1
OG0004226	PRW58361.1	XP_005851304.1
OG0004228	PRW45555.1	XP_005845208.1
OG0004229	PRW58368.1	XP_005851312.1
OG0004230	PRW58435.1	XP_005851317.1
OG0004231	PRW58676.1	XP_005851622.1
OG0004232	PRW58328.1	XP_005851318.1
OG0004233	PRW58279.1	XP_005851325.1
OG0004234	PRW58320.1	XP_005851319.1
OG0004235	PRW60297.1	XP_005852220.1
OG0004236	PRW57315.1	XP_005846843.1
OG0004238	PRW58413.1	XP_005851314.1
OG0004239	PRW33303.1	XP_005844826.1
OG0004240	PRW58530.1	XP_005851315.1
OG0004241	PRW58323.1	XP_005851316.1
OG0004242	PRW58117.1	XP_005851313.1
OG0004243	PRW58614.1	XP_005851631.1
OG0004244	PRW32495.1	XP_005846611.1
OG0004245	PRW58271.1	XP_005851629.1
OG0004246	PRW20710.1	XP_005843900.1
OG0004247	PRW61024.1	XP_005850536.1
OG0004248	PRW58401.1	XP_005851269.1
OG0004249	PRW58082.1	XP_005851273.1
OG0004250	PRW45417.1	XP_005845107.1
OG0004251	PRW61180.1	XP_005845529.1
OG0004252	PRW58683.1	XP_005851274.1
OG0004253	PRW58156.1	XP_005851568.1
OG0004255	PRW58417.1	XP_005851285.1
OG0004256	PRW58471.1	XP_005851573.1
OG0004257	PRW58644.1	XP_005842552.1
OG0004258	PRW44407.1	XP_005847414.1
OG0004259	PRW44288.1	XP_005847265.1
OG0004260	PRW58237.1	XP_005851597.1
OG0004261	PRW58455.1	XP_005851596.1
OG0004262	PRW58653.1	XP_005851302.1
OG0004263	PRW58715.1	XP_005851599.1
OG0004264	PRW58113.1	XP_005851303.1
OG0004265	PRW58507.1	XP_005851598.1
OG0004266	PRW58287.1	XP_005851234.1
OG0004267	PRW58478.1	XP_005851235.1
OG0004268	PRW58128.1	XP_005851526.1
OG0004269	PRW58315.1	XP_005851448.1
OG0004270	PRW58327.1	XP_005851458.1
OG0004271	PRW58154.1	XP_005851462.1
OG0004272	PRW58193.1	XP_005851177.1
OG0004273	PRW58452.1	XP_005851171.1
OG0004274	PRW58628.1	XP_005851445.1
OG0004275	PRW58281.1	XP_005851164.1
OG0004276	PRW58195.1	XP_005851260.1
OG0004277	PRW58573.1	XP_005851263.1
OG0004278	PRW58343.1	XP_005851544.1
OG0004279	PRW58460.1	XP_005851254.1
OG0004280	PRW58080.1	XP_005851545.1
OG0004281	PRW58170.1	XP_005851256.1
OG0004282	PRW58233.1	XP_005851547.1
OG0004283	PRW58324.1	XP_005851266.1
OG0004284	PRW58621.1	XP_005851555.1
OG0004285	PRW58501.1	XP_005851553.1
OG0004286	PRW58367.1	XP_005851262.1
OG0004287	PRW58241.1	XP_005851261.1
OG0004288	PRW58852.1	XP_005849832.1
OG0004289	PRW32627.1	XP_005846588.1
OG0004290	PRW44610.1	XP_005847260.1
OG0004291	PRW32563.1	XP_005846729.1
OG0004292	PRW32585.1	XP_005846580.1
OG0004293	PRW32534.1	XP_005846709.1
OG0004294	PRW32556.1	XP_005846584.1
OG0004295	PRW32509.1	XP_005846605.1
OG0004296	PRW32515.1	XP_005846608.1
OG0004297	PRW58691.1	XP_005851593.1
OG0004299	PRW32518.1	XP_005846737.1
OG0004300	PRW32605.1	XP_005846748.1
OG0004301	PRW32578.1	XP_005846602.1
OG0004302	PRW32480.1	XP_005846741.1
OG0004303	PRW32632.1	XP_005846746.1
OG0004304	PRW32644.1	XP_005846600.1
OG0004305	PRW32542.1	XP_005842886.1
OG0004306	PRW32557.1	XP_005842874.1
OG0004307	PRW61037.1	XP_005844208.1
OG0004308	PRW32540.1	XP_005843037.1
OG0004309	PRW32661.1	XP_005843062.1
OG0004311	PRW32622.1	XP_005843066.1
