Orthogroup	c_sorokiniana_genome_proteins	c_vulgaris_genome_proteins
OG0004092	PRW20641.1	KAI3434537.1
OG0004094	PRW58375.1	KAI3436603.1
OG0004095	PRW39154.1	KAI3431625.1
OG0004096	PRW39242.1	KAI3431596.1
OG0004097	PRW39229.1	KAI3431580.1
OG0004098	PRW39126.1	KAI3431620.1
OG0004099	PRW39349.1	KAI3431572.1
OG0004100	PRW39230.1	KAI3431573.1
OG0004101	PRW58388.1	KAI3433940.1
OG0004102	PRW33582.1	KAI3433870.1
OG0004103	PRW58213.1	KAI3433954.1
OG0004104	PRW58169.1	KAI3433938.1
OG0004105	PRW58564.1	KAI3433945.1
OG0004106	PRW58598.1	KAI3433956.1
OG0004107	PRW58330.1	KAI3433949.1
OG0004108	PRW58511.1	KAI3433948.1
OG0004109	PRW57181.1	KAI3438253.1
OG0004110	PRW58216.1	KAI3423709.1
OG0004111	PRW58338.1	KAI3423710.1
OG0004113	PRW58428.1	KAI3433923.1
OG0004114	PRW58412.1	KAI3433962.1
OG0004115	PRW58160.1	KAI3433964.1
OG0004116	PRW58710.1	KAI3433931.1
OG0004117	PRW58148.1	KAI3433828.1
OG0004118	PRW58087.1	KAI3433827.1
OG0004119	PRW58650.1	KAI3433830.1
OG0004120	PRW58403.1	KAI3433836.1
OG0004121	PRW58267.1	KAI3433744.1
OG0004122	PRW58527.1	KAI3433745.1
OG0004123	PRW58513.1	KAI3433772.1
OG0004124	PRW44365.1	KAI3428668.1
OG0004125	PRW58421.1	KAI3433766.1, KAI3433767.1
OG0004126	PRW58686.1	KAI3433765.1, KAI3433771.1
OG0004127	PRW58238.1	KAI3433760.1
OG0004128	PRW58535.1	KAI3433758.1
OG0004129	PRW58159.1	KAI3433898.1
OG0004130	PRW58261.1	KAI3433900.1
OG0004131	PRW58651.1	KAI3433813.1
OG0004132	PRW58562.1	KAI3433814.1
OG0004133	PRW58155.1	KAI3433803.1
OG0004134	PRW58635.1	KAI3433798.1
OG0004135	PRW58255.1	KAI3433794.1
OG0004136	PRW58678.1	KAI3433792.1
OG0004137	PRW58547.1	KAI3433748.1
OG0004138	PRW58190.1	KAI3433747.1
OG0004139	PRW58642.1	KAI3433902.1
OG0004140	PRW58484.1	KAI3433904.1
OG0004141	PRW58487.1	KAI3433892.1
OG0004142	PRW58714.1	KAI3433891.1
OG0004143	PRW61484.1	KAI3432858.1
OG0004144	PRW05874.1	KAI3428787.1
OG0004145	PRW45107.1	KAI3429470.1, KAI3429469.1
OG0004146	PRW60864.1	KAI3428194.1
OG0004147	PRW58138.1	KAI3433888.1
OG0004148	PRW58607.1	KAI3433877.1
OG0004149	PRW58277.1	KAI3433878.1
OG0004150	PRW61065.1	KAI3432801.1
OG0004151	PRW58208.1	KAI3433855.1
OG0004152	PRW56094.1	KAI3436712.1
OG0004153	PRW58081.1	KAI3433742.1
OG0004154	PRW58632.1	KAI3433741.1
OG0004155	PRW58610.1	KAI3433740.1
OG0004156	PRW58684.1	KAI3433739.1
OG0004157	PRW61033.1	KAI3432818.1
OG0004158	PRW58554.1	KAI3433736.1
OG0004159	PRW58425.1	KAI3433712.1
OG0004160	PRW58709.1	KAI3433711.1
OG0004161	PRW58109.1	KAI3433726.1
OG0004162	PRW58286.1	KAI3433725.1
OG0004163	PRW58550.1	KAI3433717.1
OG0004164	PRW58556.1	KAI3433723.1
OG0004165	PRW58467.1	KAI3433734.1
OG0004166	PRW58608.1	KAI3433691.1
OG0004167	PRW58263.1	KAI3433690.1
OG0004168	PRW58230.1	KAI3433687.1
OG0004169	PRW58133.1	KAI3433666.1
OG0004170	PRW58611.1	KAI3433665.1
OG0004171	PRW58250.1	KAI3433660.1
OG0004172	PRW58346.1	KAI3433658.1
OG0004173	PRW58558.1	KAI3433654.1
OG0004174	PRW58677.1	KAI3433655.1
OG0004175	PRW58362.1	KAI3433656.1
OG0004176	PRW56590.1	KAI3428263.1
OG0004177	PRW56463.1	KAI3428264.1
OG0004178	PRW58575.1	KAI3433651.1
OG0004179	PRW58696.1	KAI3433652.1
OG0004180	PRW61325.1	KAI3432462.1
OG0004182	PRW58634.1	KAI3433648.1
OG0004183	PRW45676.1	KAI3424793.1
OG0004184	PRW57953.1	KAI3425830.1
OG0004185	PRW58481.1	KAI3433642.1
OG0004186	PRW58260.1	KAI3433641.1
OG0004187	PRW58197.1	KAI3433640.1
OG0004188	PRW58284.1	KAI3433643.1
OG0004189	PRW58112.1	KAI3433606.1
OG0004190	PRW58301.1	KAI3433609.1
OG0004191	PRW58639.1	KAI3433616.1
OG0004192	PRW58319.1	KAI3433619.1
OG0004193	PRW58456.1	KAI3433621.1
OG0004194	PRW58486.1	KAI3433628.1
OG0004195	PRW58316.1	KAI3433633.1
OG0004196	PRW58329.1	KAI3433632.1
OG0004197	PRW58335.1	KAI3433637.1
OG0004198	PRW58254.1	KAI3433599.1
OG0004199	PRW58336.1	KAI3433586.1
OG0004201	PRW58494.1	KAI3433581.1
OG0004202	PRW58382.1	KAI3433583.1
OG0004204	PRW58674.1	KAI3433575.1
OG0004205	PRW58574.1	KAI3433573.1
OG0004206	PRW58226.1	KAI3433572.1
OG0004207	PRW33671.1	KAI3435683.1
OG0004208	PRW45594.1	KAI3424905.1
OG0004209	PRW58187.1	KAI3433560.1
OG0004210	PRW58102.1	KAI3433519.1
OG0004211	PRW58717.1	KAI3433527.1
OG0004212	PRW58364.1	KAI3433528.1
OG0004213	PRW58601.1	KAI3433529.1
OG0004214	PRW45664.1	KAI3424828.1
OG0004215	PRW58104.1	KAI3433530.1
OG0004216	PRW58269.1	KAI3433531.1
OG0004217	PRW58088.1	KAI3433540.1
OG0004218	PRW58093.1	KAI3433539.1
OG0004219	PRW58713.1	KAI3433541.1
OG0004220	PRW58657.1	KAI3433542.1
OG0004221	PRW05812.1	KAI3438514.1
OG0004222	PRW58654.1	KAI3433395.1
OG0004223	PRW58299.1	KAI3433368.1
OG0004224	PRW58308.1	KAI3433384.1
OG0004225	PRW58595.1	KAI3433387.1
OG0004226	PRW58361.1	KAI3433385.1
OG0004227	PRW58721.1	KAI3433361.1, KAI3433360.1
OG0004228	PRW45555.1	KAI3424863.1
OG0004229	PRW58368.1	KAI3433354.1
OG0004230	PRW58435.1	KAI3433339.1
OG0004231	PRW58676.1	KAI3433338.1
OG0004232	PRW58328.1	KAI3433337.1
OG0004233	PRW58279.1	KAI3433321.1
OG0004234	PRW58320.1	KAI3433335.1
OG0004235	PRW60297.1	KAI3429704.1
OG0004236	PRW57315.1	KAI3438322.1
OG0004237	PRW58273.1	KAI3433348.1
OG0004238	PRW58413.1	KAI3433347.1
OG0004239	PRW33303.1	KAI3431756.1
OG0004240	PRW58530.1	KAI3433344.1
OG0004241	PRW58323.1	KAI3433341.1
OG0004242	PRW58117.1	KAI3433351.1
OG0004243	PRW58614.1	KAI3433323.1
OG0004244	PRW32495.1	KAI3423823.1
OG0004245	PRW58271.1	KAI3433327.1
OG0004246	PRW20710.1	KAI3434471.1
OG0004247	PRW61024.1	KAI3435482.1
OG0004248	PRW58401.1	KAI3433469.1
OG0004249	PRW58082.1	KAI3433451.1
OG0004251	PRW61180.1	KAI3424179.1
OG0004252	PRW58683.1	KAI3433457.1
OG0004253	PRW58156.1	KAI3433458.1
OG0004255	PRW58417.1	KAI3433432.1
OG0004256	PRW58471.1	KAI3433444.1
OG0004257	PRW58644.1	KAI3433397.1
OG0004258	PRW44407.1	KAI3428659.1
OG0004259	PRW44288.1	KAI3428661.1
OG0004260	PRW58237.1	KAI3433400.1
OG0004261	PRW58455.1	KAI3433401.1
OG0004262	PRW58653.1	KAI3433390.1
OG0004263	PRW58715.1	KAI3433389.1
OG0004264	PRW58113.1	KAI3433388.1
OG0004265	PRW58507.1	KAI3433394.1
OG0004266	PRW58287.1	KAI3433554.1
OG0004267	PRW58478.1	KAI3433552.1
OG0004268	PRW58128.1	KAI3433551.1
OG0004269	PRW58315.1	KAI3433698.1
OG0004270	PRW58327.1	KAI3433680.1
OG0004271	PRW58154.1	KAI3433672.1
OG0004272	PRW58193.1	KAI3433671.1
OG0004273	PRW58452.1	KAI3433683.1
OG0004274	PRW58628.1	KAI3433705.1
OG0004275	PRW58281.1	KAI3433704.1
OG0004276	PRW58195.1	KAI3433495.1
OG0004277	PRW58573.1	KAI3433487.1
OG0004278	PRW58343.1	KAI3433513.1
OG0004279	PRW58460.1	KAI3433512.1
OG0004280	PRW58080.1	KAI3433511.1
OG0004281	PRW58170.1	KAI3433506.1
OG0004282	PRW58233.1	KAI3433505.1
OG0004283	PRW58324.1	KAI3433475.1
OG0004284	PRW58621.1	KAI3433486.1
OG0004285	PRW58501.1	KAI3433490.1
OG0004286	PRW58367.1	KAI3433491.1
OG0004287	PRW58241.1	KAI3433493.1
OG0004288	PRW58852.1	KAI3438645.1
OG0004289	PRW32627.1	KAI3423875.1
OG0004290	PRW44610.1	KAI3428672.1
OG0004291	PRW32563.1	KAI3423881.1
OG0004292	PRW32585.1	KAI3423888.1
OG0004293	PRW32534.1	KAI3423896.1
OG0004294	PRW32556.1	KAI3423869.1
OG0004296	PRW32515.1	KAI3423826.1
OG0004297	PRW58691.1	KAI3433406.1
OG0004298	PRW32550.1, PRW32551.1	KAI3423864.1
OG0004299	PRW32518.1	KAI3423857.1
OG0004300	PRW32605.1	KAI3423837.1
OG0004301	PRW32578.1	KAI3423838.1
OG0004302	PRW32480.1	KAI3423850.1
OG0004303	PRW32632.1	KAI3423841.1
OG0004304	PRW32644.1	KAI3423843.1
OG0004305	PRW32542.1	KAI3423928.1
OG0004306	PRW32557.1	KAI3423927.1
OG0004307	PRW61037.1	KAI3432353.1
OG0004308	PRW32540.1	KAI3423943.1
OG0004309	PRW32661.1	KAI3423942.1
OG0004311	PRW32622.1	KAI3423952.1
OG0004312	PRW32486.1	KAI3423955.1
OG0004313	PRW58078.1	KAI3423798.1
OG0004314	PRW58675.1	KAI3423799.1
OG0004315	PRW58349.1	KAI3423806.1
OG0004316	PRW58694.1	KAI3423805.1
OG0004317	PRW58303.1	KAI3433284.1
OG0004318	PRW58436.1	KAI3433290.1
OG0004319	PRW32533.1	KAI3423794.1
OG0004320	PRW58110.1	KAI3433310.1
OG0004321	PRW58480.1	KAI3433306.1
OG0004322	PRW58351.1	KAI3433299.1
OG0004323	PRW58685.1	KAI3433301.1
OG0004324	PRW58313.1	KAI3433296.1
OG0004325	PRW58576.1	KAI3433294.1
OG0004326	PRW58519.1	KAI3433292.1
OG0004327	PRW58337.1	KAI3433437.1
OG0004328	PRW58166.1	KAI3433424.1
OG0004329	PRW58618.1	KAI3433426.1
OG0004330	PRW58515.1	KAI3433427.1
OG0004331	PRW58390.1	KAI3433434.1
OG0004332	PRW58700.1	KAI3433405.1
OG0004333	PRW32630.1	KAI3423918.1
OG0004334	PRW59737.1	KAI3436176.1
OG0004335	PRW32658.1	KAI3423946.1
OG0004336	PRW32652.1	KAI3423814.1
OG0004337	PRW32587.1	KAI3423813.1
OG0004338	PRW32638.1	KAI3423907.1
OG0004340	PRW56809.1	KAI3428177.1
OG0004341	PRW58668.1	KAI3433415.1
OG0004342	PRW58227.1	KAI3433422.1
OG0004343	PRW32553.1	KAI3423993.1
OG0004344	PRW32554.1	KAI3423913.1
OG0004345	PRW58502.1	KAI3433403.1
OG0004346	PRW60999.1	KAI3432649.1
OG0004347	PRW32682.1	KAI3423950.1
OG0004348	PRW58563.1	KAI3433404.1
OG0004349	PRW32690.1	KAI3423967.1
OG0004350	PRW32662.1	KAI3423964.1
OG0004352	PRW20614.1	KAI3434451.1
OG0004353	PRW59806.1	KAI3435848.1
OG0004354	PRW20750.1	KAI3434452.1
OG0004355	PRW20770.1	KAI3434555.1
OG0004356	PRW39061.1	KAI3431458.1
OG0004357	PRW60536.1	KAI3429847.1
OG0004358	PRW20664.1	KAI3434462.1
OG0004359	PRW20720.1	KAI3434456.1
OG0004360	PRW57911.1	KAI3434634.1
OG0004361	PRW20704.1	KAI3434553.1
OG0004362	PRW45643.1	KAI3425012.1
OG0004363	PRW33554.1	KAI3425131.1
OG0004364	PRW33617.1	KAI3425132.1
OG0004365	PRW45668.1	KAI3425015.1
OG0004366	PRW45524.1	KAI3425000.1
OG0004367	PRW33737.1	KAI3425118.1
OG0004369	PRW45434.1	KAI3425007.1
OG0004370	PRW45739.1	KAI3425008.1
OG0004371	PRW45359.1	KAI3425004.1
OG0004372	PRW61419.1	KAI3432216.1
OG0004373	PRW45495.1	KAI3424977.1
OG0004374	PRW45458.1	KAI3424975.1
OG0004375	PRW59045.1	KAI3424982.1
OG0004376	PRW45578.1	KAI3424983.1
OG0004377	PRW45413.1	KAI3424990.1
OG0004378	PRW45535.1	KAI3424988.1
OG0004379	PRW45488.1	KAI3424985.1
OG0004380	PRW45698.1	KAI3424996.1
OG0004381	PRW45484.1	KAI3424970.1
OG0004382	PRW45615.1	KAI3424969.1
OG0004383	PRW45323.1	KAI3424968.1
OG0004384	PRW45507.1	KAI3424971.1
OG0004385	PRW45724.1	KAI3424972.1
OG0004386	PRW61595.1	KAI3432213.1
OG0004387	PRW61490.1	KAI3432210.1
OG0004388	PRW61048.1	KAI3432275.1
OG0004389	PRW61539.1	KAI3432718.1
OG0004390	PRW61379.1	KAI3432734.1
OG0004391	PRW60874.1	KAI3432717.1
OG0004392	PRW60988.1	KAI3436069.1
OG0004393	PRW61609.1	KAI3432691.1
OG0004394	PRW60941.1	KAI3432293.1
OG0004395	PRW61589.1	KAI3432295.1
OG0004396	PRW61534.1	KAI3429593.1
OG0004397	PRW61074.1	KAI3432441.1
OG0004399	PRW61295.1	KAI3432394.1
OG0004400	PRW61150.1	KAI3432319.1
OG0004401	PRW61286.1	KAI3432367.1
OG0004402	PRW61389.1	KAI3432883.1
OG0004403	PRW61020.1	KAI3432366.1
OG0004404	PRW61228.1	KAI3432368.1
OG0004405	PRW61225.1	KAI3432361.1
OG0004407	PRW61458.1	KAI3432350.1
OG0004408	PRW61305.1	KAI3432453.1
OG0004409	PRW61511.1	KAI3426001.1
OG0004410	PRW56861.1	KAI3428083.1
OG0004412	PRW56469.1	KAI3428284.1
OG0004413	PRW56655.1	KAI3428283.1
OG0004414	PRW56458.1	KAI3428377.1
OG0004415	PRW56788.1, PRW56789.1	KAI3428073.1
OG0004416	PRW56709.1	KAI3428068.1
OG0004417	PRW56811.1	KAI3428067.1
OG0004418	PRW56877.1	KAI3428072.1
OG0004419	PRW56466.1	KAI3428070.1
OG0004420	PRW56819.1	KAI3427929.1
OG0004421	PRW45677.1	KAI3424819.1
OG0004422	PRW57220.1	KAI3438186.1
OG0004423	PRW56524.1	KAI3427921.1
OG0004424	PRW56549.1	KAI3427923.1
OG0004425	PRW56710.1	KAI3427954.1
OG0004426	PRW56415.1	KAI3427963.1
OG0004427	PRW56614.1, PRW56704.1	KAI3427958.1
OG0004428	PRW56758.1	KAI3427991.1
OG0004429	PRW56593.1	KAI3428053.1
OG0004430	PRW56799.1	KAI3427964.1
OG0004431	PRW56476.1	KAI3427953.1
OG0004432	PRW56813.1	KAI3428061.1
OG0004433	PRW56425.1	KAI3428064.1
OG0004434	PRW56399.1	KAI3428039.1
OG0004435	PRW56579.1	KAI3428038.1
OG0004436	PRW33007.1, PRW33006.1, PRW56464.1	KAI3428148.1
OG0004437	PRW56706.1	KAI3428001.1
OG0004438	PRW56816.1	KAI3428002.1
OG0004439	PRW56623.1	KAI3427990.1
OG0004440	PRW56777.1	KAI3427965.1
OG0004441	PRW56851.1	KAI3427966.1
OG0004442	PRW56427.1	KAI3428058.1
OG0004443	PRW56678.1	KAI3427920.1
OG0004444	PRW56643.1	KAI3427972.1
OG0004445	PRW56754.1	KAI3427988.1
OG0004446	PRW56591.1	KAI3427977.1
OG0004447	PRW56402.1	KAI3428010.1
OG0004448	PRW18410.1	KAI3435626.1
OG0004449	PRW60020.1	KAI3435635.1
OG0004450	PRW59507.1	KAI3435645.1
OG0004451	PRW60108.1	KAI3435647.1
OG0004452	PRW59758.1	KAI3435649.1
OG0004453	PRW59525.1	KAI3435653.1
OG0004454	PRW59667.1	KAI3435650.1
OG0004455	PRW60072.1	KAI3435655.1
OG0004456	PRW18308.1	KAI3435587.1
OG0004457	PRW18375.1	KAI3435589.1
OG0004458	PRW18337.1	KAI3435590.1
OG0004459	PRW18370.1	KAI3435591.1
OG0004460	PRW18297.1	KAI3435621.1
OG0004461	PRW18400.1	KAI3435622.1
OG0004462	PRW18307.1	KAI3429322.1
OG0004463	PRW18348.1	KAI3435597.1
OG0004464	PRW18379.1	KAI3435596.1
OG0004465	PRW59798.1	KAI3435632.1
OG0004466	PRW60087.1	KAI3435681.1
OG0004467	PRW59931.1	KAI3435680.1
OG0004468	PRW59895.1	KAI3435679.1
OG0004469	PRW59539.1	KAI3435691.1
OG0004470	PRW59864.1	KAI3435690.1
OG0004471	PRW59628.1	KAI3435689.1
OG0004472	PRW59980.1	KAI3435684.1
OG0004473	PRW60059.1	KAI3435660.1
OG0004475	PRW59452.1	KAI3435675.1
OG0004476	PRW59985.1	KAI3435670.1
OG0004477	PRW59653.1	KAI3435667.1
OG0004478	PRW60005.1	KAI3435666.1
OG0004479	PRW59486.1	KAI3435665.1
OG0004480	PRW59470.1	KAI3435663.1
OG0004481	PRW59888.1	KAI3435662.1
OG0004482	PRW60146.1	KAI3435705.1
OG0004483	PRW59898.1	KAI3435718.1
OG0004484	PRW59937.1	KAI3435717.1
OG0004485	PRW59511.1	KAI3435715.1
OG0004486	PRW57036.1	KAI3437848.1
OG0004487	PRW59962.1	KAI3435721.1
OG0004488	PRW59896.1	KAI3435725.1
OG0004489	PRW59943.1	KAI3435748.1
OG0004490	PRW59797.1	KAI3435729.1
OG0004492	PRW59492.1	KAI3435790.1
OG0004493	PRW59471.1	KAI3435779.1
OG0004494	PRW59585.1	KAI3435778.1
OG0004495	PRW59949.1	KAI3435735.1
OG0004496	PRW59736.1	KAI3435734.1
OG0004497	PRW59823.1	KAI3435733.1
OG0004498	PRW59524.1	KAI3435771.1
OG0004499	PRW59543.1	KAI3435773.1
OG0004500	PRW60061.1	KAI3435760.1
OG0004501	PRW59794.1	KAI3435758.1
OG0004502	PRW59857.1	KAI3435751.1
OG0004503	PRW59685.1	KAI3435740.1
OG0004504	PRW60115.1	KAI3435741.1
OG0004505	PRW60170.1	KAI3435745.1
OG0004506	PRW59871.1	KAI3435747.1
OG0004507	PRW60158.1	KAI3435746.1
OG0004508	PRW59567.1	KAI3435784.1
OG0004509	PRW59595.1	KAI3435793.1
OG0004510	PRW60036.1	KAI3435797.1
OG0004511	PRW59933.1	KAI3435801.1
OG0004512	PRW59550.1	KAI3435798.1
OG0004513	PRW59710.1	KAI3435802.1
OG0004514	PRW59568.1	KAI3435803.1
OG0004515	PRW59598.1	KAI3435804.1
OG0004516	PRW59803.1	KAI3435805.1
OG0004517	PRW59562.1	KAI3435838.1
OG0004518	PRW59804.1	KAI3435840.1
OG0004519	PRW59834.1	KAI3435846.1
OG0004520	PRW59744.1	KAI3435844.1
OG0004521	PRW59788.1	KAI3435843.1
OG0004522	PRW60137.1	KAI3435849.1
OG0004523	PRW18327.1	KAI3436402.1
OG0004524	PRW59780.1	KAI3435853.1
OG0004525	PRW59462.1	KAI3435854.1
OG0004526	PRW59913.1	KAI3435855.1
OG0004527	PRW59930.1	KAI3435862.1
OG0004528	PRW59813.1	KAI3435861.1
OG0004529	PRW60047.1	KAI3435865.1
OG0004530	PRW59481.1	KAI3435866.1
OG0004531	PRW59738.1	KAI3435869.1
OG0004532	PRW60570.1	KAI3429590.1
OG0004533	PRW61373.1	KAI3432247.1
OG0004534	PRW59778.1	KAI3435873.1
OG0004535	PRW60174.1	KAI3435872.1
OG0004536	PRW61224.1	KAI3430809.1
OG0004537	PRW59870.1	KAI3435877.1
OG0004538	PRW60050.1	KAI3435878.1
OG0004539	PRW59671.1	KAI3435880.1
OG0004540	PRW59755.1	KAI3435883.1
OG0004541	PRW59786.1	KAI3435875.1
OG0004542	PRW60027.1	KAI3435889.1
OG0004543	PRW60082.1	KAI3435890.1
OG0004544	PRW59807.1	KAI3435896.1
OG0004545	PRW60181.1	KAI3435895.1
OG0004546	PRW59827.1	KAI3435893.1
OG0004547	PRW59816.1	KAI3435894.1
OG0004548	PRW59963.1	KAI3435897.1
OG0004549	PRW59998.1	KAI3435903.1
OG0004550	PRW59588.1	KAI3435911.1
OG0004551	PRW59979.1	KAI3435916.1
OG0004552	PRW60182.1	KAI3435934.1
OG0004553	PRW59665.1	KAI3435932.1
OG0004554	PRW59478.1	KAI3435912.1
OG0004555	PRW60177.1	KAI3435944.1
OG0004556	PRW59996.1	KAI3435939.1
OG0004557	PRW59942.1	KAI3435937.1
OG0004558	PRW60095.1	KAI3435935.1
OG0004559	PRW59691.1	KAI3435917.1
OG0004560	PRW59995.1	KAI3435919.1
OG0004561	PRW59656.1	KAI3435920.1
OG0004562	PRW59730.1	KAI3435923.1
OG0004563	PRW59596.1	KAI3435925.1
OG0004564	PRW60153.1	KAI3435926.1
OG0004565	PRW45514.1	KAI3424768.1
OG0004566	PRW59487.1	KAI3435927.1
OG0004567	PRW60168.1	KAI3435928.1
OG0004568	PRW59734.1	KAI3435930.1
OG0004569	PRW59573.1	KAI3435952.1
OG0004570	PRW59800.1	KAI3435809.1
OG0004571	PRW60039.1	KAI3435810.1
OG0004572	PRW60155.1	KAI3435813.1
OG0004573	PRW59516.1	KAI3435814.1
OG0004574	PRW59449.1	KAI3435815.1
OG0004575	PRW59496.1	KAI3435819.1
OG0004576	PRW59991.1	KAI3435826.1
OG0004577	PRW59558.1	KAI3435943.1
OG0004578	PRW59493.1, PRW59494.1	KAI3435950.1
OG0004579	PRW60163.1	KAI3435951.1
OG0004580	PRW59570.1	KAI3435828.1
OG0004581	PRW60006.1	KAI3435967.1
OG0004582	PRW59735.1	KAI3435966.1
OG0004583	PRW59518.1	KAI3435955.1
OG0004584	PRW60037.1	KAI3435956.1
OG0004585	PRW60021.1	KAI3435957.1
OG0004586	PRW59591.1	KAI3435958.1
OG0004587	PRW60043.1	KAI3435959.1
OG0004588	PRW60166.1	KAI3435960.1
OG0004589	PRW59704.1	KAI3435961.1
OG0004590	PRW59966.1	KAI3435962.1
OG0004591	PRW59855.1	KAI3435975.1
OG0004592	PRW60074.1	KAI3435970.1
OG0004593	PRW59771.1	KAI3436026.1
OG0004594	PRW60056.1	KAI3436027.1
OG0004595	PRW59912.1	KAI3436028.1
OG0004596	PRW59465.1	KAI3436025.1
OG0004597	PRW59904.1	KAI3436024.1
OG0004598	PRW59971.1	KAI3436019.1
OG0004599	PRW60175.1	KAI3436139.1
OG0004600	PRW59748.1	KAI3436141.1
OG0004601	PRW60051.1	KAI3436144.1
OG0004602	PRW59885.1	KAI3436146.1
OG0004603	PRW59768.1	KAI3436148.1
OG0004604	PRW60024.1	KAI3436152.1
OG0004605	PRW59853.1	KAI3436153.1
OG0004606	PRW59785.1	KAI3436154.1
OG0004607	PRW59629.1	KAI3436155.1
OG0004608	PRW59565.1	KAI3436156.1
OG0004609	PRW60167.1	KAI3436163.1
OG0004610	PRW59688.1	KAI3436029.1
OG0004612	PRW60127.1	KAI3436031.1
OG0004613	PRW59984.1	KAI3436032.1
OG0004614	PRW60144.1	KAI3436034.1
OG0004615	PRW59905.1	KAI3436035.1
OG0004616	PRW59825.1	KAI3436039.1
OG0004617	PRW59584.1	KAI3436040.1
OG0004618	PRW60116.1	KAI3436110.1
OG0004619	PRW59579.1	KAI3436112.1
OG0004620	PRW59856.1	KAI3436119.1
OG0004621	PRW59833.1	KAI3436121.1
OG0004622	PRW59983.1	KAI3436123.1
OG0004623	PRW59851.1	KAI3436115.1
OG0004624	PRW60184.1	KAI3436127.1
OG0004625	PRW59948.1	KAI3436132.1
OG0004626	PRW60008.1	KAI3436006.1
OG0004627	PRW59865.1	KAI3436005.1
OG0004628	PRW45366.1	KAI3439107.1, KAI3439108.1
OG0004629	PRW59869.1	KAI3436003.1
OG0004630	PRW60114.1	KAI3436061.1
OG0004631	PRW59950.1	KAI3436062.1
OG0004632	PRW59546.1	KAI3436063.1
OG0004633	PRW59503.1	KAI3435999.1
OG0004634	PRW59941.1	KAI3436000.1
OG0004635	PRW60133.1	KAI3436001.1
OG0004636	PRW60083.1	KAI3436094.1
OG0004637	PRW60065.1	KAI3436095.1
OG0004638	PRW34020.1	KAI3429353.1
OG0004639	PRW60178.1	KAI3436098.1
OG0004640	PRW60080.1	KAI3436099.1
OG0004641	PRW59515.1	KAI3436105.1
OG0004642	PRW59559.1	KAI3436106.1
OG0004643	PRW59680.1	KAI3436107.1
OG0004644	PRW57097.1	KAI3433703.1
OG0004645	PRW60112.1	KAI3436093.1
OG0004646	PRW59540.1	KAI3436091.1
OG0004647	PRW59934.1	KAI3436074.1
OG0004648	PRW59887.1	KAI3436073.1
OG0004649	PRW60165.1	KAI3436072.1
OG0004650	PRW59658.1	KAI3436071.1
OG0004651	PRW59582.1	KAI3436080.1
OG0004652	PRW60119.1	KAI3436058.1
OG0004653	PRW60011.1	KAI3436057.1
OG0004654	PRW59981.1	KAI3436054.1
OG0004655	PRW60029.1	KAI3435985.1
OG0004656	PRW59822.1	KAI3435982.1
OG0004657	PRW39383.1	KAI3431361.1
OG0004658	PRW59512.1	KAI3436134.1
OG0004659	PRW59517.1	KAI3436136.1
OG0004660	PRW60105.1	KAI3436012.1
OG0004661	PRW60121.1	KAI3436020.1
OG0004662	PRW60085.1	KAI3436018.1
OG0004663	PRW59637.1	KAI3436017.1
OG0004664	PRW59814.1	KAI3436015.1
OG0004665	PRW59972.1	KAI3436168.1
OG0004666	PRW59793.1	KAI3436185.1
OG0004667	PRW60078.1	KAI3436174.1
OG0004668	PRW59488.1	KAI3436178.1
OG0004669	PRW59549.1	KAI3436364.1
OG0004670	PRW59463.1	KAI3436194.1
OG0004671	PRW59743.1	KAI3436347.1
OG0004672	PRW59450.1	KAI3436348.1
OG0004673	PRW60107.1	KAI3436349.1
OG0004674	PRW59482.1	KAI3436196.1
OG0004675	PRW59911.1	KAI3436195.1
OG0004677	PRW59783.1	KAI3436191.1
OG0004678	PRW59514.1	KAI3436354.1
OG0004679	PRW05820.1	KAI3428770.1
OG0004680	PRW59967.1	KAI3436207.1
OG0004681	PRW59774.1	KAI3436238.1
OG0004682	PRW59808.1	KAI3436239.1
OG0004683	PRW60053.1	KAI3436240.1
OG0004684	PRW59541.1	KAI3436245.1
OG0004685	PRW59650.1	KAI3436203.1
OG0004686	PRW59993.1	KAI3436249.1
OG0004687	PRW59721.1	KAI3436200.1
OG0004688	PRW59623.1	KAI3436197.1
OG0004689	PRW34053.1	KAI3426018.1
OG0004690	PRW60012.1	KAI3436254.1
OG0004691	PRW59601.1	KAI3436231.1
OG0004692	PRW59479.1	KAI3436232.1
OG0004693	PRW59720.1	KAI3436228.1
OG0004694	PRW60075.1	KAI3436230.1
OG0004695	PRW59959.1	KAI3436229.1
OG0004696	PRW59824.1	KAI3436227.1
OG0004697	PRW60172.1	KAI3436221.1
OG0004698	PRW60126.1	KAI3436215.1
OG0004699	PRW60145.1	KAI3436211.1
OG0004700	PRW59863.1	KAI3436210.1
OG0004701	PRW60045.1	KAI3436209.1
OG0004702	PRW60044.1	KAI3436247.1
OG0004703	PRW59578.1	KAI3436262.1
OG0004704	PRW59455.1	KAI3436266.1
OG0004705	PRW59583.1	KAI3436267.1
OG0004706	PRW61531.1	KAI3432888.1
OG0004707	PRW57060.1	KAI3438231.1
OG0004708	PRW59951.1	KAI3436268.1
OG0004709	PRW60143.1	KAI3436271.1
OG0004710	PRW59975.1	KAI3436272.1
OG0004711	PRW59789.1	KAI3436218.1
OG0004712	PRW59725.1	KAI3436275.1
OG0004713	PRW59676.1	KAI3436280.1
