Orthogroup	c_sorokiniana_genome_proteins	m_conductrix_genome_proteins
OG0003624	PRW33925.1	PSC76341.1
OG0003625	PRW34078.1	PSC76917.1
OG0003626	PRW33772.1	PSC76508.1
OG0003627	PRW33968.1	PSC76119.1
OG0003628	PRW32636.1	PSC75868.1
OG0003629	PRW33781.1	PSC76785.1
OG0003630	PRW34059.1	PSC76688.1
OG0003631	PRW34005.1	PSC76636.1
OG0003632	PRW33969.1	PSC76744.1
OG0003633	PRW34023.1	PSC76800.1
OG0003634	PRW58029.1	PSC72988.1
OG0003635	PRW57554.1	PSC73203.1
OG0003636	PRW57767.1	PSC73140.1
OG0003637	PRW57852.1	PSC73105.1
OG0003638	PRW57835.1	PSC73147.1, PSC73146.1
OG0003639	PRW57780.1	PSC76104.1
OG0003640	PRW57876.1	PSC76410.1
OG0003642	PRW60445.1	PSC73722.1
OG0003643	PRW57725.1	PSC73361.1
OG0003644	PRW58000.1	PSC76070.1
OG0003645	PRW58007.1	PSC73210.1
OG0003646	PRW57839.1	PSC73113.1
OG0003647	PRW33876.1	PSC76730.1
OG0003648	PRW57945.1	PSC76278.1
OG0003649	PRW57894.1	PSC76108.1
OG0003650	PRW57735.1	PSC73152.1
OG0003651	PRW57689.1	PSC73109.1
OG0003652	PRW57663.1	PSC73057.1
OG0003653	PRW20209.1	PSC70821.1
OG0003654	PRW57825.1	PSC73174.1
OG0003656	PRW57742.1	PSC73032.1
OG0003657	PRW57841.1	PSC73008.1
OG0003659	PRW57772.1	PSC73205.1
OG0003660	PRW58032.1	PSC73085.1
OG0003661	PRW57668.1	PSC72946.1
OG0003662	PRW57544.1	PSC73003.1
OG0003663	PRW57458.1	PSC72184.1
OG0003664	PRW57883.1	PSC73051.1
OG0003665	PRW57895.1	PSC73122.1
OG0003666	PRW57897.1	PSC73176.1
OG0003667	PRW57927.1	PSC72993.1
OG0003668	PRW57549.1	PSC69156.1
OG0003669	PRW57696.1	PSC73189.1
OG0003670	PRW57757.1	PSC73042.1
OG0003672	PRW57624.1	PSC73023.1
OG0003673	PRW34031.1	PSC76337.1
OG0003674	PRW34060.1	PSC76543.1
OG0003675	PRW33918.1	PSC76600.1
OG0003676	PRW34085.1	PSC76538.1
OG0003677	PRW45506.1	PSC69388.1
OG0003678	PRW20698.1	PSC74662.1
OG0003679	PRW56743.1, PRW58123.1	PSC71567.1
OG0003680	PRW57567.1	PSC74586.1
OG0003681	PRW57969.1	PSC69150.1
OG0003682	PRW57692.1	PSC69176.1
OG0003683	PRW57647.1	PSC69122.1
OG0003684	PRW57758.1	PSC69173.1
OG0003685	PRW57699.1	PSC69138.1
OG0003686	PRW57649.1	PSC69084.1
OG0003687	PRW57707.1	PSC69154.1
OG0003688	PRW57603.1	PSC69147.1
OG0003689	PRW59232.1	PSC67193.1
OG0003690	PRW50756.1	PSC76946.1
OG0003691	PRW57912.1	PSC69149.1
OG0003692	PRW58015.1	PSC69099.1
OG0003693	PRW20746.1	PSC68799.1
OG0003694	PRW20621.1	PSC68757.1
OG0003695	PRW20695.1	PSC68802.1
OG0003696	PRW60697.1	PSC68559.1
OG0003697	PRW60855.1	PSC68533.1
OG0003698	PRW60593.1	PSC73979.1
OG0003699	PRW60760.1	PSC74141.1
OG0003700	PRW60741.1	PSC68546.1
OG0003701	PRW60422.1	PSC68556.1
OG0003702	PRW60587.1	PSC68542.1
OG0003703	PRW60630.1	PSC74308.1
OG0003704	PRW60647.1	PSC74054.1
OG0003705	PRW60867.1	PSC74147.1
OG0003706	PRW60529.1	PSC68551.1
OG0003707	PRW60752.1	PSC68504.1
OG0003708	PRW60226.1	PSC68534.1
OG0003709	PRW60577.1	PSC74315.1
OG0003710	PRW21127.1	PSC71704.1
OG0003711	PRW60485.1	PSC74076.1
OG0003712	PRW60575.1	PSC74102.1
OG0003713	PRW60933.1	PSC73335.1
OG0003714	PRW60283.1	PSC68505.1
OG0003715	PRW60814.1	PSC73991.1
OG0003716	PRW60321.1	PSC69440.1
OG0003717	PRW60335.1	PSC68528.1
OG0003718	PRW60662.1	PSC68525.1
OG0003719	PRW60412.1	PSC68788.1
OG0003720	PRW60216.1	PSC67577.1
OG0003723	PRW60414.1	PSC69312.1
OG0003724	PRW60379.1	PSC67924.1
OG0003725	PRW60455.1	PSC67936.1
OG0003726	PRW60615.1	PSC67892.1
OG0003727	PRW60339.1	PSC67556.1
OG0003728	PRW60596.1	PSC67554.1
OG0003729	PRW60365.1	PSC67559.1, PSC67568.1
OG0003730	PRW60277.1	PSC68632.1
OG0003731	PRW60858.1	PSC68918.1
OG0003732	PRW60613.1	PSC67574.1
OG0003733	PRW60798.1	PSC74260.1
OG0003735	PRW60775.1	PSC74117.1
OG0003736	PRW60641.1	PSC74256.1
OG0003737	PRW60728.1	PSC69338.1
OG0003738	PRW60492.1	PSC74035.1
OG0003739	PRW60199.1	PSC67557.1
OG0003740	PRW60440.1	PSC68984.1
OG0003741	PRW60688.1	PSC68964.1
OG0003742	PRW60530.1	PSC68923.1
OG0003743	PRW60195.1	PSC74259.1
OG0003744	PRW60510.1	PSC74040.1
OG0003745	PRW60734.1	PSC68967.1
OG0003746	PRW60458.1	PSC74043.1
OG0003747	PRW60476.1	PSC74091.1
OG0003748	PRW60347.1	PSC74190.1
OG0003750	PRW60344.1	PSC74094.1
OG0003751	PRW60747.1	PSC69317.1
OG0003752	PRW60842.1	PSC75163.1
OG0003753	PRW60794.1	PSC69372.1
OG0003754	PRW60671.1	PSC68961.1
OG0003755	PRW60721.1	PSC68951.1
OG0003756	PRW60507.1	PSC74152.1
OG0003757	PRW56964.1	PSC70663.1
OG0003758	PRW20652.1	PSC74627.1
OG0003759	PRW20627.1	PSC74460.1
OG0003760	PRW20685.1	PSC74699.1
OG0003761	PRW20632.1	PSC74433.1
OG0003762	PRW20597.1	PSC74718.1
OG0003763	PRW61018.1	PSC74284.1
OG0003764	PRW20369.1	PSC74376.1
OG0003765	PRW59600.1	PSC68039.1
OG0003766	PRW58482.1	PSC68911.1
OG0003767	PRW20713.1	PSC74467.1
OG0003768	PRW60961.1	PSC70563.1
OG0003769	PRW33120.1	PSC69270.1
OG0003770	PRW20658.1	PSC74395.1
OG0003771	PRW51045.1	PSC73762.1
OG0003772	PRW20667.1	PSC68774.1
OG0003773	PRW61586.1	PSC70594.1
OG0003774	PRW20634.1	PSC76275.1
OG0003775	PRW20602.1	PSC67230.1
OG0003776	PRW20758.1	PSC67204.1
OG0003778	PRW20744.1	PSC74505.1
OG0003779	PRW20674.1	PSC68762.1
OG0003780	PRW20763.1	PSC68742.1
OG0003781	PRW32663.1	PSC76326.1
OG0003782	PRW57176.1	PSC72214.1
OG0003783	PRW20757.1	PSC74443.1
OG0003784	PRW21111.1	PSC71693.1
OG0003785	PRW20655.1	PSC68797.1
OG0003786	PRW33082.1	PSC72956.1
OG0003787	PRW20637.1	PSC74721.1
OG0003788	PRW58857.1	PSC71922.1
OG0003790	PRW44978.1	PSC67415.1
OG0003791	PRW45561.1	PSC68223.1
OG0003792	PRW45089.1	PSC70973.1
OG0003793	PRW45248.1	PSC70854.1
OG0003794	PRW45081.1	PSC67769.1
OG0003796	PRW44507.1	PSC75229.1
OG0003797	PRW45112.1	PSC70896.1
OG0003798	PRW45068.1	PSC70853.1
OG0003799	PRW44960.1	PSC73242.1
OG0003800	PRW45019.1	PSC73507.1
OG0003801	PRW45116.1	PSC67534.1
OG0003802	PRW45258.1	PSC73345.1
OG0003803	PRW32689.1	PSC76404.1
OG0003805	PRW44982.1	PSC73475.1
OG0003807	PRW45130.1	PSC70845.1
OG0003808	PRW57201.1	PSC72076.1
OG0003809	PRW32887.1	PSC72992.1
OG0003810	PRW44264.1	PSC75249.1
OG0003812	PRW59805.1	PSC76595.1
OG0003813	PRW44853.1	PSC67524.1
OG0003814	PRW44877.1	PSC70967.1
OG0003815	PRW45043.1	PSC67512.1
OG0003816	PRW57394.1	PSC72244.1
OG0003818	PRW44903.1	PSC67520.1
OG0003819	PRW44966.1	PSC67525.1
OG0003820	PRW57933.1	PSC67893.1
OG0003821	PRW44408.1	PSC70947.1
OG0003822	PRW45133.1	PSC73295.1
OG0003823	PRW45154.1	PSC73467.1
OG0003824	PRW45085.1	PSC70376.1
OG0003825	PRW45140.1	PSC67411.1
OG0003826	PRW44976.1	PSC67395.1
OG0003827	PRW57483.1	PSC72111.1
OG0003828	PRW44900.1	PSC75310.1
OG0003829	PRW45142.1	PSC75373.1
OG0003830	PRW44912.1	PSC73393.1
OG0003831	PRW45131.1	PSC70977.1
OG0003832	PRW61626.1	PSC74107.1
OG0003833	PRW45205.1	PSC70334.1
OG0003834	PRW45210.1	PSC70381.1
OG0003835	PRW45157.1	PSC70395.1
OG0003836	PRW45256.1	PSC70318.1
OG0003837	PRW59103.1	PSC69774.1
OG0003838	PRW45168.1	PSC70422.1
OG0003839	PRW44958.1	PSC70338.1
OG0003840	PRW44905.1	PSC70468.1
OG0003842	PRW45236.1	PSC70440.1
OG0003843	PRW44914.1	PSC70438.1
OG0003844	PRW45259.1	PSC70385.1
OG0003845	PRW44932.1	PSC70379.1
OG0003846	PRW44873.1	PSC70321.1
OG0003847	PRW44867.1	PSC70397.1
OG0003848	PRW45211.1	PSC70416.1
OG0003849	PRW58334.1	PSC73725.1
OG0003850	PRW56562.1	PSC72410.1
OG0003851	PRW44863.1	PSC70384.1
OG0003852	PRW45088.1	PSC70988.1
OG0003853	PRW44933.1	PSC70335.1
OG0003854	PRW45217.1	PSC70842.1
OG0003855	PRW45181.1	PSC70429.1
OG0003856	PRW50915.1	PSC75671.1
OG0003857	PRW45048.1	PSC70903.1
OG0003858	PRW45148.1	PSC70970.1
OG0003859	PRW44851.1	PSC70876.1
OG0003860	PRW44893.1	PSC70361.1
OG0003861	PRW45254.1	PSC70829.1
OG0003862	PRW44902.1, PRW44901.1	PSC70945.1
OG0003863	PRW45270.1	PSC71004.1
OG0003864	PRW44979.1	PSC73402.1
OG0003865	PRW45196.1	PSC73344.1
OG0003866	PRW45076.1	PSC70882.1
OG0003867	PRW45122.1	PSC73390.1
OG0003868	PRW45265.1	PSC73314.1
OG0003869	PRW45066.1	PSC73349.1
OG0003870	PRW45095.1	PSC73479.1
OG0003871	PRW45053.1	PSC67787.1
OG0003872	PRW44987.1	PSC67794.1
OG0003873	PRW44921.1	PSC68063.1
OG0003874	PRW44876.1	PSC67804.1
OG0003875	PRW45146.1	PSC67800.1
OG0003876	PRW32976.1	PSC69107.1
OG0003877	PRW21029.1	PSC71802.1
OG0003878	PRW21062.1	PSC71705.1
OG0003879	PRW59960.1	PSC71762.1
OG0003880	PRW20242.1	PSC70808.1
OG0003881	PRW44298.1	PSC75630.1
OG0003882	PRW20199.1	PSC70784.1
OG0003883	PRW20186.1	PSC71273.1
OG0003884	PRW20262.1	PSC71378.1
OG0003885	PRW20999.1	PSC71691.1
OG0003886	PRW21113.1	PSC71843.1
OG0003887	PRW20989.1	PSC71781.1
OG0003889	PRW33954.1	PSC70207.1
OG0003890	PRW59010.1	PSC73353.1
OG0003893	PRW59177.1	PSC75636.1
OG0003894	PRW58926.1	PSC75869.1
OG0003895	PRW58768.1	PSC75394.1
OG0003896	PRW58837.1	PSC75457.1
OG0003897	PRW59418.1	PSC75609.1
OG0003898	PRW56864.1	PSC72631.1
OG0003899	PRW59054.1	PSC75687.1
OG0003900	PRW59367.1	PSC75550.1
OG0003901	PRW59193.1	PSC73812.1
OG0003902	PRW58835.1	PSC67950.1
OG0003903	PRW58952.1	PSC72396.1
OG0003904	PRW60886.1	PSC74038.1
OG0003905	PRW58772.1	PSC67916.1
OG0003906	PRW58856.1	PSC67934.1
OG0003907	PRW59270.1	PSC72490.1
OG0003908	PRW58969.1	PSC67926.1
OG0003909	PRW21088.1	PSC71731.1, PSC71730.1
OG0003910	PRW21092.1	PSC71823.1
OG0003911	PRW20988.1	PSC71759.1
OG0003912	PRW21104.1	PSC71708.1
OG0003914	PRW59100.1	PSC76525.1
OG0003915	PRW59323.1	PSC76753.1
OG0003916	PRW59437.1	PSC73764.1
OG0003917	PRW59314.1	PSC73852.1
OG0003918	PRW59004.1	PSC73938.1
OG0003919	PRW60942.1	PSC67292.1
OG0003920	PRW58791.1	PSC76493.1
OG0003921	PRW59335.1	PSC76321.1
OG0003923	PRW59246.1	PSC71867.1
OG0003924	PRW57364.1	PSC76545.1
OG0003925	PRW57007.1	PSC76233.1
OG0003926	PRW44444.1	PSC70861.1
OG0003927	PRW59117.1	PSC75400.1
OG0003928	PRW59191.1	PSC75849.1
OG0003929	PRW59235.1	PSC75383.1
OG0003930	PRW58948.1	PSC75234.1
OG0003931	PRW58919.1	PSC75944.1
OG0003932	PRW57151.1	PSC73636.1
OG0003933	PRW57534.1	PSC77071.1
OG0003934	PRW59262.1	PSC75531.1
OG0003935	PRW58845.1	PSC71875.1
OG0003936	PRW59122.1	PSC71935.1
OG0003937	PRW59009.1	PSC72042.1
OG0003939	PRW59220.1	PSC71889.1
OG0003940	PRW59214.1	PSC71880.1
OG0003941	PRW59295.1	PSC73610.1
OG0003943	PRW59317.1	PSC73690.1
OG0003944	PRW58820.1	PSC76421.1
OG0003945	PRW58905.1	PSC73646.1
OG0003946	PRW58899.1	PSC76514.1
OG0003948	PRW59040.1	PSC76605.1
OG0003949	PRW58833.1	PSC76440.1
OG0003950	PRW58850.1	PSC76424.1
OG0003951	PRW45473.1	PSC73673.1
OG0003952	PRW58988.1	PSC76385.1
OG0003953	PRW58951.1	PSC76802.1
OG0003954	PRW59222.1	PSC76676.1
OG0003955	PRW58800.1	PSC76161.1
OG0003956	PRW59023.1	PSC76966.1
OG0003957	PRW59149.1	PSC76450.1
OG0003958	PRW59225.1	PSC76975.1
OG0003959	PRW59102.1	PSC76671.1
OG0003960	PRW58914.1	PSC73910.1
OG0003961	PRW45372.1	PSC73790.1
OG0003962	PRW59581.1	PSC69611.1
OG0003963	PRW59081.1	PSC76672.1
OG0003964	PRW45426.1	PSC76916.1
OG0003965	PRW61448.1	PSC70515.1
OG0003966	PRW56842.1	PSC72922.1
OG0003967	PRW61136.1	PSC74215.1
OG0003968	PRW59343.1	PSC76565.1
OG0003969	PRW58963.1	PSC76047.1
OG0003970	PRW58908.1	PSC76870.1
OG0003971	PRW57134.1	PSC68182.1
OG0003972	PRW59003.1	PSC73553.1
OG0003973	PRW59008.1	PSC73952.1
OG0003974	PRW57297.1	PSC68209.1
OG0003975	PRW59136.1	PSC76305.1
OG0003976	PRW58725.1	PSC73879.1
OG0003978	PRW57356.1	PSC68192.1
OG0003979	PRW57081.1	PSC68220.1
OG0003980	PRW58832.1	PSC75660.1
OG0003981	PRW59333.1	PSC73948.1
OG0003982	PRW59133.1	PSC73682.1
OG0003983	PRW59098.1	PSC75362.1
OG0003984	PRW58785.1	PSC75727.1
OG0003985	PRW58871.1	PSC76850.1
OG0003986	PRW58846.1	PSC70838.1
OG0003987	PRW58805.1	PSC73850.1, PSC73851.1
OG0003988	PRW58849.1	PSC76027.1
OG0003989	PRW59208.1	PSC73549.1
OG0003990	PRW59176.1	PSC72448.1
OG0003991	PRW57480.1	PSC72183.1
OG0003992	PRW57325.1	PSC72189.1
OG0003993	PRW57266.1	PSC68201.1
OG0003994	PRW56240.1	PSC69048.1
OG0003995	PRW58972.1	PSC76664.1
OG0003996	PRW59313.1	PSC73930.1
OG0003997	PRW56894.1	PSC68214.1
OG0003998	PRW33539.1	PSC70037.1
OG0003999	PRW44281.1	PSC70883.1
OG0004000	PRW44613.1	PSC70927.1
OG0004001	PRW45652.1	PSC69333.1
OG0004002	PRW57180.1	PSC72255.1
OG0004003	PRW58902.1	PSC75914.1
OG0004004	PRW57382.1	PSC72230.1
OG0004005	PRW57397.1	PSC72243.1
OG0004006	PRW57476.1	PSC72192.1
OG0004007	PRW57153.1	PSC72263.1
OG0004008	PRW57295.1	PSC72336.1
OG0004009	PRW57262.1	PSC72322.1
OG0004010	PRW44280.1	PSC70869.1
OG0004011	PRW44528.1	PSC70932.1
OG0004012	PRW44364.1	PSC70865.1
OG0004013	PRW56919.1	PSC72088.1
OG0004014	PRW44461.1	PSC69882.1
OG0004015	PRW44379.1	PSC69888.1
OG0004016	PRW21140.1	PSC71788.1
OG0004017	PRW44325.1	PSC70938.1
OG0004019	PRW44359.1	PSC70968.1
OG0004020	PRW44626.1	PSC70971.1
OG0004021	PRW44596.1	PSC69853.1
OG0004022	PRW44307.1	PSC69873.1
OG0004023	PRW44509.1	PSC69940.1
OG0004024	PRW44560.1	PSC69948.1
OG0004025	PRW44327.1	PSC69875.1
OG0004026	PRW44302.1	PSC69868.1
OG0004027	PRW44301.1	PSC69955.1
OG0004028	PRW44558.1	PSC69966.1
OG0004029	PRW21120.1	PSC73250.1
OG0004030	PRW44426.1	PSC70930.1
OG0004031	PRW44395.1	PSC71002.1
OG0004032	PRW56622.1	PSC71500.1
OG0004033	PRW44606.1	PSC69969.1
OG0004034	PRW44321.1	PSC69886.1
OG0004035	PRW44440.1	PSC69945.1
OG0004036	PRW61491.1	PSC70495.1
OG0004037	PRW44564.1	PSC69930.1
OG0004038	PRW44376.1	PSC69908.1, PSC69907.1
OG0004039	PRW44322.1	PSC69935.1
OG0004040	PRW44357.1	PSC69941.1
OG0004041	PRW44388.1	PSC69946.1
OG0004042	PRW44422.1	PSC69842.1
OG0004043	PRW44543.1	PSC69965.1
OG0004044	PRW44587.1	PSC69856.1
OG0004045	PRW44381.1	PSC69904.1, PSC69905.1
OG0004046	PRW44592.1	PSC69962.1
OG0004047	PRW61368.1	PSC74153.1
OG0004048	PRW44618.1	PSC70895.1
OG0004049	PRW20995.1	PSC71803.1
OG0004050	PRW45666.1	PSC73639.1
OG0004051	PRW44537.1	PSC70956.1
OG0004052	PRW45216.1	PSC67531.1
OG0004053	PRW44467.1	PSC69879.1
OG0004054	PRW44258.1	PSC69880.1
OG0004055	PRW44428.1	PSC69893.1
OG0004056	PRW50932.1	PSC75750.1
OG0004057	PRW05877.1	PSC69834.1
OG0004058	PRW56916.1	PSC72198.1
OG0004059	PRW61433.1	PSC70541.1
OG0004060	PRW44515.1	PSC69860.1
OG0004061	PRW44567.1	PSC69892.1
OG0004062	PRW44310.1	PSC70998.1
OG0004063	PRW44504.1	PSC69885.1
OG0004065	PRW60250.1	PSC75026.1
OG0004066	PRW44526.1, PRW44527.1	PSC69865.1
OG0004067	PRW44549.1	PSC69939.1
OG0004068	PRW44393.1	PSC69876.1
OG0004069	PRW44333.1	PSC69916.1
OG0004070	PRW44491.1	PSC70908.1
OG0004071	PRW45637.1	PSC73758.1, PSC73757.1
OG0004072	PRW44402.1	PSC70937.1
OG0004073	PRW44488.1	PSC69895.1
OG0004074	PRW58945.1	PSC67912.1
OG0004075	PRW58867.1	PSC67907.1
OG0004076	PRW59126.1, PRW59127.1	PSC75579.1
OG0004077	PRW59389.1	PSC73272.1
OG0004078	PRW58898.1	PSC73429.1
OG0004079	PRW58993.1	PSC75449.1
OG0004080	PRW60054.1	PSC71001.1
OG0004081	PRW32583.1	PSC75934.1
OG0004082	PRW44616.1	PSC70900.1
OG0004083	PRW50966.1	PSC75428.1, PSC75427.1
OG0004084	PRW56703.1	PSC68099.1
OG0004085	PRW45374.1	PSC68230.1
OG0004086	PRW20623.1	PSC67491.1
OG0004087	PRW45009.1	PSC67506.1
OG0004088	PRW20739.1	PSC67497.1
OG0004089	PRW57312.1	PSC72208.1
OG0004090	PRW45222.1	PSC67394.1
OG0004091	PRW20681.1	PSC68767.1
OG0004092	PRW20641.1	PSC67714.1
OG0004093	PRW60720.1, PRW20598.1, PRW20743.1	PSC67700.1
OG0004094	PRW58375.1	PSC75817.1
OG0004095	PRW39154.1	PSC67593.1
OG0004096	PRW39242.1	PSC73417.1
OG0004097	PRW39229.1	PSC73509.1
OG0004098	PRW39126.1	PSC67605.1
OG0004099	PRW39349.1	PSC73444.1
OG0004100	PRW39230.1	PSC73331.1
OG0004101	PRW58388.1	PSC68568.1
OG0004102	PRW33582.1	PSC73374.1
OG0004103	PRW58213.1	PSC68643.1
OG0004104	PRW58169.1	PSC68647.1
OG0004105	PRW58564.1	PSC68634.1
OG0004106	PRW58598.1	PSC68578.1
OG0004107	PRW58330.1	PSC68581.1
OG0004108	PRW58511.1	PSC68606.1
OG0004109	PRW57181.1	PSC72128.1
OG0004110	PRW58216.1	PSC68598.1
OG0004111	PRW58338.1	PSC68570.1
OG0004113	PRW58428.1	PSC75258.1
OG0004114	PRW58412.1	PSC68646.1
OG0004115	PRW58160.1	PSC68617.1
OG0004116	PRW58710.1	PSC68624.1
OG0004117	PRW58148.1	PSC75435.1
OG0004118	PRW58087.1	PSC75345.1
OG0004119	PRW58650.1	PSC75748.1
OG0004120	PRW58403.1	PSC75481.1
OG0004121	PRW58267.1	PSC75808.1
OG0004122	PRW58527.1	PSC75250.1
OG0004123	PRW58513.1	PSC75867.1
OG0004124	PRW44365.1	PSC75286.1
OG0004127	PRW58238.1	PSC75522.1
OG0004128	PRW58535.1	PSC75242.1
OG0004129	PRW58159.1	PSC75420.1
OG0004130	PRW58261.1	PSC75267.1
OG0004131	PRW58651.1	PSC75744.1
OG0004132	PRW58562.1	PSC75416.1
OG0004133	PRW58155.1	PSC75477.1
OG0004134	PRW58635.1	PSC67234.1
OG0004135	PRW58255.1	PSC67239.1
OG0004136	PRW58678.1	PSC67238.1
OG0004137	PRW58547.1	PSC75831.1
OG0004138	PRW58190.1	PSC75635.1
OG0004139	PRW58642.1	PSC75281.1
OG0004140	PRW58484.1	PSC75754.1
OG0004141	PRW58487.1	PSC75424.1
OG0004142	PRW58714.1	PSC75782.1
OG0004143	PRW61484.1	PSC73221.1
OG0004144	PRW05874.1	PSC75659.1
OG0004146	PRW60864.1	PSC69642.1
OG0004147	PRW58138.1	PSC75961.1
OG0004148	PRW58607.1	PSC75514.1
OG0004149	PRW58277.1	PSC75256.1
OG0004150	PRW61065.1	PSC73490.1
OG0004151	PRW58208.1	PSC75389.1
OG0004152	PRW56094.1	PSC71664.1
OG0004153	PRW58081.1	PSC75644.1
OG0004154	PRW58632.1	PSC75615.1
OG0004155	PRW58610.1	PSC75850.1
OG0004156	PRW58684.1	PSC75712.1
OG0004157	PRW61033.1	PSC67286.1
OG0004158	PRW58554.1	PSC75915.1
OG0004159	PRW58425.1	PSC67360.1
OG0004160	PRW58709.1	PSC75902.1
OG0004161	PRW58109.1	PSC75729.1
OG0004162	PRW58286.1	PSC75721.1
OG0004163	PRW58550.1	PSC67354.1
OG0004164	PRW58556.1	PSC75626.1
OG0004165	PRW58467.1	PSC75287.1
OG0004166	PRW58608.1	PSC68889.1
OG0004167	PRW58263.1	PSC68888.1
OG0004168	PRW58230.1	PSC67358.1
OG0004169	PRW58133.1	PSC68884.1
OG0004170	PRW58611.1	PSC68825.1
OG0004171	PRW58250.1	PSC68893.1
OG0004172	PRW58346.1	PSC68849.1
OG0004173	PRW58558.1	PSC68831.1
OG0004174	PRW58677.1	PSC68838.1
OG0004175	PRW58362.1	PSC68826.1
OG0004176	PRW56590.1	PSC71623.1
OG0004177	PRW56463.1	PSC71506.1
OG0004178	PRW58575.1	PSC68866.1
OG0004179	PRW58696.1	PSC68824.1
OG0004180	PRW61325.1	PSC74225.1
OG0004182	PRW58634.1	PSC68912.1
OG0004183	PRW45676.1	PSC73897.1
OG0004184	PRW57953.1	PSC74409.1
OG0004185	PRW58481.1	PSC68908.1
OG0004186	PRW58260.1	PSC68878.1
OG0004187	PRW58197.1	PSC68832.1
OG0004188	PRW58284.1	PSC68886.1
OG0004189	PRW58112.1	PSC75126.1
OG0004190	PRW58301.1	PSC74981.1
OG0004191	PRW58639.1	PSC68875.1
OG0004192	PRW58319.1	PSC68829.1
OG0004193	PRW58456.1	PSC68897.1
OG0004194	PRW58486.1	PSC68843.1
OG0004195	PRW58316.1	PSC68851.1
OG0004196	PRW58329.1	PSC68830.1
OG0004197	PRW58335.1	PSC68890.1
OG0004198	PRW58254.1	PSC75168.1
OG0004199	PRW58336.1	PSC75192.1
OG0004201	PRW58494.1	PSC74943.1
OG0004202	PRW58382.1	PSC75103.1
OG0004203	PRW58391.1	PSC68258.1
OG0004204	PRW58674.1	PSC68290.1
OG0004205	PRW58574.1	PSC68268.1, PSC68269.1
OG0004206	PRW58226.1	PSC68256.1
OG0004207	PRW33671.1	PSC76624.1
OG0004208	PRW45594.1	PSC68590.1
OG0004209	PRW58187.1	PSC68287.1
OG0004210	PRW58102.1	PSC73927.1
OG0004211	PRW58717.1	PSC73661.1
OG0004212	PRW58364.1	PSC73891.1
OG0004213	PRW58601.1	PSC73640.1
OG0004214	PRW45664.1	PSC73874.1
OG0004215	PRW58104.1	PSC73700.1
OG0004216	PRW58269.1	PSC73609.1
OG0004217	PRW58088.1	PSC73941.1
OG0004218	PRW58093.1	PSC73831.1
OG0004219	PRW58713.1	PSC73718.1
OG0004220	PRW58657.1	PSC73893.1
OG0004221	PRW05812.1	PSC75554.1
OG0004222	PRW58654.1	PSC76763.1
OG0004223	PRW58299.1	PSC76031.1
OG0004224	PRW58308.1	PSC76554.1
OG0004225	PRW58595.1	PSC76093.1
OG0004226	PRW58361.1	PSC76804.1
OG0004227	PRW58721.1	PSC76446.1
OG0004228	PRW45555.1	PSC73881.1
OG0004229	PRW58368.1	PSC76334.1
OG0004230	PRW58435.1	PSC76632.1
OG0004231	PRW58676.1	PSC76176.1
OG0004232	PRW58328.1	PSC76504.1
OG0004233	PRW58279.1	PSC76150.1
OG0004234	PRW58320.1	PSC76160.1
OG0004235	PRW60297.1	PSC68928.1
OG0004236	PRW57315.1	PSC72112.1
OG0004237	PRW58273.1	PSC76419.1, PSC76420.1
OG0004238	PRW58413.1	PSC76932.1
OG0004239	PRW33303.1	PSC69273.1
OG0004240	PRW58530.1	PSC76913.1
OG0004241	PRW58323.1	PSC76574.1
OG0004242	PRW58117.1	PSC76306.1
OG0004243	PRW58614.1	PSC76650.1
OG0004244	PRW32495.1	PSC68666.1
OG0004245	PRW58271.1	PSC76625.1
OG0004246	PRW20710.1	PSC74533.1
OG0004247	PRW61024.1	PSC70642.1
OG0004248	PRW58401.1	PSC73605.1
OG0004249	PRW58082.1	PSC73551.1
OG0004250	PRW45417.1	PSC68615.1, PSC68616.1
OG0004251	PRW61180.1	PSC70578.1
OG0004252	PRW58683.1	PSC73688.1
OG0004253	PRW58156.1	PSC73638.1
OG0004254	PRW39114.1	PSC76039.1, PSC76036.1, PSC76038.1
OG0004255	PRW58417.1	PSC76072.1
OG0004256	PRW58471.1	PSC73750.1
OG0004257	PRW58644.1	PSC76188.1
OG0004258	PRW44407.1	PSC70912.1
OG0004259	PRW44288.1	PSC70915.1
OG0004260	PRW58237.1	PSC76836.1
OG0004261	PRW58455.1	PSC76322.1
OG0004262	PRW58653.1	PSC76942.1
OG0004263	PRW58715.1	PSC76674.1
OG0004264	PRW58113.1	PSC76443.1
OG0004265	PRW58507.1	PSC76289.1
OG0004266	PRW58287.1	PSC68241.1
OG0004267	PRW58478.1	PSC68275.1
OG0004268	PRW58128.1	PSC68284.1
OG0004269	PRW58315.1	PSC68827.1
OG0004270	PRW58327.1	PSC68870.1
OG0004271	PRW58154.1	PSC68868.1
OG0004272	PRW58193.1	PSC68822.1
OG0004273	PRW58452.1	PSC67353.1
OG0004274	PRW58628.1	PSC68819.1
OG0004275	PRW58281.1	PSC68910.1
OG0004276	PRW58195.1	PSC73593.1
OG0004277	PRW58573.1	PSC73937.1
OG0004278	PRW58343.1	PSC73570.1
OG0004279	PRW58460.1	PSC73717.1
OG0004280	PRW58080.1	PSC73880.1
OG0004281	PRW58170.1	PSC73787.1
OG0004282	PRW58233.1	PSC73621.1
OG0004283	PRW58324.1	PSC73829.1
