Orthogroup	oneline_c_variabilis_genome_proteins	oneline_A99_genome_proteins
OG0003173	XP_005845973.1	scaffold10.g2296.t1
OG0003175	XP_005845976.1	scaffold10.g2299.t1
OG0003176	XP_005846112.1	scaffold10.g2302.t1
OG0003177	XP_005845989.1	scaffold10.g2303.t1
OG0003178	XP_005845979.1	scaffold10.g2305.t1
OG0003179	XP_005845977.1	scaffold10.g2307.t1
OG0003180	XP_005846106.1	scaffold10.g2308.t1
OG0003182	XP_005846109.1	scaffold10.g2315.t1
OG0003183	XP_005846142.1	scaffold10.g2322.t1
OG0003184	XP_005846019.1	scaffold10.g2324.t1
OG0003185	XP_005846152.1	scaffold10.g2325.t1
OG0003186	XP_005846154.1	scaffold10.g2326.t1
OG0003187	XP_005846014.1	scaffold10.g2327.t1
OG0003188	XP_005846164.1	scaffold10.g2329.t1
OG0003189	XP_005845978.1	scaffold10.g2332.t1
OG0003190	XP_005845983.1	scaffold10.g2333.t1
OG0003191	XP_005850775.1	scaffold10.g2337.t1
OG0003192	XP_005846028.1	scaffold10.g2341.t1
OG0003193	XP_005846160.1	scaffold10.g2342.t1
OG0003194	XP_005846011.1	scaffold10.g2352.t1
OG0003195	XP_005846128.1	scaffold10.g2355.t1
OG0003196	XP_005846130.1	scaffold10.g2358.t1
OG0003198	XP_005846151.1	scaffold10.g2364.t1
OG0003199	XP_005846924.1	scaffold10.g2369.t1
OG0003200	XP_005846145.1	scaffold10.g2370.t1
OG0003201	XP_005842579.1, XP_005846155.1	scaffold10.g2371.t1
OG0003202	XP_005846168.1	scaffold10.g2372.t1
OG0003203	XP_005852229.1	scaffold10.g2373.t1
OG0003204	XP_005846170.1	scaffold10.g2381.t1
OG0003205	XP_005846169.1	scaffold10.g2384.t1
OG0003206	XP_005846036.1	scaffold10.g2385.t1
OG0003207	XP_005846167.1	scaffold10.g2386.t1
OG0003208	XP_005846034.1	scaffold10.g2387.t1
OG0003210	XP_005845003.1	scaffold10.g2396.t1
OG0003211	XP_005843860.1	scaffold10.g2406.t1
OG0003212	XP_005846060.1	scaffold10.g2407.t1
OG0003214	XP_005846063.1	scaffold10.g2409.t1
OG0003215	XP_005846057.1	scaffold10.g2411.t1
OG0003216	XP_005846207.1	scaffold10.g2416.t1
OG0003217	XP_005846193.1	scaffold10.g2419.t1
OG0003218	XP_005846184.1	scaffold10.g2420.t1
OG0003219	XP_005846052.1	scaffold10.g2421.t1
OG0003220	XP_005846053.1	scaffold10.g2425.t1
OG0003222	XP_005845000.1	scaffold10.g2427.t1
OG0003223	XP_005846182.1	scaffold10.g2428.t1
OG0003224	XP_005844905.1	scaffold10.g2437.t1
OG0003225	XP_005845004.1	scaffold10.g2438.t1
OG0003226	XP_005846204.1	scaffold10.g2440.t1
OG0003227	XP_005846064.1	scaffold10.g2441.t1
OG0003228	XP_005846206.1	scaffold10.g2443.t1
OG0003229	XP_005844920.1	scaffold10.g2448.t1
OG0003230	XP_005849173.1	scaffold10.g2457.t1
OG0003231	XP_005845023.1	scaffold10.g2458.t1
OG0003233	XP_005846059.1	scaffold10.g2461.t1
OG0003234	XP_005846200.1	scaffold10.g2462.t1
OG0003235	XP_005846199.1	scaffold10.g2463.t1
OG0003236	XP_005846066.1	scaffold10.g2466.t1
OG0003237	XP_005845013.1	scaffold10.g2482.t1
OG0003238	XP_005844917.1	scaffold10.g2483.t1
OG0003239	XP_005845014.1	scaffold10.g2486.t1
OG0003240	XP_005844655.1	scaffold10.g2493.t1
OG0003241	XP_005847082.1	scaffold6.g2496.t1
OG0003242	XP_005843618.1	scaffold6.g2497.t1
OG0003243	XP_005847029.1	scaffold6.g2498.t1
OG0003244	XP_005847300.1	scaffold6.g2500.t1
OG0003245	XP_005847387.1	scaffold6.g2506.t1
OG0003246	XP_005843636.1	scaffold6.g2509.t1
OG0003248	XP_005843555.1	scaffold6.g2512.t1
OG0003249	XP_005849893.1	scaffold6.g2514.t1
OG0003250	XP_005846571.1, XP_005851719.1, XP_005846569.1	scaffold6.g2516.t1
OG0003251	XP_005843620.1	scaffold6.g2520.t1
OG0003252	XP_005843570.1	scaffold6.g2521.t1
OG0003253	XP_005843619.1	scaffold6.g2522.t1
OG0003254	XP_005843567.1	scaffold6.g2523.t1
OG0003255	XP_005843565.1	scaffold6.g2524.t1
OG0003256	XP_005846027.1	scaffold6.g2527.t1
OG0003257	XP_005850317.1	scaffold6.g2530.t1
OG0003258	XP_005846851.1	scaffold6.g2533.t1
OG0003259	XP_005843623.1	scaffold6.g2537.t1
OG0003260	XP_005843577.1	scaffold6.g2538.t1
OG0003261	XP_005843625.1	scaffold6.g2539.t1
OG0003262	XP_005847383.1	scaffold6.g2541.t1
OG0003263	XP_005843575.1	scaffold6.g2543.t1
OG0003264	XP_005843611.1	scaffold6.g2549.t1
OG0003265	XP_005847379.1	scaffold6.g2553.t1
OG0003266	XP_005847233.1	scaffold6.g2555.t1
OG0003267	XP_005847376.1	scaffold6.g2556.t1
OG0003268	XP_005847375.1	scaffold6.g2558.t1
OG0003269	XP_005847232.1	scaffold6.g2559.t1
OG0003270	XP_005847372.1	scaffold6.g2560.t1
OG0003271	XP_005847231.1	scaffold6.g2561.t1
OG0003272	XP_005847366.1	scaffold6.g2563.t1
OG0003273	XP_005847368.1	scaffold6.g2564.t1
OG0003274	XP_005847230.1	scaffold6.g2565.t1
OG0003275	XP_005847367.1	scaffold6.g2569.t1
OG0003276	XP_005847364.1	scaffold6.g2572.t1
OG0003277	XP_005847222.1	scaffold6.g2573.t1
OG0003278	XP_005850431.1	scaffold6.g2577.t1
OG0003279	XP_005850179.1	scaffold6.g2578.t1
OG0003280	XP_005850432.1	scaffold6.g2581.t1
OG0003281	XP_005850426.1	scaffold6.g2583.t1
OG0003282	XP_005850411.1	scaffold6.g2586.t1
OG0003283	XP_005850387.1	scaffold6.g2589.t1
OG0003284	XP_005850141.1	scaffold6.g2590.t1
OG0003285	XP_005850396.1	scaffold6.g2593.t1
OG0003286	XP_005850155.1	scaffold6.g2596.t1
OG0003287	XP_005850413.1	scaffold6.g2598.t1
OG0003288	XP_005850163.1	scaffold6.g2602.t1
OG0003289	XP_005850162.1	scaffold6.g2605.t1
OG0003290	XP_005850415.1	scaffold6.g2606.t1
OG0003291	XP_005850417.1	scaffold6.g2610.t1
OG0003292	XP_005850421.1	scaffold6.g2613.t1
OG0003293	XP_005850171.1	scaffold6.g2615.t1
OG0003294	XP_005850419.1	scaffold6.g2616.t1
OG0003296	XP_005850565.1	scaffold6.g2624.t1
OG0003297	XP_005847840.1	scaffold6.g2630.t1
OG0003298	XP_005850339.1	scaffold6.g2631.t1
OG0003299	XP_005843557.1	scaffold6.g2633.t1
OG0003300	XP_005850857.1	scaffold6.g2634.t1
OG0003301	XP_005850850.1	scaffold6.g2640.t1
OG0003302	XP_005850558.1	scaffold6.g2641.t1
OG0003303	XP_005850851.1	scaffold6.g2643.t1
OG0003304	XP_005850638.1	scaffold6.g2645.t1
OG0003305	XP_005850635.1	scaffold6.g2647.t1
OG0003306	XP_005850646.1	scaffold6.g2649.t1
OG0003307	XP_005850975.1	scaffold6.g2650.t1
OG0003308	XP_005850935.1	scaffold6.g2657.t1
OG0003309	XP_005850934.1	scaffold6.g2659.t1, scaffold3.g6509.t1
OG0003310	XP_005850654.1	scaffold6.g2660.t1
OG0003311	XP_005850652.1	scaffold6.g2662.t1
OG0003312	XP_005850650.1	scaffold6.g2664.t1
OG0003313	XP_005850927.1	scaffold6.g2665.t1
OG0003314	XP_005847270.1	scaffold6.g2670.t1
OG0003315	XP_005850700.1	scaffold6.g2672.t1
OG0003316	XP_005850988.1	scaffold6.g2675.t1
OG0003317	XP_005850709.1	scaffold6.g2676.t1
OG0003318	XP_005850987.1	scaffold6.g2678.t1
OG0003319	XP_005850710.1	scaffold6.g2680.t1
OG0003320	XP_005850980.1	scaffold6.g2684.t1
OG0003321	XP_005850711.1	scaffold6.g2685.t1
OG0003322	XP_005850757.1	scaffold6.g2688.t1
OG0003323	XP_005851039.1	scaffold6.g2689.t1
OG0003324	XP_005850990.1	scaffold6.g2690.t1
OG0003325	XP_005847025.1	scaffold6.g2693.t1
OG0003327	XP_005850713.1	scaffold6.g2695.t1
OG0003328	XP_005850991.1	scaffold6.g2696.t1
OG0003329	XP_005850993.1	scaffold6.g2697.t1
OG0003330	XP_005850998.1	scaffold6.g2704.t1
OG0003331	XP_005850720.1	scaffold6.g2707.t1
OG0003332	XP_005851002.1	scaffold6.g2709.t1
OG0003333	XP_005850721.1	scaffold6.g2710.t1
OG0003334	XP_005850716.1	scaffold6.g2712.t1
OG0003335	XP_005850745.1	scaffold6.g2715.t1
OG0003336	XP_005850752.1	scaffold6.g2722.t1
OG0003337	XP_005851035.1	scaffold6.g2723.t1
OG0003338	XP_005850717.1	scaffold6.g2724.t1
OG0003340	XP_005851026.1	scaffold6.g2729.t1
OG0003341	XP_005850665.1	scaffold6.g2730.t1
OG0003342	XP_005850946.1	scaffold6.g2732.t1
OG0003343	XP_005850664.1	scaffold6.g2733.t1
OG0003344	XP_005850666.1	scaffold6.g2738.t1
OG0003345	XP_005850949.1	scaffold6.g2739.t1
OG0003346	XP_005850953.1	scaffold6.g2744.t1
OG0003347	XP_005850670.1	scaffold6.g2745.t1
OG0003348	XP_005850669.1	scaffold6.g2747.t1
OG0003349	XP_005850952.1	scaffold6.g2748.t1
OG0003350	XP_005850956.1	scaffold6.g2751.t1
OG0003351	XP_005850673.1	scaffold6.g2757.t1
OG0003352	XP_005850674.1	scaffold6.g2759.t1
OG0003353	XP_005850960.1	scaffold6.g2760.t1
OG0003354	XP_005850961.1	scaffold6.g2762.t1
OG0003355	XP_005850963.1	scaffold6.g2765.t1
OG0003357	XP_005845100.1	scaffold6.g2774.t1
OG0003358	XP_005852017.1	scaffold6.g2775.t1
OG0003359	XP_005851012.1	scaffold6.g2776.t1
OG0003360	XP_005844547.1	scaffold6.g2779.t1
OG0003361	XP_005851016.1	scaffold6.g2780.t1
OG0003362	XP_005850684.1	scaffold6.g2785.t1
OG0003363	XP_005850968.1	scaffold6.g2786.t1
OG0003365	XP_005850732.1	scaffold6.g2792.t1
OG0003366	XP_005848786.1	scaffold6.g2794.t1
OG0003367	XP_005851023.1	scaffold6.g2797.t1
OG0003368	XP_005851022.1	scaffold6.g2800.t1
OG0003369	XP_005850737.1	scaffold6.g2801.t1
OG0003370	XP_005850734.1	scaffold6.g2802.t1
OG0003371	XP_005851018.1	scaffold6.g2803.t1
OG0003372	XP_005851017.1	scaffold6.g2804.t1
OG0003373	XP_005850733.1	scaffold6.g2805.t1
OG0003374	XP_005850657.1	scaffold6.g2813.t1
OG0003375	XP_005850940.1	scaffold6.g2814.t1
OG0003376	XP_005843478.1	scaffold6.g2816.t1
OG0003377	XP_005850978.1	scaffold6.g2822.t1
OG0003378	XP_005850979.1	scaffold6.g2824.t1
OG0003380	XP_005850703.1	scaffold6.g2830.t1
OG0003381	XP_005850986.1	scaffold6.g2831.t1, scaffold4.g4771.t1
OG0003382	XP_005850688.1	scaffold6.g2835.t1
OG0003383	XP_005850704.1	scaffold6.g2840.t1
OG0003384	XP_005847394.1	scaffold6.g2842.t1
OG0003385	XP_005843608.1	scaffold6.g2845.t1
OG0003386	XP_005851880.1	scaffold6.g2846.t1
OG0003387	XP_005845168.1	scaffold6.g2848.t1
OG0003389	XP_005847238.1	scaffold6.g2855.t1
OG0003390	XP_005850901.1	scaffold6.g2857.t1
OG0003391	XP_005850621.1	scaffold6.g2858.t1
OG0003392	XP_005850900.1	scaffold6.g2859.t1
OG0003393	XP_005850623.1	scaffold6.g2862.t1
OG0003394	XP_005850624.1	scaffold6.g2863.t1
OG0003395	XP_005851010.1	scaffold6.g2868.t1
OG0003396	XP_005850912.1	scaffold6.g2875.t1
OG0003397	XP_005850625.1	scaffold6.g2877.t1
OG0003398	XP_005850626.1	scaffold6.g2879.t1
OG0003399	XP_005848027.1	scaffold6.g2882.t1
OG0003401	XP_005851005.1	scaffold6.g2887.t1
OG0003402	XP_005850724.1	scaffold6.g2888.t1
OG0003403	XP_005850727.1	scaffold6.g2889.t1
OG0003404	XP_005850750.1	scaffold6.g2890.t1
OG0003405	XP_005851037.1	scaffold6.g2899.t1
OG0003406	XP_005850754.1	scaffold6.g2900.t1
OG0003407	XP_005850764.1	scaffold6.g2906.t1
OG0003408	XP_005851052.1	scaffold6.g2907.t1
OG0003409	XP_005851053.1	scaffold6.g2910.t1
OG0003410	XP_005844653.1	scaffold6.g2912.t1
OG0003411	XP_005850767.1	scaffold6.g2914.t1
OG0003412	XP_005851077.1	scaffold6.g2915.t1
OG0003413	XP_005850772.1	scaffold6.g2917.t1
OG0003414	XP_005842977.1	scaffold24.g2925.t1
OG0003415	XP_005845858.1	scaffold24.g2930.t1
OG0003416	XP_005845830.1	scaffold24.g2933.t1
OG0003417	XP_005845838.1	scaffold24.g2936.t1
OG0003418	XP_005845874.1	scaffold24.g2938.t1
OG0003419	XP_005847283.1	scaffold24.g2939.t1
OG0003420	XP_005845763.1	scaffold24.g2940.t1
OG0003421	XP_005845873.1	scaffold24.g2941.t1
OG0003422	XP_005845760.1	scaffold24.g2942.t1
OG0003423	XP_005845871.1	scaffold24.g2943.t1
OG0003424	XP_005845751.1	scaffold24.g2948.t1
OG0003425	XP_005845775.1	scaffold24.g2951.t1
OG0003426	XP_005845831.1	scaffold24.g2952.t1
OG0003427	XP_005845897.1	scaffold24.g2956.t1
OG0003428	XP_005845894.1	scaffold24.g2958.t1
OG0003429	XP_005845889.1	scaffold24.g2961.t1
OG0003430	XP_005845892.1	scaffold24.g2964.t1
OG0003431	XP_005845898.1	scaffold24.g2965.t1
OG0003433	XP_005845784.1	scaffold24.g2971.t1
OG0003434	XP_005845778.1	scaffold24.g2972.t1
OG0003435	XP_005845886.1	scaffold24.g2982.t1
OG0003436	XP_005845766.1	scaffold24.g2987.t1
OG0003437	XP_005845872.1	scaffold24.g2989.t1
OG0003438	XP_005845880.1	scaffold24.g2992.t1
OG0003439	XP_005851678.1	scaffold9.g2997.t1
OG0003440	XP_005852007.1	scaffold9.g2998.t1
OG0003441	XP_005851677.1	scaffold9.g2999.t1
OG0003442	XP_005852006.1	scaffold9.g3000.t1
OG0003443	XP_005852009.1	scaffold9.g3002.t1
OG0003444	XP_005851680.1	scaffold9.g3003.t1
OG0003445	XP_005851684.1	scaffold9.g3008.t1
OG0003446	XP_005852022.1	scaffold9.g3013.t1
OG0003447	XP_005851692.1	scaffold9.g3014.t1
OG0003448	XP_005851665.1	scaffold9.g3018.t1
OG0003449	XP_005851985.1	scaffold9.g3019.t1
OG0003450	XP_005846523.1	scaffold9.g3020.t1
OG0003452	XP_005852082.1	scaffold9.g3028.t1
OG0003453	XP_005852026.1	scaffold9.g3032.t1
OG0003454	XP_005851695.1	scaffold9.g3036.t1
OG0003455	XP_005851667.1	scaffold9.g3037.t1
OG0003456	XP_005851987.1	scaffold9.g3038.t1
OG0003457	XP_005851666.1	scaffold9.g3042.t1
OG0003458	XP_005851675.1	scaffold9.g3044.t1
OG0003459	XP_005852002.1	scaffold9.g3045.t1
OG0003460	XP_005851997.1	scaffold9.g3046.t1
OG0003461	XP_005851674.1	scaffold9.g3047.t1
OG0003462	XP_005852070.1	scaffold9.g3048.t1
OG0003463	XP_005851729.1	scaffold9.g3049.t1
OG0003464	XP_005851747.1	scaffold9.g3051.t1
OG0003465	XP_005843199.1	scaffold9.g3057.t1
OG0003466	XP_005843277.1	scaffold9.g3063.t1
OG0003467	XP_005851754.1	scaffold9.g3064.t1
OG0003468	XP_005851753.1	scaffold9.g3065.t1
OG0003469	XP_005851750.1	scaffold9.g3070.t1
OG0003470	XP_005851768.1	scaffold9.g3072.t1
OG0003471	XP_005852105.1	scaffold9.g3074.t1
OG0003472	XP_005852095.1	scaffold9.g3076.t1
OG0003473	XP_005851763.1	scaffold9.g3081.t1
OG0003474	XP_005852322.1	scaffold9.g3086.t1
OG0003475	XP_005850641.1	scaffold2.g7379.t1
OG0003475	XP_005848893.1	scaffold9.g3087.t1
OG0003476	XP_005852099.1	scaffold9.g3089.t1
OG0003477	XP_005852097.1	scaffold9.g3091.t1
OG0003478	XP_005852108.1	scaffold9.g3095.t1
OG0003479	XP_005852116.1	scaffold9.g3101.t1
OG0003480	XP_005851775.1	scaffold9.g3103.t1
OG0003481	XP_005852114.1	scaffold9.g3104.t1
OG0003482	XP_005852115.1	scaffold9.g3107.t1
OG0003483	XP_005852118.1	scaffold9.g3112.t1
OG0003484	XP_005851784.1	scaffold9.g3113.t1
OG0003485	XP_005852060.1	scaffold9.g3119.t1
OG0003486	XP_005851718.1	scaffold9.g3120.t1
OG0003487	XP_005852059.1	scaffold9.g3122.t1
OG0003488	XP_005850072.1	scaffold9.g3133.t1
OG0003489	XP_005846947.1	scaffold9.g3135.t1
OG0003490	XP_005851785.1	scaffold9.g3137.t1
OG0003491	XP_005852144.1	scaffold9.g3140.t1
OG0003492	XP_005852137.1	scaffold9.g3147.t1
OG0003493	XP_005851810.1	scaffold9.g3148.t1
OG0003494	XP_005851794.1	scaffold9.g3151.t1
OG0003495	XP_005852142.1	scaffold9.g3153.t1
OG0003496	XP_005851787.1	scaffold9.g3166.t1
OG0003497	XP_005852124.1	scaffold9.g3169.t1
OG0003498	XP_005846072.1	scaffold9.g3170.t1
OG0003499	XP_005846863.1	scaffold9.g3172.t1
OG0003500	XP_005852050.1	scaffold9.g3174.t1
OG0003501	XP_005847243.1	scaffold9.g3175.t1
OG0003502	XP_005851710.1	scaffold9.g3184.t1
OG0003503	XP_005851704.1	scaffold9.g3190.t1
OG0003504	XP_005852042.1	scaffold9.g3193.t1
OG0003505	XP_005852034.1	scaffold9.g3196.t1
OG0003506	XP_005851703.1	scaffold9.g3198.t1
OG0003507	XP_005852037.1	scaffold9.g3199.t1
OG0003508	XP_005850455.1	scaffold9.g3200.t1
OG0003509	XP_005847342.1	scaffold9.g3208.t1
OG0003510	XP_005852033.1	scaffold9.g3209.t1
OG0003511	XP_005851660.1	scaffold9.g3216.t1
OG0003512	XP_005851688.1	scaffold9.g3217.t1
OG0003513	XP_005852018.1	scaffold9.g3218.t1
OG0003514	XP_005851659.1	scaffold9.g3219.t1
OG0003515	XP_005851976.1	scaffold9.g3221.t1
OG0003516	XP_005847236.1	scaffold9.g3225.t1
OG0003517	XP_005843237.1	scaffold9.g3229.t1, scaffold34.g4507.t1
OG0003518	XP_005851998.1	scaffold9.g3238.t1
OG0003519	XP_005851671.1	scaffold9.g3239.t1
OG0003520	XP_005851993.1	scaffold9.g3240.t1
OG0003521	XP_005852088.1	scaffold9.g3245.t1
OG0003522	XP_005852076.1	scaffold9.g3246.t1
OG0003523	XP_005852183.1	scaffold9.g3248.t1
OG0003524	XP_005852179.1	scaffold9.g3250.t1
OG0003525	XP_005851732.1	scaffold9.g3251.t1
OG0003526	XP_005851727.1	scaffold9.g3252.t1
OG0003527	XP_005851725.1	scaffold9.g3254.t1
OG0003528	XP_005852064.1	scaffold9.g3255.t1
OG0003529	XP_005852087.1	scaffold9.g3260.t1
OG0003530	XP_005846446.1	scaffold9.g3262.t1
OG0003531	XP_005842956.1	scaffold9.g3265.t1
OG0003532	XP_005851741.1	scaffold9.g3266.t1
OG0003533	XP_005846351.1	scaffold9.g3267.t1
OG0003534	XP_005852084.1	scaffold9.g3268.t1
OG0003535	XP_005851851.1	scaffold9.g3269.t1
OG0003536	XP_005843815.1	scaffold9.g3272.t1
OG0003537	XP_005852069.1	scaffold9.g3275.t1
OG0003538	XP_005845068.1	scaffold9.g3277.t1
OG0003539	XP_005852245.1	scaffold9.g3281.t1
OG0003540	XP_005852234.1	scaffold9.g3285.t1
OG0003541	XP_005851913.1	scaffold9.g3287.t1
OG0003542	XP_005851918.1	scaffold9.g3289.t1
OG0003543	XP_005847378.1	scaffold9.g3302.t1
OG0003544	XP_005852078.1	scaffold9.g3305.t1
OG0003545	XP_005851737.1	scaffold9.g3307.t1
OG0003546	XP_005851735.1	scaffold9.g3308.t1
OG0003547	XP_005852075.1	scaffold9.g3311.t1
OG0003548	XP_005851733.1	scaffold9.g3313.t1
OG0003549	XP_005844294.1	scaffold26.g3315.t1
OG0003550	XP_005844298.1	scaffold26.g3319.t1
OG0003551	XP_005842586.1	scaffold26.g3321.t1
OG0003552	XP_005852123.1	scaffold26.g3322.t1
OG0003553	XP_005844444.1	scaffold26.g3324.t1
OG0003554	XP_005844428.1	scaffold26.g3325.t1
OG0003555	XP_005844530.1	scaffold26.g3326.t1
OG0003556	XP_005844343.1	scaffold26.g3328.t1
OG0003557	XP_005845098.1	scaffold26.g3330.t1
OG0003558	XP_005845048.1	scaffold26.g3335.t1
OG0003559	XP_005844361.1	scaffold26.g3338.t1
OG0003560	XP_005851881.1	scaffold26.g3339.t1
OG0003561	XP_005843479.1	scaffold26.g3349.t1
OG0003562	XP_005843509.1	scaffold26.g3352.t1
OG0003563	XP_005842690.1	scaffold26.g3354.t1
OG0003564	XP_005844442.1	scaffold26.g3357.t1
OG0003565	XP_005844751.1	scaffold26.g3364.t1
OG0003566	XP_005843516.1	scaffold26.g3365.t1
OG0003567	XP_005849037.1	scaffold7.g3372.t1
OG0003568	XP_005847852.1	scaffold7.g3377.t1
OG0003569	XP_005849235.1	scaffold7.g3380.t1
OG0003570	XP_005849018.1	scaffold7.g3387.t1
OG0003571	XP_005849228.1	scaffold7.g3390.t1
OG0003572	XP_005849233.1	scaffold7.g3392.t1
OG0003573	XP_005849028.1	scaffold7.g3395.t1
OG0003574	XP_005849229.1	scaffold7.g3397.t1
OG0003575	XP_005849022.1	scaffold7.g3398.t1
OG0003576	XP_005849038.1	scaffold7.g3405.t1
OG0003577	XP_005845213.1	scaffold7.g3407.t1
OG0003578	XP_005849137.1	scaffold7.g3408.t1
OG0003579	XP_005845720.1	scaffold7.g3411.t1
OG0003580	XP_005849343.1	scaffold7.g3412.t1
OG0003581	XP_005849345.1	scaffold7.g3415.t1
OG0003582	XP_005849340.1	scaffold7.g3419.t1
OG0003583	XP_005849136.1	scaffold7.g3420.t1
OG0003584	XP_005849333.1	scaffold7.g3423.t1
OG0003585	XP_005849334.1	scaffold7.g3425.t1
OG0003586	XP_005849337.1	scaffold7.g3428.t1
OG0003587	XP_005849295.1	scaffold7.g3434.t1
OG0003588	XP_005849285.1	scaffold7.g3436.t1
OG0003589	XP_005850281.1	scaffold7.g3440.t1
OG0003590	XP_005849296.1	scaffold7.g3444.t1
OG0003591	XP_005846860.1	scaffold7.g3446.t1
OG0003592	XP_005846861.1	scaffold7.g3447.t1
OG0003593	XP_005849281.1	scaffold7.g3451.t1
OG0003594	XP_005849082.1	scaffold7.g3452.t1
OG0003595	XP_005848572.1	scaffold7.g3455.t1, scaffold2.g7442.t1
OG0003596	XP_005849286.1	scaffold7.g3457.t1
OG0003597	XP_005845196.1	scaffold7.g3462.t1
OG0003598	XP_005849071.1	scaffold7.g3466.t1
OG0003599	XP_005849275.1	scaffold7.g3467.t1
OG0003600	XP_005849269.1	scaffold7.g3468.t1
OG0003601	XP_005849068.1	scaffold7.g3472.t1
OG0003602	XP_005849271.1	scaffold7.g3474.t1
OG0003603	XP_005849270.1	scaffold7.g3476.t1
OG0003604	XP_005849066.1	scaffold7.g3477.t1
OG0003605	XP_005849308.1	scaffold7.g3479.t1
OG0003606	XP_005849273.1	scaffold7.g3483.t1
OG0003607	XP_005848694.1	scaffold7.g3485.t1
OG0003608	XP_005849095.1	scaffold7.g3487.t1
OG0003609	XP_005849116.1	scaffold7.g3490.t1, scaffold7.g3598.t1
OG0003610	XP_005850206.1	scaffold7.g3494.t1
OG0003611	XP_005849276.1	scaffold7.g3503.t1
OG0003612	XP_005849073.1	scaffold7.g3508.t1
OG0003613	XP_005849096.1	scaffold7.g3516.t1
OG0003614	XP_005849327.1	scaffold7.g3517.t1
OG0003615	XP_005849126.1	scaffold7.g3521.t1
OG0003616	XP_005849065.1	scaffold7.g3523.t1
OG0003617	XP_005849268.1	scaffold7.g3527.t1
OG0003618	XP_005849265.1	scaffold7.g3530.t1
OG0003619	XP_005849266.1	scaffold7.g3532.t1
OG0003620	XP_005849267.1	scaffold7.g3536.t1
OG0003621	XP_005849063.1	scaffold7.g3537.t1
OG0003622	XP_005846723.1	scaffold7.g3538.t1
OG0003623	XP_005849263.1	scaffold7.g3540.t1
OG0003624	XP_005849059.1	scaffold7.g3541.t1
OG0003625	XP_005849262.1	scaffold7.g3543.t1
OG0003626	XP_005849057.1	scaffold7.g3545.t1
OG0003627	XP_005849367.1	scaffold7.g3549.t1
OG0003628	XP_005849056.1	scaffold7.g3551.t1
OG0003629	XP_005849192.1	scaffold7.g3555.t1
OG0003630	XP_005849387.1	scaffold7.g3556.t1
OG0003631	XP_005849193.1	scaffold7.g3557.t1
OG0003632	XP_005849331.1	scaffold7.g3560.t1
OG0003634	XP_005849104.1	scaffold7.g3577.t1
OG0003635	XP_005849321.1	scaffold7.g3578.t1
OG0003636	XP_005849317.1	scaffold7.g3580.t1
OG0003637	XP_005851270.1	scaffold7.g3581.t1
OG0003638	XP_005849114.1	scaffold7.g3587.t1
OG0003639	XP_005849113.1	scaffold7.g3590.t1
OG0003640	XP_005849182.1	scaffold7.g3596.t1
OG0003641	XP_005849185.1	scaffold7.g3604.t1
OG0003642	XP_005849254.1	scaffold7.g3605.t1
OG0003643	XP_005849111.1	scaffold7.g3612.t1
OG0003644	XP_005849320.1	scaffold7.g3613.t1
OG0003645	XP_005849371.1	scaffold7.g3616.t1
OG0003646	XP_005849372.1	scaffold7.g3617.t1
OG0003647	XP_005849176.1	scaffold7.g3618.t1
OG0003648	XP_005842950.1	scaffold7.g3620.t1
OG0003649	XP_005849200.1	scaffold7.g3626.t1
OG0003650	XP_005849188.1	scaffold7.g3633.t1
OG0003651	XP_005849386.1	scaffold7.g3634.t1
OG0003652	XP_005849375.1	scaffold7.g3638.t1
OG0003653	XP_005849397.1, XP_005849398.1	scaffold7.g3639.t1
OG0003654	XP_005849399.1	scaffold7.g3641.t1
OG0003655	XP_005849153.1	scaffold7.g3643.t1
OG0003656	XP_005849196.1	scaffold7.g3648.t1
OG0003657	XP_005849197.1	scaffold7.g3650.t1
OG0003658	XP_005846857.1	scaffold7.g3652.t1
OG0003659	XP_005849174.1	scaffold7.g3653.t1
OG0003660	XP_005849373.1	scaffold7.g3654.t1
OG0003661	XP_005849374.1	scaffold7.g3656.t1
OG0003662	XP_005849396.1	scaffold7.g3658.t1
OG0003663	XP_005849401.1	scaffold7.g3659.t1
OG0003664	XP_005849162.1	scaffold7.g3678.t1
OG0003665	XP_005849356.1	scaffold7.g3681.t1
OG0003666	XP_005849156.1	scaffold7.g3682.t1
OG0003667	XP_005849360.1	scaffold7.g3686.t1
OG0003668	XP_005849252.1	scaffold7.g3690.t1
OG0003669	XP_005849250.1	scaffold7.g3691.t1
OG0003670	XP_005849249.1	scaffold7.g3693.t1
OG0003671	XP_005849048.1	scaffold7.g3694.t1
OG0003672	XP_005846629.1	scaffold7.g3698.t1
OG0003673	XP_005843963.1	scaffold7.g3705.t1
OG0003675	XP_005847209.1	scaffold7.g3722.t1
OG0003676	XP_005849214.1	scaffold7.g3725.t1
OG0003677	XP_005849414.1	scaffold7.g3726.t1
OG0003678	XP_005849415.1	scaffold7.g3727.t1
OG0003679	XP_005849212.1	scaffold7.g3728.t1
OG0003680	XP_005849411.1	scaffold7.g3732.t1
