HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N1.HOG0004298	OG0003430	n0		PRW33715.1			PSC67380.1
N1.HOG0004299	OG0003431	n0		PRW33736.1			PSC67391.1
N1.HOG0004300	OG0003432	n0		PRW33665.1			PSC69991.1
N1.HOG0004301	OG0003433	n0		PRW33703.1			PSC74892.1
N1.HOG0004302	OG0003434	n0		PRW33632.1			PSC70078.1
N1.HOG0004303	OG0003435	n0		PRW33745.1			PSC70018.1
N1.HOG0004304	OG0003436	n0		PRW33546.1			PSC70010.1
N1.HOG0004305	OG0003437	n0		PRW33551.1			PSC70004.1
N1.HOG0004306	OG0003438	n0		PRW33751.1			PSC70092.1
N1.HOG0004307	OG0003439	n0		PRW33585.1			PSC69981.1, PSC70093.1
N1.HOG0004308	OG0003440	n0		PRW33646.1			PSC70094.1
N1.HOG0004309	OG0003441	n0		PRW33528.1			PSC70048.1
N1.HOG0004310	OG0003442	n0		PRW33535.1			PSC75135.1
N1.HOG0004311	OG0003443	n0		PRW33729.1			PSC75081.1
N1.HOG0004312	OG0003444	n0		PRW33746.1			PSC75062.1
N1.HOG0004313	OG0003445	n0		PRW33626.1			PSC75039.1
N1.HOG0004314	OG0003446	n0		PRW60783.1			PSC74959.1
N1.HOG0004315	OG0003447	n0		PRW60329.1			PSC75000.1
N1.HOG0004316	OG0003448	n0		PRW60469.1			PSC75094.1
N1.HOG0004317	OG0003449	n0		PRW60314.1			PSC74816.1
N1.HOG0004318	OG0003450	n0		PRW60191.1			PSC74893.1
N1.HOG0004319	OG0003451	n0		PRW60708.1			PSC74855.1
N1.HOG0004320	OG0003452	n0		PRW60426.1			PSC68423.1
N1.HOG0004321	OG0003453	n0		PRW60410.1			PSC68146.1
N1.HOG0004322	OG0003454	n0		PRW60325.1			PSC68167.1
N1.HOG0004323	OG0003455	n0		PRW60519.1, PRW60520.1			
N1.HOG0004324	OG0003456	n0		PRW60227.1			PSC67346.1
N1.HOG0004325	OG0003457	n0		PRW59854.1			PSC69692.1
N1.HOG0004326	OG0003458	n0		PRW57424.1			PSC72222.1
N1.HOG0004327	OG0003459	n0		PRW60623.1			PSC74813.1
N1.HOG0004328	OG0003460	n0		PRW60717.1			PSC68174.1
N1.HOG0004329	OG0003461	n0		PRW60656.1			PSC68162.1
N1.HOG0004330	OG0003462	n0		PRW60362.1			PSC67349.1
N1.HOG0004331	OG0003463	n0		PRW60472.1			PSC67338.1
N1.HOG0004332	OG0003464	n0		PRW60228.1			PSC67350.1
N1.HOG0004333	OG0003465	n0		PRW60506.1			PSC74820.1
N1.HOG0004334	OG0003466	n0		PRW60415.1			PSC75061.1
N1.HOG0004335	OG0003467	n0		PRW60452.1			PSC75028.1
N1.HOG0004336	OG0003468	n0		PRW60363.1			PSC75099.1
N1.HOG0004337	OG0003469	n0		PRW60390.1			PSC74815.1
N1.HOG0004338	OG0003470	n0		PRW60674.1			PSC74866.1
N1.HOG0004339	OG0003471	n0		PRW60416.1, PRW60417.1			
N1.HOG0004340	OG0003472	n0		PRW05953.1			PSC68476.1
N1.HOG0004341	OG0003473	n0		PRW60983.1			PSC67297.1
N1.HOG0004342	OG0003474	n0		PRW60230.1			PSC74966.1
N1.HOG0004343	OG0003475	n0		PRW60418.1			
N1.HOG0004344	OG0003476	n0		PRW60868.1			PSC74885.1
N1.HOG0004345	OG0003477	n0		PRW60491.1			PSC75040.1
N1.HOG0004346	OG0003478	n0		PRW60705.1			PSC75158.1
N1.HOG0004347	OG0003479	n0		PRW60645.1			PSC75194.1
N1.HOG0004348	OG0003480	n0		PRW60298.1			PSC75049.1
N1.HOG0004349	OG0003481	n0		PRW32657.1			PSC76207.1
N1.HOG0004350	OG0003483	n0		PRW60846.1			PSC75161.1
N1.HOG0004351	OG0003484	n0		PRW60435.1			PSC75190.1
N1.HOG0004352	OG0003485	n0		PRW60315.1			PSC74880.1
N1.HOG0004353	OG0003486	n0		PRW60614.1			PSC74903.1
N1.HOG0004354	OG0003487	n0		PRW60275.1			PSC75226.1
N1.HOG0004355	OG0003488	n0		PRW60726.1			PSC74942.1
N1.HOG0004356	OG0003489	n0		PRW60713.1			PSC74891.1
N1.HOG0004357	OG0003490	n0		PRW60580.1			PSC74972.1
N1.HOG0004358	OG0003491	n0		PRW60724.1			PSC74870.1
N1.HOG0004359	OG0003492	n0		PRW60349.1			PSC68157.1
N1.HOG0004360	OG0003493	n0					PSC68145.1, PSC68144.1
N1.HOG0004361	OG0003494	n0		PRW60266.1			PSC68154.1
N1.HOG0004362	OG0003495	n0		PRW56393.1			PSC72547.1
N1.HOG0004363	OG0003496	n0		PRW57136.1			PSC72251.1
N1.HOG0004364	OG0003497	n0		PRW60564.1			PSC74910.1
N1.HOG0004365	OG0003498	n0		PRW60809.1			PSC75008.1
N1.HOG0004366	OG0003499	n0		PRW60194.1			PSC74844.1
N1.HOG0004367	OG0003500	n0		PRW60433.1			PSC75014.1
N1.HOG0004368	OG0003501	n0		PRW60279.1			PSC75129.1
N1.HOG0004369	OG0003502	n0		PRW60813.1			PSC74821.1
N1.HOG0004370	OG0003503	n0		PRW60262.1			PSC75147.1
N1.HOG0004371	OG0003504	n0		PRW60821.1			PSC74860.1
N1.HOG0004372	OG0003505	n0		PRW05785.1			PSC71962.1
N1.HOG0004373	OG0003506	n0		PRW57529.1			PSC72338.1
N1.HOG0004374	OG0003507	n0					PSC68444.1, PSC68453.1
N1.HOG0004375	OG0003508	n0		PRW44628.1			PSC75641.1
N1.HOG0004376	OG0003509	n0		PRW60644.1			PSC68478.1
N1.HOG0004377	OG0003510	n0		PRW60657.1			PSC68449.1
N1.HOG0004378	OG0003511	n0		PRW60774.1			PSC68443.1
N1.HOG0004379	OG0003512	n0		PRW60406.1			PSC68479.1
N1.HOG0004380	OG0003513	n0		PRW60527.1			PSC68431.1
N1.HOG0004381	OG0003514	n0		PRW60269.1			PSC68435.1
N1.HOG0004382	OG0003515	n0		PRW56640.1			PSC69745.1
N1.HOG0004383	OG0003516	n0		PRW44939.1			PSC70305.1
N1.HOG0004384	OG0003517	n0		PRW60420.1			PSC68407.1
N1.HOG0004385	OG0003518	n0		PRW60533.1, PRW44625.1			
N1.HOG0004386	OG0003519	n0		PRW60208.1			PSC68486.1
N1.HOG0004387	OG0003520	n0		PRW60264.1			PSC68408.1
N1.HOG0004388	OG0003521	n0		PRW60294.1			PSC67342.1
N1.HOG0004389	OG0003522	n0		PRW60369.1			PSC67344.1
N1.HOG0004390	OG0003523	n0		PRW44430.1			PSC75584.1
N1.HOG0004391	OG0003524	n0					PSC69300.1
N1.HOG0004392	OG0003525	n0		PRW60675.1			PSC74905.1
N1.HOG0004393	OG0003526	n0		PRW60488.1			PSC75029.1
N1.HOG0004394	OG0003527	n0		PRW60318.1			PSC74879.1
N1.HOG0004395	OG0003528	n0		PRW60493.1			PSC75167.1
N1.HOG0004396	OG0003529	n0		PRW60512.1			PSC74993.1
N1.HOG0004397	OG0003530	n0		PRW60276.1			PSC69390.1
N1.HOG0004398	OG0003531	n0		PRW60676.1			PSC69324.1
N1.HOG0004399	OG0003532	n0		PRW60825.1			PSC74980.1
N1.HOG0004400	OG0003533	n0		PRW60543.1			PSC68158.1
N1.HOG0004401	OG0003534	n0		PRW60837.1			PSC68147.1
N1.HOG0004402	OG0003535	n0		PRW60636.1			PSC68151.1
N1.HOG0004403	OG0003536	n0					PSC74856.1, PSC75031.1
N1.HOG0004404	OG0003537	n0		PRW59453.1			PSC71344.1
N1.HOG0004405	OG0003538	n0		PRW20167.1, PRW50802.1			PSC70700.1
N1.HOG0004406	OG0003539	n0		PRW60784.1			PSC74953.1
N1.HOG0004407	OG0003540	n0		PRW59746.1			PSC69690.1
N1.HOG0004408	OG0003541	n0		PRW60819.1			PSC74814.1
N1.HOG0004409	OG0003542	n0		PRW60586.1			PSC69429.1
N1.HOG0004410	OG0003543	n0		PRW33561.1			PSC73347.1
N1.HOG0004411	OG0003544	n0		PRW60316.1			PSC68148.1
N1.HOG0004412	OG0003545	n0		PRW59254.1			PSC75645.1
N1.HOG0004413	OG0003546	n0		PRW60702.1			PSC74135.1
N1.HOG0004414	OG0003547	n0		PRW60291.1			PSC74194.1
N1.HOG0004415	OG0003548	n0		PRW60607.1			PSC73997.1
N1.HOG0004416	OG0003549	n0		PRW60254.1			PSC74295.1
N1.HOG0004417	OG0003550	n0		PRW44349.1			PSC75479.1
N1.HOG0004418	OG0003551	n0		PRW60394.1			PSC75073.1
N1.HOG0004419	OG0003552	n0		PRW60740.1			PSC74970.1
N1.HOG0004420	OG0003553	n0		PRW60322.1			PSC75074.1
N1.HOG0004421	OG0003554	n0		PRW60304.1			PSC74853.1
N1.HOG0004422	OG0003555	n0		PRW60588.1			PSC74957.1
N1.HOG0004423	OG0003556	n0		PRW61083.1			PSC73283.1
N1.HOG0004424	OG0003557	n0		PRW61310.1			PSC73382.1
N1.HOG0004425	OG0003558	n0		PRW61476.1			PSC75230.1
N1.HOG0004426	OG0003559	n0		PRW60872.1			PSC70491.1
N1.HOG0004427	OG0003560	n0		PRW61271.1			PSC73297.1
N1.HOG0004428	OG0003561	n0		PRW61547.1			PSC70632.1
N1.HOG0004429	OG0003562	n0		PRW20526.1, PRW20525.1			PSC70059.1
N1.HOG0004430	OG0003563	n0		PRW61497.1			PSC70649.1
N1.HOG0004431	OG0003564	n0		PRW45501.1			PSC73731.1
N1.HOG0004432	OG0003565	n0		PRW61263.1			PSC70630.1
N1.HOG0004433	OG0003566	n0		PRW61207.1			PSC73254.1
N1.HOG0004434	OG0003567	n0		PRW61272.1			PSC73328.1
N1.HOG0004435	OG0003568	n0		PRW60927.1			PSC74689.1
N1.HOG0004436	OG0003569	n0		PRW61420.1			PSC75219.1
N1.HOG0004437	OG0003570	n0		PRW61028.1			PSC75075.1
N1.HOG0004438	OG0003571	n0		PRW61378.1			PSC73466.1
N1.HOG0004439	OG0003572	n0		PRW21040.1			PSC71747.1
N1.HOG0004440	OG0003573	n0		PRW60985.1			PSC74452.1
N1.HOG0004441	OG0003574	n0		PRW33965.1			PSC67428.1
N1.HOG0004442	OG0003575	n0		PRW61067.1			PSC74302.1
N1.HOG0004443	OG0003576	n0		PRW34048.1			PSC76168.1
N1.HOG0004444	OG0003577	n0		PRW33958.1			PSC67438.1
N1.HOG0004445	OG0003578	n0		PRW33809.1			PSC67420.1
N1.HOG0004446	OG0003579	n0		PRW33828.1			PSC67427.1
N1.HOG0004447	OG0003580	n0		PRW33889.1			PSC67449.1
N1.HOG0004448	OG0003581	n0		PRW33970.1			PSC67444.1
N1.HOG0004449	OG0003582	n0		PRW33940.1			PSC76990.1
N1.HOG0004450	OG0003583	n0		PRW45706.1			PSC68605.1
N1.HOG0004451	OG0003584	n0		PRW57863.1			PSC72998.1
N1.HOG0004452	OG0003585	n0		PRW33540.1			PSC67377.1
N1.HOG0004453	OG0003586	n0		PRW57595.1			PSC73183.1
N1.HOG0004454	OG0003587	n0		PRW57901.1			PSC73040.1
N1.HOG0004455	OG0003588	n0		PRW57743.1			PSC73036.1
N1.HOG0004456	OG0003589	n0		PRW57799.1			PSC73026.1
N1.HOG0004457	OG0003590	n0		PRW57573.1			PSC73137.1
N1.HOG0004458	OG0003591	n0		PRW57867.1			PSC72970.1
N1.HOG0004459	OG0003592	n0		PRW57770.1			PSC73022.1
N1.HOG0004460	OG0003593	n0		PRW33944.1			PSC76512.1
N1.HOG0004461	OG0003594	n0		PRW34015.1			PSC76991.1
N1.HOG0004462	OG0003595	n0		PRW56447.1			PSC76282.1
N1.HOG0004463	OG0003596	n0		PRW33848.1			PSC76228.1
N1.HOG0004464	OG0003597	n0		PRW57062.1			PSC72312.1
N1.HOG0004465	OG0003598	n0		PRW56970.1			PSC72250.1
N1.HOG0004466	OG0003599	n0		PRW34077.1			PSC76737.1
N1.HOG0004467	OG0003600	n0		PRW34094.1			PSC76652.1
N1.HOG0004468	OG0003601	n0		PRW44869.1			
N1.HOG0004469	OG0003602	n0		PRW33934.1			PSC76066.1
N1.HOG0004470	OG0003603	n0		PRW45571.1			PSC73611.1
N1.HOG0004471	OG0003604	n0		PRW33797.1			PSC76974.1
N1.HOG0004472	OG0003605	n0		PRW33937.1			PSC76074.1
N1.HOG0004473	OG0003606	n0		PRW33821.1			PSC77070.1
N1.HOG0004474	OG0003607	n0		PRW33912.1			PSC77003.1
N1.HOG0004475	OG0003608	n0		PRW34101.1			PSC76609.1
N1.HOG0004476	OG0003609	n0		PRW34052.1, PRW34051.1			
N1.HOG0004477	OG0003610	n0		PRW33874.1			PSC76987.1
N1.HOG0004478	OG0003611	n0		PRW33817.1			PSC76034.1
N1.HOG0004479	OG0003612	n0		PRW33903.1			PSC76876.1
N1.HOG0004480	OG0003613	n0		PRW61507.1			PSC73339.1
N1.HOG0004481	OG0003614	n0		PRW34032.1			PSC76382.1
N1.HOG0004482	OG0003615	n0		PRW57842.1			
N1.HOG0004483	OG0003616	n0		PRW05855.1			PSC69784.1
N1.HOG0004484	OG0003617	n0		PRW34044.1			PSC76393.1
N1.HOG0004485	OG0003618	n0		PRW33967.1			PSC76995.1
N1.HOG0004486	OG0003619	n0		PRW33935.1			PSC76391.1
N1.HOG0004487	OG0003620	n0		PRW57886.1			PSC73015.1
N1.HOG0004488	OG0003621	n0		PRW57910.1			PSC73090.1
N1.HOG0004489	OG0003622	n0		PRW33758.1			PSC76095.1
N1.HOG0004490	OG0003623	n0		PRW34086.1			PSC76577.1
N1.HOG0004491	OG0003624	n0		PRW33925.1			PSC76341.1
N1.HOG0004492	OG0003625	n0		PRW34078.1			PSC76917.1
N1.HOG0004493	OG0003626	n0		PRW33772.1			PSC76508.1
N1.HOG0004494	OG0003627	n0		PRW33968.1			PSC76119.1
N1.HOG0004495	OG0003628	n0		PRW32636.1			PSC75868.1
N1.HOG0004496	OG0003629	n0		PRW33781.1			PSC76785.1
N1.HOG0004497	OG0003630	n0		PRW34059.1			PSC76688.1
N1.HOG0004498	OG0003631	n0		PRW34005.1			PSC76636.1
N1.HOG0004499	OG0003632	n0		PRW33969.1			PSC76744.1
N1.HOG0004500	OG0003633	n0		PRW34023.1			PSC76800.1
N1.HOG0004501	OG0003634	n0		PRW58029.1			PSC72988.1
N1.HOG0004502	OG0003635	n0		PRW57554.1			PSC73203.1
N1.HOG0004503	OG0003636	n0		PRW57767.1			PSC73140.1
N1.HOG0004504	OG0003637	n0		PRW57852.1			PSC73105.1
N1.HOG0004505	OG0003638	n0		PRW57835.1			PSC73147.1, PSC73146.1
N1.HOG0004506	OG0003639	n0		PRW57780.1			PSC76104.1
N1.HOG0004507	OG0003640	n0		PRW57876.1			PSC76410.1
N1.HOG0004508	OG0003641	n0					PSC76384.1
N1.HOG0004509	OG0003642	n0		PRW60445.1			PSC73722.1
N1.HOG0004510	OG0003643	n0		PRW57725.1			PSC73361.1
N1.HOG0004511	OG0003644	n0		PRW58000.1			PSC76070.1
N1.HOG0004512	OG0003645	n0		PRW58007.1			PSC73210.1
N1.HOG0004513	OG0003646	n0		PRW57839.1			PSC73113.1
N1.HOG0004514	OG0003647	n0		PRW33876.1			PSC76730.1
N1.HOG0004515	OG0003648	n0		PRW57945.1			PSC76278.1
N1.HOG0004516	OG0003649	n0		PRW57894.1			PSC76108.1
N1.HOG0004517	OG0003650	n0		PRW57735.1			PSC73152.1
N1.HOG0004518	OG0003651	n0		PRW57689.1			PSC73109.1
N1.HOG0004519	OG0003652	n0		PRW57663.1			PSC73057.1
N1.HOG0004520	OG0003653	n0		PRW20209.1			PSC70821.1
N1.HOG0004521	OG0003654	n0		PRW57825.1			PSC73174.1
N1.HOG0004522	OG0003655	n0					PSC73101.1, PSC73100.1
N1.HOG0004523	OG0003656	n0		PRW57742.1			PSC73032.1
N1.HOG0004524	OG0003657	n0		PRW57841.1			PSC73008.1
N1.HOG0004525	OG0003658	n0					PSC72987.1
N1.HOG0004526	OG0003659	n0		PRW57772.1			PSC73205.1
N1.HOG0004527	OG0003660	n0		PRW58032.1			PSC73085.1
N1.HOG0004528	OG0003661	n0		PRW57668.1			PSC72946.1
N1.HOG0004529	OG0003662	n0		PRW57544.1			PSC73003.1
N1.HOG0004530	OG0003663	n0		PRW57458.1			PSC72184.1
N1.HOG0004531	OG0003664	n0		PRW57883.1			PSC73051.1
N1.HOG0004532	OG0003665	n0		PRW57895.1			PSC73122.1
N1.HOG0004533	OG0003666	n0		PRW57897.1			PSC73176.1
N1.HOG0004534	OG0003667	n0		PRW57927.1			PSC72993.1
N1.HOG0004535	OG0003668	n0		PRW57549.1			PSC69156.1
N1.HOG0004536	OG0003669	n0		PRW57696.1			PSC73189.1
N1.HOG0004537	OG0003670	n0		PRW57757.1			PSC73042.1
N1.HOG0004538	OG0003671	n0					PSC73106.1
N1.HOG0004539	OG0003672	n0		PRW57624.1			PSC73023.1
N1.HOG0004540	OG0003673	n0		PRW34031.1			PSC76337.1
N1.HOG0004541	OG0003674	n0		PRW34060.1			PSC76543.1
N1.HOG0004542	OG0003675	n0		PRW33918.1			PSC76600.1
N1.HOG0004543	OG0003676	n0		PRW34085.1			PSC76538.1
N1.HOG0004544	OG0003677	n0		PRW45506.1			PSC69388.1
N1.HOG0004545	OG0003678	n0		PRW20698.1			PSC74662.1
N1.HOG0004546	OG0003679	n0		PRW56743.1, PRW58123.1			PSC71567.1
N1.HOG0004547	OG0003680	n0		PRW57567.1			PSC74586.1
N1.HOG0004548	OG0003681	n0		PRW57969.1			PSC69150.1
N1.HOG0004549	OG0003682	n0		PRW57692.1			PSC69176.1
N1.HOG0004550	OG0003683	n0		PRW57647.1			PSC69122.1
N1.HOG0004551	OG0003684	n0		PRW57758.1			PSC69173.1
N1.HOG0004552	OG0003685	n0		PRW57699.1			PSC69138.1
N1.HOG0004553	OG0003686	n0		PRW57649.1			PSC69084.1
N1.HOG0004554	OG0003687	n0		PRW57707.1			PSC69154.1
N1.HOG0004555	OG0003688	n0		PRW57603.1			PSC69147.1
N1.HOG0004556	OG0003689	n0		PRW59232.1			PSC67193.1
N1.HOG0004557	OG0003690	n0		PRW50756.1			PSC76946.1
N1.HOG0004558	OG0003691	n0		PRW57912.1			PSC69149.1
N1.HOG0004559	OG0003692	n0		PRW58015.1			PSC69099.1
N1.HOG0004560	OG0003693	n0		PRW20746.1			PSC68799.1
N1.HOG0004561	OG0003694	n0		PRW20621.1			PSC68757.1
N1.HOG0004562	OG0003695	n0		PRW20695.1			PSC68802.1
N1.HOG0004563	OG0003696	n0		PRW60697.1			PSC68559.1
N1.HOG0004564	OG0003697	n0		PRW60855.1			PSC68533.1
N1.HOG0004565	OG0003698	n0		PRW60593.1			PSC73979.1
N1.HOG0004566	OG0003699	n0		PRW60760.1			PSC74141.1
N1.HOG0004567	OG0003700	n0		PRW60741.1			PSC68546.1
N1.HOG0004568	OG0003701	n0		PRW60422.1			PSC68556.1
N1.HOG0004569	OG0003702	n0		PRW60587.1			PSC68542.1
N1.HOG0004570	OG0003703	n0		PRW60630.1			PSC74308.1
N1.HOG0004571	OG0003704	n0		PRW60647.1			PSC74054.1
N1.HOG0004572	OG0003705	n0		PRW60867.1			PSC74147.1
N1.HOG0004573	OG0003706	n0		PRW60529.1			PSC68551.1
N1.HOG0004574	OG0003707	n0		PRW60752.1			PSC68504.1
N1.HOG0004575	OG0003708	n0		PRW60226.1			PSC68534.1
N1.HOG0004576	OG0003709	n0		PRW60577.1			PSC74315.1
N1.HOG0004577	OG0003710	n0		PRW21127.1			PSC71704.1
N1.HOG0004578	OG0003711	n0		PRW60485.1			PSC74076.1
N1.HOG0004579	OG0003712	n0		PRW60575.1			PSC74102.1
N1.HOG0004580	OG0003713	n0		PRW60933.1			PSC73335.1
N1.HOG0004581	OG0003714	n0		PRW60283.1			PSC68505.1
N1.HOG0004582	OG0003715	n0		PRW60814.1			PSC73991.1
N1.HOG0004583	OG0003716	n0		PRW60321.1			PSC69440.1
N1.HOG0004584	OG0003717	n0		PRW60335.1			PSC68528.1
N1.HOG0004585	OG0003718	n0		PRW60662.1			PSC68525.1
N1.HOG0004586	OG0003719	n0		PRW60412.1			PSC68788.1
N1.HOG0004587	OG0003720	n0		PRW60216.1			PSC67577.1
N1.HOG0004588	OG0003721	n0		PRW60758.1			
N1.HOG0004589	OG0003722	n0		PRW60585.1			
N1.HOG0004590	OG0003723	n0		PRW60414.1			PSC69312.1
N1.HOG0004591	OG0003724	n0		PRW60379.1			PSC67924.1
N1.HOG0004592	OG0003725	n0		PRW60455.1			PSC67936.1
N1.HOG0004593	OG0003726	n0		PRW60615.1			PSC67892.1
N1.HOG0004594	OG0003727	n0		PRW60339.1			PSC67556.1
N1.HOG0004595	OG0003728	n0		PRW60596.1			PSC67554.1
N1.HOG0004596	OG0003729	n0		PRW60365.1			PSC67559.1, PSC67568.1
N1.HOG0004597	OG0003730	n0		PRW60277.1			PSC68632.1
N1.HOG0004598	OG0003731	n0		PRW60858.1			PSC68918.1
N1.HOG0004599	OG0003732	n0		PRW60613.1			PSC67574.1
N1.HOG0004600	OG0003733	n0		PRW60798.1			PSC74260.1
N1.HOG0004601	OG0003734	n0					PSC74212.1
N1.HOG0004602	OG0003735	n0		PRW60775.1			PSC74117.1
N1.HOG0004603	OG0003736	n0		PRW60641.1			PSC74256.1
N1.HOG0004604	OG0003737	n0		PRW60728.1			PSC69338.1
N1.HOG0004605	OG0003738	n0		PRW60492.1			PSC74035.1
N1.HOG0004606	OG0003739	n0		PRW60199.1			PSC67557.1
N1.HOG0004607	OG0003740	n0		PRW60440.1			PSC68984.1
N1.HOG0004608	OG0003741	n0		PRW60688.1			PSC68964.1
N1.HOG0004609	OG0003742	n0		PRW60530.1			PSC68923.1
N1.HOG0004610	OG0003743	n0		PRW60195.1			PSC74259.1
N1.HOG0004611	OG0003744	n0		PRW60510.1			PSC74040.1
N1.HOG0004612	OG0003745	n0		PRW60734.1			PSC68967.1
N1.HOG0004613	OG0003746	n0		PRW60458.1			PSC74043.1
N1.HOG0004614	OG0003747	n0		PRW60476.1			PSC74091.1
N1.HOG0004615	OG0003748	n0		PRW60347.1			PSC74190.1
N1.HOG0004616	OG0003749	n0		PRW61095.1, PRW61094.1			
N1.HOG0004617	OG0003750	n0		PRW60344.1			PSC74094.1
N1.HOG0004618	OG0003751	n0		PRW60747.1			PSC69317.1
N1.HOG0004619	OG0003752	n0		PRW60842.1			PSC75163.1
N1.HOG0004620	OG0003753	n0		PRW60794.1			PSC69372.1
N1.HOG0004621	OG0003754	n0		PRW60671.1			PSC68961.1
N1.HOG0004622	OG0003755	n0		PRW60721.1			PSC68951.1
N1.HOG0004623	OG0003756	n0		PRW60507.1			PSC74152.1
N1.HOG0004624	OG0003757	n0		PRW56964.1			PSC70663.1
N1.HOG0004625	OG0003758	n0		PRW20652.1			PSC74627.1
N1.HOG0004626	OG0003759	n0		PRW20627.1			PSC74460.1
N1.HOG0004627	OG0003760	n0		PRW20685.1			PSC74699.1
N1.HOG0004628	OG0003761	n0		PRW20632.1			PSC74433.1
N1.HOG0004629	OG0003762	n0		PRW20597.1			PSC74718.1
N1.HOG0004630	OG0003763	n0		PRW61018.1			PSC74284.1
N1.HOG0004631	OG0003764	n0		PRW20369.1			PSC74376.1
N1.HOG0004632	OG0003765	n0		PRW59600.1			PSC68039.1
N1.HOG0004633	OG0003766	n0		PRW58482.1			PSC68911.1
N1.HOG0004634	OG0003767	n0		PRW20713.1			PSC74467.1
N1.HOG0004635	OG0003768	n0		PRW60961.1			PSC70563.1
N1.HOG0004636	OG0003769	n0		PRW33120.1			PSC69270.1
N1.HOG0004637	OG0003770	n0		PRW20658.1			PSC74395.1
N1.HOG0004638	OG0003771	n0		PRW51045.1			PSC73762.1
N1.HOG0004639	OG0003772	n0		PRW20667.1			PSC68774.1
N1.HOG0004640	OG0003773	n0		PRW61586.1			PSC70594.1
N1.HOG0004641	OG0003774	n0		PRW20634.1			PSC76275.1
N1.HOG0004642	OG0003775	n0		PRW20602.1			PSC67230.1
N1.HOG0004643	OG0003776	n0		PRW20758.1			PSC67204.1
N1.HOG0004644	OG0003777	n0		PRW33320.1, PRW33321.1			
N1.HOG0004645	OG0003778	n0		PRW20744.1			PSC74505.1
N1.HOG0004646	OG0003779	n0		PRW20674.1			PSC68762.1
N1.HOG0004647	OG0003780	n0		PRW20763.1			PSC68742.1
N1.HOG0004648	OG0003781	n0		PRW32663.1			PSC76326.1
N1.HOG0004649	OG0003782	n0		PRW57176.1			PSC72214.1
N1.HOG0004650	OG0003783	n0		PRW20757.1			PSC74443.1
N1.HOG0004651	OG0003784	n0		PRW21111.1			PSC71693.1
N1.HOG0004652	OG0003785	n0		PRW20655.1			PSC68797.1
N1.HOG0004653	OG0003786	n0		PRW33082.1			PSC72956.1
N1.HOG0004654	OG0003787	n0		PRW20637.1			PSC74721.1
N1.HOG0004655	OG0003788	n0		PRW58857.1			PSC71922.1
N1.HOG0004656	OG0003789	n0					PSC70236.1, PSC70237.1
N1.HOG0004657	OG0003790	n0		PRW44978.1			PSC67415.1
N1.HOG0004658	OG0003791	n0		PRW45561.1			PSC68223.1
N1.HOG0004659	OG0003792	n0		PRW45089.1			PSC70973.1
N1.HOG0004660	OG0003793	n0		PRW45248.1			PSC70854.1
N1.HOG0004661	OG0003794	n0		PRW45081.1			PSC67769.1
N1.HOG0004662	OG0003795	n0		PRW44953.1, PRW44954.1			
N1.HOG0004663	OG0003796	n0		PRW44507.1			PSC75229.1
N1.HOG0004664	OG0003797	n0		PRW45112.1			PSC70896.1
N1.HOG0004665	OG0003798	n0		PRW45068.1			PSC70853.1
N1.HOG0004666	OG0003799	n0		PRW44960.1			PSC73242.1
N1.HOG0004667	OG0003800	n0		PRW45019.1			PSC73507.1
N1.HOG0004668	OG0003801	n0		PRW45116.1			PSC67534.1
N1.HOG0004669	OG0003802	n0		PRW45258.1			PSC73345.1
N1.HOG0004670	OG0003803	n0		PRW32689.1			PSC76404.1
N1.HOG0004671	OG0003804	n0		PRW45144.1			
N1.HOG0004672	OG0003805	n0		PRW44982.1			PSC73475.1
N1.HOG0004673	OG0003806	n0					PSC73352.1
N1.HOG0004674	OG0003807	n0		PRW45130.1			PSC70845.1
N1.HOG0004675	OG0003808	n0		PRW57201.1			PSC72076.1
N1.HOG0004676	OG0003809	n0		PRW32887.1			PSC72992.1
N1.HOG0004677	OG0003810	n0		PRW44264.1			PSC75249.1
N1.HOG0004678	OG0003811	n0		PRW44947.1, PRW45058.1			
N1.HOG0004679	OG0003812	n0		PRW59805.1			PSC76595.1
N1.HOG0004680	OG0003813	n0		PRW44853.1			PSC67524.1
N1.HOG0004681	OG0003814	n0		PRW44877.1			PSC70967.1
N1.HOG0004682	OG0003815	n0		PRW45043.1			PSC67512.1
N1.HOG0004683	OG0003816	n0		PRW57394.1			PSC72244.1
N1.HOG0004684	OG0003818	n0		PRW44903.1			PSC67520.1
N1.HOG0004685	OG0003819	n0		PRW44966.1			PSC67525.1
N1.HOG0004686	OG0003820	n0		PRW57933.1			PSC67893.1
N1.HOG0004687	OG0003821	n0		PRW44408.1			PSC70947.1
N1.HOG0004688	OG0003822	n0		PRW45133.1			PSC73295.1
N1.HOG0004689	OG0003823	n0		PRW45154.1			PSC73467.1
N1.HOG0004690	OG0003824	n0		PRW45085.1			PSC70376.1
N1.HOG0004691	OG0003825	n0		PRW45140.1			PSC67411.1
N1.HOG0004692	OG0003826	n0		PRW44976.1			PSC67395.1
N1.HOG0004693	OG0003827	n0		PRW57483.1			PSC72111.1
N1.HOG0004694	OG0003828	n0		PRW44900.1			PSC75310.1
N1.HOG0004695	OG0003829	n0		PRW45142.1			PSC75373.1
