Orthogroup	a99_genome_proteins	c_sorokiniana_genome_proteins
OG0003539	scaffold9.g3266.t1	PRW60784.1
OG0003540	scaffold9.g3267.t1	PRW59746.1
OG0003541	scaffold9.g3268.t1	PRW60819.1
OG0003542	scaffold9.g3269.t1	PRW60586.1
OG0003543	scaffold9.g3272.t1	PRW33561.1
OG0003544	scaffold9.g3275.t1	PRW60316.1
OG0003545	scaffold9.g3277.t1	PRW59254.1
OG0003546	scaffold9.g3281.t1	PRW60702.1
OG0003547	scaffold9.g3285.t1	PRW60291.1
OG0003548	scaffold9.g3287.t1	PRW60607.1
OG0003549	scaffold9.g3289.t1	PRW60254.1
OG0003550	scaffold9.g3302.t1	PRW44349.1
OG0003551	scaffold9.g3305.t1	PRW60394.1
OG0003552	scaffold9.g3307.t1	PRW60740.1
OG0003553	scaffold9.g3308.t1	PRW60322.1
OG0003554	scaffold9.g3311.t1	PRW60304.1
OG0003555	scaffold9.g3313.t1	PRW60588.1
OG0003556	scaffold26.g3315.t1	PRW61083.1
OG0003557	scaffold26.g3319.t1	PRW61310.1
OG0003558	scaffold26.g3321.t1	PRW61476.1
OG0003559	scaffold26.g3322.t1	PRW60872.1
OG0003560	scaffold26.g3324.t1	PRW61271.1
OG0003561	scaffold26.g3325.t1	PRW61547.1
OG0003562	scaffold26.g3326.t1	PRW20526.1, PRW20525.1
OG0003563	scaffold26.g3328.t1	PRW61497.1
OG0003564	scaffold26.g3330.t1	PRW45501.1
OG0003565	scaffold26.g3335.t1	PRW61263.1
OG0003566	scaffold26.g3338.t1	PRW61207.1
OG0003567	scaffold26.g3339.t1	PRW61272.1
OG0003568	scaffold26.g3349.t1	PRW60927.1
OG0003569	scaffold26.g3352.t1	PRW61420.1
OG0003570	scaffold26.g3354.t1	PRW61028.1
OG0003571	scaffold26.g3357.t1	PRW61378.1
OG0003572	scaffold26.g3364.t1	PRW21040.1
OG0003573	scaffold26.g3365.t1	PRW60985.1
OG0003574	scaffold7.g3372.t1	PRW33965.1
OG0003575	scaffold7.g3377.t1	PRW61067.1
OG0003576	scaffold7.g3380.t1	PRW34048.1
OG0003577	scaffold7.g3387.t1	PRW33958.1
OG0003578	scaffold7.g3390.t1	PRW33809.1
OG0003579	scaffold7.g3392.t1	PRW33828.1
OG0003580	scaffold7.g3395.t1	PRW33889.1
OG0003581	scaffold7.g3398.t1	PRW33970.1
OG0003582	scaffold7.g3405.t1	PRW33940.1
OG0003583	scaffold7.g3407.t1	PRW45706.1
OG0003584	scaffold7.g3408.t1	PRW57863.1
OG0003585	scaffold7.g3411.t1	PRW33540.1
OG0003586	scaffold7.g3412.t1	PRW57595.1
OG0003587	scaffold7.g3415.t1	PRW57901.1
OG0003588	scaffold7.g3419.t1	PRW57743.1
OG0003589	scaffold7.g3420.t1	PRW57799.1
OG0003590	scaffold7.g3423.t1	PRW57573.1
OG0003591	scaffold7.g3425.t1	PRW57867.1
OG0003592	scaffold7.g3428.t1	PRW57770.1
OG0003593	scaffold7.g3434.t1	PRW33944.1
OG0003594	scaffold7.g3436.t1	PRW34015.1
OG0003595	scaffold7.g3440.t1	PRW56447.1
OG0003596	scaffold7.g3444.t1	PRW33848.1
OG0003597	scaffold7.g3446.t1	PRW57062.1
OG0003598	scaffold7.g3447.t1	PRW56970.1
OG0003599	scaffold7.g3451.t1	PRW34077.1
OG0003600	scaffold7.g3452.t1	PRW34094.1
OG0003601	scaffold7.g3455.t1, scaffold2.g7442.t1	PRW44869.1
OG0003602	scaffold7.g3457.t1	PRW33934.1
OG0003603	scaffold7.g3462.t1	PRW45571.1
OG0003604	scaffold7.g3466.t1	PRW33797.1
OG0003605	scaffold7.g3467.t1	PRW33937.1
OG0003606	scaffold7.g3468.t1	PRW33821.1
OG0003607	scaffold7.g3472.t1	PRW33912.1
OG0003608	scaffold7.g3474.t1	PRW34101.1
OG0003609	scaffold7.g3476.t1	PRW34052.1, PRW34051.1
OG0003610	scaffold7.g3477.t1	PRW33874.1
OG0003611	scaffold7.g3479.t1	PRW33817.1
OG0003612	scaffold7.g3483.t1	PRW33903.1
OG0003613	scaffold7.g3485.t1	PRW61507.1
OG0003614	scaffold7.g3487.t1	PRW34032.1
OG0003615	scaffold7.g3598.t1, scaffold7.g3490.t1	PRW57842.1
OG0003616	scaffold7.g3494.t1	PRW05855.1
OG0003617	scaffold7.g3503.t1	PRW34044.1
OG0003618	scaffold7.g3508.t1	PRW33967.1
OG0003619	scaffold7.g3516.t1	PRW33935.1
OG0003620	scaffold7.g3517.t1	PRW57886.1
OG0003621	scaffold7.g3521.t1	PRW57910.1
OG0003622	scaffold7.g3523.t1	PRW33758.1
OG0003623	scaffold7.g3527.t1	PRW34086.1
OG0003624	scaffold7.g3530.t1	PRW33925.1
OG0003625	scaffold7.g3532.t1	PRW34078.1
OG0003626	scaffold7.g3536.t1	PRW33772.1
OG0003627	scaffold7.g3537.t1	PRW33968.1
OG0003628	scaffold7.g3538.t1	PRW32636.1
OG0003629	scaffold7.g3540.t1	PRW33781.1
OG0003630	scaffold7.g3541.t1	PRW34059.1
OG0003631	scaffold7.g3543.t1	PRW34005.1
OG0003632	scaffold7.g3545.t1	PRW33969.1
OG0003633	scaffold7.g3551.t1	PRW34023.1
OG0003634	scaffold7.g3555.t1	PRW58029.1
OG0003635	scaffold7.g3556.t1	PRW57554.1
OG0003636	scaffold7.g3557.t1	PRW57767.1
OG0003637	scaffold7.g3560.t1	PRW57852.1
OG0003638	scaffold7.g3567.t1	PRW57835.1
OG0003639	scaffold7.g3577.t1	PRW57780.1
OG0003640	scaffold7.g3578.t1	PRW57876.1
OG0003642	scaffold7.g3581.t1	PRW60445.1
OG0003643	scaffold7.g3587.t1	PRW57725.1
OG0003644	scaffold7.g3590.t1	PRW58000.1
OG0003645	scaffold7.g3596.t1	PRW58007.1
OG0003646	scaffold7.g3604.t1	PRW57839.1
OG0003647	scaffold7.g3605.t1	PRW33876.1
OG0003648	scaffold7.g3612.t1	PRW57945.1
OG0003649	scaffold7.g3613.t1	PRW57894.1
OG0003650	scaffold7.g3616.t1	PRW57735.1
OG0003651	scaffold7.g3617.t1	PRW57689.1
OG0003652	scaffold7.g3618.t1	PRW57663.1
OG0003653	scaffold7.g3620.t1	PRW20209.1
OG0003654	scaffold7.g3626.t1	PRW57825.1
OG0003656	scaffold7.g3634.t1	PRW57742.1
OG0003657	scaffold7.g3638.t1	PRW57841.1
OG0003659	scaffold7.g3641.t1	PRW57772.1
OG0003660	scaffold7.g3643.t1	PRW58032.1
OG0003661	scaffold7.g3648.t1	PRW57668.1
OG0003662	scaffold7.g3650.t1	PRW57544.1
OG0003663	scaffold7.g3652.t1	PRW57458.1
OG0003664	scaffold7.g3653.t1	PRW57883.1
OG0003665	scaffold7.g3654.t1	PRW57895.1
OG0003666	scaffold7.g3656.t1	PRW57897.1
OG0003667	scaffold7.g3658.t1	PRW57927.1
OG0003668	scaffold7.g3659.t1	PRW57549.1
OG0003669	scaffold7.g3678.t1	PRW57696.1
OG0003670	scaffold7.g3681.t1	PRW57757.1
OG0003672	scaffold7.g3686.t1	PRW57624.1
OG0003673	scaffold7.g3690.t1	PRW34031.1
OG0003674	scaffold7.g3691.t1	PRW34060.1
OG0003675	scaffold7.g3693.t1	PRW33918.1
OG0003676	scaffold7.g3694.t1	PRW34085.1
OG0003677	scaffold7.g3698.t1	PRW45506.1
OG0003678	scaffold7.g3705.t1	PRW20698.1
OG0003679	scaffold7.g3711.t1	PRW56743.1, PRW58123.1
OG0003680	scaffold7.g3722.t1	PRW57567.1
OG0003681	scaffold7.g3725.t1	PRW57969.1
OG0003682	scaffold7.g3726.t1	PRW57692.1
OG0003683	scaffold7.g3727.t1	PRW57647.1
OG0003684	scaffold7.g3728.t1	PRW57758.1
OG0003685	scaffold7.g3732.t1	PRW57699.1
OG0003686	scaffold7.g3735.t1	PRW57649.1
OG0003687	scaffold7.g3736.t1	PRW57707.1
OG0003688	scaffold7.g3741.t1	PRW57603.1
OG0003689	scaffold7.g3745.t1	PRW59232.1
OG0003690	scaffold7.g3746.t1	PRW50756.1
OG0003691	scaffold7.g3747.t1	PRW57912.1
OG0003692	scaffold7.g3749.t1	PRW58015.1
OG0003693	scaffold7.g3754.t1	PRW20746.1
OG0003694	scaffold7.g3758.t1	PRW20621.1
OG0003695	scaffold7.g3759.t1	PRW20695.1
OG0003696	scaffold11.g3831.t1	PRW60697.1
OG0003697	scaffold11.g3832.t1	PRW60855.1
OG0003698	scaffold11.g3835.t1	PRW60593.1
OG0003699	scaffold11.g3836.t1	PRW60760.1
OG0003700	scaffold11.g3840.t1	PRW60741.1
OG0003701	scaffold11.g3846.t1	PRW60422.1
OG0003702	scaffold11.g3849.t1	PRW60587.1
OG0003703	scaffold11.g3859.t1	PRW60630.1
OG0003704	scaffold11.g3861.t1	PRW60647.1
OG0003705	scaffold11.g3864.t1	PRW60867.1
OG0003706	scaffold11.g3868.t1	PRW60529.1
OG0003707	scaffold11.g3869.t1	PRW60752.1
OG0003708	scaffold11.g3877.t1	PRW60226.1
OG0003709	scaffold11.g3881.t1	PRW60577.1
OG0003710	scaffold11.g3885.t1	PRW21127.1
OG0003711	scaffold11.g3897.t1	PRW60485.1
OG0003712	scaffold11.g3898.t1	PRW60575.1
OG0003713	scaffold11.g3900.t1	PRW60933.1
OG0003714	scaffold11.g3906.t1	PRW60283.1
OG0003715	scaffold11.g3907.t1	PRW60814.1
OG0003716	scaffold11.g3908.t1	PRW60321.1
OG0003717	scaffold11.g3910.t1	PRW60335.1
OG0003718	scaffold11.g3911.t1	PRW60662.1
OG0003719	scaffold11.g3913.t1	PRW60412.1
OG0003720	scaffold11.g3916.t1	PRW60216.1
OG0003721	scaffold11.g3917.t1, scaffold2.g6775.t1	PRW60758.1
OG0003722	scaffold11.g3922.t1	PRW60585.1
OG0003723	scaffold11.g3923.t1	PRW60414.1
OG0003724	scaffold11.g3932.t1	PRW60379.1
OG0003725	scaffold11.g3933.t1	PRW60455.1
OG0003726	scaffold11.g3935.t1	PRW60615.1
OG0003727	scaffold11.g3941.t1	PRW60339.1
OG0003728	scaffold11.g3948.t1	PRW60596.1
OG0003729	scaffold11.g3949.t1	PRW60365.1
OG0003730	scaffold11.g3950.t1	PRW60277.1
OG0003731	scaffold11.g3952.t1	PRW60858.1
OG0003732	scaffold11.g3954.t1	PRW60613.1
OG0003733	scaffold11.g3958.t1	PRW60798.1
OG0003735	scaffold11.g3961.t1	PRW60775.1
OG0003736	scaffold11.g3962.t1	PRW60641.1
OG0003737	scaffold11.g3963.t1	PRW60728.1
OG0003738	scaffold11.g3968.t1	PRW60492.1
OG0003739	scaffold11.g3969.t1	PRW60199.1
OG0003740	scaffold11.g3971.t1	PRW60440.1
OG0003741	scaffold11.g3973.t1	PRW60688.1
OG0003742	scaffold11.g3975.t1	PRW60530.1
OG0003743	scaffold11.g3979.t1	PRW60195.1
OG0003744	scaffold11.g3980.t1	PRW60510.1
OG0003745	scaffold11.g3983.t1	PRW60734.1
OG0003746	scaffold11.g3985.t1	PRW60458.1
OG0003747	scaffold11.g3986.t1	PRW60476.1
OG0003748	scaffold11.g3988.t1	PRW60347.1
OG0003749	scaffold11.g3989.t1	PRW61095.1, PRW61094.1
OG0003750	scaffold11.g3990.t1	PRW60344.1
OG0003751	scaffold11.g3993.t1	PRW60747.1
OG0003752	scaffold11.g3994.t1	PRW60842.1
OG0003753	scaffold11.g3997.t1	PRW60794.1
OG0003754	scaffold11.g3999.t1	PRW60671.1
OG0003755	scaffold11.g4006.t1	PRW60721.1
OG0003756	scaffold11.g4011.t1	PRW60507.1
OG0003757	scaffold11.g4014.t1	PRW56964.1
OG0003758	scaffold11.g4020.t1	PRW20652.1
OG0003759	scaffold11.g4021.t1	PRW20627.1
OG0003760	scaffold11.g4022.t1	PRW20685.1
OG0003761	scaffold11.g4025.t1	PRW20632.1
OG0003762	scaffold11.g4027.t1	PRW20597.1
OG0003763	scaffold11.g4031.t1	PRW61018.1
OG0003764	scaffold11.g4040.t1	PRW20369.1
OG0003765	scaffold11.g4046.t1	PRW59600.1
OG0003766	scaffold11.g4048.t1	PRW58482.1
OG0003767	scaffold11.g4049.t1	PRW20713.1
OG0003768	scaffold11.g4057.t1	PRW60961.1
OG0003769	scaffold11.g4062.t1	PRW33120.1
OG0003770	scaffold11.g4074.t1	PRW20658.1
OG0003771	scaffold11.g4076.t1	PRW51045.1
OG0003772	scaffold11.g4077.t1	PRW20667.1
OG0003773	scaffold11.g4078.t1	PRW61586.1
OG0003774	scaffold11.g4079.t1	PRW20634.1
OG0003775	scaffold23.g4080.t1	PRW20602.1
OG0003776	scaffold23.g4081.t1	PRW20758.1
OG0003777	scaffold23.g4085.t1	PRW33320.1, PRW33321.1
OG0003778	scaffold23.g4095.t1	PRW20744.1
OG0003779	scaffold23.g4097.t1	PRW20674.1
OG0003780	scaffold23.g4099.t1	PRW20763.1
OG0003781	scaffold23.g4100.t1	PRW32663.1
OG0003782	scaffold23.g4101.t1	PRW57176.1
OG0003783	scaffold23.g4102.t1	PRW20757.1
OG0003784	scaffold23.g4103.t1	PRW21111.1
OG0003785	scaffold23.g4106.t1	PRW20655.1
OG0003786	scaffold23.g4107.t1	PRW33082.1
OG0003787	scaffold23.g4116.t1	PRW20637.1
OG0003788	scaffold4.g4604.t1, scaffold23.g4119.t1	PRW58857.1
OG0003790	scaffold23.g4127.t1	PRW44978.1
OG0003791	scaffold23.g4128.t1	PRW45561.1
OG0003792	scaffold23.g4129.t1	PRW45089.1
OG0003793	scaffold23.g4130.t1	PRW45248.1
OG0003794	scaffold23.g4131.t1	PRW45081.1
OG0003795	scaffold23.g4132.t1	PRW44953.1, PRW44954.1
OG0003796	scaffold23.g4133.t1	PRW44507.1
OG0003797	scaffold23.g4137.t1	PRW45112.1
OG0003798	scaffold23.g4138.t1	PRW45068.1
OG0003799	scaffold23.g4139.t1	PRW44960.1
OG0003800	scaffold23.g4140.t1	PRW45019.1
OG0003801	scaffold23.g4145.t1	PRW45116.1
OG0003802	scaffold23.g4146.t1	PRW45258.1
OG0003803	scaffold15.g4331.t1, scaffold23.g4148.t1	PRW32689.1
OG0003804	scaffold15.g4332.t1, scaffold23.g4149.t1	PRW45144.1
OG0003805	scaffold23.g4152.t1	PRW44982.1
OG0003807	scaffold23.g4154.t1	PRW45130.1
OG0003808	scaffold23.g4160.t1	PRW57201.1
OG0003809	scaffold23.g4161.t1	PRW32887.1
OG0003810	scaffold23.g4162.t1	PRW44264.1
OG0003811	scaffold23.g4166.t1	PRW44947.1, PRW45058.1
OG0003812	scaffold23.g4167.t1	PRW59805.1
OG0003813	scaffold23.g4168.t1	PRW44853.1
OG0003814	scaffold23.g4171.t1	PRW44877.1
OG0003815	scaffold23.g4182.t1	PRW45043.1
OG0003816	scaffold23.g4192.t1	PRW57394.1
OG0003818	scaffold15.g4201.t1	PRW44903.1
OG0003819	scaffold15.g4204.t1	PRW44966.1
OG0003820	scaffold15.g4205.t1	PRW57933.1
OG0003821	scaffold15.g4206.t1	PRW44408.1
OG0003822	scaffold15.g4207.t1	PRW45133.1
OG0003823	scaffold15.g4208.t1	PRW45154.1
OG0003824	scaffold15.g4212.t1	PRW45085.1
OG0003825	scaffold15.g4215.t1	PRW45140.1
OG0003826	scaffold15.g4218.t1	PRW44976.1
OG0003827	scaffold15.g4219.t1	PRW57483.1
OG0003828	scaffold15.g4220.t1	PRW44900.1
OG0003829	scaffold15.g4221.t1	PRW45142.1
OG0003830	scaffold15.g4222.t1	PRW44912.1
OG0003831	scaffold15.g4223.t1	PRW45131.1
OG0003832	scaffold15.g4226.t1	PRW61626.1
OG0003833	scaffold15.g4229.t1	PRW45205.1
OG0003834	scaffold15.g4232.t1	PRW45210.1
OG0003835	scaffold15.g4235.t1	PRW45157.1
OG0003836	scaffold15.g4237.t1	PRW45256.1
OG0003837	scaffold15.g4238.t1	PRW59103.1
OG0003838	scaffold15.g4241.t1	PRW45168.1
OG0003839	scaffold15.g4242.t1	PRW44958.1
OG0003840	scaffold15.g4243.t1	PRW44905.1
OG0003841	scaffold15.g4247.t1	PRW45191.1
OG0003842	scaffold15.g4251.t1	PRW45236.1
OG0003843	scaffold15.g4252.t1	PRW44914.1
OG0003844	scaffold15.g4253.t1	PRW45259.1
OG0003845	scaffold15.g4255.t1	PRW44932.1
OG0003846	scaffold15.g4257.t1	PRW44873.1
OG0003847	scaffold15.g4260.t1	PRW44867.1
OG0003848	scaffold15.g4261.t1	PRW45211.1
OG0003849	scaffold15.g4262.t1	PRW58334.1
OG0003850	scaffold15.g4269.t1	PRW56562.1
OG0003851	scaffold15.g4270.t1	PRW44863.1
OG0003852	scaffold15.g4271.t1	PRW45088.1
OG0003853	scaffold15.g4272.t1	PRW44933.1
OG0003854	scaffold15.g4273.t1	PRW45217.1
OG0003855	scaffold15.g4275.t1	PRW45181.1
OG0003856	scaffold15.g4276.t1	PRW50915.1
OG0003857	scaffold15.g4284.t1	PRW45048.1
OG0003858	scaffold15.g4285.t1	PRW45148.1
OG0003859	scaffold15.g4286.t1	PRW44851.1
OG0003860	scaffold15.g4290.t1	PRW44893.1
OG0003861	scaffold15.g4295.t1	PRW45254.1
OG0003862	scaffold15.g4296.t1	PRW44902.1, PRW44901.1
OG0003863	scaffold15.g4298.t1	PRW45270.1
OG0003864	scaffold15.g4299.t1	PRW44979.1
OG0003865	scaffold15.g4301.t1	PRW45196.1
OG0003866	scaffold15.g4303.t1	PRW45076.1
OG0003867	scaffold15.g4307.t1	PRW45122.1
OG0003868	scaffold15.g4309.t1	PRW45265.1
OG0003869	scaffold15.g4310.t1	PRW45066.1
OG0003870	scaffold15.g4315.t1	PRW45095.1
OG0003871	scaffold15.g4317.t1	PRW45053.1
OG0003872	scaffold15.g4319.t1	PRW44987.1
OG0003873	scaffold15.g4323.t1	PRW44921.1
OG0003874	scaffold15.g4329.t1	PRW44876.1
OG0003875	scaffold15.g4330.t1	PRW45146.1
OG0003876	scaffold15.g4337.t1	PRW32976.1
OG0003877	scaffold15.g4341.t1	PRW21029.1
OG0003878	scaffold15.g4342.t1	PRW21062.1
OG0003879	scaffold15.g4344.t1	PRW59960.1
OG0003880	scaffold15.g4348.t1	PRW20242.1
OG0003881	scaffold15.g4352.t1	PRW44298.1
OG0003882	scaffold15.g4355.t1	PRW20199.1
OG0003883	scaffold15.g4356.t1	PRW20186.1
OG0003884	scaffold15.g4360.t1	PRW20262.1
OG0003885	scaffold15.g4366.t1	PRW20999.1
OG0003886	scaffold15.g4374.t1	PRW21113.1
OG0003887	scaffold15.g4375.t1	PRW20989.1
OG0003888	scaffold37.g4386.t1, scaffold43.g4483.t1, scaffold20.g7863.t1	PRW20865.1
OG0003889	scaffold12.g8120.t1, scaffold39.g4415.t1	PRW33954.1
OG0003890	scaffold30.g4420.t1	PRW59010.1
OG0003892	scaffold30.g4423.t1	PRW59238.1
OG0003893	scaffold30.g4426.t1	PRW59177.1
OG0003894	scaffold30.g4427.t1	PRW58926.1
OG0003895	scaffold30.g4428.t1	PRW58768.1
OG0003896	scaffold30.g4429.t1	PRW58837.1
OG0003897	scaffold30.g4432.t1	PRW59418.1
OG0003898	scaffold30.g4433.t1	PRW56864.1
OG0003899	scaffold30.g4438.t1	PRW59054.1
OG0003900	scaffold30.g4440.t1	PRW59367.1
OG0003901	scaffold30.g4442.t1	PRW59193.1
OG0003902	scaffold30.g4449.t1	PRW58835.1
OG0003903	scaffold30.g4451.t1	PRW58952.1
OG0003904	scaffold30.g4453.t1, scaffold27.g5980.t1	PRW60886.1
OG0003905	scaffold30.g4454.t1	PRW58772.1
OG0003906	scaffold30.g4456.t1	PRW58856.1
OG0003907	scaffold30.g4460.t1	PRW59270.1
OG0003908	scaffold30.g4465.t1	PRW58969.1
OG0003909	scaffold34.g4511.t1	PRW21088.1
OG0003910	scaffold34.g4514.t1	PRW21092.1
OG0003911	scaffold34.g4515.t1	PRW20988.1
OG0003912	scaffold34.g4516.t1	PRW21104.1
OG0003914	scaffold4.g4567.t1	PRW59100.1
OG0003915	scaffold4.g4568.t1	PRW59323.1
OG0003916	scaffold4.g4576.t1	PRW59437.1
OG0003917	scaffold4.g4577.t1	PRW59314.1
OG0003918	scaffold4.g4578.t1	PRW59004.1
OG0003919	scaffold4.g4587.t1	PRW60942.1
OG0003920	scaffold4.g4592.t1	PRW58791.1
OG0003921	scaffold4.g4593.t1	PRW59335.1
OG0003923	scaffold4.g4606.t1	PRW59246.1
OG0003924	scaffold4.g4608.t1	PRW57364.1
OG0003925	scaffold4.g4609.t1	PRW57007.1
OG0003926	scaffold4.g4610.t1	PRW44444.1
OG0003927	scaffold4.g4612.t1	PRW59117.1
OG0003928	scaffold4.g4614.t1	PRW59191.1
OG0003929	scaffold4.g4615.t1	PRW59235.1
OG0003930	scaffold4.g4616.t1	PRW58948.1
OG0003931	scaffold4.g4620.t1	PRW58919.1
OG0003932	scaffold4.g4626.t1	PRW57151.1
OG0003933	scaffold4.g4627.t1	PRW57534.1
OG0003934	scaffold4.g4636.t1	PRW59262.1
OG0003935	scaffold4.g4639.t1	PRW58845.1
OG0003936	scaffold4.g4640.t1	PRW59122.1
OG0003937	scaffold4.g4643.t1	PRW59009.1
OG0003939	scaffold4.g4648.t1	PRW59220.1
OG0003940	scaffold4.g4651.t1	PRW59214.1
OG0003941	scaffold4.g4655.t1	PRW59295.1
OG0003942	scaffold4.g4656.t1	PRW59423.1, PRW59424.1
OG0003943	scaffold4.g4657.t1	PRW59317.1
OG0003944	scaffold4.g4658.t1	PRW58820.1
OG0003945	scaffold4.g4664.t1	PRW58905.1
OG0003946	scaffold4.g4667.t1	PRW58899.1
OG0003947	scaffold4.g4668.t1	PRW58918.1
OG0003948	scaffold4.g4670.t1	PRW59040.1
OG0003949	scaffold4.g4671.t1	PRW58833.1
OG0003950	scaffold4.g4672.t1	PRW58850.1
OG0003951	scaffold4.g4673.t1	PRW45473.1
OG0003952	scaffold4.g4676.t1	PRW58988.1
OG0003953	scaffold4.g4677.t1	PRW58951.1
OG0003954	scaffold4.g4679.t1	PRW59222.1
OG0003955	scaffold4.g4681.t1	PRW58800.1
OG0003956	scaffold4.g4682.t1	PRW59023.1
OG0003957	scaffold4.g4683.t1	PRW59149.1
OG0003958	scaffold4.g4685.t1	PRW59225.1
OG0003959	scaffold4.g4687.t1	PRW59102.1
OG0003960	scaffold4.g4694.t1	PRW58914.1
OG0003961	scaffold4.g4701.t1	PRW45372.1
OG0003962	scaffold4.g4704.t1	PRW59581.1
OG0003963	scaffold4.g4705.t1	PRW59081.1
OG0003964	scaffold4.g4709.t1	PRW45426.1
OG0003965	scaffold4.g4711.t1	PRW61448.1
OG0003966	scaffold4.g4724.t1	PRW56842.1
OG0003967	scaffold4.g4725.t1	PRW61136.1
OG0003968	scaffold4.g4727.t1	PRW59343.1
OG0003969	scaffold4.g4728.t1	PRW58963.1
OG0003970	scaffold4.g4733.t1	PRW58908.1
OG0003971	scaffold4.g4741.t1	PRW57134.1
OG0003972	scaffold4.g4742.t1	PRW59003.1
OG0003973	scaffold4.g4743.t1	PRW59008.1
OG0003974	scaffold4.g4745.t1	PRW57297.1
OG0003975	scaffold4.g4748.t1	PRW59136.1
OG0003976	scaffold4.g4751.t1	PRW58725.1
OG0003978	scaffold4.g4757.t1	PRW57356.1
OG0003979	scaffold4.g4758.t1	PRW57081.1
OG0003980	scaffold4.g4761.t1	PRW58832.1
OG0003981	scaffold4.g4763.t1	PRW59333.1
OG0003982	scaffold4.g4766.t1	PRW59133.1
OG0003983	scaffold4.g4773.t1	PRW59098.1
OG0003984	scaffold4.g4775.t1	PRW58785.1
OG0003985	scaffold4.g4780.t1	PRW58871.1
OG0003986	scaffold4.g4781.t1	PRW58846.1
OG0003987	scaffold4.g4782.t1	PRW58805.1
OG0003988	scaffold4.g4786.t1	PRW58849.1
OG0003989	scaffold4.g4788.t1	PRW59208.1
OG0003990	scaffold4.g4791.t1	PRW59176.1
OG0003991	scaffold4.g4792.t1	PRW57480.1
OG0003992	scaffold4.g4793.t1	PRW57325.1
OG0003993	scaffold4.g4797.t1	PRW57266.1
OG0003994	scaffold4.g4805.t1	PRW56240.1
OG0003995	scaffold4.g4806.t1	PRW58972.1
OG0003996	scaffold4.g4809.t1	PRW59313.1
OG0003997	scaffold4.g4811.t1	PRW56894.1
OG0003998	scaffold4.g4812.t1	PRW33539.1
OG0003999	scaffold4.g4813.t1	PRW44281.1
OG0004000	scaffold4.g4814.t1	PRW44613.1
OG0004001	scaffold4.g4815.t1	PRW45652.1
OG0004002	scaffold4.g4816.t1	PRW57180.1
OG0004003	scaffold4.g4817.t1	PRW58902.1
OG0004004	scaffold4.g4818.t1	PRW57382.1
OG0004005	scaffold4.g4823.t1	PRW57397.1
OG0004006	scaffold4.g4826.t1	PRW57476.1
OG0004007	scaffold4.g4834.t1	PRW57153.1
OG0004008	scaffold4.g4837.t1	PRW57295.1
OG0004009	scaffold4.g4841.t1	PRW57262.1
OG0004010	scaffold4.g4843.t1	PRW44280.1
OG0004011	scaffold4.g4844.t1	PRW44528.1
OG0004012	scaffold4.g4854.t1	PRW44364.1
OG0004013	scaffold4.g4859.t1	PRW56919.1
OG0004014	scaffold4.g4867.t1	PRW44461.1
OG0004015	scaffold4.g4871.t1	PRW44379.1
OG0004016	scaffold4.g4875.t1	PRW21140.1
OG0004017	scaffold4.g4877.t1	PRW44325.1
OG0004018	scaffold4.g4881.t1	PRW58572.1, PRW58571.1
OG0004019	scaffold4.g4884.t1	PRW44359.1
OG0004020	scaffold4.g4887.t1	PRW44626.1
OG0004021	scaffold4.g4888.t1	PRW44596.1
OG0004022	scaffold4.g4889.t1	PRW44307.1
OG0004023	scaffold4.g4892.t1	PRW44509.1
OG0004024	scaffold4.g4898.t1	PRW44560.1
OG0004025	scaffold4.g4905.t1	PRW44327.1
OG0004026	scaffold4.g4907.t1	PRW44302.1
OG0004027	scaffold4.g4908.t1	PRW44301.1
OG0004028	scaffold4.g4909.t1	PRW44558.1
OG0004029	scaffold4.g4912.t1	PRW21120.1
OG0004030	scaffold4.g4916.t1	PRW44426.1
OG0004031	scaffold4.g4919.t1	PRW44395.1
OG0004032	scaffold4.g4921.t1	PRW56622.1
OG0004033	scaffold4.g4922.t1	PRW44606.1
OG0004034	scaffold4.g4924.t1	PRW44321.1
OG0004035	scaffold4.g4927.t1	PRW44440.1
OG0004036	scaffold4.g4930.t1	PRW61491.1
OG0004037	scaffold4.g4931.t1	PRW44564.1
OG0004038	scaffold4.g4936.t1	PRW44376.1
OG0004039	scaffold4.g4938.t1	PRW44322.1
OG0004040	scaffold4.g4939.t1	PRW44357.1
OG0004041	scaffold4.g4944.t1	PRW44388.1
OG0004042	scaffold4.g4945.t1	PRW44422.1
OG0004043	scaffold4.g4947.t1	PRW44543.1
OG0004044	scaffold4.g4953.t1	PRW44587.1
OG0004045	scaffold4.g4956.t1	PRW44381.1
OG0004046	scaffold4.g4960.t1	PRW44592.1
OG0004047	scaffold4.g4966.t1	PRW61368.1
OG0004048	scaffold4.g4969.t1	PRW44618.1
OG0004049	scaffold4.g4970.t1	PRW20995.1
OG0004050	scaffold4.g4972.t1	PRW45666.1
OG0004051	scaffold4.g4974.t1	PRW44537.1
OG0004052	scaffold4.g4976.t1	PRW45216.1
OG0004053	scaffold4.g4979.t1	PRW44467.1
OG0004054	scaffold4.g4980.t1	PRW44258.1
OG0004055	scaffold4.g4985.t1	PRW44428.1
OG0004056	scaffold4.g4987.t1	PRW50932.1
OG0004057	scaffold4.g4997.t1	PRW05877.1
OG0004058	scaffold4.g5000.t1	PRW56916.1
OG0004059	scaffold4.g5012.t1	PRW61433.1
OG0004060	scaffold4.g5014.t1	PRW44515.1
