Orthogroup	a99_genome_proteins	c_variabilis_genome_proteins
OG0003451	scaffold9.g3003.t1	XP_005851680.1
OG0003452	scaffold9.g3008.t1	XP_005851684.1
OG0003453	scaffold9.g3013.t1	XP_005852022.1
OG0003454	scaffold9.g3014.t1	XP_005851692.1
OG0003455	scaffold9.g3018.t1	XP_005851665.1
OG0003456	scaffold9.g3019.t1	XP_005851985.1
OG0003457	scaffold9.g3020.t1	XP_005846523.1
OG0003459	scaffold9.g3028.t1	XP_005852082.1
OG0003460	scaffold9.g3032.t1	XP_005852026.1
OG0003461	scaffold9.g3036.t1	XP_005851695.1
OG0003462	scaffold9.g3037.t1	XP_005851667.1
OG0003463	scaffold9.g3038.t1	XP_005851987.1
OG0003464	scaffold9.g3042.t1	XP_005851666.1
OG0003465	scaffold9.g3044.t1	XP_005851675.1
OG0003466	scaffold9.g3045.t1	XP_005852002.1
OG0003467	scaffold9.g3046.t1	XP_005851997.1
OG0003468	scaffold9.g3047.t1	XP_005851674.1
OG0003469	scaffold9.g3048.t1	XP_005852070.1
OG0003470	scaffold9.g3049.t1	XP_005851729.1
OG0003471	scaffold9.g3051.t1	XP_005851747.1
OG0003472	scaffold9.g3057.t1	XP_005843199.1
OG0003473	scaffold9.g3063.t1	XP_005843277.1
OG0003474	scaffold9.g3064.t1	XP_005851754.1
OG0003475	scaffold9.g3065.t1	XP_005851753.1
OG0003476	scaffold9.g3070.t1	XP_005851750.1
OG0003477	scaffold9.g3072.t1	XP_005851768.1
OG0003478	scaffold9.g3074.t1	XP_005852105.1
OG0003479	scaffold9.g3076.t1	XP_005852095.1
OG0003480	scaffold9.g3081.t1	XP_005851763.1
OG0003481	scaffold9.g3086.t1	XP_005852322.1
OG0003482	scaffold2.g7379.t1	XP_005850641.1
OG0003482	scaffold9.g3087.t1	XP_005848893.1
OG0003483	scaffold9.g3089.t1	XP_005852099.1
OG0003484	scaffold9.g3091.t1	XP_005852097.1
OG0003485	scaffold9.g3095.t1	XP_005852108.1
OG0003486	scaffold9.g3101.t1	XP_005852116.1
OG0003487	scaffold9.g3103.t1	XP_005851775.1
OG0003488	scaffold9.g3104.t1	XP_005852114.1
OG0003489	scaffold9.g3107.t1	XP_005852115.1
OG0003490	scaffold9.g3112.t1	XP_005852118.1
OG0003491	scaffold9.g3113.t1	XP_005851784.1
OG0003492	scaffold9.g3119.t1	XP_005852060.1
OG0003493	scaffold9.g3120.t1	XP_005851718.1
OG0003494	scaffold9.g3122.t1	XP_005852059.1
OG0003495	scaffold9.g3133.t1	XP_005850072.1
OG0003496	scaffold9.g3135.t1	XP_005846947.1
OG0003497	scaffold9.g3137.t1	XP_005851785.1
OG0003498	scaffold9.g3140.t1	XP_005852144.1
OG0003499	scaffold9.g3147.t1	XP_005852137.1
OG0003500	scaffold9.g3148.t1	XP_005851810.1
OG0003501	scaffold9.g3151.t1	XP_005851794.1
OG0003502	scaffold9.g3153.t1	XP_005852142.1
OG0003503	scaffold9.g3166.t1	XP_005851787.1
OG0003504	scaffold9.g3169.t1	XP_005852124.1
OG0003505	scaffold9.g3170.t1	XP_005846072.1
OG0003506	scaffold9.g3172.t1	XP_005846863.1
OG0003507	scaffold9.g3174.t1	XP_005852050.1
OG0003508	scaffold9.g3175.t1	XP_005847243.1
OG0003509	scaffold9.g3184.t1	XP_005851710.1
OG0003510	scaffold9.g3190.t1	XP_005851704.1
OG0003511	scaffold9.g3193.t1	XP_005852042.1
OG0003512	scaffold9.g3196.t1	XP_005852034.1
OG0003513	scaffold9.g3198.t1	XP_005851703.1
OG0003514	scaffold9.g3199.t1	XP_005852037.1
OG0003515	scaffold9.g3200.t1	XP_005850455.1
OG0003516	scaffold9.g3208.t1	XP_005847342.1
OG0003517	scaffold9.g3209.t1	XP_005852033.1
OG0003518	scaffold9.g3216.t1	XP_005851660.1
OG0003519	scaffold9.g3217.t1	XP_005851688.1
OG0003520	scaffold9.g3218.t1	XP_005852018.1
OG0003521	scaffold9.g3219.t1	XP_005851659.1
OG0003522	scaffold9.g3221.t1	XP_005851976.1
OG0003523	scaffold9.g3225.t1	XP_005847236.1
OG0003524	scaffold9.g3229.t1, scaffold34.g4507.t1	XP_005843237.1
OG0003525	scaffold9.g3238.t1	XP_005851998.1
OG0003526	scaffold9.g3239.t1	XP_005851671.1
OG0003527	scaffold9.g3240.t1	XP_005851993.1
OG0003528	scaffold9.g3245.t1	XP_005852088.1
OG0003529	scaffold9.g3246.t1	XP_005852076.1
OG0003530	scaffold9.g3248.t1	XP_005852183.1
OG0003531	scaffold9.g3250.t1	XP_005852179.1
OG0003532	scaffold9.g3251.t1	XP_005851732.1
OG0003533	scaffold9.g3252.t1	XP_005851727.1
OG0003534	scaffold9.g3254.t1	XP_005851725.1
OG0003535	scaffold9.g3255.t1	XP_005852064.1
OG0003536	scaffold9.g3260.t1	XP_005852087.1
OG0003537	scaffold9.g3262.t1	XP_005846446.1
OG0003538	scaffold9.g3265.t1	XP_005842956.1
OG0003539	scaffold9.g3266.t1	XP_005851741.1
OG0003540	scaffold9.g3267.t1	XP_005846351.1
OG0003541	scaffold9.g3268.t1	XP_005852084.1
OG0003542	scaffold9.g3269.t1	XP_005851851.1
OG0003543	scaffold9.g3272.t1	XP_005843815.1
OG0003544	scaffold9.g3275.t1	XP_005852069.1
OG0003545	scaffold9.g3277.t1	XP_005845068.1
OG0003546	scaffold9.g3281.t1	XP_005852245.1
OG0003547	scaffold9.g3285.t1	XP_005852234.1
OG0003548	scaffold9.g3287.t1	XP_005851913.1
OG0003549	scaffold9.g3289.t1	XP_005851918.1
OG0003550	scaffold9.g3302.t1	XP_005847378.1
OG0003551	scaffold9.g3305.t1	XP_005852078.1
OG0003552	scaffold9.g3307.t1	XP_005851737.1
OG0003553	scaffold9.g3308.t1	XP_005851735.1
OG0003554	scaffold9.g3311.t1	XP_005852075.1
OG0003555	scaffold9.g3313.t1	XP_005851733.1
OG0003556	scaffold26.g3315.t1	XP_005844294.1
OG0003557	scaffold26.g3319.t1	XP_005844298.1
OG0003558	scaffold26.g3321.t1	XP_005842586.1
OG0003559	scaffold26.g3322.t1	XP_005852123.1
OG0003560	scaffold26.g3324.t1	XP_005844444.1
OG0003561	scaffold26.g3325.t1	XP_005844428.1
OG0003562	scaffold26.g3326.t1	XP_005844530.1
OG0003563	scaffold26.g3328.t1	XP_005844343.1
OG0003564	scaffold26.g3330.t1	XP_005845098.1
OG0003565	scaffold26.g3335.t1	XP_005845048.1
OG0003566	scaffold26.g3338.t1	XP_005844361.1
OG0003567	scaffold26.g3339.t1	XP_005851881.1
OG0003568	scaffold26.g3349.t1	XP_005843479.1
OG0003569	scaffold26.g3352.t1	XP_005843509.1
OG0003570	scaffold26.g3354.t1	XP_005842690.1
OG0003571	scaffold26.g3357.t1	XP_005844442.1
OG0003572	scaffold26.g3364.t1	XP_005844751.1
OG0003573	scaffold26.g3365.t1	XP_005843516.1
OG0003574	scaffold7.g3372.t1	XP_005849037.1
OG0003575	scaffold7.g3377.t1	XP_005847852.1
OG0003576	scaffold7.g3380.t1	XP_005849235.1
OG0003577	scaffold7.g3387.t1	XP_005849018.1
OG0003578	scaffold7.g3390.t1	XP_005849228.1
OG0003579	scaffold7.g3392.t1	XP_005849233.1
OG0003580	scaffold7.g3395.t1	XP_005849028.1
OG0003581	scaffold7.g3398.t1	XP_005849022.1
OG0003582	scaffold7.g3405.t1	XP_005849038.1
OG0003583	scaffold7.g3407.t1	XP_005845213.1
OG0003584	scaffold7.g3408.t1	XP_005849137.1
OG0003585	scaffold7.g3411.t1	XP_005845720.1
OG0003586	scaffold7.g3412.t1	XP_005849343.1
OG0003587	scaffold7.g3415.t1	XP_005849345.1
OG0003588	scaffold7.g3419.t1	XP_005849340.1
OG0003589	scaffold7.g3420.t1	XP_005849136.1
OG0003590	scaffold7.g3423.t1	XP_005849333.1
OG0003591	scaffold7.g3425.t1	XP_005849334.1
OG0003592	scaffold7.g3428.t1	XP_005849337.1
OG0003593	scaffold7.g3434.t1	XP_005849295.1
OG0003594	scaffold7.g3436.t1	XP_005849285.1
OG0003595	scaffold7.g3440.t1	XP_005850281.1
OG0003596	scaffold7.g3444.t1	XP_005849296.1
OG0003597	scaffold7.g3446.t1	XP_005846860.1
OG0003598	scaffold7.g3447.t1	XP_005846861.1
OG0003599	scaffold7.g3451.t1	XP_005849281.1
OG0003600	scaffold7.g3452.t1	XP_005849082.1
OG0003601	scaffold7.g3455.t1, scaffold2.g7442.t1	XP_005848572.1
OG0003602	scaffold7.g3457.t1	XP_005849286.1
OG0003603	scaffold7.g3462.t1	XP_005845196.1
OG0003604	scaffold7.g3466.t1	XP_005849071.1
OG0003605	scaffold7.g3467.t1	XP_005849275.1
OG0003606	scaffold7.g3468.t1	XP_005849269.1
OG0003607	scaffold7.g3472.t1	XP_005849068.1
OG0003608	scaffold7.g3474.t1	XP_005849271.1
OG0003609	scaffold7.g3476.t1	XP_005849270.1
OG0003610	scaffold7.g3477.t1	XP_005849066.1
OG0003611	scaffold7.g3479.t1	XP_005849308.1
OG0003612	scaffold7.g3483.t1	XP_005849273.1
OG0003613	scaffold7.g3485.t1	XP_005848694.1
OG0003614	scaffold7.g3487.t1	XP_005849095.1
OG0003615	scaffold7.g3598.t1, scaffold7.g3490.t1	XP_005849116.1
OG0003616	scaffold7.g3494.t1	XP_005850206.1
OG0003617	scaffold7.g3503.t1	XP_005849276.1
OG0003618	scaffold7.g3508.t1	XP_005849073.1
OG0003619	scaffold7.g3516.t1	XP_005849096.1
OG0003620	scaffold7.g3517.t1	XP_005849327.1
OG0003621	scaffold7.g3521.t1	XP_005849126.1
OG0003622	scaffold7.g3523.t1	XP_005849065.1
OG0003623	scaffold7.g3527.t1	XP_005849268.1
OG0003624	scaffold7.g3530.t1	XP_005849265.1
OG0003625	scaffold7.g3532.t1	XP_005849266.1
OG0003626	scaffold7.g3536.t1	XP_005849267.1
OG0003627	scaffold7.g3537.t1	XP_005849063.1
OG0003628	scaffold7.g3538.t1	XP_005846723.1
OG0003629	scaffold7.g3540.t1	XP_005849263.1
OG0003630	scaffold7.g3541.t1	XP_005849059.1
OG0003631	scaffold7.g3543.t1	XP_005849262.1
OG0003632	scaffold7.g3545.t1	XP_005849057.1
OG0003633	scaffold7.g3551.t1	XP_005849056.1
OG0003634	scaffold7.g3555.t1	XP_005849192.1
OG0003635	scaffold7.g3556.t1	XP_005849387.1
OG0003636	scaffold7.g3557.t1	XP_005849193.1
OG0003637	scaffold7.g3560.t1	XP_005849331.1
OG0003639	scaffold7.g3577.t1	XP_005849104.1
OG0003640	scaffold7.g3578.t1	XP_005849321.1
OG0003641	scaffold7.g3580.t1	XP_005849317.1
OG0003642	scaffold7.g3581.t1	XP_005851270.1
OG0003643	scaffold7.g3587.t1	XP_005849114.1
OG0003644	scaffold7.g3590.t1	XP_005849113.1
OG0003645	scaffold7.g3596.t1	XP_005849182.1
OG0003646	scaffold7.g3604.t1	XP_005849185.1
OG0003647	scaffold7.g3605.t1	XP_005849254.1
OG0003648	scaffold7.g3612.t1	XP_005849111.1
OG0003649	scaffold7.g3613.t1	XP_005849320.1
OG0003650	scaffold7.g3616.t1	XP_005849371.1
OG0003651	scaffold7.g3617.t1	XP_005849372.1
OG0003652	scaffold7.g3618.t1	XP_005849176.1
OG0003653	scaffold7.g3620.t1	XP_005842950.1
OG0003654	scaffold7.g3626.t1	XP_005849200.1
OG0003655	scaffold7.g3633.t1	XP_005849188.1
OG0003656	scaffold7.g3634.t1	XP_005849386.1
OG0003657	scaffold7.g3638.t1	XP_005849375.1
OG0003658	scaffold7.g3639.t1	XP_005849397.1, XP_005849398.1
OG0003659	scaffold7.g3641.t1	XP_005849399.1
OG0003660	scaffold7.g3643.t1	XP_005849153.1
OG0003661	scaffold7.g3648.t1	XP_005849196.1
OG0003662	scaffold7.g3650.t1	XP_005849197.1
OG0003663	scaffold7.g3652.t1	XP_005846857.1
OG0003664	scaffold7.g3653.t1	XP_005849174.1
OG0003665	scaffold7.g3654.t1	XP_005849373.1
OG0003666	scaffold7.g3656.t1	XP_005849374.1
OG0003667	scaffold7.g3658.t1	XP_005849396.1
OG0003668	scaffold7.g3659.t1	XP_005849401.1
OG0003669	scaffold7.g3678.t1	XP_005849162.1
OG0003670	scaffold7.g3681.t1	XP_005849356.1
OG0003671	scaffold7.g3682.t1	XP_005849156.1
OG0003672	scaffold7.g3686.t1	XP_005849360.1
OG0003673	scaffold7.g3690.t1	XP_005849252.1
OG0003674	scaffold7.g3691.t1	XP_005849250.1
OG0003675	scaffold7.g3693.t1	XP_005849249.1
OG0003676	scaffold7.g3694.t1	XP_005849048.1
OG0003677	scaffold7.g3698.t1	XP_005846629.1
OG0003678	scaffold7.g3705.t1	XP_005843963.1
OG0003680	scaffold7.g3722.t1	XP_005847209.1
OG0003681	scaffold7.g3725.t1	XP_005849214.1
OG0003682	scaffold7.g3726.t1	XP_005849414.1
OG0003683	scaffold7.g3727.t1	XP_005849415.1
OG0003684	scaffold7.g3728.t1	XP_005849212.1
OG0003685	scaffold7.g3732.t1	XP_005849411.1
OG0003686	scaffold7.g3735.t1	XP_005849410.1
OG0003687	scaffold7.g3736.t1	XP_005849205.1
OG0003688	scaffold7.g3741.t1	XP_005849433.1
OG0003689	scaffold7.g3745.t1	XP_005843446.1
OG0003690	scaffold7.g3746.t1	XP_005848691.1
OG0003691	scaffold7.g3747.t1	XP_005849430.1
OG0003692	scaffold7.g3749.t1	XP_005849429.1
OG0003693	scaffold7.g3754.t1	XP_005843929.1
OG0003694	scaffold7.g3758.t1	XP_005843851.1
OG0003695	scaffold7.g3759.t1	XP_005843928.1
OG0003696	scaffold11.g3831.t1	XP_005851940.1
OG0003697	scaffold11.g3832.t1	XP_005852259.1
OG0003698	scaffold11.g3835.t1	XP_005851921.1
OG0003699	scaffold11.g3836.t1	XP_005852246.1
OG0003700	scaffold11.g3840.t1	XP_005851943.1
OG0003701	scaffold11.g3846.t1	XP_005851964.1
OG0003702	scaffold11.g3849.t1	XP_005852277.1
OG0003703	scaffold11.g3859.t1	XP_005852252.1
OG0003704	scaffold11.g3861.t1	XP_005851930.1
OG0003705	scaffold11.g3864.t1	XP_005852251.1
OG0003706	scaffold11.g3868.t1	XP_005852269.1
OG0003707	scaffold11.g3869.t1	XP_005852261.1
OG0003708	scaffold11.g3877.t1	XP_005852263.1
OG0003709	scaffold11.g3881.t1	XP_005851938.1
OG0003710	scaffold11.g3885.t1	XP_005844804.1
OG0003711	scaffold11.g3897.t1	XP_005852253.1
OG0003712	scaffold11.g3898.t1	XP_005851931.1
OG0003713	scaffold11.g3900.t1	XP_005844172.1
OG0003714	scaffold11.g3906.t1	XP_005851968.1
OG0003715	scaffold11.g3907.t1	XP_005852238.1
OG0003716	scaffold11.g3908.t1	XP_005851941.1
OG0003717	scaffold11.g3910.t1	XP_005851951.1
OG0003718	scaffold11.g3911.t1	XP_005852260.1
OG0003719	scaffold11.g3913.t1	XP_005852158.1
OG0003720	scaffold11.g3916.t1	XP_005852186.1
OG0003721	scaffold11.g3917.t1, scaffold2.g6775.t1	XP_005851876.1
OG0003722	scaffold11.g3922.t1	XP_005852166.1
OG0003723	scaffold11.g3923.t1	XP_005852168.1
OG0003724	scaffold11.g3932.t1	XP_005852161.1
OG0003725	scaffold11.g3933.t1	XP_005851834.1
OG0003726	scaffold11.g3935.t1	XP_005851836.1
OG0003727	scaffold11.g3941.t1	XP_005851867.1
OG0003728	scaffold11.g3948.t1	XP_005852205.1
OG0003730	scaffold11.g3950.t1	XP_005851872.1
OG0003731	scaffold11.g3952.t1	XP_005851884.1
OG0003732	scaffold11.g3954.t1	XP_005852200.1
OG0003733	scaffold11.g3958.t1	XP_005851895.1
OG0003734	scaffold11.g3959.t1	XP_005852226.1
OG0003735	scaffold11.g3961.t1	XP_005851893.1
OG0003736	scaffold11.g3962.t1	XP_005852228.1
OG0003737	scaffold11.g3963.t1	XP_005851821.1
OG0003738	scaffold11.g3968.t1	XP_005852224.1
OG0003739	scaffold11.g3969.t1	XP_005851869.1
OG0003740	scaffold11.g3971.t1	XP_005851874.1
OG0003741	scaffold11.g3973.t1	XP_005852221.1
OG0003742	scaffold11.g3975.t1	XP_005852219.1
OG0003743	scaffold11.g3979.t1	XP_005851899.1
OG0003744	scaffold11.g3980.t1	XP_005852231.1
OG0003745	scaffold11.g3983.t1	XP_005851887.1
OG0003746	scaffold11.g3985.t1	XP_005851902.1
OG0003747	scaffold11.g3986.t1	XP_005852233.1
OG0003748	scaffold11.g3988.t1	XP_005842718.1
OG0003749	scaffold11.g3989.t1	XP_005843525.1
OG0003750	scaffold11.g3990.t1	XP_005852230.1
OG0003751	scaffold11.g3993.t1	XP_005851818.1
OG0003752	scaffold11.g3994.t1	XP_005852150.1
OG0003753	scaffold11.g3997.t1	XP_005852180.1
OG0003754	scaffold11.g3999.t1	XP_005851878.1
OG0003755	scaffold11.g4006.t1	XP_005851883.1
OG0003756	scaffold11.g4011.t1	XP_005852223.1
OG0003757	scaffold11.g4014.t1	XP_005848052.1
OG0003758	scaffold11.g4020.t1	XP_005843939.1
OG0003759	scaffold11.g4021.t1	XP_005843858.1
OG0003760	scaffold11.g4022.t1	XP_005843898.1
OG0003761	scaffold11.g4025.t1	XP_005843940.1
OG0003762	scaffold11.g4027.t1	XP_005843892.1
OG0003763	scaffold11.g4031.t1	XP_005845688.1
OG0003764	scaffold11.g4040.t1	XP_005843681.1
OG0003765	scaffold11.g4046.t1	XP_005843011.1
OG0003766	scaffold11.g4048.t1	XP_005851485.1
OG0003767	scaffold11.g4049.t1	XP_005843888.1
OG0003768	scaffold11.g4057.t1	XP_005849704.1
OG0003769	scaffold11.g4062.t1	XP_005843297.1
OG0003770	scaffold11.g4074.t1	XP_005843941.1
OG0003771	scaffold11.g4076.t1	XP_005848592.1
OG0003772	scaffold11.g4077.t1	XP_005843937.1
OG0003773	scaffold11.g4078.t1	XP_005851109.1
OG0003774	scaffold11.g4079.t1	XP_005843725.1
OG0003775	scaffold23.g4080.t1	XP_005842901.1
OG0003776	scaffold23.g4081.t1	XP_005842908.1
OG0003777	scaffold23.g4085.t1	XP_005844927.1
OG0003778	scaffold23.g4095.t1	XP_005843874.1
OG0003779	scaffold23.g4097.t1	XP_005843908.1
OG0003780	scaffold23.g4099.t1	XP_005843910.1
OG0003781	scaffold23.g4100.t1	XP_005842877.1
OG0003782	scaffold23.g4101.t1	XP_005847137.1
OG0003783	scaffold23.g4102.t1	XP_005843975.1
OG0003784	scaffold23.g4103.t1	XP_005844660.1
OG0003785	scaffold23.g4106.t1	XP_005843912.1
OG0003786	scaffold23.g4107.t1	XP_005843404.1
OG0003787	scaffold23.g4116.t1	XP_005843873.1
OG0003789	scaffold23.g4120.t1	XP_005844647.1
OG0003790	scaffold23.g4127.t1	XP_005848436.1
OG0003791	scaffold23.g4128.t1	XP_005845157.1
OG0003792	scaffold23.g4129.t1	XP_005848359.1
OG0003793	scaffold23.g4130.t1	XP_005848552.1
OG0003794	scaffold23.g4131.t1	XP_005848357.1
OG0003795	scaffold23.g4132.t1	XP_005848550.1
OG0003796	scaffold23.g4133.t1	XP_005847405.1
OG0003797	scaffold23.g4137.t1	XP_005848558.1
OG0003798	scaffold23.g4138.t1	XP_005848363.1
OG0003799	scaffold23.g4139.t1	XP_005848431.1
OG0003800	scaffold23.g4140.t1	XP_005848238.1
OG0003801	scaffold23.g4145.t1	XP_005848411.1
OG0003802	scaffold23.g4146.t1	XP_005848412.1
OG0003803	scaffold15.g4331.t1, scaffold23.g4148.t1	XP_005843067.1
OG0003804	scaffold15.g4332.t1, scaffold23.g4149.t1	XP_005848551.1
OG0003805	scaffold23.g4152.t1	XP_005848415.1
OG0003806	scaffold3.g6557.t1, scaffold23.g4153.t1	XP_005848226.1
OG0003807	scaffold23.g4154.t1	XP_005848531.1
OG0003808	scaffold23.g4160.t1	XP_005847092.1
OG0003809	scaffold23.g4161.t1	XP_005843405.1
OG0003810	scaffold23.g4162.t1	XP_005847257.1
OG0003811	scaffold23.g4166.t1	XP_005848214.1
OG0003812	scaffold23.g4167.t1	XP_005845420.1
OG0003813	scaffold23.g4168.t1	XP_005848394.1
OG0003814	scaffold23.g4171.t1	XP_005848530.1
OG0003815	scaffold23.g4182.t1	XP_005848402.1
OG0003816	scaffold23.g4192.t1	XP_005846904.1
OG0003817	scaffold2.g7383.t1, scaffold23.g4199.t1	XP_005842650.1, XP_005843004.1, XP_005845376.1
OG0003818	scaffold15.g4201.t1	XP_005848392.1
OG0003819	scaffold15.g4204.t1	XP_005848408.1
OG0003820	scaffold15.g4205.t1	XP_005848111.1
OG0003821	scaffold15.g4206.t1	XP_005847271.1
OG0003822	scaffold15.g4207.t1	XP_005848220.1
OG0003823	scaffold15.g4208.t1	XP_005848414.1
OG0003824	scaffold15.g4212.t1	XP_005848443.1
OG0003825	scaffold15.g4215.t1	XP_005848439.1
OG0003826	scaffold15.g4218.t1	XP_005848437.1
OG0003827	scaffold15.g4219.t1	XP_005847138.1
OG0003828	scaffold15.g4220.t1	XP_005848434.1
OG0003829	scaffold15.g4221.t1	XP_005848241.1
OG0003830	scaffold15.g4222.t1	XP_005848236.1
OG0003831	scaffold15.g4223.t1	XP_005848561.1
OG0003832	scaffold15.g4226.t1	XP_005843578.1
OG0003833	scaffold15.g4229.t1	XP_005848504.1
OG0003834	scaffold15.g4232.t1	XP_005848503.1
OG0003835	scaffold15.g4235.t1	XP_005848514.1
OG0003836	scaffold15.g4237.t1	XP_005848313.1
OG0003837	scaffold15.g4238.t1	XP_005850200.1
OG0003838	scaffold15.g4241.t1	XP_005848321.1
OG0003839	scaffold15.g4242.t1	XP_005848322.1
OG0003840	scaffold15.g4243.t1	XP_005848512.1
OG0003841	scaffold15.g4247.t1	XP_005848510.1
OG0003842	scaffold15.g4251.t1	XP_005848517.1
OG0003843	scaffold15.g4252.t1	XP_005848324.1
OG0003844	scaffold15.g4253.t1	XP_005848506.1
OG0003845	scaffold15.g4255.t1	XP_005848508.1
OG0003846	scaffold15.g4257.t1	XP_005848319.1
OG0003847	scaffold15.g4260.t1	XP_005848519.1
OG0003848	scaffold15.g4261.t1	XP_005848327.1
OG0003849	scaffold15.g4262.t1	XP_005847684.1
OG0003850	scaffold15.g4269.t1	XP_005850318.1
OG0003851	scaffold15.g4270.t1	XP_005848526.1
OG0003852	scaffold15.g4271.t1	XP_005848343.1
OG0003853	scaffold15.g4272.t1	XP_005848337.1
OG0003854	scaffold15.g4273.t1	XP_005848538.1
OG0003855	scaffold15.g4275.t1	XP_005848338.1
OG0003856	scaffold15.g4276.t1	XP_005848938.1
OG0003857	scaffold15.g4284.t1	XP_005848341.1
OG0003858	scaffold15.g4285.t1	XP_005848528.1
OG0003859	scaffold15.g4286.t1	XP_005848342.1
OG0003860	scaffold15.g4290.t1	XP_005848525.1
OG0003861	scaffold15.g4295.t1	XP_005848534.1
OG0003862	scaffold15.g4296.t1	XP_005848539.1
OG0003863	scaffold15.g4298.t1	XP_005848362.1
OG0003864	scaffold15.g4299.t1	XP_005848422.1
OG0003865	scaffold15.g4301.t1	XP_005848231.1
OG0003866	scaffold15.g4303.t1	XP_005848555.1
OG0003867	scaffold15.g4307.t1	XP_005848229.1
OG0003868	scaffold15.g4309.t1	XP_005848230.1
OG0003869	scaffold15.g4310.t1	XP_005848421.1
OG0003870	scaffold15.g4315.t1	XP_005848228.1
OG0003871	scaffold15.g4317.t1	XP_005848545.1
OG0003872	scaffold15.g4319.t1	XP_005848544.1
OG0003873	scaffold15.g4323.t1	XP_005848352.1
OG0003874	scaffold15.g4329.t1	XP_005848547.1
OG0003875	scaffold15.g4330.t1	XP_005848356.1
OG0003876	scaffold15.g4337.t1	XP_005844479.1
OG0003877	scaffold15.g4341.t1	XP_005844812.1
OG0003878	scaffold15.g4342.t1	XP_005844811.1
OG0003879	scaffold15.g4344.t1	XP_005848492.1
OG0003880	scaffold15.g4348.t1	XP_005842918.1
OG0003881	scaffold15.g4352.t1	XP_005847244.1
OG0003882	scaffold15.g4355.t1	XP_005844037.1
OG0003883	scaffold15.g4356.t1	XP_005844124.1
OG0003884	scaffold15.g4360.t1	XP_005844123.1
OG0003885	scaffold15.g4366.t1	XP_005844778.1
OG0003886	scaffold15.g4374.t1	XP_005844769.1
OG0003887	scaffold15.g4375.t1	XP_005844711.1
OG0003888	scaffold37.g4386.t1, scaffold43.g4483.t1, scaffold20.g7863.t1	XP_005848152.1
OG0003890	scaffold30.g4420.t1	XP_005844387.1
OG0003891	scaffold30.g4422.t1	XP_005843456.1
OG0003892	scaffold30.g4423.t1	XP_005843834.1
OG0003893	scaffold30.g4426.t1	XP_005843837.1
OG0003894	scaffold30.g4427.t1	XP_005843841.1
OG0003895	scaffold30.g4428.t1	XP_005843798.1
OG0003896	scaffold30.g4429.t1	XP_005843842.1
OG0003897	scaffold30.g4432.t1	XP_005845740.1
OG0003898	scaffold30.g4433.t1	XP_005850123.1
OG0003899	scaffold30.g4438.t1	XP_005843795.1
OG0003900	scaffold30.g4440.t1	XP_005845852.1
OG0003901	scaffold30.g4442.t1	XP_005852249.1
OG0003902	scaffold30.g4449.t1	XP_005849972.1
OG0003903	scaffold30.g4451.t1	XP_005843749.1
OG0003905	scaffold30.g4454.t1	XP_005843475.1
OG0003906	scaffold30.g4456.t1	XP_005843473.1
OG0003907	scaffold30.g4460.t1	XP_005843806.1
OG0003908	scaffold30.g4465.t1	XP_005843444.1
OG0003910	scaffold34.g4514.t1	XP_005844685.1
OG0003911	scaffold34.g4515.t1	XP_005844760.1
OG0003912	scaffold34.g4516.t1	XP_005844687.1
OG0003913	scaffold57.g4548.t1, scaffold2.g6905.t1	XP_005845654.1
OG0003914	scaffold4.g4567.t1	XP_005849540.1
OG0003915	scaffold4.g4568.t1	XP_005849804.1
OG0003916	scaffold4.g4576.t1	XP_005849787.1
OG0003917	scaffold4.g4577.t1	XP_005849788.1
OG0003918	scaffold4.g4578.t1	XP_005849526.1
OG0003919	scaffold4.g4587.t1	XP_005844305.1
OG0003920	scaffold4.g4592.t1	XP_005849475.1
OG0003921	scaffold4.g4593.t1	XP_005849743.1
OG0003922	scaffold4.g4595.t1	XP_005849749.1
OG0003923	scaffold4.g4606.t1	XP_005849484.1
OG0003924	scaffold4.g4608.t1	XP_005849455.1
OG0003925	scaffold4.g4609.t1	XP_005849724.1
OG0003926	scaffold4.g4610.t1	XP_005847413.1
OG0003927	scaffold4.g4612.t1	XP_005849762.1
OG0003928	scaffold4.g4614.t1	XP_005849756.1
OG0003929	scaffold4.g4615.t1	XP_005849487.1
OG0003930	scaffold4.g4616.t1	XP_005849496.1
OG0003931	scaffold4.g4620.t1	XP_005849767.1
OG0003932	scaffold4.g4626.t1	XP_005849448.1
OG0003933	scaffold4.g4627.t1	XP_005849453.1
OG0003934	scaffold4.g4636.t1	XP_005849494.1
OG0003935	scaffold4.g4639.t1	XP_005849758.1
OG0003936	scaffold4.g4640.t1	XP_005849759.1
OG0003937	scaffold4.g4643.t1	XP_005849492.1
OG0003938	scaffold4.g4647.t1	XP_005851942.1, XP_005845918.1
OG0003939	scaffold4.g4648.t1	XP_005849482.1
OG0003940	scaffold4.g4651.t1	XP_005849750.1
