Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0003787	PSC70973.1	PRW45089.1
OG0003788	PSC70854.1	PRW45248.1
OG0003789	PSC67769.1	PRW45081.1
OG0003791	PSC75229.1	PRW44507.1
OG0003792	PSC70896.1	PRW45112.1
OG0003793	PSC70853.1	PRW45068.1
OG0003794	PSC73242.1	PRW44960.1
OG0003795	PSC73507.1	PRW45019.1
OG0003796	PSC67534.1	PRW45116.1
OG0003797	PSC73345.1	PRW45258.1
OG0003798	PSC76404.1	PRW32689.1
OG0003800	PSC73475.1	PRW44982.1
OG0003802	PSC70845.1	PRW45130.1
OG0003803	PSC72076.1	PRW57201.1
OG0003804	PSC72992.1	PRW32887.1
OG0003805	PSC75249.1	PRW44264.1
OG0003807	PSC76595.1	PRW59805.1
OG0003808	PSC67524.1	PRW44853.1
OG0003809	PSC70967.1	PRW44877.1
OG0003810	PSC67512.1	PRW45043.1
OG0003811	PSC72244.1	PRW57394.1
OG0003813	PSC67520.1	PRW44903.1
OG0003814	PSC67525.1	PRW44966.1
OG0003815	PSC67893.1	PRW57933.1
OG0003816	PSC70947.1	PRW44408.1
OG0003817	PSC73295.1	PRW45133.1
OG0003818	PSC73467.1	PRW45154.1
OG0003819	PSC70376.1	PRW45085.1
OG0003820	PSC67411.1	PRW45140.1
OG0003821	PSC67395.1	PRW44976.1
OG0003822	PSC72111.1	PRW57483.1
OG0003823	PSC75310.1	PRW44900.1
OG0003824	PSC75373.1	PRW45142.1
OG0003825	PSC73393.1	PRW44912.1
OG0003826	PSC70977.1	PRW45131.1
OG0003827	PSC74107.1	PRW61626.1
OG0003828	PSC70334.1	PRW45205.1
OG0003829	PSC70381.1	PRW45210.1
OG0003830	PSC70395.1	PRW45157.1
OG0003831	PSC70318.1	PRW45256.1
OG0003832	PSC69774.1	PRW59103.1
OG0003833	PSC70422.1	PRW45168.1
OG0003834	PSC70338.1	PRW44958.1
OG0003835	PSC70468.1	PRW44905.1
OG0003837	PSC70440.1	PRW45236.1
OG0003838	PSC70438.1	PRW44914.1
OG0003839	PSC70385.1	PRW45259.1
OG0003840	PSC70379.1	PRW44932.1
OG0003841	PSC70321.1	PRW44873.1
OG0003842	PSC70397.1	PRW44867.1
OG0003843	PSC70416.1	PRW45211.1
OG0003844	PSC73725.1	PRW58334.1
OG0003845	PSC72410.1	PRW56562.1
OG0003846	PSC70384.1	PRW44863.1
OG0003847	PSC70988.1	PRW45088.1
OG0003848	PSC70335.1	PRW44933.1
OG0003849	PSC70842.1	PRW45217.1
OG0003850	PSC70429.1	PRW45181.1
OG0003851	PSC75671.1	PRW50915.1
OG0003852	PSC70903.1	PRW45048.1
OG0003853	PSC70970.1	PRW45148.1
OG0003854	PSC70876.1	PRW44851.1
OG0003855	PSC70361.1	PRW44893.1
OG0003856	PSC70829.1	PRW45254.1
OG0003857	PSC70945.1	PRW44902.1, PRW44901.1
OG0003858	PSC71004.1	PRW45270.1
OG0003859	PSC73402.1	PRW44979.1
OG0003860	PSC73344.1	PRW45196.1
OG0003861	PSC70882.1	PRW45076.1
OG0003862	PSC73390.1	PRW45122.1
OG0003863	PSC73314.1	PRW45265.1
OG0003864	PSC73349.1	PRW45066.1
OG0003865	PSC73479.1	PRW45095.1
OG0003866	PSC67787.1	PRW45053.1
OG0003867	PSC67794.1	PRW44987.1
OG0003868	PSC68063.1	PRW44921.1
OG0003869	PSC67804.1	PRW44876.1
OG0003870	PSC67800.1	PRW45146.1
OG0003871	PSC69107.1	PRW32976.1
OG0003872	PSC71802.1	PRW21029.1
OG0003873	PSC71705.1	PRW21062.1
OG0003874	PSC71762.1	PRW59960.1
OG0003875	PSC70808.1	PRW20242.1
OG0003876	PSC75630.1	PRW44298.1
OG0003877	PSC70784.1	PRW20199.1
OG0003878	PSC71273.1	PRW20186.1
OG0003879	PSC71378.1	PRW20262.1
OG0003880	PSC71691.1	PRW20999.1
OG0003881	PSC71843.1	PRW21113.1
OG0003882	PSC71781.1	PRW20989.1
OG0003884	PSC70207.1	PRW33954.1
OG0003885	PSC73353.1	PRW59010.1
OG0003888	PSC75636.1	PRW59177.1
OG0003889	PSC75869.1	PRW58926.1
OG0003890	PSC75394.1	PRW58768.1
OG0003891	PSC75457.1	PRW58837.1
OG0003892	PSC75609.1	PRW59418.1
OG0003893	PSC72631.1	PRW56864.1
OG0003894	PSC75687.1	PRW59054.1
OG0003895	PSC75550.1	PRW59367.1
OG0003896	PSC73812.1	PRW59193.1
OG0003897	PSC67950.1	PRW58835.1
OG0003898	PSC72396.1	PRW58952.1
OG0003899	PSC74038.1	PRW60886.1
OG0003900	PSC67916.1	PRW58772.1
OG0003901	PSC67934.1	PRW58856.1
OG0003902	PSC72490.1	PRW59270.1
OG0003903	PSC67926.1	PRW58969.1
OG0003904	PSC71730.1, PSC71731.1	PRW21088.1
OG0003905	PSC71823.1	PRW21092.1
OG0003906	PSC71759.1	PRW20988.1
OG0003907	PSC71708.1	PRW21104.1
OG0003909	PSC76525.1	PRW59100.1
OG0003910	PSC76753.1	PRW59323.1
OG0003911	PSC73764.1	PRW59437.1
OG0003912	PSC73852.1	PRW59314.1
OG0003913	PSC73938.1	PRW59004.1
OG0003914	PSC67292.1	PRW60942.1
OG0003915	PSC76493.1	PRW58791.1
OG0003916	PSC76321.1	PRW59335.1
OG0003918	PSC71867.1	PRW59246.1
OG0003919	PSC76545.1	PRW57364.1
OG0003920	PSC76233.1	PRW57007.1
OG0003921	PSC70861.1	PRW44444.1
OG0003922	PSC75400.1	PRW59117.1
OG0003923	PSC75849.1	PRW59191.1
OG0003924	PSC75383.1	PRW59235.1
OG0003925	PSC75234.1	PRW58948.1
OG0003926	PSC75944.1	PRW58919.1
OG0003927	PSC73636.1	PRW57151.1
OG0003928	PSC77071.1	PRW57534.1
OG0003929	PSC75531.1	PRW59262.1
OG0003930	PSC71875.1	PRW58845.1
OG0003931	PSC71935.1	PRW59122.1
OG0003932	PSC72042.1	PRW59009.1
OG0003934	PSC71889.1	PRW59220.1
OG0003935	PSC71880.1	PRW59214.1
OG0003936	PSC73610.1	PRW59295.1
OG0003938	PSC73690.1	PRW59317.1
OG0003939	PSC76421.1	PRW58820.1
OG0003940	PSC73646.1	PRW58905.1
OG0003941	PSC76514.1	PRW58899.1
OG0003943	PSC76605.1	PRW59040.1
OG0003944	PSC76440.1	PRW58833.1
OG0003945	PSC76424.1	PRW58850.1
OG0003946	PSC73673.1	PRW45473.1
OG0003947	PSC76385.1	PRW58988.1
OG0003948	PSC76802.1	PRW58951.1
OG0003949	PSC76676.1	PRW59222.1
OG0003950	PSC76161.1	PRW58800.1
OG0003951	PSC76966.1	PRW59023.1
OG0003952	PSC76450.1	PRW59149.1
OG0003953	PSC76975.1	PRW59225.1
OG0003954	PSC76671.1	PRW59102.1
OG0003955	PSC73910.1	PRW58914.1
OG0003956	PSC73790.1	PRW45372.1
OG0003957	PSC69611.1	PRW59581.1
OG0003958	PSC76672.1	PRW59081.1
OG0003959	PSC76916.1	PRW45426.1
OG0003960	PSC70515.1	PRW61448.1
OG0003961	PSC72922.1	PRW56842.1
OG0003962	PSC74215.1	PRW61136.1
OG0003963	PSC76565.1	PRW59343.1
OG0003964	PSC76047.1	PRW58963.1
OG0003965	PSC76870.1	PRW58908.1
OG0003966	PSC68182.1	PRW57134.1
OG0003967	PSC73553.1	PRW59003.1
OG0003968	PSC73952.1	PRW59008.1
OG0003969	PSC68209.1	PRW57297.1
OG0003970	PSC76305.1	PRW59136.1
OG0003971	PSC73879.1	PRW58725.1
OG0003973	PSC68192.1	PRW57356.1
OG0003974	PSC68220.1	PRW57081.1
OG0003975	PSC75660.1	PRW58832.1
OG0003976	PSC73948.1	PRW59333.1
OG0003977	PSC73682.1	PRW59133.1
OG0003978	PSC75362.1	PRW59098.1
OG0003979	PSC75727.1	PRW58785.1
OG0003980	PSC76850.1	PRW58871.1
OG0003981	PSC70838.1	PRW58846.1
OG0003982	PSC73850.1, PSC73851.1	PRW58805.1
OG0003983	PSC76027.1	PRW58849.1
OG0003984	PSC73549.1	PRW59208.1
OG0003985	PSC72448.1	PRW59176.1
OG0003986	PSC72183.1	PRW57480.1
OG0003987	PSC72189.1	PRW57325.1
OG0003988	PSC68201.1	PRW57266.1
OG0003989	PSC69048.1	PRW56240.1
OG0003990	PSC76664.1	PRW58972.1
OG0003991	PSC73930.1	PRW59313.1
OG0003992	PSC68214.1	PRW56894.1
OG0003993	PSC70037.1	PRW33539.1
OG0003994	PSC70883.1	PRW44281.1
OG0003995	PSC70927.1	PRW44613.1
OG0003996	PSC69333.1	PRW45652.1
OG0003997	PSC72255.1	PRW57180.1
OG0003998	PSC75914.1	PRW58902.1
OG0003999	PSC72230.1	PRW57382.1
OG0004000	PSC72243.1	PRW57397.1
OG0004001	PSC72192.1	PRW57476.1
OG0004002	PSC72263.1	PRW57153.1
OG0004003	PSC72336.1	PRW57295.1
OG0004004	PSC72322.1	PRW57262.1
OG0004005	PSC70869.1	PRW44280.1
OG0004006	PSC70932.1	PRW44528.1
OG0004007	PSC70865.1	PRW44364.1
OG0004008	PSC72088.1	PRW56919.1
OG0004009	PSC69882.1	PRW44461.1
OG0004010	PSC69888.1	PRW44379.1
OG0004011	PSC71788.1	PRW21140.1
OG0004012	PSC70938.1	PRW44325.1
OG0004014	PSC70968.1	PRW44359.1
OG0004015	PSC70971.1	PRW44626.1
OG0004016	PSC69853.1	PRW44596.1
OG0004017	PSC69873.1	PRW44307.1
OG0004018	PSC69940.1	PRW44509.1
OG0004019	PSC69948.1	PRW44560.1
OG0004020	PSC69875.1	PRW44327.1
OG0004021	PSC69868.1	PRW44302.1
OG0004022	PSC69955.1	PRW44301.1
OG0004023	PSC69966.1	PRW44558.1
OG0004024	PSC73250.1	PRW21120.1
OG0004025	PSC70930.1	PRW44426.1
OG0004026	PSC71002.1	PRW44395.1
OG0004027	PSC71500.1	PRW56622.1
OG0004028	PSC69969.1	PRW44606.1
OG0004029	PSC69886.1	PRW44321.1
OG0004030	PSC69945.1	PRW44440.1
OG0004031	PSC70495.1	PRW61491.1
OG0004032	PSC69930.1	PRW44564.1
OG0004033	PSC69908.1, PSC69907.1	PRW44376.1
OG0004034	PSC69935.1	PRW44322.1
OG0004035	PSC69941.1	PRW44357.1
OG0004036	PSC69946.1	PRW44388.1
OG0004037	PSC69842.1	PRW44422.1
OG0004038	PSC69965.1	PRW44543.1
OG0004039	PSC69856.1	PRW44587.1
OG0004040	PSC69905.1, PSC69904.1	PRW44381.1
OG0004041	PSC69962.1	PRW44592.1
OG0004042	PSC74153.1	PRW61368.1
OG0004043	PSC70895.1	PRW44618.1
OG0004044	PSC71803.1	PRW20995.1
OG0004045	PSC73639.1	PRW45666.1
OG0004046	PSC70956.1	PRW44537.1
OG0004047	PSC67531.1	PRW45216.1
OG0004048	PSC69879.1	PRW44467.1
OG0004049	PSC69880.1	PRW44258.1
OG0004050	PSC69893.1	PRW44428.1
OG0004051	PSC75750.1	PRW50932.1
OG0004052	PSC69834.1	PRW05877.1
OG0004053	PSC72198.1	PRW56916.1
OG0004054	PSC70541.1	PRW61433.1
OG0004055	PSC69860.1	PRW44515.1
OG0004056	PSC69892.1	PRW44567.1
OG0004057	PSC70998.1	PRW44310.1
OG0004058	PSC69885.1	PRW44504.1
OG0004060	PSC75026.1	PRW60250.1
OG0004061	PSC69865.1	PRW44527.1, PRW44526.1
OG0004062	PSC69939.1	PRW44549.1
OG0004063	PSC69876.1	PRW44393.1
OG0004064	PSC69916.1	PRW44333.1
OG0004065	PSC70908.1	PRW44491.1
OG0004066	PSC73758.1, PSC73757.1	PRW45637.1
OG0004067	PSC70937.1	PRW44402.1
OG0004068	PSC69895.1	PRW44488.1
OG0004069	PSC67912.1	PRW58945.1
OG0004070	PSC67907.1	PRW58867.1
OG0004071	PSC75579.1	PRW59127.1, PRW59126.1
OG0004072	PSC73272.1	PRW59389.1
OG0004073	PSC73429.1	PRW58898.1
OG0004074	PSC75449.1	PRW58993.1
OG0004075	PSC71001.1	PRW60054.1
OG0004076	PSC75934.1	PRW32583.1
OG0004077	PSC70900.1	PRW44616.1
OG0004078	PSC75427.1, PSC75428.1	PRW50966.1
OG0004079	PSC68099.1	PRW56703.1
OG0004080	PSC68230.1	PRW45374.1
OG0004081	PSC67491.1	PRW20623.1
OG0004082	PSC67506.1	PRW45009.1
OG0004083	PSC67497.1	PRW20739.1
OG0004084	PSC72208.1	PRW57312.1
OG0004085	PSC67394.1	PRW45222.1
OG0004086	PSC68767.1	PRW20681.1
OG0004087	PSC67714.1	PRW20641.1
OG0004088	PSC67700.1	PRW60720.1, PRW20598.1, PRW20743.1
OG0004089	PSC75817.1	PRW58375.1
OG0004090	PSC67593.1	PRW39154.1
OG0004091	PSC73417.1	PRW39242.1
OG0004092	PSC73509.1	PRW39229.1
OG0004093	PSC67605.1	PRW39126.1
OG0004094	PSC73444.1	PRW39349.1
OG0004095	PSC73331.1	PRW39230.1
OG0004096	PSC68568.1	PRW58388.1
OG0004097	PSC73374.1	PRW33582.1
OG0004098	PSC68643.1	PRW58213.1
OG0004099	PSC68647.1	PRW58169.1
OG0004100	PSC68634.1	PRW58564.1
OG0004101	PSC68578.1	PRW58598.1
OG0004102	PSC68581.1	PRW58330.1
OG0004103	PSC68606.1	PRW58511.1
OG0004104	PSC72128.1	PRW57181.1
OG0004105	PSC68598.1	PRW58216.1
OG0004106	PSC68570.1	PRW58338.1
OG0004108	PSC75258.1	PRW58428.1
OG0004109	PSC68646.1	PRW58412.1
OG0004110	PSC68617.1	PRW58160.1
OG0004111	PSC68624.1	PRW58710.1
OG0004112	PSC75435.1	PRW58148.1
OG0004113	PSC75345.1	PRW58087.1
OG0004114	PSC75748.1	PRW58650.1
OG0004115	PSC75481.1	PRW58403.1
OG0004116	PSC75808.1	PRW58267.1
OG0004117	PSC75250.1	PRW58527.1
OG0004118	PSC75867.1	PRW58513.1
OG0004119	PSC75286.1	PRW44365.1
OG0004122	PSC75522.1	PRW58238.1
OG0004123	PSC75242.1	PRW58535.1
OG0004124	PSC75420.1	PRW58159.1
OG0004125	PSC75267.1	PRW58261.1
OG0004126	PSC75744.1	PRW58651.1
OG0004127	PSC75416.1	PRW58562.1
OG0004128	PSC75477.1	PRW58155.1
OG0004129	PSC67234.1	PRW58635.1
OG0004130	PSC67244.1	PRW58596.1
OG0004131	PSC67239.1	PRW58255.1
OG0004132	PSC67238.1	PRW58678.1
OG0004133	PSC75831.1	PRW58547.1
OG0004134	PSC75635.1	PRW58190.1
OG0004135	PSC75281.1	PRW58642.1
OG0004136	PSC75754.1	PRW58484.1
OG0004137	PSC75424.1	PRW58487.1
OG0004138	PSC75782.1	PRW58714.1
OG0004139	PSC73221.1	PRW61484.1
OG0004140	PSC75659.1	PRW05874.1
OG0004142	PSC69642.1	PRW60864.1
OG0004143	PSC75961.1	PRW58138.1
OG0004144	PSC75514.1	PRW58607.1
OG0004145	PSC75256.1	PRW58277.1
OG0004146	PSC73490.1	PRW61065.1
OG0004147	PSC75389.1	PRW58208.1
OG0004148	PSC71664.1	PRW56094.1
OG0004149	PSC75644.1	PRW58081.1
OG0004150	PSC75615.1	PRW58632.1
OG0004151	PSC75850.1	PRW58610.1
OG0004152	PSC75712.1	PRW58684.1
OG0004153	PSC67286.1	PRW61033.1
OG0004154	PSC75915.1	PRW58554.1
OG0004155	PSC67360.1	PRW58425.1
OG0004156	PSC75902.1	PRW58709.1
OG0004157	PSC75729.1	PRW58109.1
OG0004158	PSC75721.1	PRW58286.1
OG0004159	PSC67354.1	PRW58550.1
OG0004160	PSC75626.1	PRW58556.1
OG0004161	PSC75287.1	PRW58467.1
OG0004162	PSC68889.1	PRW58608.1
OG0004163	PSC68888.1	PRW58263.1
OG0004164	PSC67358.1	PRW58230.1
OG0004165	PSC68884.1	PRW58133.1
OG0004166	PSC68825.1	PRW58611.1
OG0004167	PSC68893.1	PRW58250.1
OG0004168	PSC68849.1	PRW58346.1
OG0004169	PSC68831.1	PRW58558.1
OG0004170	PSC68838.1	PRW58677.1
OG0004171	PSC68826.1	PRW58362.1
OG0004172	PSC71623.1	PRW56590.1
OG0004173	PSC71506.1	PRW56463.1
OG0004174	PSC68866.1	PRW58575.1
OG0004175	PSC68824.1	PRW58696.1
OG0004176	PSC74225.1	PRW61325.1
OG0004178	PSC68912.1	PRW58634.1
OG0004179	PSC73897.1	PRW45676.1
OG0004180	PSC74409.1	PRW57953.1
OG0004181	PSC68908.1	PRW58481.1
OG0004182	PSC68878.1	PRW58260.1
OG0004183	PSC68832.1	PRW58197.1
OG0004184	PSC68886.1	PRW58284.1
OG0004185	PSC75126.1	PRW58112.1
OG0004186	PSC74981.1	PRW58301.1
OG0004187	PSC68875.1	PRW58639.1
OG0004188	PSC68829.1	PRW58319.1
OG0004189	PSC68897.1	PRW58456.1
OG0004190	PSC68843.1	PRW58486.1
OG0004191	PSC68851.1	PRW58316.1
OG0004192	PSC68830.1	PRW58329.1
OG0004193	PSC68890.1	PRW58335.1
OG0004194	PSC75168.1	PRW58254.1
OG0004195	PSC75192.1	PRW58336.1
OG0004197	PSC74943.1	PRW58494.1
OG0004198	PSC75103.1	PRW58382.1
OG0004199	PSC68258.1	PRW58391.1
OG0004200	PSC68290.1	PRW58674.1
OG0004201	PSC68268.1, PSC68269.1	PRW58574.1
OG0004202	PSC68256.1	PRW58226.1
OG0004203	PSC76624.1	PRW33671.1
OG0004204	PSC68590.1	PRW45594.1
OG0004205	PSC68287.1	PRW58187.1
OG0004206	PSC73927.1	PRW58102.1
OG0004207	PSC73661.1	PRW58717.1
OG0004208	PSC73891.1	PRW58364.1
OG0004209	PSC73640.1	PRW58601.1
OG0004210	PSC73874.1	PRW45664.1
OG0004211	PSC73700.1	PRW58104.1
OG0004212	PSC73609.1	PRW58269.1
OG0004213	PSC73941.1	PRW58088.1
OG0004214	PSC73831.1	PRW58093.1
OG0004215	PSC73718.1	PRW58713.1
OG0004216	PSC73893.1	PRW58657.1
OG0004217	PSC75554.1	PRW05812.1
OG0004218	PSC76763.1	PRW58654.1
OG0004219	PSC76031.1	PRW58299.1
OG0004220	PSC76554.1	PRW58308.1
OG0004221	PSC76093.1	PRW58595.1
OG0004222	PSC76804.1	PRW58361.1
OG0004223	PSC76446.1	PRW58721.1
OG0004224	PSC73881.1	PRW45555.1
OG0004225	PSC76334.1	PRW58368.1
OG0004226	PSC76632.1	PRW58435.1
OG0004227	PSC76176.1	PRW58676.1
OG0004228	PSC76504.1	PRW58328.1
OG0004229	PSC76150.1	PRW58279.1
OG0004230	PSC76160.1	PRW58320.1
OG0004231	PSC68928.1	PRW60297.1
OG0004232	PSC72112.1	PRW57315.1
OG0004233	PSC76420.1, PSC76419.1	PRW58273.1
OG0004234	PSC76932.1	PRW58413.1
OG0004235	PSC69273.1	PRW33303.1
OG0004236	PSC76913.1	PRW58530.1
OG0004237	PSC76574.1	PRW58323.1
OG0004238	PSC76306.1	PRW58117.1
OG0004239	PSC76650.1	PRW58614.1
OG0004240	PSC68666.1	PRW32495.1
OG0004241	PSC76625.1	PRW58271.1
OG0004242	PSC74533.1	PRW20710.1
OG0004243	PSC70642.1	PRW61024.1
OG0004244	PSC73605.1	PRW58401.1
OG0004245	PSC73551.1	PRW58082.1
OG0004246	PSC68615.1, PSC68616.1	PRW45417.1
OG0004247	PSC70578.1	PRW61180.1
OG0004248	PSC73688.1	PRW58683.1
OG0004249	PSC73638.1	PRW58156.1
OG0004250	PSC76036.1, PSC76039.1, PSC76038.1	PRW39114.1
OG0004251	PSC76072.1	PRW58417.1
OG0004252	PSC73750.1	PRW58471.1
OG0004253	PSC76188.1	PRW58644.1
OG0004254	PSC70912.1	PRW44407.1
OG0004255	PSC70915.1	PRW44288.1
OG0004256	PSC76836.1	PRW58237.1
OG0004257	PSC76322.1	PRW58455.1
OG0004258	PSC76942.1	PRW58653.1
OG0004259	PSC76674.1	PRW58715.1
OG0004260	PSC76443.1	PRW58113.1
OG0004261	PSC76289.1	PRW58507.1
OG0004262	PSC68241.1	PRW58287.1
OG0004263	PSC68275.1	PRW58478.1
OG0004264	PSC68284.1	PRW58128.1
OG0004265	PSC68827.1	PRW58315.1
OG0004266	PSC68870.1	PRW58327.1
OG0004267	PSC68868.1	PRW58154.1
OG0004268	PSC68822.1	PRW58193.1
OG0004269	PSC67353.1	PRW58452.1
OG0004270	PSC68819.1	PRW58628.1
OG0004271	PSC68910.1	PRW58281.1
OG0004272	PSC73593.1	PRW58195.1
OG0004273	PSC73937.1	PRW58573.1
OG0004274	PSC73570.1	PRW58343.1
OG0004275	PSC73717.1	PRW58460.1
OG0004276	PSC73880.1	PRW58080.1
OG0004277	PSC73787.1	PRW58170.1
OG0004278	PSC73621.1	PRW58233.1
OG0004279	PSC73829.1	PRW58324.1
OG0004280	PSC73842.1	PRW58621.1
OG0004281	PSC73832.1	PRW58501.1
OG0004282	PSC73736.1	PRW58367.1
OG0004283	PSC73755.1	PRW58241.1
OG0004284	PSC75981.1	PRW58852.1
OG0004285	PSC75980.1	PRW32627.1
OG0004286	PSC75906.1	PRW44610.1
OG0004287	PSC75606.1	PRW32563.1
OG0004288	PSC75723.1	PRW32585.1
OG0004289	PSC75244.1	PRW32534.1
OG0004290	PSC75743.1	PRW32556.1
OG0004291	PSC76943.1, PSC76944.1	PRW32509.1
OG0004292	PSC68711.1	PRW32515.1
OG0004293	PSC76790.1	PRW58691.1
OG0004294	PSC75596.1	PRW32550.1, PRW32551.1
OG0004295	PSC75588.1	PRW32518.1
OG0004296	PSC68703.1	PRW32605.1
OG0004297	PSC75794.1	PRW32578.1
OG0004298	PSC68712.1	PRW32480.1
OG0004299	PSC68735.1	PRW32632.1
OG0004300	PSC68736.1	PRW32644.1
OG0004301	PSC76080.1	PRW32542.1
OG0004302	PSC76680.1	PRW32557.1
OG0004304	PSC70523.1	PRW61037.1
OG0004305	PSC76147.1	PRW32540.1
OG0004306	PSC76062.1	PRW32661.1
OG0004308	PSC76711.1	PRW32622.1
OG0004309	PSC76507.1	PRW32486.1
OG0004310	PSC68681.1	PRW58078.1
OG0004311	PSC68726.1	PRW58675.1
OG0004312	PSC68723.1	PRW58349.1
OG0004313	PSC68679.1	PRW58694.1
OG0004314	PSC68706.1	PRW58303.1
OG0004315	PSC76910.1	PRW58436.1
OG0004316	PSC68672.1	PRW32533.1
OG0004317	PSC76335.1	PRW58110.1
OG0004318	PSC76732.1	PRW58480.1
OG0004319	PSC77011.1	PRW58351.1
OG0004320	PSC76599.1	PRW58685.1
OG0004321	PSC76788.1	PRW58313.1
OG0004322	PSC76496.1	PRW58576.1
OG0004323	PSC76076.1	PRW58519.1
OG0004324	PSC73559.1	PRW58337.1
OG0004325	PSC76928.1	PRW58166.1
OG0004326	PSC76866.1	PRW58618.1
OG0004327	PSC76670.1	PRW58515.1
OG0004328	PSC73566.1	PRW58390.1
OG0004329	PSC76628.1	PRW58700.1
OG0004330	PSC76956.1	PRW32630.1
OG0004331	PSC76967.1	PRW59737.1
OG0004332	PSC76045.1	PRW32658.1
OG0004333	PSC68700.1	PRW32652.1
OG0004334	PSC68693.1	PRW32587.1
OG0004335	PSC76406.1	PRW32638.1
OG0004337	PSC72740.1	PRW56809.1
OG0004338	PSC76847.1	PRW58668.1
OG0004339	PSC77004.1	PRW58227.1
OG0004340	PSC76251.1	PRW32553.1
OG0004341	PSC76041.1	PRW32554.1
OG0004342	PSC76454.1	PRW58502.1
OG0004343	PSC70570.1	PRW60999.1
OG0004344	PSC76490.1	PRW32682.1
OG0004345	PSC76212.1	PRW58563.1
OG0004346	PSC76789.1	PRW32690.1
OG0004347	PSC76279.1	PRW32662.1
OG0004349	PSC67827.1	PRW20614.1
OG0004350	PSC71432.1	PRW59806.1
OG0004351	PSC67820.1	PRW20750.1
OG0004352	PSC71881.1	PRW39061.1
OG0004353	PSC68549.1	PRW60536.1
OG0004354	PSC67501.1	PRW20664.1
OG0004355	PSC67812.1	PRW20720.1
OG0004356	PSC74995.1	PRW57911.1
OG0004357	PSC74542.1	PRW20704.1
OG0004358	PSC72463.1	PRW45643.1
OG0004359	PSC70042.1	PRW33554.1
OG0004360	PSC70013.1	PRW33617.1
OG0004361	PSC72372.1	PRW45668.1
OG0004362	PSC73947.1	PRW45524.1
OG0004363	PSC69396.1	PRW33737.1
OG0004365	PSC73776.1	PRW45434.1
OG0004366	PSC73878.1	PRW45739.1
OG0004367	PSC73674.1	PRW45359.1
OG0004368	PSC73442.1	PRW61419.1
OG0004369	PSC68946.1	PRW45495.1
OG0004370	PSC68988.1	PRW45458.1
OG0004371	PSC68933.1	PRW59045.1
OG0004372	PSC68947.1	PRW45578.1
OG0004373	PSC73668.1	PRW45413.1
OG0004374	PSC73854.1	PRW45535.1
OG0004375	PSC68916.1	PRW45488.1
OG0004376	PSC73601.1	PRW45698.1
OG0004377	PSC68986.1	PRW45484.1
OG0004378	PSC68977.1	PRW45615.1
OG0004379	PSC68957.1	PRW45323.1
OG0004380	PSC68914.1	PRW45507.1
OG0004381	PSC68929.1	PRW45724.1
OG0004382	PSC73296.1	PRW61595.1
OG0004383	PSC73360.1	PRW61490.1
OG0004384	PSC73271.1	PRW61048.1
OG0004385	PSC74072.1	PRW61539.1
OG0004386	PSC74330.1	PRW61379.1
OG0004387	PSC74355.1	PRW60874.1
OG0004388	PSC74346.1	PRW60988.1
OG0004389	PSC74258.1	PRW61609.1
OG0004390	PSC73375.1	PRW60941.1
OG0004391	PSC73450.1	PRW61589.1
OG0004392	PSC70568.1	PRW61534.1
OG0004393	PSC73291.1, PSC73290.1	PRW61074.1
OG0004395	PSC73252.1	PRW61295.1
OG0004396	PSC70574.1	PRW61150.1
OG0004397	PSC70612.1	PRW61286.1
OG0004398	PSC70530.1	PRW61389.1
OG0004399	PSC70569.1	PRW61020.1
OG0004400	PSC70641.1	PRW61228.1
OG0004401	PSC70606.1	PRW61225.1
OG0004402	PSC70603.1	PRW61288.1, PRW61287.1
OG0004403	PSC70595.1	PRW61458.1
OG0004404	PSC73282.1	PRW61305.1
OG0004405	PSC73458.1	PRW61511.1
OG0004406	PSC72589.1	PRW56861.1
OG0004408	PSC68095.1	PRW56469.1
OG0004409	PSC68098.1	PRW56655.1
OG0004410	PSC69721.1	PRW56458.1
OG0004412	PSC72362.1	PRW56709.1
OG0004413	PSC72592.1	PRW56811.1
OG0004414	PSC72408.1	PRW56877.1
OG0004415	PSC72538.1	PRW56466.1
OG0004416	PSC72544.1	PRW56819.1
OG0004417	PSC73827.1	PRW45677.1
OG0004418	PSC72135.1	PRW57220.1
OG0004419	PSC72415.1	PRW56524.1
OG0004420	PSC72483.1	PRW56549.1
OG0004421	PSC72568.1	PRW56710.1
OG0004422	PSC72419.1	PRW56415.1
OG0004424	PSC72360.1	PRW56758.1
OG0004425	PSC72387.1	PRW56593.1
OG0004426	PSC72412.1	PRW56799.1
OG0004427	PSC72381.1	PRW56476.1
OG0004428	PSC72398.1	PRW56813.1
OG0004429	PSC72478.1	PRW56425.1
OG0004430	PSC72542.1	PRW56399.1
OG0004431	PSC72510.1	PRW56579.1
OG0004433	PSC72411.1	PRW56706.1
OG0004434	PSC72414.1	PRW56816.1
OG0004435	PSC72517.1	PRW56623.1
OG0004436	PSC72353.1	PRW56777.1
OG0004437	PSC72457.1	PRW56851.1
OG0004438	PSC72365.1	PRW56427.1
OG0004439	PSC72378.1	PRW56678.1
OG0004440	PSC72549.1	PRW56643.1
OG0004441	PSC72505.1	PRW56754.1
OG0004442	PSC72464.1	PRW56591.1
OG0004443	PSC72562.1	PRW56402.1
OG0004444	PSC71405.1	PRW18410.1
OG0004445	PSC69678.1	PRW60020.1
