Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_vulgaris_genome_proteins
OG0004166	PSC68825.1	KAI3433665.1
OG0004167	PSC68893.1	KAI3433660.1
OG0004168	PSC68849.1	KAI3433658.1
OG0004169	PSC68831.1	KAI3433654.1
OG0004170	PSC68838.1	KAI3433655.1
OG0004171	PSC68826.1	KAI3433656.1
OG0004172	PSC71623.1	KAI3428263.1
OG0004173	PSC71506.1	KAI3428264.1
OG0004174	PSC68866.1	KAI3433651.1
OG0004175	PSC68824.1	KAI3433652.1
OG0004176	PSC74225.1	KAI3432462.1
OG0004177	PSC74313.1	KAI3432674.1
OG0004178	PSC68912.1	KAI3433648.1
OG0004179	PSC73897.1	KAI3424793.1
OG0004180	PSC74409.1	KAI3425830.1
OG0004181	PSC68908.1	KAI3433642.1
OG0004182	PSC68878.1	KAI3433641.1
OG0004183	PSC68832.1	KAI3433640.1
OG0004184	PSC68886.1	KAI3433643.1
OG0004185	PSC75126.1	KAI3433606.1
OG0004186	PSC74981.1	KAI3433609.1
OG0004187	PSC68875.1	KAI3433616.1
OG0004188	PSC68829.1	KAI3433619.1
OG0004189	PSC68897.1	KAI3433621.1
OG0004190	PSC68843.1	KAI3433628.1
OG0004191	PSC68851.1	KAI3433633.1
OG0004192	PSC68830.1	KAI3433632.1
OG0004193	PSC68890.1	KAI3433637.1
OG0004194	PSC75168.1	KAI3433599.1
OG0004195	PSC75192.1	KAI3433586.1
OG0004196	PSC68243.1	KAI3433593.1
OG0004197	PSC74943.1	KAI3433581.1
OG0004198	PSC75103.1	KAI3433583.1
OG0004200	PSC68290.1	KAI3433575.1
OG0004201	PSC68268.1, PSC68269.1	KAI3433573.1
OG0004202	PSC68256.1	KAI3433572.1
OG0004203	PSC76624.1	KAI3435683.1
OG0004204	PSC68590.1	KAI3424905.1
OG0004205	PSC68287.1	KAI3433560.1
OG0004206	PSC73927.1	KAI3433519.1
OG0004207	PSC73661.1	KAI3433527.1
OG0004208	PSC73891.1	KAI3433528.1
OG0004209	PSC73640.1	KAI3433529.1
OG0004210	PSC73874.1	KAI3424828.1
OG0004211	PSC73700.1	KAI3433530.1
OG0004212	PSC73609.1	KAI3433531.1
OG0004213	PSC73941.1	KAI3433540.1
OG0004214	PSC73831.1	KAI3433539.1
OG0004215	PSC73718.1	KAI3433541.1
OG0004216	PSC73893.1	KAI3433542.1
OG0004217	PSC75554.1	KAI3438514.1
OG0004218	PSC76763.1	KAI3433395.1
OG0004219	PSC76031.1	KAI3433368.1
OG0004220	PSC76554.1	KAI3433384.1
OG0004221	PSC76093.1	KAI3433387.1
OG0004222	PSC76804.1	KAI3433385.1
OG0004223	PSC76446.1	KAI3433361.1, KAI3433360.1
OG0004224	PSC73881.1	KAI3424863.1
OG0004225	PSC76334.1	KAI3433354.1
OG0004226	PSC76632.1	KAI3433339.1
OG0004227	PSC76176.1	KAI3433338.1
OG0004228	PSC76504.1	KAI3433337.1
OG0004229	PSC76150.1	KAI3433321.1
OG0004230	PSC76160.1	KAI3433335.1
OG0004231	PSC68928.1	KAI3429704.1
OG0004232	PSC72112.1	KAI3438322.1
OG0004233	PSC76420.1, PSC76419.1	KAI3433348.1
OG0004234	PSC76932.1	KAI3433347.1
OG0004235	PSC69273.1	KAI3431756.1
OG0004236	PSC76913.1	KAI3433344.1
OG0004237	PSC76574.1	KAI3433341.1
OG0004238	PSC76306.1	KAI3433351.1
OG0004239	PSC76650.1	KAI3433323.1
OG0004240	PSC68666.1	KAI3423823.1
OG0004241	PSC76625.1	KAI3433327.1
OG0004242	PSC74533.1	KAI3434471.1
OG0004243	PSC70642.1	KAI3435482.1
OG0004244	PSC73605.1	KAI3433469.1
OG0004245	PSC73551.1	KAI3433451.1
OG0004247	PSC70578.1	KAI3424179.1
OG0004248	PSC73688.1	KAI3433457.1
OG0004249	PSC73638.1	KAI3433458.1
OG0004251	PSC76072.1	KAI3433432.1
OG0004252	PSC73750.1	KAI3433444.1
OG0004253	PSC76188.1	KAI3433397.1
OG0004254	PSC70912.1	KAI3428659.1
OG0004255	PSC70915.1	KAI3428661.1
OG0004256	PSC76836.1	KAI3433400.1
OG0004257	PSC76322.1	KAI3433401.1
OG0004258	PSC76942.1	KAI3433390.1
OG0004259	PSC76674.1	KAI3433389.1
OG0004260	PSC76443.1	KAI3433388.1
OG0004261	PSC76289.1	KAI3433394.1
OG0004262	PSC68241.1	KAI3433554.1
OG0004263	PSC68275.1	KAI3433552.1
OG0004264	PSC68284.1	KAI3433551.1
OG0004265	PSC68827.1	KAI3433698.1
OG0004266	PSC68870.1	KAI3433680.1
OG0004267	PSC68868.1	KAI3433672.1
OG0004268	PSC68822.1	KAI3433671.1
OG0004269	PSC67353.1	KAI3433683.1
OG0004270	PSC68819.1	KAI3433705.1
OG0004271	PSC68910.1	KAI3433704.1
OG0004272	PSC73593.1	KAI3433495.1
OG0004273	PSC73937.1	KAI3433487.1
OG0004274	PSC73570.1	KAI3433513.1
OG0004275	PSC73717.1	KAI3433512.1
OG0004276	PSC73880.1	KAI3433511.1
OG0004277	PSC73787.1	KAI3433506.1
OG0004278	PSC73621.1	KAI3433505.1
OG0004279	PSC73829.1	KAI3433475.1
OG0004280	PSC73842.1	KAI3433486.1
OG0004281	PSC73832.1	KAI3433490.1
OG0004282	PSC73736.1	KAI3433491.1
OG0004283	PSC73755.1	KAI3433493.1
OG0004284	PSC75981.1	KAI3438645.1
OG0004285	PSC75980.1	KAI3423875.1
OG0004286	PSC75906.1	KAI3428672.1
OG0004287	PSC75606.1	KAI3423881.1
OG0004288	PSC75723.1	KAI3423888.1
OG0004289	PSC75244.1	KAI3423896.1
OG0004290	PSC75743.1	KAI3423869.1
OG0004292	PSC68711.1	KAI3423826.1
OG0004293	PSC76790.1	KAI3433406.1
OG0004294	PSC75596.1	KAI3423864.1
OG0004295	PSC75588.1	KAI3423857.1
OG0004296	PSC68703.1	KAI3423837.1
OG0004297	PSC75794.1	KAI3423838.1
OG0004298	PSC68712.1	KAI3423850.1
OG0004299	PSC68735.1	KAI3423841.1
OG0004300	PSC68736.1	KAI3423843.1
OG0004301	PSC76080.1	KAI3423928.1
OG0004302	PSC76680.1	KAI3423927.1
OG0004304	PSC70523.1	KAI3432353.1
OG0004305	PSC76147.1	KAI3423943.1
OG0004306	PSC76062.1	KAI3423942.1
OG0004308	PSC76711.1	KAI3423952.1
OG0004309	PSC76507.1	KAI3423955.1
OG0004310	PSC68681.1	KAI3423798.1
OG0004311	PSC68726.1	KAI3423799.1
OG0004312	PSC68723.1	KAI3423806.1
OG0004313	PSC68679.1	KAI3423805.1
OG0004314	PSC68706.1	KAI3433284.1
OG0004315	PSC76910.1	KAI3433290.1
OG0004316	PSC68672.1	KAI3423794.1
OG0004317	PSC76335.1	KAI3433310.1
OG0004318	PSC76732.1	KAI3433306.1
OG0004319	PSC77011.1	KAI3433299.1
OG0004320	PSC76599.1	KAI3433301.1
OG0004321	PSC76788.1	KAI3433296.1
OG0004322	PSC76496.1	KAI3433294.1
OG0004323	PSC76076.1	KAI3433292.1
OG0004324	PSC73559.1	KAI3433437.1
OG0004325	PSC76928.1	KAI3433424.1
OG0004326	PSC76866.1	KAI3433426.1
OG0004327	PSC76670.1	KAI3433427.1
OG0004328	PSC73566.1	KAI3433434.1
OG0004329	PSC76628.1	KAI3433405.1
OG0004330	PSC76956.1	KAI3423918.1
OG0004331	PSC76967.1	KAI3436176.1
OG0004332	PSC76045.1	KAI3423946.1
OG0004333	PSC68700.1	KAI3423814.1
OG0004334	PSC68693.1	KAI3423813.1
OG0004335	PSC76406.1	KAI3423907.1
OG0004336	PSC74399.1, PSC67500.1	KAI3424467.1
OG0004337	PSC72740.1	KAI3428177.1
OG0004338	PSC76847.1	KAI3433415.1
OG0004339	PSC77004.1	KAI3433422.1
OG0004340	PSC76251.1	KAI3423993.1
OG0004341	PSC76041.1	KAI3423913.1
OG0004342	PSC76454.1	KAI3433403.1
OG0004343	PSC70570.1	KAI3432649.1
OG0004344	PSC76490.1	KAI3423950.1
OG0004345	PSC76212.1	KAI3433404.1
OG0004346	PSC76789.1	KAI3423967.1
OG0004347	PSC76279.1	KAI3423964.1
OG0004348	PSC72995.1	KAI3431761.1, KAI3431763.1
OG0004349	PSC67827.1	KAI3434451.1
OG0004350	PSC71432.1	KAI3435848.1
OG0004351	PSC67820.1	KAI3434452.1
OG0004352	PSC71881.1	KAI3431458.1
OG0004353	PSC68549.1	KAI3429847.1
OG0004354	PSC67501.1	KAI3434462.1
OG0004355	PSC67812.1	KAI3434456.1
OG0004356	PSC74995.1	KAI3434634.1
OG0004357	PSC74542.1	KAI3434553.1
OG0004358	PSC72463.1	KAI3425012.1
OG0004359	PSC70042.1	KAI3425131.1
OG0004360	PSC70013.1	KAI3425132.1
OG0004361	PSC72372.1	KAI3425015.1
OG0004362	PSC73947.1	KAI3425000.1
OG0004363	PSC69396.1	KAI3425118.1
OG0004364	PSC70121.1	KAI3425139.1, KAI3437557.1
OG0004365	PSC73776.1	KAI3425007.1
OG0004366	PSC73878.1	KAI3425008.1
OG0004367	PSC73674.1	KAI3425004.1
OG0004368	PSC73442.1	KAI3432216.1
OG0004369	PSC68946.1	KAI3424977.1
OG0004370	PSC68988.1	KAI3424975.1
OG0004371	PSC68933.1	KAI3424982.1
OG0004372	PSC68947.1	KAI3424983.1
OG0004373	PSC73668.1	KAI3424990.1
OG0004374	PSC73854.1	KAI3424988.1
OG0004375	PSC68916.1	KAI3424985.1
OG0004376	PSC73601.1	KAI3424996.1
OG0004377	PSC68986.1	KAI3424970.1
OG0004378	PSC68977.1	KAI3424969.1
OG0004379	PSC68957.1	KAI3424968.1
OG0004380	PSC68914.1	KAI3424971.1
OG0004381	PSC68929.1	KAI3424972.1
OG0004382	PSC73296.1	KAI3432213.1
OG0004383	PSC73360.1	KAI3432210.1
OG0004384	PSC73271.1	KAI3432275.1
OG0004385	PSC74072.1	KAI3432718.1
OG0004386	PSC74330.1	KAI3432734.1
OG0004387	PSC74355.1	KAI3432717.1
OG0004388	PSC74346.1	KAI3436069.1
OG0004389	PSC74258.1	KAI3432691.1
OG0004390	PSC73375.1	KAI3432293.1
OG0004391	PSC73450.1	KAI3432295.1
OG0004392	PSC70568.1	KAI3429593.1
OG0004393	PSC73291.1, PSC73290.1	KAI3432441.1
OG0004395	PSC73252.1	KAI3432394.1
OG0004396	PSC70574.1	KAI3432319.1
OG0004397	PSC70612.1	KAI3432367.1
OG0004398	PSC70530.1	KAI3432883.1
OG0004399	PSC70569.1	KAI3432366.1
OG0004400	PSC70641.1	KAI3432368.1
OG0004401	PSC70606.1	KAI3432361.1
OG0004403	PSC70595.1	KAI3432350.1
OG0004404	PSC73282.1	KAI3432453.1
OG0004405	PSC73458.1	KAI3426001.1
OG0004406	PSC72589.1	KAI3428083.1
OG0004407	PSC72232.1	KAI3425329.1
OG0004408	PSC68095.1	KAI3428284.1
OG0004409	PSC68098.1	KAI3428283.1
OG0004410	PSC69721.1	KAI3428377.1
OG0004412	PSC72362.1	KAI3428068.1
OG0004413	PSC72592.1	KAI3428067.1
OG0004414	PSC72408.1	KAI3428072.1
OG0004415	PSC72538.1	KAI3428070.1
OG0004416	PSC72544.1	KAI3427929.1
OG0004417	PSC73827.1	KAI3424819.1
OG0004418	PSC72135.1	KAI3438186.1
OG0004419	PSC72415.1	KAI3427921.1
OG0004420	PSC72483.1	KAI3427923.1
OG0004421	PSC72568.1	KAI3427954.1
OG0004422	PSC72419.1	KAI3427963.1
OG0004424	PSC72360.1	KAI3427991.1
OG0004425	PSC72387.1	KAI3428053.1
OG0004426	PSC72412.1	KAI3427964.1
OG0004427	PSC72381.1	KAI3427953.1
OG0004428	PSC72398.1	KAI3428061.1
OG0004429	PSC72478.1	KAI3428064.1
OG0004430	PSC72542.1	KAI3428039.1
OG0004431	PSC72510.1	KAI3428038.1
OG0004433	PSC72411.1	KAI3428001.1
OG0004434	PSC72414.1	KAI3428002.1
OG0004435	PSC72517.1	KAI3427990.1
OG0004436	PSC72353.1	KAI3427965.1
OG0004437	PSC72457.1	KAI3427966.1
OG0004438	PSC72365.1	KAI3428058.1
OG0004439	PSC72378.1	KAI3427920.1
OG0004440	PSC72549.1	KAI3427972.1
OG0004441	PSC72505.1	KAI3427988.1
OG0004442	PSC72464.1	KAI3427977.1
OG0004443	PSC72562.1	KAI3428010.1
OG0004444	PSC71405.1	KAI3435626.1
OG0004445	PSC69678.1	KAI3435635.1
OG0004446	PSC69685.1, PSC69686.1	KAI3435645.1
OG0004447	PSC69695.1	KAI3435647.1
OG0004448	PSC69693.1	KAI3435649.1
OG0004449	PSC69621.1	KAI3435653.1
OG0004450	PSC69589.1	KAI3435650.1
OG0004451	PSC69616.1	KAI3435655.1
OG0004452	PSC72757.1	KAI3435587.1
OG0004453	PSC71248.1	KAI3435589.1
OG0004454	PSC71242.1	KAI3435590.1
OG0004455	PSC71269.1	KAI3435591.1
OG0004456	PSC73460.1	KAI3435621.1
OG0004457	PSC73539.1	KAI3435622.1
OG0004458	PSC71293.1	KAI3429322.1
OG0004459	PSC71316.1	KAI3435597.1
OG0004460	PSC71234.1	KAI3435596.1
OG0004461	PSC67016.1	KAI3435632.1
OG0004462	PSC69654.1	KAI3435681.1
OG0004463	PSC69585.1	KAI3435680.1
OG0004464	PSC69630.1	KAI3435679.1
OG0004465	PSC69625.1	KAI3435691.1
OG0004466	PSC69595.1	KAI3435690.1
OG0004467	PSC69667.1	KAI3435689.1
OG0004468	PSC69707.1	KAI3435684.1
OG0004469	PSC69581.1	KAI3435660.1
OG0004470	PSC69653.1	KAI3435676.1, KAI3435677.1
OG0004471	PSC69674.1	KAI3435675.1
OG0004472	PSC69588.1	KAI3435670.1
OG0004473	PSC69605.1	KAI3435667.1
OG0004474	PSC69663.1	KAI3435666.1
OG0004475	PSC69683.1	KAI3435665.1
OG0004476	PSC69617.1	KAI3435663.1
OG0004477	PSC69640.1	KAI3435662.1
OG0004478	PSC69703.1	KAI3435705.1
OG0004479	PSC69603.1	KAI3435718.1
OG0004480	PSC69671.1	KAI3435717.1
OG0004481	PSC69668.1	KAI3435715.1
OG0004482	PSC70709.1	KAI3437848.1
OG0004483	PSC69604.1	KAI3435721.1
OG0004484	PSC69620.1	KAI3435725.1
OG0004485	PSC69577.1	KAI3435748.1
OG0004486	PSC69598.1	KAI3435729.1
OG0004487	PSC69590.1	KAI3435727.1
OG0004488	PSC68346.1	KAI3435790.1
OG0004489	PSC68371.1	KAI3435779.1
OG0004490	PSC68332.1	KAI3435778.1
OG0004491	PSC69687.1	KAI3435735.1
OG0004492	PSC69607.1	KAI3435734.1
OG0004493	PSC69602.1	KAI3435733.1
OG0004494	PSC68305.1	KAI3435771.1
OG0004495	PSC68375.1	KAI3435773.1
OG0004496	PSC68316.1	KAI3435760.1
OG0004497	PSC68333.1	KAI3435758.1
OG0004498	PSC69596.1	KAI3435751.1
OG0004499	PSC69704.1	KAI3435740.1
OG0004500	PSC69610.1	KAI3435741.1
OG0004501	PSC69701.1	KAI3435745.1
OG0004502	PSC69622.1	KAI3435747.1
OG0004503	PSC69633.1	KAI3435746.1
OG0004504	PSC68330.1	KAI3435784.1
OG0004505	PSC68359.1	KAI3435793.1
OG0004506	PSC68391.1	KAI3435797.1
OG0004507	PSC68351.1	KAI3435801.1
OG0004508	PSC68327.1	KAI3435798.1
OG0004509	PSC68385.1	KAI3435802.1
OG0004510	PSC68325.1	KAI3435803.1
OG0004511	PSC68360.1	KAI3435804.1
OG0004512	PSC68372.1	KAI3435805.1
OG0004513	PSC68369.1	KAI3435838.1
OG0004514	PSC68370.1	KAI3435840.1
OG0004515	PSC71278.1	KAI3435846.1
OG0004516	PSC71312.1	KAI3435844.1
OG0004517	PSC71337.1	KAI3435843.1
OG0004518	PSC71317.1	KAI3435849.1
OG0004519	PSC69064.1	KAI3436402.1
OG0004520	PSC71240.1	KAI3435853.1
OG0004521	PSC71407.1	KAI3435854.1
OG0004522	PSC71428.1	KAI3435855.1
OG0004523	PSC71300.1	KAI3435862.1
OG0004524	PSC71371.1	KAI3435861.1
OG0004525	PSC71218.1	KAI3435865.1
OG0004526	PSC71221.1	KAI3435866.1
OG0004527	PSC71354.1	KAI3435869.1
OG0004528	PSC69395.1	KAI3429590.1
OG0004529	PSC73235.1	KAI3432247.1
OG0004530	PSC71291.1	KAI3435873.1
OG0004531	PSC71387.1	KAI3435872.1
OG0004532	PSC74093.1	KAI3430809.1
OG0004533	PSC71444.1	KAI3435877.1
OG0004534	PSC71292.1	KAI3435878.1
OG0004535	PSC71431.1	KAI3435880.1
OG0004536	PSC71404.1	KAI3435883.1
OG0004537	PSC71264.1	KAI3435875.1
OG0004538	PSC71220.1	KAI3435889.1
OG0004539	PSC71272.1	KAI3435890.1
OG0004540	PSC71395.1	KAI3435896.1
OG0004541	PSC71282.1	KAI3435895.1
OG0004542	PSC71270.1	KAI3435893.1
OG0004543	PSC71362.1	KAI3435894.1
OG0004544	PSC71441.1	KAI3435897.1
OG0004545	PSC71373.1	KAI3435903.1
OG0004546	PSC71260.1	KAI3435911.1
OG0004547	PSC71322.1	KAI3435916.1
OG0004548	PSC71352.1	KAI3435934.1
OG0004549	PSC71246.1	KAI3435932.1
OG0004550	PSC71415.1	KAI3435912.1
OG0004551	PSC71223.1	KAI3435944.1
OG0004552	PSC71439.1	KAI3435939.1
OG0004553	PSC71332.1	KAI3435937.1
OG0004554	PSC71442.1	KAI3435935.1
OG0004555	PSC71427.1	KAI3435917.1
OG0004556	PSC71376.1	KAI3435919.1
OG0004557	PSC71396.1	KAI3435920.1
OG0004558	PSC71331.1	KAI3435923.1
OG0004559	PSC71409.1	KAI3435925.1
OG0004560	PSC71383.1	KAI3435926.1
OG0004561	PSC73568.1	KAI3424768.1
OG0004562	PSC71219.1	KAI3435927.1
OG0004563	PSC71433.1	KAI3435928.1
OG0004564	PSC71258.1	KAI3435930.1
OG0004565	PSC71259.1	KAI3435952.1
OG0004566	PSC68347.1	KAI3435809.1
OG0004567	PSC68383.1	KAI3435810.1
OG0004568	PSC68311.1	KAI3435813.1
OG0004569	PSC68348.1	KAI3435814.1
OG0004570	PSC68401.1	KAI3435815.1
OG0004571	PSC68310.1	KAI3435819.1
OG0004572	PSC68326.1	KAI3435826.1
OG0004573	PSC71389.1	KAI3435943.1
OG0004575	PSC71391.1	KAI3435951.1
OG0004576	PSC68355.1	KAI3435828.1
OG0004577	PSC71364.1	KAI3435967.1
OG0004578	PSC71284.1	KAI3435966.1
OG0004579	PSC71443.1	KAI3435955.1
OG0004580	PSC71420.1	KAI3435956.1
OG0004581	PSC71236.1	KAI3435957.1
OG0004582	PSC71438.1	KAI3435958.1
OG0004583	PSC71417.1	KAI3435959.1
OG0004584	PSC71315.1	KAI3435960.1
OG0004585	PSC71302.1	KAI3435961.1
OG0004586	PSC71238.1	KAI3435962.1
OG0004587	PSC71390.1	KAI3435975.1
OG0004588	PSC71355.1	KAI3435970.1
OG0004589	PSC71079.1	KAI3436026.1
OG0004590	PSC71126.1	KAI3436027.1
OG0004591	PSC71027.1	KAI3436028.1
OG0004592	PSC71204.1	KAI3436025.1
OG0004593	PSC71206.1	KAI3436024.1
OG0004594	PSC71034.1	KAI3436019.1
OG0004595	PSC76985.1	KAI3436139.1
OG0004596	PSC76633.1	KAI3436141.1
OG0004597	PSC76229.1	KAI3436144.1
OG0004598	PSC76638.1	KAI3436146.1
OG0004599	PSC76177.1	KAI3436148.1
OG0004600	PSC76793.1	KAI3436152.1
OG0004601	PSC76623.1	KAI3436153.1
OG0004602	PSC76185.1	KAI3436154.1
OG0004603	PSC76843.1	KAI3436155.1
OG0004604	PSC76948.1	KAI3436156.1
OG0004605	PSC76962.1	KAI3436163.1
OG0004606	PSC71208.1	KAI3436029.1
OG0004607	PSC71212.1	KAI3436031.1
OG0004608	PSC71146.1	KAI3436032.1
OG0004609	PSC71115.1	KAI3436034.1
OG0004610	PSC71075.1	KAI3436035.1
OG0004611	PSC71009.1	KAI3436039.1
OG0004612	PSC71144.1	KAI3436040.1
OG0004613	PSC76284.1	KAI3436110.1
OG0004614	PSC76439.1	KAI3436112.1
OG0004615	PSC76285.1	KAI3436119.1
OG0004616	PSC76412.1	KAI3436121.1
OG0004617	PSC76206.1	KAI3436123.1
OG0004618	PSC76927.1	KAI3436115.1
OG0004619	PSC76590.1	KAI3436127.1
OG0004620	PSC76920.1	KAI3436132.1
OG0004621	PSC71156.1	KAI3436006.1
OG0004622	PSC71110.1	KAI3436005.1
OG0004623	PSC75960.1	KAI3439107.1, KAI3439108.1
OG0004624	PSC71201.1	KAI3436003.1
OG0004625	PSC71102.1	KAI3436061.1
OG0004626	PSC71077.1	KAI3436062.1
OG0004627	PSC71203.1	KAI3436063.1
OG0004628	PSC71207.1	KAI3435999.1
OG0004629	PSC71082.1	KAI3436000.1
OG0004630	PSC71161.1	KAI3436001.1
OG0004631	PSC76231.1	KAI3436094.1
OG0004632	PSC76700.1	KAI3436095.1
OG0004633	PSC76347.1	KAI3429353.1
OG0004634	PSC76562.1	KAI3436098.1
OG0004635	PSC76642.1	KAI3436099.1
OG0004636	PSC76839.1	KAI3436105.1
OG0004637	PSC76107.1	KAI3436106.1
OG0004638	PSC76540.1	KAI3436107.1
OG0004640	PSC76267.1	KAI3436093.1
OG0004641	PSC76831.1	KAI3436091.1
OG0004642	PSC76786.1	KAI3436074.1
OG0004643	PSC76550.1	KAI3436073.1
OG0004644	PSC76230.1	KAI3436072.1
OG0004645	PSC76043.1	KAI3436071.1
OG0004646	PSC76466.1	KAI3436080.1
OG0004647	PSC71019.1	KAI3436058.1
OG0004648	PSC71117.1	KAI3436057.1
OG0004649	PSC71008.1	KAI3436054.1
OG0004650	PSC71015.1	KAI3435985.1
OG0004651	PSC71182.1	KAI3435982.1
OG0004652	PSC71977.1	KAI3431361.1
OG0004653	PSC76921.1	KAI3436134.1
OG0004654	PSC76819.1	KAI3436136.1
OG0004655	PSC71031.1	KAI3436012.1
OG0004656	PSC71143.1	KAI3436020.1
OG0004657	PSC71199.1	KAI3436018.1
OG0004658	PSC71013.1	KAI3436017.1
OG0004659	PSC71211.1	KAI3436015.1
OG0004660	PSC76403.1	KAI3436168.1
OG0004661	PSC77045.1	KAI3436185.1
OG0004662	PSC76132.1	KAI3436174.1
OG0004663	PSC77067.1	KAI3436178.1
OG0004664	PSC68041.1	KAI3436364.1
OG0004665	PSC76648.1	KAI3436194.1
OG0004666	PSC67775.1	KAI3436347.1
OG0004667	PSC67803.1	KAI3436348.1
OG0004668	PSC67760.1	KAI3436349.1
OG0004669	PSC76743.1	KAI3436196.1
OG0004670	PSC76096.1	KAI3436195.1
OG0004672	PSC76739.1	KAI3436191.1
OG0004673	PSC68035.1	KAI3436354.1
OG0004674	PSC75719.1	KAI3428770.1
OG0004675	PSC77032.1	KAI3436207.1
OG0004676	PSC76877.1	KAI3436238.1
OG0004677	PSC76094.1	KAI3436239.1
OG0004678	PSC76668.1	KAI3436240.1
OG0004679	PSC76566.1	KAI3436245.1
OG0004680	PSC76981.1	KAI3436203.1
OG0004681	PSC76462.1	KAI3436249.1
OG0004682	PSC76859.1	KAI3436200.1
OG0004683	PSC76759.1	KAI3436197.1
OG0004684	PSC70258.1	KAI3426018.1
OG0004685	PSC76869.1	KAI3436254.1
OG0004686	PSC76422.1	KAI3436231.1
OG0004687	PSC76580.1	KAI3436232.1
OG0004688	PSC76349.1	KAI3436228.1
OG0004689	PSC76958.1	KAI3436230.1
OG0004690	PSC76492.1	KAI3436229.1
OG0004691	PSC76546.1	KAI3436227.1
OG0004692	PSC76113.1	KAI3436221.1
OG0004693	PSC76647.1	KAI3436215.1
OG0004694	PSC76358.1	KAI3436211.1
OG0004695	PSC76568.1	KAI3436210.1
OG0004696	PSC76319.1	KAI3436209.1
OG0004697	PSC76280.1	KAI3436247.1
OG0004698	PSC73096.1	KAI3436262.1
OG0004699	PSC73054.1	KAI3436266.1
OG0004700	PSC73186.1	KAI3436267.1
OG0004701	PSC74089.1	KAI3432888.1
OG0004702	PSC72170.1	KAI3438231.1
OG0004703	PSC73104.1	KAI3436268.1
OG0004704	PSC73025.1	KAI3436271.1
OG0004705	PSC72977.1	KAI3436272.1
OG0004706	PSC76497.1	KAI3436218.1
OG0004707	PSC73038.1, PSC73111.1	KAI3436275.1
OG0004708	PSC72937.1	KAI3436280.1
OG0004709	PSC73102.1	KAI3436278.1
OG0004710	PSC72991.1	KAI3436305.1
OG0004711	PSC67407.1	KAI3436309.1
OG0004712	PSC73114.1	KAI3436289.1
OG0004713	PSC73069.1	KAI3436307.1
OG0004714	PSC67400.1	KAI3436308.1
OG0004715	PSC73139.1	KAI3436283.1
OG0004717	PSC67404.1	KAI3436315.1
OG0004718	PSC67414.1	KAI3436314.1
OG0004719	PSC70860.1	KAI3436330.1
OG0004720	PSC70862.1	KAI3436340.1
OG0004721	PSC70884.1	KAI3436325.1
OG0004722	PSC70926.1	KAI3436326.1
OG0004723	PSC71005.1	KAI3436328.1
OG0004724	PSC73079.1	KAI3436292.1
OG0004725	PSC73059.1	KAI3436290.1
OG0004726	PSC70875.1	KAI3436319.1
OG0004727	PSC67418.1	KAI3436318.1
OG0004728	PSC67398.1	KAI3436313.1
OG0004729	PSC67396.1	KAI3436312.1
OG0004730	PSC70870.1	KAI3436321.1
OG0004731	PSC68462.1	KAI3436371.1
OG0004732	PSC68405.1	KAI3436374.1
OG0004733	PSC74097.1	KAI3432463.1
OG0004734	PSC70573.1	KAI3432884.1
OG0004735	PSC73333.1	KAI3432455.1
OG0004736	PSC73299.1	KAI3432456.1
OG0004738	PSC70640.1	KAI3432686.1
OG0004739	PSC73280.1	KAI3432277.1
OG0004740	PSC73216.1	KAI3432800.1
OG0004741	PSC73518.1	KAI3432299.1
OG0004742	PSC73451.1	KAI3432355.1
OG0004743	PSC75528.1	KAI3427093.1
OG0004744	PSC74571.1	KAI3432668.1
OG0004745	PSC74761.1	KAI3432667.1
OG0004746	PSC74041.1	KAI3432325.1
OG0004747	PSC73301.1	KAI3432866.1
OG0004748	PSC74145.1	KAI3432659.1
OG0004749	PSC73428.1	KAI3432861.1
OG0004750	PSC73492.1	KAI3432397.1
OG0004751	PSC73379.1	KAI3432860.1
OG0004752	PSC73273.1	KAI3432859.1
OG0004753	PSC73488.1	KAI3432267.1
OG0004754	PSC73404.1	KAI3432263.1
OG0004755	PSC73455.1	KAI3432262.1
OG0004756	PSC73431.1	KAI3432307.1
OG0004757	PSC73307.1	KAI3432306.1
OG0004758	PSC74917.1	KAI3432680.1
OG0004759	PSC75655.1	KAI3428683.1
OG0004760	PSC75516.1	KAI3428693.1
OG0004761	PSC75577.1	KAI3428694.1
OG0004762	PSC73372.1	KAI3432390.1
OG0004763	PSC75535.1	KAI3428690.1
OG0004764	PSC72227.1	KAI3438274.1
OG0004765	PSC75399.1	KAI3428689.1
OG0004766	PSC72289.1	KAI3438282.1
OG0004767	PSC72063.1	KAI3438276.1
OG0004768	PSC73759.1	KAI3424830.1
OG0004769	PSC72140.1	KAI3438187.1
OG0004770	PSC70499.1	KAI3432376.1
OG0004771	PSC70946.1	KAI3428663.1
OG0004772	PSC70590.1	KAI3432377.1
OG0004773	PSC70526.1	KAI3432614.1
OG0004774	PSC75785.1	KAI3428707.1
OG0004775	PSC74455.1	KAI3424261.1
OG0004776	PSC74714.1	KAI3424260.1
OG0004777	PSC71128.1	KAI3437999.1
OG0004778	PSC74647.1	KAI3424264.1
OG0004779	PSC74364.1	KAI3424268.1
OG0004780	PSC74752.1	KAI3424262.1
OG0004781	PSC74772.1	KAI3424269.1
OG0004782	PSC74503.1	KAI3424274.1
OG0004783	PSC74366.1	KAI3424273.1
