Orthogroup	oneline_c_sorokiniana_genome_proteins	oneline_A99_genome_proteins
OG0003041	PRW56519.1	scaffold18.g2024.t1
OG0003042	PRW56556.1	scaffold18.g2025.t1
OG0003043	PRW56676.1	scaffold18.g2026.t1
OG0003044	PRW56515.1	scaffold18.g2027.t1
OG0003045	PRW56786.1	scaffold18.g2029.t1
OG0003046	PRW56652.1	scaffold18.g2031.t1
OG0003047	PRW56889.1	scaffold18.g2033.t1
OG0003048	PRW56790.1	scaffold18.g2034.t1
OG0003049	PRW56396.1	scaffold18.g2035.t1
OG0003050	PRW56588.1	scaffold18.g2036.t1
OG0003051	PRW44465.1	scaffold18.g2042.t1
OG0003052	PRW56726.1	scaffold18.g2043.t1
OG0003053	PRW56504.1	scaffold18.g2053.t1
OG0003054	PRW61261.1	scaffold18.g2054.t1
OG0003055	PRW56414.1	scaffold18.g2056.t1
OG0003056	PRW56661.1	scaffold18.g2057.t1
OG0003057	PRW56494.1	scaffold18.g2060.t1
OG0003058	PRW56874.1	scaffold18.g2062.t1
OG0003059	PRW56830.1	scaffold18.g2063.t1
OG0003060	PRW57305.1	scaffold21.g2070.t1
OG0003061	PRW57415.1	scaffold21.g2071.t1
OG0003062	PRW57253.1	scaffold21.g2072.t1
OG0003063	PRW60557.1	scaffold21.g2073.t1
OG0003064	PRW57289.1	scaffold21.g2074.t1
OG0003065	PRW57265.1	scaffold21.g2075.t1
OG0003066	PRW57521.1	scaffold21.g2077.t1
OG0003067	PRW57278.1	scaffold21.g2078.t1
OG0003068	PRW57156.1	scaffold21.g2080.t1
OG0003069	PRW57117.1	scaffold21.g2081.t1
OG0003070	PRW57059.1	scaffold21.g2082.t1
OG0003071	PRW57199.1	scaffold21.g2089.t1
OG0003072	PRW57537.1	scaffold21.g2092.t1
OG0003073	PRW56899.1	scaffold21.g2093.t1
OG0003074	PRW57023.1	scaffold21.g2094.t1
OG0003075	PRW56987.1	scaffold21.g2098.t1
OG0003076	PRW56901.1	scaffold21.g2099.t1
OG0003077	PRW57123.1	scaffold21.g2100.t1
OG0003078	PRW57365.1	scaffold21.g2101.t1
OG0003079	PRW56967.1	scaffold21.g2102.t1
OG0003080	PRW56962.1	scaffold21.g2103.t1
OG0003081	PRW57443.1	scaffold21.g2104.t1
OG0003082	PRW57076.1	scaffold21.g2106.t1
OG0003083	PRW57259.1	scaffold21.g2107.t1
OG0003084	PRW57261.1	scaffold21.g2110.t1
OG0003085	PRW57420.1	scaffold21.g2111.t1
OG0003086	PRW57366.1	scaffold21.g2112.t1
OG0003087	PRW57475.1	scaffold21.g2113.t1
OG0003088	PRW57042.1	scaffold21.g2114.t1
OG0003089	PRW57233.1	scaffold21.g2116.t1
OG0003090	PRW57149.1	scaffold21.g2117.t1
OG0003091	PRW57290.1	scaffold21.g2120.t1
OG0003092	PRW56943.1	scaffold21.g2124.t1
OG0003093	PRW57351.1	scaffold21.g2125.t1
OG0003094	PRW57040.1	scaffold21.g2126.t1
OG0003095	PRW57502.1	scaffold21.g2127.t1
OG0003096	PRW56903.1	scaffold21.g2129.t1
OG0003097	PRW57493.1	scaffold21.g2130.t1
OG0003098	PRW57497.1	scaffold21.g2131.t1
OG0003099	PRW57178.1	scaffold21.g2132.t1
OG0003100	PRW57409.1	scaffold21.g2133.t1
OG0003101	PRW57352.1	scaffold21.g2134.t1
OG0003102	PRW56996.1	scaffold21.g2136.t1
OG0003103	PRW57229.1	scaffold21.g2137.t1
OG0003104	PRW57369.1	scaffold21.g2138.t1
OG0003105	PRW57168.1	scaffold11.g4073.t1, scaffold21.g2140.t1
OG0003106	PRW57513.1	scaffold21.g2141.t1
OG0003107	PRW57283.1	scaffold21.g2143.t1
OG0003108	PRW57370.1	scaffold21.g2147.t1
OG0003109	PRW32972.1, PRW32971.1	scaffold21.g2148.t1
OG0003110	PRW45575.1	scaffold21.g2149.t1
OG0003112	PRW45653.1	scaffold21.g2152.t1
OG0003113	PRW45409.1	scaffold21.g2153.t1
OG0003114	PRW33311.1	scaffold21.g2154.t1
OG0003115	PRW45570.1	scaffold21.g2156.t1
OG0003116	PRW45521.1	scaffold21.g2157.t1
OG0003117	PRW45560.1	scaffold21.g2162.t1
OG0003118	PRW45412.1	scaffold21.g2163.t1
OG0003119	PRW61436.1	scaffold21.g2173.t1
OG0003120	PRW45588.1	scaffold21.g2179.t1
OG0003121	PRW45419.1	scaffold21.g2181.t1
OG0003122	PRW45428.1	scaffold21.g2182.t1
OG0003123	PRW56896.1	scaffold21.g2184.t1
OG0003124	PRW45717.1	scaffold21.g2185.t1
OG0003125	PRW45733.1	scaffold21.g2187.t1
OG0003126	PRW45544.1	scaffold21.g2188.t1
OG0003127	PRW57202.1	scaffold21.g2191.t1
OG0003128	PRW59063.1	scaffold21.g2193.t1
OG0003129	PRW32478.1, PRW61335.1	scaffold21.g2194.t1
OG0003130	PRW58901.1	scaffold21.g2196.t1
OG0003131	PRW60710.1	scaffold2.g7101.t1, scaffold21.g2201.t1, scaffold21.g2210.t1
OG0003132	PRW45557.1	scaffold21.g2205.t1
OG0003133	PRW45401.1	scaffold21.g2206.t1
OG0003134	PRW45695.1	scaffold21.g2208.t1
OG0003135	PRW45646.1	scaffold21.g2213.t1
OG0003136	PRW60993.1	scaffold21.g2215.t1
OG0003137	PRW45380.1	scaffold21.g2219.t1
OG0003138	PRW57263.1	scaffold21.g2220.t1
OG0003139	PRW32581.1	scaffold21.g2221.t1
OG0003140	PRW45462.1	scaffold21.g2225.t1
OG0003141	PRW45621.1	scaffold21.g2228.t1
OG0003142	PRW05765.1	scaffold10.g2230.t1
OG0003143	PRW05788.1	scaffold10.g2235.t1
OG0003144	PRW05779.1	scaffold10.g2236.t1
OG0003145	PRW05786.1	scaffold10.g2237.t1
OG0003146	PRW05764.1	scaffold10.g2239.t1
OG0003147	PRW05766.1	scaffold10.g2242.t1
OG0003148	PRW39074.1	scaffold10.g2245.t1
OG0003149	PRW39298.1	scaffold10.g2246.t1
OG0003150	PRW39109.1	scaffold10.g2247.t1
OG0003151	PRW39344.1	scaffold10.g2249.t1
OG0003152	PRW39256.1	scaffold10.g2251.t1
OG0003153	PRW39241.1	scaffold10.g2252.t1
OG0003154	PRW39184.1	scaffold10.g2253.t1
OG0003155	PRW39185.1	scaffold10.g2254.t1
OG0003156	PRW39220.1	scaffold10.g2255.t1
OG0003157	PRW39127.1	scaffold10.g2256.t1
OG0003158	PRW39237.1	scaffold10.g2258.t1
OG0003159	PRW05797.1	scaffold10.g2264.t1
OG0003160	PRW05808.1	scaffold10.g2265.t1
OG0003161	PRW44615.1	scaffold10.g2266.t1
OG0003162	PRW57061.1	scaffold10.g2267.t1
OG0003163	PRW05754.1	scaffold10.g2269.t1
OG0003164	PRW05768.1	scaffold10.g2271.t1
OG0003165	PRW39355.1	scaffold10.g2272.t1
OG0003166	PRW05767.1	scaffold10.g2274.t1
OG0003167	PRW45719.1	scaffold10.g2275.t1
OG0003168	PRW05776.1	scaffold10.g2276.t1
OG0003169	PRW56711.1	scaffold10.g2278.t1
OG0003170	PRW45627.1	scaffold10.g2284.t1
OG0003172	PRW05782.1	scaffold10.g2293.t1
OG0003173	PRW05784.1	scaffold10.g2296.t1
OG0003174	PRW56688.1, PRW56802.1, PRW56801.1	scaffold10.g2298.t1
OG0003175	PRW05758.1	scaffold10.g2299.t1
OG0003176	PRW39136.1	scaffold10.g2302.t1
OG0003177	PRW39342.1	scaffold10.g2303.t1
OG0003178	PRW39293.1	scaffold10.g2305.t1
OG0003179	PRW39238.1	scaffold10.g2307.t1
OG0003180	PRW39176.1	scaffold10.g2308.t1
OG0003181	PRW33537.1	scaffold10.g2314.t1, scaffold7.g3449.t1
OG0003182	PRW39235.1	scaffold10.g2315.t1
OG0003183	PRW39323.1	scaffold10.g2322.t1
OG0003184	PRW39212.1	scaffold10.g2324.t1
OG0003185	PRW39153.1	scaffold10.g2325.t1
OG0003186	PRW39373.1	scaffold10.g2326.t1
OG0003187	PRW39218.1	scaffold10.g2327.t1
OG0003188	PRW39325.1	scaffold10.g2329.t1
OG0003189	PRW39239.1	scaffold10.g2332.t1
OG0003190	PRW39174.1	scaffold10.g2333.t1
OG0003191	PRW60909.1	scaffold10.g2337.t1
OG0003192	PRW39372.1	scaffold10.g2341.t1
OG0003193	PRW39058.1	scaffold10.g2342.t1
OG0003194	PRW39156.1	scaffold10.g2352.t1
OG0003195	PRW39273.1	scaffold10.g2355.t1
OG0003196	PRW39320.1	scaffold10.g2358.t1
OG0003197	PRW39175.1	scaffold10.g2359.t1
OG0003198	PRW39102.1	scaffold10.g2364.t1
OG0003199	PRW57272.1	scaffold10.g2369.t1
OG0003200	PRW39233.1	scaffold10.g2370.t1
OG0003202	PRW39159.1	scaffold10.g2372.t1
OG0003203	PRW60773.1	scaffold10.g2373.t1
OG0003204	PRW39096.1	scaffold10.g2381.t1
OG0003205	PRW39080.1	scaffold10.g2384.t1
OG0003206	PRW39244.1	scaffold10.g2385.t1
OG0003207	PRW39116.1	scaffold10.g2386.t1
OG0003208	PRW39253.1	scaffold10.g2387.t1
OG0003209	PRW39140.1, PRW60737.1	scaffold10.g2393.t1
OG0003210	PRW39066.1, PRW39065.1	scaffold10.g2396.t1
OG0003211	PRW20728.1	scaffold10.g2406.t1
OG0003212	PRW39267.1	scaffold10.g2407.t1
OG0003213	PRW39206.1	scaffold10.g2408.t1
OG0003214	PRW39352.1	scaffold10.g2409.t1
OG0003215	PRW39165.1	scaffold10.g2411.t1
OG0003216	PRW39057.1	scaffold10.g2416.t1
OG0003217	PRW39221.1	scaffold10.g2419.t1
OG0003218	PRW39138.1	scaffold10.g2420.t1
OG0003219	PRW39326.1	scaffold10.g2421.t1
OG0003220	PRW39396.1	scaffold10.g2425.t1
OG0003221	PRW39209.1	scaffold9.g3146.t1, scaffold10.g2426.t1
OG0003222	PRW39205.1	scaffold10.g2427.t1
OG0003223	PRW39124.1	scaffold10.g2428.t1
OG0003224	PRW39306.1	scaffold10.g2437.t1
OG0003225	PRW39263.1	scaffold10.g2438.t1
OG0003226	PRW39305.1	scaffold10.g2440.t1
OG0003227	PRW39382.1	scaffold10.g2441.t1
OG0003228	PRW39123.1	scaffold10.g2443.t1
OG0003229	PRW39092.1	scaffold10.g2448.t1
OG0003230	PRW57694.1	scaffold10.g2457.t1
OG0003231	PRW39130.1	scaffold10.g2458.t1
OG0003232	PRW39294.1	scaffold10.g2460.t1
OG0003233	PRW39246.1	scaffold10.g2461.t1
OG0003234	PRW39188.1	scaffold10.g2462.t1
OG0003235	PRW39309.1	scaffold10.g2463.t1
OG0003236	PRW39112.1	scaffold10.g2466.t1
OG0003237	PRW39225.1	scaffold10.g2482.t1
OG0003238	PRW39251.1	scaffold10.g2483.t1
OG0003239	PRW39378.1	scaffold10.g2486.t1
OG0003240	PRW20998.1	scaffold10.g2493.t1
OG0003241	PRW57509.1	scaffold6.g2496.t1
OG0003242	PRW61211.1	scaffold6.g2497.t1
OG0003243	PRW57383.1	scaffold6.g2498.t1
OG0003244	PRW61618.1	scaffold6.g2500.t1
OG0003245	PRW44475.1	scaffold6.g2506.t1
OG0003246	PRW60984.1	scaffold6.g2509.t1
OG0003247	PRW60073.1	scaffold6.g2511.t1
OG0003247	PRW20342.1, PRW20341.1	scaffold1.g5699.t1
OG0003248	PRW60963.1	scaffold6.g2512.t1
OG0003249	PRW58870.1	scaffold6.g2514.t1
OG0003251	PRW61264.1	scaffold6.g2520.t1
OG0003252	PRW61052.1	scaffold6.g2521.t1
OG0003253	PRW61414.1	scaffold6.g2522.t1
OG0003254	PRW60958.1	scaffold6.g2523.t1
OG0003255	PRW61101.1	scaffold6.g2524.t1
OG0003256	PRW61122.1	scaffold6.g2527.t1
OG0003257	PRW56659.1	scaffold6.g2530.t1
OG0003258	PRW57110.1	scaffold6.g2533.t1
OG0003259	PRW61313.1	scaffold6.g2537.t1
OG0003260	PRW61001.1	scaffold6.g2538.t1
OG0003261	PRW61011.1	scaffold6.g2539.t1
OG0003262	PRW44584.1	scaffold6.g2541.t1
OG0003263	PRW61157.1	scaffold6.g2543.t1
OG0003264	PRW61073.1	scaffold6.g2549.t1
OG0003265	PRW44368.1	scaffold6.g2553.t1
OG0003266	PRW44323.1	scaffold6.g2555.t1
OG0003267	PRW44594.1	scaffold6.g2556.t1
OG0003268	PRW44450.1	scaffold6.g2558.t1
OG0003269	PRW44423.1	scaffold6.g2559.t1
OG0003270	PRW44303.1	scaffold6.g2560.t1
OG0003271	PRW44555.1	scaffold6.g2561.t1
OG0003272	PRW44267.1	scaffold6.g2563.t1
OG0003273	PRW44545.1	scaffold6.g2564.t1
OG0003274	PRW44460.1	scaffold6.g2565.t1
OG0003275	PRW44429.1	scaffold6.g2569.t1
OG0003276	PRW05810.1	scaffold6.g2572.t1
OG0003277	PRW05831.1	scaffold6.g2573.t1
OG0003278	PRW56470.1	scaffold6.g2577.t1
OG0003279	PRW56513.1	scaffold6.g2578.t1
OG0003280	PRW56563.1	scaffold6.g2581.t1
OG0003281	PRW56656.1	scaffold6.g2583.t1
OG0003282	PRW56595.1	scaffold6.g2586.t1
OG0003283	PRW56544.1	scaffold6.g2589.t1
OG0003284	PRW56747.1	scaffold6.g2590.t1
OG0003285	PRW56441.1	scaffold6.g2593.t1
OG0003286	PRW56428.1	scaffold6.g2596.t1
OG0003287	PRW56612.1	scaffold6.g2598.t1
OG0003288	PRW56847.1	scaffold6.g2602.t1
OG0003289	PRW56410.1	scaffold6.g2605.t1
OG0003290	PRW56630.1	scaffold6.g2606.t1
OG0003291	PRW56403.1	scaffold6.g2610.t1
OG0003292	PRW56845.1	scaffold6.g2613.t1
OG0003293	PRW56657.1	scaffold6.g2615.t1
OG0003294	PRW56671.1	scaffold6.g2616.t1
OG0003295	PRW56306.1	scaffold6.g2618.t1
OG0003296	PRW56197.1	scaffold6.g2624.t1
OG0003297	PRW33760.1	scaffold6.g2630.t1
OG0003298	PRW56452.1	scaffold6.g2631.t1
OG0003299	PRW61097.1	scaffold6.g2633.t1
OG0003300	PRW56128.1	scaffold6.g2634.t1
OG0003301	PRW56204.1	scaffold6.g2640.t1
OG0003302	PRW56135.1	scaffold6.g2641.t1
OG0003303	PRW56344.1	scaffold6.g2643.t1
OG0003304	PRW55902.1	scaffold6.g2645.t1
OG0003305	PRW56178.1	scaffold6.g2647.t1
OG0003306	PRW55975.1	scaffold6.g2649.t1
OG0003307	PRW56176.1	scaffold6.g2650.t1
OG0003308	PRW56257.1	scaffold6.g2657.t1
OG0003309	PRW33510.1	scaffold6.g2659.t1, scaffold3.g6509.t1
OG0003310	PRW56129.1	scaffold6.g2660.t1
OG0003311	PRW56312.1	scaffold6.g2662.t1
OG0003312	PRW56105.1	scaffold6.g2664.t1
OG0003313	PRW56114.1	scaffold6.g2665.t1
OG0003314	PRW44624.1	scaffold6.g2670.t1
OG0003315	PRW55968.1	scaffold6.g2672.t1
OG0003316	PRW56009.1	scaffold6.g2675.t1
OG0003317	PRW56118.1	scaffold6.g2676.t1
OG0003318	PRW56252.1	scaffold6.g2678.t1
OG0003319	PRW56126.1	scaffold6.g2680.t1
OG0003320	PRW56064.1	scaffold6.g2684.t1
OG0003321	PRW56086.1	scaffold6.g2685.t1
OG0003322	PRW56172.1	scaffold6.g2688.t1
OG0003323	PRW56205.1	scaffold6.g2689.t1
OG0003324	PRW56139.1	scaffold6.g2690.t1
OG0003325	PRW57360.1	scaffold6.g2693.t1
OG0003326	PRW45470.1	scaffold2.g7003.t1, scaffold6.g2694.t1
OG0003327	PRW56016.1	scaffold6.g2695.t1
OG0003328	PRW56327.1	scaffold6.g2696.t1
OG0003329	PRW56031.1	scaffold6.g2697.t1
OG0003330	PRW55953.1	scaffold6.g2704.t1
OG0003331	PRW56297.1	scaffold6.g2707.t1
OG0003332	PRW56097.1	scaffold6.g2709.t1
OG0003333	PRW56157.1	scaffold6.g2710.t1
OG0003334	PRW56115.1	scaffold6.g2712.t1
OG0003335	PRW56100.1	scaffold6.g2715.t1
OG0003336	PRW56113.1	scaffold6.g2722.t1
OG0003337	PRW55987.1	scaffold6.g2723.t1
OG0003338	PRW56309.1	scaffold6.g2724.t1
OG0003340	PRW56030.1	scaffold6.g2729.t1
OG0003341	PRW55928.1	scaffold6.g2730.t1
OG0003342	PRW56015.1	scaffold6.g2732.t1
OG0003343	PRW55925.1	scaffold6.g2733.t1
OG0003345	PRW55949.1	scaffold6.g2739.t1
OG0003346	PRW55895.1	scaffold6.g2744.t1
OG0003347	PRW56304.1	scaffold6.g2745.t1
OG0003348	PRW56036.1	scaffold6.g2747.t1
OG0003349	PRW55958.1	scaffold6.g2748.t1
OG0003350	PRW56061.1	scaffold6.g2751.t1
OG0003351	PRW56060.1	scaffold6.g2757.t1
OG0003352	PRW55930.1	scaffold6.g2759.t1
OG0003353	PRW56059.1	scaffold6.g2760.t1
OG0003354	PRW56354.1, PRW56353.1	scaffold6.g2762.t1
OG0003355	PRW56074.1	scaffold6.g2765.t1
OG0003356	PRW58126.1	scaffold6.g2768.t1
OG0003357	PRW45440.1	scaffold6.g2774.t1
OG0003359	PRW55988.1	scaffold6.g2776.t1
OG0003360	PRW20518.1	scaffold6.g2779.t1
OG0003361	PRW56156.1	scaffold6.g2780.t1
OG0003362	PRW56222.1	scaffold6.g2785.t1
OG0003363	PRW55917.1	scaffold6.g2786.t1
OG0003364	PRW61467.1, PRW61468.1	scaffold6.g2789.t1
OG0003365	PRW56233.1	scaffold6.g2792.t1
OG0003366	PRW60640.1	scaffold6.g2794.t1
OG0003367	PRW56111.1	scaffold6.g2797.t1
OG0003368	PRW55982.1	scaffold6.g2800.t1
OG0003369	PRW56266.1	scaffold6.g2801.t1
OG0003370	PRW56341.1	scaffold6.g2802.t1
OG0003371	PRW56026.1	scaffold6.g2803.t1
OG0003372	PRW56285.1	scaffold6.g2804.t1
OG0003373	PRW56340.1	scaffold6.g2805.t1
OG0003374	PRW55981.1	scaffold6.g2813.t1
OG0003375	PRW55997.1	scaffold6.g2814.t1
OG0003376	PRW58875.1	scaffold6.g2816.t1
OG0003377	PRW56062.1	scaffold6.g2822.t1
OG0003378	PRW55961.1	scaffold6.g2824.t1
OG0003379	PRW05826.1	scaffold6.g2828.t1
OG0003380	PRW56333.1	scaffold6.g2830.t1
OG0003381	PRW56308.1	scaffold6.g2831.t1, scaffold4.g4771.t1
OG0003382	PRW56227.1	scaffold6.g2835.t1
OG0003383	PRW55921.1	scaffold6.g2840.t1
OG0003384	PRW44431.1	scaffold6.g2842.t1
OG0003385	PRW61000.1	scaffold6.g2845.t1
OG0003386	PRW50853.1	scaffold6.g2846.t1
OG0003387	PRW45526.1	scaffold6.g2848.t1
OG0003388	PRW18413.1	scaffold6.g2853.t1
OG0003389	PRW44434.1	scaffold6.g2855.t1
OG0003390	PRW56325.1	scaffold6.g2857.t1
OG0003391	PRW56018.1	scaffold6.g2858.t1
OG0003392	PRW55887.1	scaffold6.g2859.t1
OG0003393	PRW56101.1	scaffold6.g2862.t1
OG0003394	PRW56268.1	scaffold6.g2863.t1
OG0003395	PRW56131.1	scaffold6.g2868.t1
OG0003396	PRW56182.1	scaffold6.g2875.t1
OG0003397	PRW56167.1	scaffold6.g2877.t1
OG0003398	PRW55908.1	scaffold6.g2879.t1
OG0003399	PRW20944.1	scaffold6.g2882.t1
OG0003400	PRW56337.1	scaffold6.g2886.t1
OG0003401	PRW56020.1	scaffold6.g2887.t1
OG0003402	PRW55986.1	scaffold6.g2888.t1
OG0003403	PRW56248.1	scaffold6.g2889.t1
OG0003404	PRW56332.1	scaffold6.g2890.t1
OG0003405	PRW56223.1	scaffold6.g2899.t1
OG0003406	PRW55984.1	scaffold6.g2900.t1
OG0003407	PRW56198.1	scaffold6.g2906.t1
OG0003408	PRW56050.1	scaffold6.g2907.t1
OG0003409	PRW56269.1	scaffold6.g2910.t1
OG0003410	PRW21028.1	scaffold6.g2912.t1
OG0003411	PRW55993.1	scaffold6.g2914.t1
OG0003412	PRW58376.1	scaffold6.g2915.t1
OG0003413	PRW56130.1	scaffold6.g2917.t1
OG0003414	PRW59838.1	scaffold24.g2925.t1
OG0003415	PRW33628.1	scaffold24.g2930.t1
OG0003416	PRW33509.1	scaffold24.g2933.t1
OG0003417	PRW33573.1	scaffold24.g2936.t1
OG0003418	PRW33637.1	scaffold24.g2938.t1
OG0003419	PRW60807.1	scaffold24.g2939.t1
OG0003420	PRW33527.1	scaffold24.g2940.t1
OG0003421	PRW33550.1	scaffold24.g2941.t1
OG0003422	PRW33694.1	scaffold24.g2942.t1
OG0003423	PRW33715.1	scaffold24.g2943.t1
OG0003424	PRW33736.1	scaffold24.g2948.t1
OG0003425	PRW33665.1	scaffold24.g2951.t1
OG0003426	PRW33703.1	scaffold24.g2952.t1
OG0003427	PRW33632.1	scaffold24.g2956.t1
OG0003428	PRW33745.1	scaffold24.g2958.t1
OG0003429	PRW33546.1	scaffold24.g2961.t1
OG0003430	PRW33551.1	scaffold24.g2964.t1
OG0003431	PRW33751.1	scaffold24.g2965.t1
OG0003432	PRW33585.1	scaffold24.g2970.t1
OG0003433	PRW33646.1	scaffold24.g2971.t1
OG0003434	PRW33528.1	scaffold24.g2972.t1
OG0003435	PRW33535.1	scaffold24.g2982.t1
OG0003436	PRW33729.1	scaffold24.g2987.t1
OG0003437	PRW33746.1	scaffold24.g2989.t1
OG0003438	PRW33626.1	scaffold24.g2992.t1
OG0003439	PRW60783.1	scaffold9.g2997.t1
OG0003440	PRW60329.1	scaffold9.g2998.t1
OG0003441	PRW60469.1	scaffold9.g2999.t1
OG0003442	PRW60314.1	scaffold9.g3000.t1
OG0003443	PRW60191.1	scaffold9.g3002.t1
OG0003444	PRW60708.1	scaffold9.g3003.t1
OG0003445	PRW60426.1	scaffold9.g3008.t1
OG0003446	PRW60410.1	scaffold9.g3013.t1
OG0003447	PRW60325.1	scaffold9.g3014.t1
OG0003448	PRW60519.1, PRW60520.1	scaffold9.g3018.t1
OG0003449	PRW60227.1	scaffold9.g3019.t1
OG0003450	PRW59854.1	scaffold9.g3020.t1
OG0003451	PRW57424.1	scaffold9.g3022.t1, scaffold2.g7118.t1
OG0003452	PRW60623.1	scaffold9.g3028.t1
OG0003453	PRW60717.1	scaffold9.g3032.t1
OG0003454	PRW60656.1	scaffold9.g3036.t1
OG0003455	PRW60362.1	scaffold9.g3037.t1
OG0003456	PRW60472.1	scaffold9.g3038.t1
OG0003457	PRW60228.1	scaffold9.g3042.t1
OG0003458	PRW60506.1	scaffold9.g3044.t1
OG0003459	PRW60415.1	scaffold9.g3045.t1
OG0003460	PRW60452.1	scaffold9.g3046.t1
OG0003461	PRW60363.1	scaffold9.g3047.t1
OG0003462	PRW60390.1	scaffold9.g3048.t1
OG0003463	PRW60674.1	scaffold9.g3049.t1
OG0003464	PRW60417.1, PRW60416.1	scaffold9.g3051.t1
OG0003465	PRW05953.1	scaffold9.g3057.t1
OG0003466	PRW60983.1	scaffold9.g3063.t1
OG0003467	PRW60230.1	scaffold9.g3064.t1
OG0003468	PRW60418.1	scaffold9.g3065.t1
OG0003469	PRW60868.1	scaffold9.g3070.t1
OG0003470	PRW60491.1	scaffold9.g3072.t1
OG0003471	PRW60705.1	scaffold9.g3074.t1
OG0003472	PRW60645.1	scaffold9.g3076.t1
OG0003473	PRW60298.1	scaffold9.g3081.t1
OG0003474	PRW32657.1	scaffold9.g3086.t1
OG0003476	PRW60846.1	scaffold9.g3089.t1
OG0003477	PRW60435.1	scaffold9.g3091.t1
OG0003478	PRW60315.1	scaffold9.g3095.t1
OG0003479	PRW60614.1	scaffold9.g3101.t1
OG0003480	PRW60275.1	scaffold9.g3103.t1
OG0003481	PRW60726.1	scaffold9.g3104.t1
OG0003482	PRW60713.1	scaffold9.g3107.t1
OG0003483	PRW60580.1	scaffold9.g3112.t1
OG0003484	PRW60724.1	scaffold9.g3113.t1
OG0003485	PRW60349.1	scaffold9.g3119.t1
OG0003487	PRW60266.1	scaffold9.g3122.t1
OG0003488	PRW56393.1	scaffold9.g3133.t1
OG0003489	PRW57136.1	scaffold9.g3135.t1
OG0003490	PRW60564.1	scaffold9.g3137.t1
OG0003491	PRW60809.1	scaffold9.g3140.t1
OG0003492	PRW60194.1	scaffold9.g3147.t1
OG0003493	PRW60433.1	scaffold9.g3148.t1
OG0003494	PRW60279.1	scaffold9.g3151.t1
OG0003495	PRW60813.1	scaffold9.g3153.t1
OG0003496	PRW60262.1	scaffold9.g3166.t1
OG0003497	PRW60821.1	scaffold9.g3169.t1
OG0003498	PRW05785.1	scaffold9.g3170.t1
OG0003499	PRW57529.1	scaffold9.g3172.t1
OG0003501	PRW44628.1	scaffold9.g3175.t1
OG0003502	PRW60644.1	scaffold9.g3184.t1
OG0003503	PRW60657.1	scaffold9.g3190.t1
OG0003504	PRW60774.1	scaffold9.g3193.t1
OG0003505	PRW60406.1	scaffold9.g3196.t1
OG0003506	PRW60527.1	scaffold9.g3198.t1
OG0003507	PRW60269.1	scaffold9.g3199.t1
OG0003508	PRW56640.1	scaffold9.g3200.t1
OG0003509	PRW44939.1	scaffold9.g3208.t1
OG0003510	PRW60420.1	scaffold9.g3209.t1
OG0003511	PRW60533.1, PRW44625.1	scaffold9.g3216.t1
OG0003512	PRW60208.1	scaffold9.g3217.t1
OG0003513	PRW60264.1	scaffold9.g3218.t1
OG0003514	PRW60294.1	scaffold9.g3219.t1
OG0003515	PRW60369.1	scaffold9.g3221.t1
OG0003516	PRW44430.1	scaffold9.g3225.t1
OG0003518	PRW60675.1	scaffold9.g3238.t1
OG0003519	PRW60488.1	scaffold9.g3239.t1
OG0003520	PRW60318.1	scaffold9.g3240.t1
OG0003521	PRW60493.1	scaffold9.g3245.t1
OG0003522	PRW60512.1	scaffold9.g3246.t1
OG0003523	PRW60276.1	scaffold9.g3248.t1
OG0003524	PRW60676.1	scaffold9.g3250.t1
OG0003525	PRW60825.1	scaffold9.g3251.t1
OG0003526	PRW60543.1	scaffold9.g3252.t1
OG0003527	PRW60837.1	scaffold9.g3254.t1
OG0003528	PRW60636.1	scaffold9.g3255.t1
OG0003530	PRW59453.1	scaffold9.g3262.t1
OG0003531	PRW50802.1, PRW20167.1	scaffold9.g3265.t1
OG0003532	PRW60784.1	scaffold9.g3266.t1
OG0003533	PRW59746.1	scaffold9.g3267.t1
OG0003534	PRW60819.1	scaffold9.g3268.t1
OG0003535	PRW60586.1	scaffold9.g3269.t1
OG0003536	PRW33561.1	scaffold9.g3272.t1
OG0003537	PRW60316.1	scaffold9.g3275.t1
OG0003538	PRW59254.1	scaffold9.g3277.t1
OG0003539	PRW60702.1	scaffold9.g3281.t1
OG0003540	PRW60291.1	scaffold9.g3285.t1
OG0003541	PRW60607.1	scaffold9.g3287.t1
OG0003542	PRW60254.1	scaffold9.g3289.t1
OG0003543	PRW44349.1	scaffold9.g3302.t1
OG0003544	PRW60394.1	scaffold9.g3305.t1
OG0003545	PRW60740.1	scaffold9.g3307.t1
OG0003546	PRW60322.1	scaffold9.g3308.t1
OG0003547	PRW60304.1	scaffold9.g3311.t1
OG0003548	PRW60588.1	scaffold9.g3313.t1
OG0003549	PRW61083.1	scaffold26.g3315.t1
OG0003550	PRW61310.1	scaffold26.g3319.t1
OG0003551	PRW61476.1	scaffold26.g3321.t1
OG0003552	PRW60872.1	scaffold26.g3322.t1
OG0003553	PRW61271.1	scaffold26.g3324.t1
OG0003554	PRW61547.1	scaffold26.g3325.t1
OG0003555	PRW20526.1, PRW20525.1	scaffold26.g3326.t1
OG0003556	PRW61497.1	scaffold26.g3328.t1
OG0003557	PRW45501.1	scaffold26.g3330.t1
OG0003558	PRW61263.1	scaffold26.g3335.t1
OG0003559	PRW61207.1	scaffold26.g3338.t1
