Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0004073	KAI3439086.1	PRW58898.1
OG0004074	KAI3439046.1	PRW58993.1
OG0004075	KAI3436320.1	PRW60054.1
OG0004076	KAI3423891.1	PRW32583.1
OG0004077	KAI3428656.1	PRW44616.1
OG0004079	KAI3428285.1	PRW56703.1
OG0004080	KAI3424722.1	PRW45374.1
OG0004081	KAI3434464.1	PRW20623.1
OG0004082	KAI3434478.1	PRW45009.1
OG0004083	KAI3434463.1	PRW20739.1
OG0004084	KAI3438190.1	PRW57312.1
OG0004085	KAI3426207.1	PRW45222.1
OG0004086	KAI3431517.1	PRW20681.1
OG0004087	KAI3434537.1	PRW20641.1
OG0004089	KAI3436603.1	PRW58375.1
OG0004090	KAI3431625.1	PRW39154.1
OG0004091	KAI3431596.1	PRW39242.1
OG0004092	KAI3431580.1	PRW39229.1
OG0004093	KAI3431620.1	PRW39126.1
OG0004094	KAI3431572.1	PRW39349.1
OG0004095	KAI3431573.1	PRW39230.1
OG0004096	KAI3433940.1	PRW58388.1
OG0004097	KAI3433870.1	PRW33582.1
OG0004098	KAI3433954.1	PRW58213.1
OG0004099	KAI3433938.1	PRW58169.1
OG0004100	KAI3433945.1	PRW58564.1
OG0004101	KAI3433956.1	PRW58598.1
OG0004102	KAI3433949.1	PRW58330.1
OG0004103	KAI3433948.1	PRW58511.1
OG0004104	KAI3438253.1	PRW57181.1
OG0004105	KAI3423709.1	PRW58216.1
OG0004106	KAI3423710.1	PRW58338.1
OG0004108	KAI3433923.1	PRW58428.1
OG0004109	KAI3433962.1	PRW58412.1
OG0004110	KAI3433964.1	PRW58160.1
OG0004111	KAI3433931.1	PRW58710.1
OG0004112	KAI3433828.1	PRW58148.1
OG0004113	KAI3433827.1	PRW58087.1
OG0004114	KAI3433830.1	PRW58650.1
OG0004115	KAI3433836.1	PRW58403.1
OG0004116	KAI3433744.1	PRW58267.1
OG0004117	KAI3433745.1	PRW58527.1
OG0004118	KAI3433772.1	PRW58513.1
OG0004119	KAI3428668.1	PRW44365.1
OG0004120	KAI3433767.1, KAI3433766.1	PRW58421.1
OG0004121	KAI3433765.1, KAI3433771.1	PRW58686.1
OG0004122	KAI3433760.1	PRW58238.1
OG0004123	KAI3433758.1	PRW58535.1
OG0004124	KAI3433898.1	PRW58159.1
OG0004125	KAI3433900.1	PRW58261.1
OG0004126	KAI3433813.1	PRW58651.1
OG0004127	KAI3433814.1	PRW58562.1
OG0004128	KAI3433803.1	PRW58155.1
OG0004129	KAI3433798.1	PRW58635.1
OG0004130	KAI3433795.1	PRW58596.1
OG0004131	KAI3433794.1	PRW58255.1
OG0004132	KAI3433792.1	PRW58678.1
OG0004133	KAI3433748.1	PRW58547.1
OG0004134	KAI3433747.1	PRW58190.1
OG0004135	KAI3433902.1	PRW58642.1
OG0004136	KAI3433904.1	PRW58484.1
OG0004137	KAI3433892.1	PRW58487.1
OG0004138	KAI3433891.1	PRW58714.1
OG0004139	KAI3432858.1	PRW61484.1
OG0004140	KAI3428787.1	PRW05874.1
OG0004141	KAI3429470.1, KAI3429469.1	PRW45107.1
OG0004142	KAI3428194.1	PRW60864.1
OG0004143	KAI3433888.1	PRW58138.1
OG0004144	KAI3433877.1	PRW58607.1
OG0004145	KAI3433878.1	PRW58277.1
OG0004146	KAI3432801.1	PRW61065.1
OG0004147	KAI3433855.1	PRW58208.1
OG0004148	KAI3436712.1	PRW56094.1
OG0004149	KAI3433742.1	PRW58081.1
OG0004150	KAI3433741.1	PRW58632.1
OG0004151	KAI3433740.1	PRW58610.1
OG0004152	KAI3433739.1	PRW58684.1
OG0004153	KAI3432818.1	PRW61033.1
OG0004154	KAI3433736.1	PRW58554.1
OG0004155	KAI3433712.1	PRW58425.1
OG0004156	KAI3433711.1	PRW58709.1
OG0004157	KAI3433726.1	PRW58109.1
OG0004158	KAI3433725.1	PRW58286.1
OG0004159	KAI3433717.1	PRW58550.1
OG0004160	KAI3433723.1	PRW58556.1
OG0004161	KAI3433734.1	PRW58467.1
OG0004162	KAI3433691.1	PRW58608.1
OG0004163	KAI3433690.1	PRW58263.1
OG0004164	KAI3433687.1	PRW58230.1
OG0004165	KAI3433666.1	PRW58133.1
OG0004166	KAI3433665.1	PRW58611.1
OG0004167	KAI3433660.1	PRW58250.1
OG0004168	KAI3433658.1	PRW58346.1
OG0004169	KAI3433654.1	PRW58558.1
OG0004170	KAI3433655.1	PRW58677.1
OG0004171	KAI3433656.1	PRW58362.1
OG0004172	KAI3428263.1	PRW56590.1
OG0004173	KAI3428264.1	PRW56463.1
OG0004174	KAI3433651.1	PRW58575.1
OG0004175	KAI3433652.1	PRW58696.1
OG0004176	KAI3432462.1	PRW61325.1
OG0004178	KAI3433648.1	PRW58634.1
OG0004179	KAI3424793.1	PRW45676.1
OG0004180	KAI3425830.1	PRW57953.1
OG0004181	KAI3433642.1	PRW58481.1
OG0004182	KAI3433641.1	PRW58260.1
OG0004183	KAI3433640.1	PRW58197.1
OG0004184	KAI3433643.1	PRW58284.1
OG0004185	KAI3433606.1	PRW58112.1
OG0004186	KAI3433609.1	PRW58301.1
OG0004187	KAI3433616.1	PRW58639.1
OG0004188	KAI3433619.1	PRW58319.1
OG0004189	KAI3433621.1	PRW58456.1
OG0004190	KAI3433628.1	PRW58486.1
OG0004191	KAI3433633.1	PRW58316.1
OG0004192	KAI3433632.1	PRW58329.1
OG0004193	KAI3433637.1	PRW58335.1
OG0004194	KAI3433599.1	PRW58254.1
OG0004195	KAI3433586.1	PRW58336.1
OG0004197	KAI3433581.1	PRW58494.1
OG0004198	KAI3433583.1	PRW58382.1
OG0004200	KAI3433575.1	PRW58674.1
OG0004201	KAI3433573.1	PRW58574.1
OG0004202	KAI3433572.1	PRW58226.1
OG0004203	KAI3435683.1	PRW33671.1
OG0004204	KAI3424905.1	PRW45594.1
OG0004205	KAI3433560.1	PRW58187.1
OG0004206	KAI3433519.1	PRW58102.1
OG0004207	KAI3433527.1	PRW58717.1
OG0004208	KAI3433528.1	PRW58364.1
OG0004209	KAI3433529.1	PRW58601.1
OG0004210	KAI3424828.1	PRW45664.1
OG0004211	KAI3433530.1	PRW58104.1
OG0004212	KAI3433531.1	PRW58269.1
OG0004213	KAI3433540.1	PRW58088.1
OG0004214	KAI3433539.1	PRW58093.1
OG0004215	KAI3433541.1	PRW58713.1
OG0004216	KAI3433542.1	PRW58657.1
OG0004217	KAI3438514.1	PRW05812.1
OG0004218	KAI3433395.1	PRW58654.1
OG0004219	KAI3433368.1	PRW58299.1
OG0004220	KAI3433384.1	PRW58308.1
OG0004221	KAI3433387.1	PRW58595.1
OG0004222	KAI3433385.1	PRW58361.1
OG0004223	KAI3433361.1, KAI3433360.1	PRW58721.1
OG0004224	KAI3424863.1	PRW45555.1
OG0004225	KAI3433354.1	PRW58368.1
OG0004226	KAI3433339.1	PRW58435.1
OG0004227	KAI3433338.1	PRW58676.1
OG0004228	KAI3433337.1	PRW58328.1
OG0004229	KAI3433321.1	PRW58279.1
OG0004230	KAI3433335.1	PRW58320.1
OG0004231	KAI3429704.1	PRW60297.1
OG0004232	KAI3438322.1	PRW57315.1
OG0004233	KAI3433348.1	PRW58273.1
OG0004234	KAI3433347.1	PRW58413.1
OG0004235	KAI3431756.1	PRW33303.1
OG0004236	KAI3433344.1	PRW58530.1
OG0004237	KAI3433341.1	PRW58323.1
OG0004238	KAI3433351.1	PRW58117.1
OG0004239	KAI3433323.1	PRW58614.1
OG0004240	KAI3423823.1	PRW32495.1
OG0004241	KAI3433327.1	PRW58271.1
OG0004242	KAI3434471.1	PRW20710.1
OG0004243	KAI3435482.1	PRW61024.1
OG0004244	KAI3433469.1	PRW58401.1
OG0004245	KAI3433451.1	PRW58082.1
OG0004247	KAI3424179.1	PRW61180.1
OG0004248	KAI3433457.1	PRW58683.1
OG0004249	KAI3433458.1	PRW58156.1
OG0004251	KAI3433432.1	PRW58417.1
OG0004252	KAI3433444.1	PRW58471.1
OG0004253	KAI3433397.1	PRW58644.1
OG0004254	KAI3428659.1	PRW44407.1
OG0004255	KAI3428661.1	PRW44288.1
OG0004256	KAI3433400.1	PRW58237.1
OG0004257	KAI3433401.1	PRW58455.1
OG0004258	KAI3433390.1	PRW58653.1
OG0004259	KAI3433389.1	PRW58715.1
OG0004260	KAI3433388.1	PRW58113.1
OG0004261	KAI3433394.1	PRW58507.1
OG0004262	KAI3433554.1	PRW58287.1
OG0004263	KAI3433552.1	PRW58478.1
OG0004264	KAI3433551.1	PRW58128.1
OG0004265	KAI3433698.1	PRW58315.1
OG0004266	KAI3433680.1	PRW58327.1
OG0004267	KAI3433672.1	PRW58154.1
OG0004268	KAI3433671.1	PRW58193.1
OG0004269	KAI3433683.1	PRW58452.1
OG0004270	KAI3433705.1	PRW58628.1
OG0004271	KAI3433704.1	PRW58281.1
OG0004272	KAI3433495.1	PRW58195.1
OG0004273	KAI3433487.1	PRW58573.1
OG0004274	KAI3433513.1	PRW58343.1
OG0004275	KAI3433512.1	PRW58460.1
OG0004276	KAI3433511.1	PRW58080.1
OG0004277	KAI3433506.1	PRW58170.1
OG0004278	KAI3433505.1	PRW58233.1
OG0004279	KAI3433475.1	PRW58324.1
OG0004280	KAI3433486.1	PRW58621.1
OG0004281	KAI3433490.1	PRW58501.1
OG0004282	KAI3433491.1	PRW58367.1
OG0004283	KAI3433493.1	PRW58241.1
OG0004284	KAI3438645.1	PRW58852.1
OG0004285	KAI3423875.1	PRW32627.1
OG0004286	KAI3428672.1	PRW44610.1
OG0004287	KAI3423881.1	PRW32563.1
OG0004288	KAI3423888.1	PRW32585.1
OG0004289	KAI3423896.1	PRW32534.1
OG0004290	KAI3423869.1	PRW32556.1
OG0004292	KAI3423826.1	PRW32515.1
OG0004293	KAI3433406.1	PRW58691.1
OG0004294	KAI3423864.1	PRW32550.1, PRW32551.1
OG0004295	KAI3423857.1	PRW32518.1
OG0004296	KAI3423837.1	PRW32605.1
OG0004297	KAI3423838.1	PRW32578.1
OG0004298	KAI3423850.1	PRW32480.1
OG0004299	KAI3423841.1	PRW32632.1
OG0004300	KAI3423843.1	PRW32644.1
OG0004301	KAI3423928.1	PRW32542.1
OG0004302	KAI3423927.1	PRW32557.1
OG0004303	KAI3423920.1	PRW32688.1, PRW57719.1
OG0004304	KAI3432353.1	PRW61037.1
OG0004305	KAI3423943.1	PRW32540.1
OG0004306	KAI3423942.1	PRW32661.1
OG0004308	KAI3423952.1	PRW32622.1
OG0004309	KAI3423955.1	PRW32486.1
OG0004310	KAI3423798.1	PRW58078.1
OG0004311	KAI3423799.1	PRW58675.1
OG0004312	KAI3423806.1	PRW58349.1
OG0004313	KAI3423805.1	PRW58694.1
OG0004314	KAI3433284.1	PRW58303.1
OG0004315	KAI3433290.1	PRW58436.1
OG0004316	KAI3423794.1	PRW32533.1
OG0004317	KAI3433310.1	PRW58110.1
OG0004318	KAI3433306.1	PRW58480.1
OG0004319	KAI3433299.1	PRW58351.1
OG0004320	KAI3433301.1	PRW58685.1
OG0004321	KAI3433296.1	PRW58313.1
OG0004322	KAI3433294.1	PRW58576.1
OG0004323	KAI3433292.1	PRW58519.1
OG0004324	KAI3433437.1	PRW58337.1
OG0004325	KAI3433424.1	PRW58166.1
OG0004326	KAI3433426.1	PRW58618.1
OG0004327	KAI3433427.1	PRW58515.1
OG0004328	KAI3433434.1	PRW58390.1
OG0004329	KAI3433405.1	PRW58700.1
OG0004330	KAI3423918.1	PRW32630.1
OG0004331	KAI3436176.1	PRW59737.1
OG0004332	KAI3423946.1	PRW32658.1
OG0004333	KAI3423814.1	PRW32652.1
OG0004334	KAI3423813.1	PRW32587.1
OG0004335	KAI3423907.1	PRW32638.1
OG0004337	KAI3428177.1	PRW56809.1
OG0004338	KAI3433415.1	PRW58668.1
OG0004339	KAI3433422.1	PRW58227.1
OG0004340	KAI3423993.1	PRW32553.1
OG0004341	KAI3423913.1	PRW32554.1
OG0004342	KAI3433403.1	PRW58502.1
OG0004343	KAI3432649.1	PRW60999.1
OG0004344	KAI3423950.1	PRW32682.1
OG0004345	KAI3433404.1	PRW58563.1
OG0004346	KAI3423967.1	PRW32690.1
OG0004347	KAI3423964.1	PRW32662.1
OG0004349	KAI3434451.1	PRW20614.1
OG0004350	KAI3435848.1	PRW59806.1
OG0004351	KAI3434452.1	PRW20750.1
OG0004352	KAI3431458.1	PRW39061.1
OG0004353	KAI3429847.1	PRW60536.1
OG0004354	KAI3434462.1	PRW20664.1
OG0004355	KAI3434456.1	PRW20720.1
OG0004356	KAI3434634.1	PRW57911.1
OG0004357	KAI3434553.1	PRW20704.1
OG0004358	KAI3425012.1	PRW45643.1
OG0004359	KAI3425131.1	PRW33554.1
OG0004360	KAI3425132.1	PRW33617.1
OG0004361	KAI3425015.1	PRW45668.1
OG0004362	KAI3425000.1	PRW45524.1
OG0004363	KAI3425118.1	PRW33737.1
OG0004365	KAI3425007.1	PRW45434.1
OG0004366	KAI3425008.1	PRW45739.1
OG0004367	KAI3425004.1	PRW45359.1
OG0004368	KAI3432216.1	PRW61419.1
OG0004369	KAI3424977.1	PRW45495.1
OG0004370	KAI3424975.1	PRW45458.1
OG0004371	KAI3424982.1	PRW59045.1
OG0004372	KAI3424983.1	PRW45578.1
OG0004373	KAI3424990.1	PRW45413.1
OG0004374	KAI3424988.1	PRW45535.1
OG0004375	KAI3424985.1	PRW45488.1
OG0004376	KAI3424996.1	PRW45698.1
OG0004377	KAI3424970.1	PRW45484.1
OG0004378	KAI3424969.1	PRW45615.1
OG0004379	KAI3424968.1	PRW45323.1
OG0004380	KAI3424971.1	PRW45507.1
OG0004381	KAI3424972.1	PRW45724.1
OG0004382	KAI3432213.1	PRW61595.1
OG0004383	KAI3432210.1	PRW61490.1
OG0004384	KAI3432275.1	PRW61048.1
OG0004385	KAI3432718.1	PRW61539.1
OG0004386	KAI3432734.1	PRW61379.1
OG0004387	KAI3432717.1	PRW60874.1
OG0004388	KAI3436069.1	PRW60988.1
OG0004389	KAI3432691.1	PRW61609.1
OG0004390	KAI3432293.1	PRW60941.1
OG0004391	KAI3432295.1	PRW61589.1
OG0004392	KAI3429593.1	PRW61534.1
OG0004393	KAI3432441.1	PRW61074.1
OG0004395	KAI3432394.1	PRW61295.1
OG0004396	KAI3432319.1	PRW61150.1
OG0004397	KAI3432367.1	PRW61286.1
OG0004398	KAI3432883.1	PRW61389.1
OG0004399	KAI3432366.1	PRW61020.1
OG0004400	KAI3432368.1	PRW61228.1
OG0004401	KAI3432361.1	PRW61225.1
OG0004403	KAI3432350.1	PRW61458.1
OG0004404	KAI3432453.1	PRW61305.1
OG0004405	KAI3426001.1	PRW61511.1
OG0004406	KAI3428083.1	PRW56861.1
OG0004408	KAI3428284.1	PRW56469.1
OG0004409	KAI3428283.1	PRW56655.1
OG0004410	KAI3428377.1	PRW56458.1
OG0004411	KAI3428073.1	PRW56789.1, PRW56788.1
OG0004412	KAI3428068.1	PRW56709.1
OG0004413	KAI3428067.1	PRW56811.1
OG0004414	KAI3428072.1	PRW56877.1
OG0004415	KAI3428070.1	PRW56466.1
OG0004416	KAI3427929.1	PRW56819.1
OG0004417	KAI3424819.1	PRW45677.1
OG0004418	KAI3438186.1	PRW57220.1
OG0004419	KAI3427921.1	PRW56524.1
OG0004420	KAI3427923.1	PRW56549.1
OG0004421	KAI3427954.1	PRW56710.1
OG0004422	KAI3427963.1	PRW56415.1
OG0004423	KAI3427958.1	PRW56614.1, PRW56704.1
OG0004424	KAI3427991.1	PRW56758.1
OG0004425	KAI3428053.1	PRW56593.1
OG0004426	KAI3427964.1	PRW56799.1
OG0004427	KAI3427953.1	PRW56476.1
OG0004428	KAI3428061.1	PRW56813.1
OG0004429	KAI3428064.1	PRW56425.1
OG0004430	KAI3428039.1	PRW56399.1
OG0004431	KAI3428038.1	PRW56579.1
OG0004432	KAI3428148.1	PRW56464.1, PRW33007.1, PRW33006.1
OG0004433	KAI3428001.1	PRW56706.1
OG0004434	KAI3428002.1	PRW56816.1
OG0004435	KAI3427990.1	PRW56623.1
OG0004436	KAI3427965.1	PRW56777.1
OG0004437	KAI3427966.1	PRW56851.1
OG0004438	KAI3428058.1	PRW56427.1
OG0004439	KAI3427920.1	PRW56678.1
OG0004440	KAI3427972.1	PRW56643.1
OG0004441	KAI3427988.1	PRW56754.1
OG0004442	KAI3427977.1	PRW56591.1
OG0004443	KAI3428010.1	PRW56402.1
OG0004444	KAI3435626.1	PRW18410.1
OG0004445	KAI3435635.1	PRW60020.1
OG0004446	KAI3435645.1	PRW59507.1
OG0004447	KAI3435647.1	PRW60108.1
OG0004448	KAI3435649.1	PRW59758.1
OG0004449	KAI3435653.1	PRW59525.1
OG0004450	KAI3435650.1	PRW59667.1
OG0004451	KAI3435655.1	PRW60072.1
OG0004452	KAI3435587.1	PRW18308.1
OG0004453	KAI3435589.1	PRW18375.1
OG0004454	KAI3435590.1	PRW18337.1
OG0004455	KAI3435591.1	PRW18370.1
OG0004456	KAI3435621.1	PRW18297.1
OG0004457	KAI3435622.1	PRW18400.1
OG0004458	KAI3429322.1	PRW18307.1
OG0004459	KAI3435597.1	PRW18348.1
OG0004460	KAI3435596.1	PRW18379.1
OG0004461	KAI3435632.1	PRW59798.1
OG0004462	KAI3435681.1	PRW60087.1
OG0004463	KAI3435680.1	PRW59931.1
OG0004464	KAI3435679.1	PRW59895.1
OG0004465	KAI3435691.1	PRW59539.1
OG0004466	KAI3435690.1	PRW59864.1
OG0004467	KAI3435689.1	PRW59628.1
OG0004468	KAI3435684.1	PRW59980.1
OG0004469	KAI3435660.1	PRW60059.1
OG0004471	KAI3435675.1	PRW59452.1
OG0004472	KAI3435670.1	PRW59985.1
OG0004473	KAI3435667.1	PRW59653.1
OG0004474	KAI3435666.1	PRW60005.1
OG0004475	KAI3435665.1	PRW59486.1
OG0004476	KAI3435663.1	PRW59470.1
OG0004477	KAI3435662.1	PRW59888.1
OG0004478	KAI3435705.1	PRW60146.1
OG0004479	KAI3435718.1	PRW59898.1
OG0004480	KAI3435717.1	PRW59937.1
OG0004481	KAI3435715.1	PRW59511.1
OG0004482	KAI3437848.1	PRW57036.1
OG0004483	KAI3435721.1	PRW59962.1
OG0004484	KAI3435725.1	PRW59896.1
OG0004485	KAI3435748.1	PRW59943.1
OG0004486	KAI3435729.1	PRW59797.1
OG0004488	KAI3435790.1	PRW59492.1
OG0004489	KAI3435779.1	PRW59471.1
OG0004490	KAI3435778.1	PRW59585.1
OG0004491	KAI3435735.1	PRW59949.1
OG0004492	KAI3435734.1	PRW59736.1
OG0004493	KAI3435733.1	PRW59823.1
OG0004494	KAI3435771.1	PRW59524.1
OG0004495	KAI3435773.1	PRW59543.1
OG0004496	KAI3435760.1	PRW60061.1
OG0004497	KAI3435758.1	PRW59794.1
OG0004498	KAI3435751.1	PRW59857.1
OG0004499	KAI3435740.1	PRW59685.1
OG0004500	KAI3435741.1	PRW60115.1
OG0004501	KAI3435745.1	PRW60170.1
OG0004502	KAI3435747.1	PRW59871.1
OG0004503	KAI3435746.1	PRW60158.1
OG0004504	KAI3435784.1	PRW59567.1
OG0004505	KAI3435793.1	PRW59595.1
OG0004506	KAI3435797.1	PRW60036.1
OG0004507	KAI3435801.1	PRW59933.1
OG0004508	KAI3435798.1	PRW59550.1
OG0004509	KAI3435802.1	PRW59710.1
OG0004510	KAI3435803.1	PRW59568.1
OG0004511	KAI3435804.1	PRW59598.1
OG0004512	KAI3435805.1	PRW59803.1
OG0004513	KAI3435838.1	PRW59562.1
OG0004514	KAI3435840.1	PRW59804.1
OG0004515	KAI3435846.1	PRW59834.1
OG0004516	KAI3435844.1	PRW59744.1
OG0004517	KAI3435843.1	PRW59788.1
OG0004518	KAI3435849.1	PRW60137.1
OG0004519	KAI3436402.1	PRW18327.1
OG0004520	KAI3435853.1	PRW59780.1
OG0004521	KAI3435854.1	PRW59462.1
OG0004522	KAI3435855.1	PRW59913.1
OG0004523	KAI3435862.1	PRW59930.1
OG0004524	KAI3435861.1	PRW59813.1
OG0004525	KAI3435865.1	PRW60047.1
OG0004526	KAI3435866.1	PRW59481.1
OG0004527	KAI3435869.1	PRW59738.1
OG0004528	KAI3429590.1	PRW60570.1
OG0004529	KAI3432247.1	PRW61373.1
OG0004530	KAI3435873.1	PRW59778.1
OG0004531	KAI3435872.1	PRW60174.1
OG0004532	KAI3430809.1	PRW61224.1
OG0004533	KAI3435877.1	PRW59870.1
OG0004534	KAI3435878.1	PRW60050.1
OG0004535	KAI3435880.1	PRW59671.1
OG0004536	KAI3435883.1	PRW59755.1
OG0004537	KAI3435875.1	PRW59786.1
OG0004538	KAI3435889.1	PRW60027.1
OG0004539	KAI3435890.1	PRW60082.1
OG0004540	KAI3435896.1	PRW59807.1
OG0004541	KAI3435895.1	PRW60181.1
OG0004542	KAI3435893.1	PRW59827.1
OG0004543	KAI3435894.1	PRW59816.1
OG0004544	KAI3435897.1	PRW59963.1
OG0004545	KAI3435903.1	PRW59998.1
OG0004546	KAI3435911.1	PRW59588.1
OG0004547	KAI3435916.1	PRW59979.1
OG0004548	KAI3435934.1	PRW60182.1
OG0004549	KAI3435932.1	PRW59665.1
OG0004550	KAI3435912.1	PRW59478.1
OG0004551	KAI3435944.1	PRW60177.1
OG0004552	KAI3435939.1	PRW59996.1
OG0004553	KAI3435937.1	PRW59942.1
OG0004554	KAI3435935.1	PRW60095.1
OG0004555	KAI3435917.1	PRW59691.1
OG0004556	KAI3435919.1	PRW59995.1
OG0004557	KAI3435920.1	PRW59656.1
OG0004558	KAI3435923.1	PRW59730.1
OG0004559	KAI3435925.1	PRW59596.1
OG0004560	KAI3435926.1	PRW60153.1
OG0004561	KAI3424768.1	PRW45514.1
OG0004562	KAI3435927.1	PRW59487.1
OG0004563	KAI3435928.1	PRW60168.1
OG0004564	KAI3435930.1	PRW59734.1
OG0004565	KAI3435952.1	PRW59573.1
OG0004566	KAI3435809.1	PRW59800.1
OG0004567	KAI3435810.1	PRW60039.1
OG0004568	KAI3435813.1	PRW60155.1
OG0004569	KAI3435814.1	PRW59516.1
OG0004570	KAI3435815.1	PRW59449.1
OG0004571	KAI3435819.1	PRW59496.1
OG0004572	KAI3435826.1	PRW59991.1
OG0004573	KAI3435943.1	PRW59558.1
OG0004574	KAI3435950.1	PRW59494.1, PRW59493.1
OG0004575	KAI3435951.1	PRW60163.1
OG0004576	KAI3435828.1	PRW59570.1
OG0004577	KAI3435967.1	PRW60006.1
OG0004578	KAI3435966.1	PRW59735.1
OG0004579	KAI3435955.1	PRW59518.1
OG0004580	KAI3435956.1	PRW60037.1
OG0004581	KAI3435957.1	PRW60021.1
OG0004582	KAI3435958.1	PRW59591.1
OG0004583	KAI3435959.1	PRW60043.1
OG0004584	KAI3435960.1	PRW60166.1
OG0004585	KAI3435961.1	PRW59704.1
OG0004586	KAI3435962.1	PRW59966.1
OG0004587	KAI3435975.1	PRW59855.1
OG0004588	KAI3435970.1	PRW60074.1
OG0004589	KAI3436026.1	PRW59771.1
OG0004590	KAI3436027.1	PRW60056.1
OG0004591	KAI3436028.1	PRW59912.1
OG0004592	KAI3436025.1	PRW59465.1
OG0004593	KAI3436024.1	PRW59904.1
OG0004594	KAI3436019.1	PRW59971.1
OG0004595	KAI3436139.1	PRW60175.1
OG0004596	KAI3436141.1	PRW59748.1
OG0004597	KAI3436144.1	PRW60051.1
OG0004598	KAI3436146.1	PRW59885.1
OG0004599	KAI3436148.1	PRW59768.1
OG0004600	KAI3436152.1	PRW60024.1
OG0004601	KAI3436153.1	PRW59853.1
OG0004602	KAI3436154.1	PRW59785.1
OG0004603	KAI3436155.1	PRW59629.1
OG0004604	KAI3436156.1	PRW59565.1
OG0004605	KAI3436163.1	PRW60167.1
OG0004606	KAI3436029.1	PRW59688.1
OG0004607	KAI3436031.1	PRW60127.1
OG0004608	KAI3436032.1	PRW59984.1
OG0004609	KAI3436034.1	PRW60144.1
OG0004610	KAI3436035.1	PRW59905.1
OG0004611	KAI3436039.1	PRW59825.1
OG0004612	KAI3436040.1	PRW59584.1
OG0004613	KAI3436110.1	PRW60116.1
OG0004614	KAI3436112.1	PRW59579.1
OG0004615	KAI3436119.1	PRW59856.1
OG0004616	KAI3436121.1	PRW59833.1
OG0004617	KAI3436123.1	PRW59983.1
OG0004618	KAI3436115.1	PRW59851.1
OG0004619	KAI3436127.1	PRW60184.1
OG0004620	KAI3436132.1	PRW59948.1
OG0004621	KAI3436006.1	PRW60008.1
OG0004622	KAI3436005.1	PRW59865.1
OG0004623	KAI3439107.1, KAI3439108.1	PRW45366.1
OG0004624	KAI3436003.1	PRW59869.1
OG0004625	KAI3436061.1	PRW60114.1
OG0004626	KAI3436062.1	PRW59950.1
OG0004627	KAI3436063.1	PRW59546.1
OG0004628	KAI3435999.1	PRW59503.1
OG0004629	KAI3436000.1	PRW59941.1
OG0004630	KAI3436001.1	PRW60133.1
OG0004631	KAI3436094.1	PRW60083.1
OG0004632	KAI3436095.1	PRW60065.1
OG0004633	KAI3429353.1	PRW34020.1
OG0004634	KAI3436098.1	PRW60178.1
OG0004635	KAI3436099.1	PRW60080.1
OG0004636	KAI3436105.1	PRW59515.1
OG0004637	KAI3436106.1	PRW59559.1
OG0004638	KAI3436107.1	PRW59680.1
OG0004639	KAI3433703.1	PRW57097.1
OG0004640	KAI3436093.1	PRW60112.1
OG0004641	KAI3436091.1	PRW59540.1
OG0004642	KAI3436074.1	PRW59934.1
OG0004643	KAI3436073.1	PRW59887.1
OG0004644	KAI3436072.1	PRW60165.1
OG0004645	KAI3436071.1	PRW59658.1
OG0004646	KAI3436080.1	PRW59582.1
OG0004647	KAI3436058.1	PRW60119.1
OG0004648	KAI3436057.1	PRW60011.1
OG0004649	KAI3436054.1	PRW59981.1
OG0004650	KAI3435985.1	PRW60029.1
OG0004651	KAI3435982.1	PRW59822.1
OG0004652	KAI3431361.1	PRW39383.1
OG0004653	KAI3436134.1	PRW59512.1
OG0004654	KAI3436136.1	PRW59517.1
OG0004655	KAI3436012.1	PRW60105.1
OG0004656	KAI3436020.1	PRW60121.1
OG0004657	KAI3436018.1	PRW60085.1
OG0004658	KAI3436017.1	PRW59637.1
OG0004659	KAI3436015.1	PRW59814.1
OG0004660	KAI3436168.1	PRW59972.1
OG0004661	KAI3436185.1	PRW59793.1
OG0004662	KAI3436174.1	PRW60078.1
OG0004663	KAI3436178.1	PRW59488.1
OG0004664	KAI3436364.1	PRW59549.1
OG0004665	KAI3436194.1	PRW59463.1
OG0004666	KAI3436347.1	PRW59743.1
OG0004667	KAI3436348.1	PRW59450.1
OG0004668	KAI3436349.1	PRW60107.1
OG0004669	KAI3436196.1	PRW59482.1
OG0004670	KAI3436195.1	PRW59911.1
OG0004672	KAI3436191.1	PRW59783.1
OG0004673	KAI3436354.1	PRW59514.1
OG0004674	KAI3428770.1	PRW05820.1
OG0004675	KAI3436207.1	PRW59967.1
OG0004676	KAI3436238.1	PRW59774.1
OG0004677	KAI3436239.1	PRW59808.1
OG0004678	KAI3436240.1	PRW60053.1
OG0004679	KAI3436245.1	PRW59541.1
OG0004680	KAI3436203.1	PRW59650.1
OG0004681	KAI3436249.1	PRW59993.1
OG0004682	KAI3436200.1	PRW59721.1
OG0004683	KAI3436197.1	PRW59623.1
OG0004684	KAI3426018.1	PRW34053.1
OG0004685	KAI3436254.1	PRW60012.1
OG0004686	KAI3436231.1	PRW59601.1
OG0004687	KAI3436232.1	PRW59479.1
OG0004688	KAI3436228.1	PRW59720.1
OG0004689	KAI3436230.1	PRW60075.1
OG0004690	KAI3436229.1	PRW59959.1
OG0004691	KAI3436227.1	PRW59824.1
OG0004692	KAI3436221.1	PRW60172.1
OG0004693	KAI3436215.1	PRW60126.1
