Orthogroup	oneline_A99_genome_proteins	oneline_c_vulgaris_genome_proteins
OG0003804	scaffold23.g4161.t1	KAI3430463.1
OG0003805	scaffold23.g4162.t1	KAI3428680.1
OG0003806	scaffold23.g4166.t1	KAI3426133.1
OG0003807	scaffold23.g4167.t1	KAI3436202.1
OG0003808	scaffold23.g4168.t1	KAI3426111.1
OG0003809	scaffold23.g4171.t1	KAI3426398.1
OG0003810	scaffold23.g4182.t1	KAI3426123.1
OG0003811	scaffold23.g4192.t1	KAI3438174.1
OG0003813	scaffold15.g4201.t1	KAI3426108.1
OG0003814	scaffold15.g4204.t1	KAI3426138.1
OG0003815	scaffold15.g4205.t1	KAI3437757.1
OG0003816	scaffold15.g4206.t1	KAI3428648.1
OG0003817	scaffold15.g4207.t1	KAI3426155.1
OG0003818	scaffold15.g4208.t1	KAI3426154.1
OG0003819	scaffold15.g4212.t1	KAI3426212.1
OG0003820	scaffold15.g4215.t1	KAI3426205.1
OG0003821	scaffold15.g4218.t1	KAI3426202.1
OG0003822	scaffold15.g4219.t1	KAI3438076.1
OG0003823	scaffold15.g4220.t1	KAI3426196.1
OG0003824	scaffold15.g4221.t1	KAI3426198.1
OG0003825	scaffold15.g4222.t1	KAI3426189.1
OG0003826	scaffold15.g4223.t1	KAI3426461.1
OG0003827	scaffold15.g4226.t1	KAI3432588.1
OG0003828	scaffold15.g4229.t1	KAI3426341.1
OG0003829	scaffold15.g4232.t1	KAI3426339.1
OG0003830	scaffold15.g4235.t1	KAI3426360.1
OG0003831	scaffold15.g4237.t1	KAI3426337.1
OG0003832	scaffold15.g4238.t1	KAI3428842.1
OG0003833	scaffold15.g4241.t1	KAI3426354.1
OG0003834	scaffold15.g4242.t1	KAI3426357.1
OG0003835	scaffold15.g4243.t1	KAI3426356.1
OG0003836	scaffold15.g4247.t1	KAI3426351.1, KAI3426352.1
OG0003837	scaffold15.g4251.t1	KAI3426363.1
OG0003838	scaffold15.g4252.t1	KAI3426364.1
OG0003839	scaffold15.g4253.t1	KAI3426343.1
OG0003840	scaffold15.g4255.t1	KAI3426346.1
OG0003841	scaffold15.g4257.t1	KAI3426347.1
OG0003842	scaffold15.g4260.t1	KAI3426366.1
OG0003843	scaffold15.g4261.t1	KAI3426365.1
OG0003844	scaffold15.g4262.t1	KAI3426000.1
OG0003845	scaffold15.g4269.t1	KAI3428099.1
OG0003846	scaffold15.g4270.t1	KAI3426382.1
OG0003847	scaffold15.g4271.t1	KAI3426397.1
OG0003848	scaffold15.g4272.t1	KAI3426385.1
OG0003849	scaffold15.g4273.t1	KAI3426413.1
OG0003850	scaffold15.g4275.t1	KAI3426387.1
OG0003851	scaffold15.g4276.t1	KAI3426996.1
OG0003852	scaffold15.g4284.t1	KAI3426392.1
OG0003853	scaffold15.g4285.t1	KAI3426393.1
OG0003854	scaffold15.g4286.t1	KAI3426394.1
OG0003855	scaffold15.g4290.t1	KAI3426379.1
OG0003856	scaffold15.g4295.t1	KAI3426407.1
OG0003858	scaffold15.g4298.t1	KAI3426451.1
OG0003859	scaffold15.g4299.t1	KAI3426178.1
OG0003860	scaffold15.g4301.t1	KAI3426179.1
OG0003861	scaffold15.g4303.t1	KAI3426446.1
OG0003862	scaffold15.g4307.t1	KAI3426174.1
OG0003863	scaffold15.g4309.t1	KAI3426177.1
OG0003864	scaffold15.g4310.t1	KAI3426176.1
OG0003865	scaffold15.g4315.t1	KAI3426167.1
OG0003866	scaffold15.g4317.t1	KAI3426426.1
OG0003867	scaffold15.g4319.t1	KAI3426424.1
OG0003868	scaffold15.g4323.t1	KAI3426416.1
OG0003869	scaffold15.g4329.t1	KAI3426432.1
OG0003870	scaffold15.g4330.t1	KAI3426433.1
OG0003871	scaffold15.g4337.t1	KAI3430396.1
OG0003872	scaffold15.g4341.t1	KAI3430881.1
OG0003873	scaffold15.g4342.t1	KAI3430880.1
OG0003874	scaffold15.g4344.t1	KAI3426311.1
OG0003875	scaffold15.g4348.t1	KAI3430987.1
OG0003876	scaffold15.g4352.t1	KAI3428700.1
OG0003877	scaffold15.g4355.t1	KAI3430672.1
OG0003878	scaffold15.g4356.t1	KAI3430671.1
OG0003879	scaffold15.g4360.t1	KAI3430668.1
OG0003880	scaffold15.g4366.t1	KAI3430822.1
OG0003881	scaffold15.g4374.t1	KAI3430801.1
OG0003882	scaffold15.g4375.t1	KAI3430837.1
OG0003884	scaffold12.g8120.t1, scaffold39.g4415.t1	KAI3426022.1
OG0003885	scaffold30.g4420.t1	KAI3439092.1
OG0003886	scaffold30.g4422.t1	KAI3439088.1
OG0003887	scaffold30.g4423.t1	KAI3439030.1, KAI3439029.1
OG0003888	scaffold30.g4426.t1	KAI3439036.1
OG0003889	scaffold30.g4427.t1	KAI3439048.1
OG0003890	scaffold30.g4428.t1	KAI3439049.1
OG0003891	scaffold30.g4429.t1	KAI3439051.1
OG0003892	scaffold30.g4432.t1	KAI3439054.1
OG0003893	scaffold30.g4433.t1	KAI3428215.1
OG0003894	scaffold30.g4438.t1	KAI3439041.1
OG0003895	scaffold30.g4440.t1	KAI3439055.1
OG0003896	scaffold30.g4442.t1	KAI3429793.1
OG0003897	scaffold30.g4449.t1	KAI3438942.1
OG0003898	scaffold30.g4451.t1	KAI3438948.1
OG0003899	scaffold30.g4453.t1, scaffold27.g5980.t1	KAI3432735.1
OG0003900	scaffold30.g4454.t1	KAI3439129.1
OG0003901	scaffold30.g4456.t1	KAI3439127.1
OG0003902	scaffold30.g4460.t1	KAI3438949.1
OG0003903	scaffold30.g4465.t1	KAI3439126.1
OG0003904	scaffold34.g4511.t1	KAI3430786.1
OG0003905	scaffold34.g4514.t1	KAI3430791.1
OG0003906	scaffold34.g4515.t1	KAI3430792.1
OG0003907	scaffold34.g4516.t1	KAI3430780.1
OG0003908	scaffold57.g4548.t1, scaffold2.g6905.t1	KAI3424144.1
OG0003909	scaffold4.g4567.t1	KAI3438604.1
OG0003910	scaffold4.g4568.t1	KAI3438605.1
OG0003911	scaffold4.g4576.t1	KAI3438551.1
OG0003912	scaffold4.g4577.t1	KAI3438552.1
OG0003913	scaffold4.g4578.t1	KAI3438553.1
OG0003914	scaffold4.g4587.t1	KAI3432816.1
OG0003915	scaffold4.g4592.t1	KAI3438444.1
OG0003916	scaffold4.g4593.t1	KAI3438443.1
OG0003917	scaffold4.g4595.t1	KAI3438452.1
OG0003918	scaffold4.g4606.t1	KAI3438465.1
OG0003919	scaffold4.g4608.t1	KAI3438404.1
OG0003920	scaffold4.g4609.t1	KAI3438403.1
OG0003921	scaffold4.g4610.t1	KAI3428662.1
OG0003922	scaffold4.g4612.t1	KAI3438494.1
OG0003923	scaffold4.g4614.t1	KAI3438474.1
OG0003924	scaffold4.g4615.t1	KAI3438475.1
OG0003925	scaffold4.g4616.t1	KAI3438500.1
OG0003926	scaffold4.g4620.t1	KAI3438503.1
OG0003927	scaffold4.g4626.t1	KAI3438396.1
OG0003928	scaffold4.g4627.t1	KAI3438402.1
OG0003929	scaffold4.g4636.t1	KAI3438496.1
OG0003930	scaffold4.g4639.t1	KAI3438487.1
OG0003931	scaffold4.g4640.t1	KAI3438488.1
OG0003932	scaffold4.g4643.t1	KAI3438492.1
OG0003933	scaffold4.g4647.t1	KAI3425158.1
OG0003934	scaffold4.g4648.t1	KAI3438460.1
OG0003935	scaffold4.g4651.t1	KAI3438458.1
OG0003936	scaffold4.g4655.t1	KAI3438562.1
OG0003937	scaffold4.g4656.t1	KAI3438556.1
OG0003938	scaffold4.g4657.t1	KAI3438557.1
OG0003939	scaffold4.g4658.t1	KAI3438561.1
OG0003940	scaffold4.g4664.t1	KAI3438565.1
OG0003941	scaffold4.g4667.t1	KAI3438580.1
OG0003942	scaffold4.g4668.t1	KAI3437925.1, KAI3437926.1
OG0003943	scaffold4.g4670.t1	KAI3438427.1
OG0003944	scaffold4.g4671.t1	KAI3438429.1
OG0003945	scaffold4.g4672.t1	KAI3438430.1
OG0003946	scaffold4.g4673.t1	KAI3424821.1
OG0003947	scaffold4.g4676.t1	KAI3438426.1
OG0003948	scaffold4.g4677.t1	KAI3438423.1
OG0003949	scaffold4.g4679.t1	KAI3438416.1
OG0003950	scaffold4.g4681.t1	KAI3438419.1
OG0003951	scaffold4.g4682.t1	KAI3438411.1
OG0003952	scaffold4.g4683.t1	KAI3438410.1
OG0003953	scaffold4.g4685.t1	KAI3438421.1
OG0003954	scaffold4.g4687.t1	KAI3438412.1
OG0003955	scaffold4.g4694.t1	KAI3438567.1
OG0003956	scaffold4.g4701.t1	KAI3424826.1
OG0003957	scaffold4.g4704.t1	KAI3435699.1
OG0003958	scaffold4.g4705.t1	KAI3438571.1
OG0003959	scaffold4.g4709.t1	KAI3424185.1
OG0003960	scaffold4.g4711.t1	KAI3432615.1
OG0003961	scaffold4.g4724.t1	KAI3428179.1
OG0003962	scaffold4.g4725.t1	KAI3431506.1
OG0003963	scaffold4.g4727.t1	KAI3438433.1
OG0003964	scaffold4.g4728.t1	KAI3438434.1
OG0003965	scaffold4.g4733.t1	KAI3438437.1
OG0003966	scaffold4.g4741.t1	KAI3438384.1
OG0003967	scaffold4.g4742.t1	KAI3438555.1
OG0003968	scaffold4.g4743.t1	KAI3438554.1
OG0003969	scaffold4.g4745.t1	KAI3438385.1
OG0003970	scaffold4.g4748.t1	KAI3438541.1
OG0003971	scaffold4.g4751.t1	KAI3438544.1
OG0003972	scaffold4.g4754.t1	KAI3424896.1
OG0003973	scaffold4.g4757.t1	KAI3438389.1
OG0003974	scaffold4.g4758.t1	KAI3438390.1
OG0003975	scaffold4.g4761.t1	KAI3438506.1
OG0003976	scaffold4.g4763.t1	KAI3438519.1
OG0003977	scaffold4.g4766.t1	KAI3438522.1
OG0003978	scaffold4.g4773.t1	KAI3438516.1
OG0003979	scaffold4.g4775.t1	KAI3438508.1
OG0003980	scaffold4.g4780.t1	KAI3438439.1
OG0003981	scaffold4.g4781.t1	KAI3424449.1
OG0003982	scaffold4.g4782.t1	KAI3436856.1
OG0003983	scaffold4.g4786.t1	KAI3438432.1
OG0003984	scaffold4.g4788.t1	KAI3438525.1
OG0003985	scaffold4.g4791.t1	KAI3423022.1, KAI3438960.1
OG0003986	scaffold4.g4792.t1	KAI3438341.1
OG0003987	scaffold4.g4793.t1	KAI3438340.1
OG0003988	scaffold4.g4797.t1	KAI3438380.1
OG0003989	scaffold4.g4805.t1	KAI3436417.1
OG0003990	scaffold4.g4806.t1	KAI3438531.1
OG0003991	scaffold4.g4809.t1	KAI3438528.1
OG0003992	scaffold4.g4811.t1	KAI3438372.1
OG0003993	scaffold4.g4812.t1	KAI3425200.1
OG0003994	scaffold4.g4813.t1	KAI3428643.1
OG0003995	scaffold4.g4814.t1	KAI3428642.1
OG0003996	scaffold4.g4815.t1	KAI3425100.1
OG0003997	scaffold4.g4816.t1	KAI3438232.1
OG0003998	scaffold4.g4817.t1	KAI3438851.1, KAI3428635.1
OG0003999	scaffold4.g4818.t1	KAI3438263.1
OG0004000	scaffold4.g4823.t1	KAI3438260.1
OG0004001	scaffold4.g4826.t1	KAI3438249.1
OG0004002	scaffold4.g4834.t1	KAI3438259.1
OG0004003	scaffold4.g4837.t1	KAI3438247.1
OG0004004	scaffold4.g4841.t1	KAI3438243.1
OG0004005	scaffold4.g4843.t1	KAI3428621.1
OG0004006	scaffold4.g4844.t1	KAI3428623.1
OG0004007	scaffold4.g4854.t1	KAI3428625.1
OG0004008	scaffold4.g4859.t1	KAI3438238.1
OG0004009	scaffold4.g4867.t1	KAI3428461.1
OG0004010	scaffold4.g4871.t1	KAI3428617.1
OG0004011	scaffold4.g4875.t1	KAI3430745.1
OG0004012	scaffold4.g4877.t1	KAI3428607.1
OG0004013	scaffold4.g4881.t1	KAI3427183.1
OG0004014	scaffold4.g4884.t1	KAI3428601.1
OG0004015	scaffold4.g4887.t1	KAI3428593.1
OG0004016	scaffold4.g4888.t1	KAI3428503.1
OG0004017	scaffold4.g4889.t1	KAI3428504.1
OG0004018	scaffold4.g4892.t1	KAI3428509.1
OG0004019	scaffold4.g4898.t1	KAI3428457.1
OG0004020	scaffold4.g4905.t1	KAI3428481.1
OG0004021	scaffold4.g4907.t1	KAI3428498.1
OG0004022	scaffold4.g4908.t1	KAI3428497.1
OG0004023	scaffold4.g4909.t1	KAI3428452.1
OG0004024	scaffold4.g4912.t1	KAI3434741.1
OG0004025	scaffold4.g4916.t1	KAI3428575.1
OG0004026	scaffold4.g4919.t1	KAI3428542.1
OG0004027	scaffold4.g4921.t1	KAI3428236.1
OG0004028	scaffold4.g4922.t1	KAI3428435.1
OG0004029	scaffold4.g4924.t1	KAI3428438.1
OG0004030	scaffold4.g4927.t1	KAI3428443.1
OG0004031	scaffold4.g4930.t1	KAI3432625.1
OG0004032	scaffold4.g4931.t1	KAI3428440.1
OG0004033	scaffold4.g4936.t1	KAI3428442.1
OG0004034	scaffold4.g4938.t1	KAI3428420.1
OG0004035	scaffold4.g4939.t1	KAI3428425.1
OG0004036	scaffold4.g4944.t1	KAI3428491.1
OG0004037	scaffold4.g4945.t1	KAI3428492.1
OG0004038	scaffold4.g4947.t1	KAI3428477.1
OG0004039	scaffold4.g4953.t1	KAI3428565.1
OG0004040	scaffold4.g4956.t1	KAI3428587.1
OG0004041	scaffold4.g4960.t1	KAI3428613.1
OG0004042	scaffold4.g4966.t1	KAI3438265.1
OG0004043	scaffold4.g4969.t1	KAI3428619.1
OG0004044	scaffold4.g4970.t1	KAI3430806.1
OG0004045	scaffold4.g4972.t1	KAI3424817.1
OG0004046	scaffold4.g4974.t1	KAI3428581.1
OG0004047	scaffold4.g4976.t1	KAI3426106.1
OG0004048	scaffold4.g4979.t1	KAI3428444.1
OG0004049	scaffold4.g4980.t1	KAI3428445.1
OG0004050	scaffold4.g4985.t1	KAI3428562.1
OG0004051	scaffold4.g4987.t1	KAI3426975.1
OG0004052	scaffold4.g4997.t1	KAI3428822.1
OG0004053	scaffold4.g5000.t1	KAI3438171.1
OG0004054	scaffold4.g5012.t1	KAI3431557.1
OG0004055	scaffold4.g5014.t1	KAI3428556.1
OG0004056	scaffold4.g5015.t1	KAI3428555.1
OG0004057	scaffold4.g5018.t1	KAI3428535.1
OG0004058	scaffold4.g5020.t1	KAI3428540.1
OG0004059	scaffold4.g5028.t1	KAI3428528.1, KAI3428529.1
OG0004060	scaffold4.g5029.t1	KAI3429468.1
OG0004061	scaffold4.g5035.t1	KAI3428519.1
OG0004062	scaffold4.g5036.t1	KAI3428518.1
OG0004063	scaffold4.g5037.t1	KAI3428516.1
OG0004064	scaffold4.g5038.t1	KAI3428517.1
OG0004065	scaffold4.g5042.t1	KAI3428594.1
OG0004066	scaffold4.g5043.t1	KAI3424797.1
OG0004067	scaffold4.g5047.t1	KAI3428658.1
OG0004068	scaffold4.g5057.t1	KAI3428433.1
OG0004069	scaffold36.g5063.t1	KAI3439021.1
OG0004070	scaffold36.g5064.t1	KAI3439022.1
OG0004071	scaffold36.g5069.t1	KAI3439103.1
OG0004072	scaffold36.g5071.t1	KAI3439095.1
OG0004073	scaffold36.g5072.t1	KAI3439086.1
OG0004074	scaffold36.g5075.t1	KAI3439046.1
OG0004075	scaffold133.g5078.t1	KAI3436320.1
OG0004076	scaffold25.g5082.t1	KAI3423891.1
OG0004077	scaffold25.g5085.t1	KAI3428656.1
OG0004079	scaffold25.g5096.t1	KAI3428285.1
OG0004080	scaffold25.g5099.t1	KAI3424722.1
OG0004081	scaffold25.g5113.t1	KAI3434464.1
OG0004082	scaffold25.g5114.t1	KAI3434478.1
OG0004083	scaffold25.g5116.t1	KAI3434463.1
OG0004084	scaffold25.g5119.t1	KAI3438190.1
OG0004085	scaffold25.g5129.t1	KAI3426207.1
OG0004086	scaffold25.g5136.t1	KAI3431517.1
OG0004087	scaffold25.g5137.t1	KAI3434537.1
OG0004089	scaffold313.g5143.t1	KAI3436603.1
OG0004090	scaffold40.g5148.t1	KAI3431625.1
OG0004091	scaffold40.g5152.t1	KAI3431596.1
OG0004092	scaffold40.g5153.t1	KAI3431580.1
OG0004093	scaffold40.g5156.t1	KAI3431620.1
OG0004094	scaffold40.g5166.t1	KAI3431572.1
OG0004095	scaffold40.g5167.t1	KAI3431573.1
OG0004096	scaffold1.g5176.t1	KAI3433940.1
OG0004097	scaffold1.g5178.t1	KAI3433870.1
OG0004098	scaffold1.g5179.t1	KAI3433954.1
OG0004099	scaffold1.g5180.t1	KAI3433938.1
OG0004100	scaffold1.g5182.t1	KAI3433945.1
OG0004101	scaffold1.g5184.t1	KAI3433956.1
OG0004102	scaffold1.g5186.t1	KAI3433949.1
OG0004103	scaffold1.g5187.t1	KAI3433948.1
OG0004104	scaffold1.g5188.t1	KAI3438253.1
OG0004105	scaffold1.g5190.t1	KAI3423709.1
OG0004106	scaffold1.g5191.t1	KAI3423710.1
OG0004108	scaffold1.g5197.t1	KAI3433923.1
OG0004109	scaffold1.g5199.t1	KAI3433962.1
OG0004110	scaffold1.g5201.t1	KAI3433964.1
OG0004111	scaffold1.g5205.t1	KAI3433931.1
OG0004112	scaffold1.g5214.t1	KAI3433828.1
OG0004113	scaffold1.g5215.t1	KAI3433827.1
OG0004114	scaffold1.g5217.t1	KAI3433830.1
OG0004115	scaffold1.g5221.t1	KAI3433836.1
OG0004116	scaffold1.g5224.t1	KAI3433744.1
OG0004117	scaffold1.g5225.t1	KAI3433745.1
OG0004118	scaffold1.g5231.t1	KAI3433772.1
OG0004119	scaffold1.g5233.t1	KAI3428668.1
OG0004120	scaffold1.g5235.t1	KAI3433767.1, KAI3433766.1
OG0004121	scaffold1.g5238.t1	KAI3433765.1, KAI3433771.1
OG0004122	scaffold1.g5240.t1	KAI3433760.1
OG0004123	scaffold1.g5242.t1	KAI3433758.1
OG0004124	scaffold1.g5248.t1	KAI3433898.1
OG0004125	scaffold1.g5249.t1	KAI3433900.1
OG0004126	scaffold1.g5250.t1	KAI3433813.1
OG0004127	scaffold1.g5251.t1	KAI3433814.1
OG0004128	scaffold1.g5255.t1	KAI3433803.1
OG0004129	scaffold1.g5259.t1	KAI3433798.1
OG0004130	scaffold1.g5262.t1	KAI3433795.1
OG0004131	scaffold1.g5263.t1	KAI3433794.1
OG0004132	scaffold1.g5264.t1	KAI3433792.1
OG0004133	scaffold1.g5269.t1	KAI3433748.1
OG0004134	scaffold1.g5270.t1	KAI3433747.1
OG0004135	scaffold1.g5272.t1	KAI3433902.1
OG0004136	scaffold1.g5273.t1	KAI3433904.1
OG0004137	scaffold1.g5278.t1	KAI3433892.1
OG0004138	scaffold1.g5279.t1	KAI3433891.1
OG0004139	scaffold1.g5280.t1	KAI3432858.1
OG0004140	scaffold1.g5287.t1	KAI3428787.1
OG0004141	scaffold1.g5293.t1	KAI3429470.1, KAI3429469.1
OG0004142	scaffold1.g5294.t1	KAI3428194.1
OG0004143	scaffold1.g5298.t1	KAI3433888.1
OG0004144	scaffold1.g5303.t1	KAI3433877.1
OG0004145	scaffold1.g5304.t1	KAI3433878.1
OG0004146	scaffold1.g5307.t1	KAI3432801.1
OG0004147	scaffold1.g5310.t1	KAI3433855.1
OG0004148	scaffold1.g5311.t1	KAI3436712.1
OG0004149	scaffold1.g5321.t1	KAI3433742.1
OG0004150	scaffold1.g5322.t1	KAI3433741.1
OG0004151	scaffold1.g5323.t1	KAI3433740.1
OG0004152	scaffold1.g5324.t1	KAI3433739.1
OG0004153	scaffold1.g5326.t1	KAI3432818.1
OG0004154	scaffold1.g5327.t1	KAI3433736.1
OG0004155	scaffold1.g5328.t1	KAI3433712.1
OG0004156	scaffold1.g5329.t1	KAI3433711.1
OG0004157	scaffold1.g5334.t1	KAI3433726.1
OG0004158	scaffold1.g5335.t1	KAI3433725.1
OG0004159	scaffold1.g5339.t1	KAI3433717.1
OG0004160	scaffold1.g5341.t1	KAI3433723.1
OG0004161	scaffold1.g5345.t1	KAI3433734.1
OG0004162	scaffold1.g5351.t1	KAI3433691.1
OG0004163	scaffold1.g5352.t1	KAI3433690.1
OG0004164	scaffold1.g5355.t1	KAI3433687.1
OG0004165	scaffold1.g5358.t1	KAI3433666.1
OG0004166	scaffold1.g5359.t1	KAI3433665.1
OG0004167	scaffold1.g5361.t1	KAI3433660.1
OG0004168	scaffold1.g5363.t1	KAI3433658.1
OG0004169	scaffold1.g5364.t1	KAI3433654.1
OG0004170	scaffold1.g5366.t1	KAI3433655.1
OG0004171	scaffold1.g5367.t1	KAI3433656.1
OG0004172	scaffold1.g5370.t1	KAI3428263.1
OG0004173	scaffold1.g5371.t1	KAI3428264.1
OG0004174	scaffold1.g5372.t1	KAI3433651.1
OG0004175	scaffold1.g5373.t1	KAI3433652.1
OG0004176	scaffold1.g5376.t1	KAI3432462.1
OG0004177	scaffold1.g5377.t1	KAI3432674.1
OG0004178	scaffold1.g5379.t1	KAI3433648.1
OG0004179	scaffold1.g5380.t1	KAI3424793.1
OG0004180	scaffold1.g5384.t1	KAI3425830.1
OG0004181	scaffold1.g5386.t1	KAI3433642.1
OG0004182	scaffold1.g5387.t1	KAI3433641.1
OG0004183	scaffold1.g5388.t1	KAI3433640.1
OG0004184	scaffold1.g5394.t1	KAI3433643.1
OG0004185	scaffold1.g5399.t1	KAI3433606.1
OG0004186	scaffold1.g5402.t1	KAI3433609.1
OG0004187	scaffold1.g5410.t1	KAI3433616.1
OG0004188	scaffold1.g5413.t1	KAI3433619.1
OG0004189	scaffold1.g5416.t1	KAI3433621.1
OG0004190	scaffold1.g5419.t1	KAI3433628.1
OG0004191	scaffold1.g5425.t1	KAI3433633.1
OG0004192	scaffold1.g5426.t1	KAI3433632.1
OG0004193	scaffold1.g5430.t1	KAI3433637.1
OG0004194	scaffold1.g5432.t1	KAI3433599.1
OG0004195	scaffold1.g5435.t1	KAI3433586.1
OG0004196	scaffold1.g5443.t1	KAI3433593.1
OG0004197	scaffold1.g5446.t1	KAI3433581.1
OG0004198	scaffold1.g5450.t1	KAI3433583.1
OG0004200	scaffold1.g5452.t1	KAI3433575.1
OG0004201	scaffold1.g5455.t1	KAI3433573.1
OG0004202	scaffold1.g5456.t1	KAI3433572.1
OG0004203	scaffold1.g5463.t1	KAI3435683.1
OG0004204	scaffold1.g5464.t1	KAI3424905.1
OG0004205	scaffold1.g5470.t1	KAI3433560.1
OG0004206	scaffold1.g5473.t1	KAI3433519.1
OG0004207	scaffold1.g5476.t1	KAI3433527.1
OG0004208	scaffold1.g5477.t1	KAI3433528.1
OG0004209	scaffold1.g5478.t1	KAI3433529.1
OG0004210	scaffold1.g5479.t1	KAI3424828.1
OG0004211	scaffold1.g5480.t1	KAI3433530.1
OG0004212	scaffold1.g5481.t1	KAI3433531.1
OG0004213	scaffold1.g5487.t1	KAI3433540.1
OG0004214	scaffold1.g5488.t1	KAI3433539.1
OG0004215	scaffold1.g5489.t1	KAI3433541.1
OG0004216	scaffold1.g5490.t1	KAI3433542.1
OG0004217	scaffold1.g5495.t1	KAI3438514.1
OG0004218	scaffold1.g5496.t1	KAI3433395.1
OG0004219	scaffold1.g5498.t1	KAI3433368.1
OG0004220	scaffold1.g5499.t1	KAI3433384.1
OG0004221	scaffold1.g5500.t1	KAI3433387.1
OG0004222	scaffold1.g5501.t1	KAI3433385.1
OG0004223	scaffold1.g5503.t1	KAI3433361.1, KAI3433360.1
OG0004224	scaffold1.g5504.t1	KAI3424863.1
OG0004225	scaffold1.g5507.t1	KAI3433354.1
OG0004226	scaffold1.g5513.t1	KAI3433339.1
OG0004227	scaffold1.g5514.t1	KAI3433338.1
OG0004228	scaffold1.g5515.t1	KAI3433337.1
OG0004229	scaffold1.g5519.t1	KAI3433321.1
OG0004230	scaffold1.g5520.t1	KAI3433335.1
OG0004231	scaffold1.g5528.t1	KAI3429704.1
OG0004232	scaffold1.g5533.t1	KAI3438322.1
OG0004233	scaffold1.g5535.t1	KAI3433348.1
OG0004234	scaffold1.g5536.t1	KAI3433347.1
OG0004235	scaffold1.g5537.t1	KAI3431756.1
OG0004236	scaffold1.g5538.t1	KAI3433344.1
OG0004237	scaffold1.g5541.t1	KAI3433341.1
OG0004238	scaffold1.g5543.t1	KAI3433351.1
OG0004239	scaffold1.g5546.t1	KAI3433323.1
OG0004240	scaffold1.g5551.t1	KAI3423823.1
OG0004241	scaffold1.g5555.t1	KAI3433327.1
OG0004242	scaffold1.g5559.t1	KAI3434471.1
OG0004243	scaffold1.g5567.t1	KAI3435482.1
OG0004244	scaffold1.g5570.t1	KAI3433469.1
OG0004245	scaffold1.g5574.t1	KAI3433451.1
OG0004247	scaffold1.g5578.t1	KAI3424179.1
OG0004248	scaffold1.g5586.t1	KAI3433457.1
OG0004249	scaffold1.g5587.t1	KAI3433458.1
OG0004251	scaffold1.g5589.t1	KAI3433432.1
OG0004252	scaffold1.g5591.t1	KAI3433444.1
OG0004253	scaffold1.g5593.t1	KAI3433397.1
OG0004254	scaffold1.g5594.t1	KAI3428659.1
OG0004255	scaffold1.g5595.t1	KAI3428661.1
OG0004256	scaffold1.g5598.t1	KAI3433400.1
OG0004257	scaffold1.g5605.t1	KAI3433401.1
OG0004258	scaffold1.g5609.t1	KAI3433390.1
OG0004259	scaffold1.g5610.t1	KAI3433389.1
OG0004260	scaffold1.g5611.t1	KAI3433388.1
OG0004261	scaffold1.g5618.t1	KAI3433394.1
OG0004262	scaffold1.g5620.t1	KAI3433554.1
OG0004263	scaffold1.g5622.t1	KAI3433552.1
OG0004264	scaffold1.g5624.t1	KAI3433551.1
OG0004265	scaffold1.g5628.t1	KAI3433698.1
OG0004266	scaffold1.g5631.t1	KAI3433680.1
OG0004267	scaffold1.g5635.t1	KAI3433672.1
OG0004268	scaffold1.g5636.t1	KAI3433671.1
OG0004269	scaffold1.g5638.t1	KAI3433683.1
OG0004270	scaffold1.g5642.t1	KAI3433705.1
OG0004271	scaffold1.g5643.t1	KAI3433704.1
OG0004272	scaffold1.g5644.t1	KAI3433495.1
OG0004273	scaffold1.g5645.t1	KAI3433487.1
OG0004274	scaffold1.g5647.t1	KAI3433513.1
OG0004275	scaffold1.g5648.t1	KAI3433512.1
OG0004276	scaffold1.g5653.t1	KAI3433511.1
OG0004277	scaffold1.g5654.t1	KAI3433506.1
OG0004278	scaffold1.g5655.t1	KAI3433505.1
OG0004279	scaffold1.g5659.t1	KAI3433475.1
OG0004280	scaffold1.g5660.t1	KAI3433486.1
OG0004281	scaffold1.g5664.t1	KAI3433490.1
OG0004282	scaffold1.g5667.t1	KAI3433491.1
OG0004283	scaffold1.g5671.t1	KAI3433493.1
OG0004284	scaffold1.g5674.t1	KAI3438645.1
OG0004285	scaffold1.g5678.t1	KAI3423875.1
OG0004286	scaffold1.g5679.t1	KAI3428672.1
OG0004287	scaffold1.g5681.t1	KAI3423881.1
OG0004288	scaffold1.g5682.t1	KAI3423888.1
OG0004289	scaffold1.g5683.t1	KAI3423896.1
OG0004290	scaffold1.g5684.t1	KAI3423869.1
OG0004292	scaffold1.g5702.t1	KAI3423826.1
OG0004293	scaffold1.g5708.t1	KAI3433406.1
OG0004294	scaffold1.g5712.t1	KAI3423864.1
OG0004295	scaffold1.g5716.t1	KAI3423857.1
OG0004296	scaffold1.g5718.t1	KAI3423837.1
OG0004297	scaffold1.g5719.t1	KAI3423838.1
OG0004298	scaffold1.g5721.t1	KAI3423850.1
OG0004299	scaffold1.g5729.t1	KAI3423841.1
OG0004300	scaffold1.g5730.t1	KAI3423843.1
OG0004301	scaffold1.g5733.t1	KAI3423928.1
OG0004302	scaffold1.g5734.t1	KAI3423927.1
OG0004303	scaffold1.g5737.t1	KAI3423920.1
OG0004304	scaffold1.g5739.t1	KAI3432353.1
OG0004305	scaffold1.g5743.t1	KAI3423943.1
OG0004306	scaffold1.g5744.t1	KAI3423942.1
